Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name
363-U1484A-16H-1-A,0,36.0,138.0,138.36,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,16,H,1,A,,,,
363-U1484A-16H-1-A,36,76.0,138.36,138.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,16,H,1,A,,,,
363-U1484A-16H-2-A,0,63.0,138.76,139.39,,silty sand [S54],silty sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,16,H,2,A,,,,
363-U1484A-16H-2-A,63,91.0,139.39,139.67,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,16,H,2,A,,,,
363-U1484A-16H-2-A,91,129.0,139.67,140.05,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,16,H,2,A,,,,
363-U1484A-16H-3-A,0,77.0,140.05,140.82,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,cm scale clay-rich layers,,,,,,,,,,,,,363,U1484,A,16,H,3,A,,,,
363-U1484A-16H-4-A,0,86.0,140.82,141.68,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,cm scale clay-rich layers,,,,,,,,,,,,,363,U1484,A,16,H,4,A,,,,
363-U1484A-16H-5-A,0,13.0,141.68,141.81,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,16,H,5,A,,,,
363-U1484A-16H-5-A,13,100.0,141.81,142.68,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Seriously disturbed,,,,,,,,,,,,,363,U1484,A,16,H,5,A,,,,
363-U1484A-16H-6-A,0,53.0,142.68,143.21,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Seriously disturbed,,,,,,,,,,,,,363,U1484,A,16,H,6,A,,,,
363-U1484A-16H-CC-A,0,11.0,143.21,143.32,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Seriously disturbed,,,,,,,,,,,,,363,U1484,A,16,H,CC,A,,,,
363-U1484A-17H-1-A,0,21.0,147.5,147.71,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,1,A,,,,
363-U1484A-17H-1-A,21,125.0,147.71,148.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,1,A,,,,
363-U1484A-17H-2-A,0,20.0,148.91,149.11,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,2,A,,,,
363-U1484A-17H-2-A,20,35.0,149.11,149.26,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,2,A,,,,
363-U1484A-17H-2-A,35,81.0,149.26,149.72,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,2,A,,,,
363-U1484A-17H-2-A,98,125.0,149.89,150.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,2,A,,,,
363-U1484A-17H-3-A,0,147.0,150.16,151.63,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks from 122 to 134 cm,,,,,,,,,,,,,363,U1484,A,17,H,3,A,,,,
363-U1484A-17H-4-A,0,66.0,151.63,152.29,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,4,A,,,,
363-U1484A-17H-4-A,66,70.0,152.29,152.33,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 7/2 (pinkish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,4,A,,,,
363-U1484A-17H-4-A,70,122.0,152.33,152.85,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,4,A,,,,
363-U1484A-17H-4-A,122,132.0,152.85,152.95,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,4,A,,,,
363-U1484A-17H-4-A,132,147.0,152.95,153.1,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,4,A,,,,
363-U1484A-17H-5-A,0,142.0,153.1,154.52,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,5,A,,,,
363-U1484A-17H-6-A,0,91.0,154.52,155.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,6,A,,,,
363-U1484A-17H-7-A,0,76.0,155.53,156.29,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,7,A,,,,
363-U1484A-17H-CC-A,0,17.0,156.29,156.46,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,17,H,CC,A,,,,
363-U1484A-18H-1-A,0,140.0,157.0,158.4,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Top 25 cm crushed. Sulfide common,,,,,,,,,,,,,363,U1484,A,18,H,1,A,,,,
363-U1484A-18H-2-A,0,66.0,158.4,159.06,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,2,A,,,,
363-U1484A-18H-2-A,66,73.0,159.06,159.13,,sand [Leg210],sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,2,A,,,,
363-U1484A-18H-2-A,73,140.0,159.13,159.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,2,A,,,,
363-U1484A-18H-3-A,0,147.0,159.8,161.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,3,A,,,,
363-U1484A-18H-4-A,0,122.0,161.27,162.49,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,4,A,,,,
363-U1484A-18H-4-A,122,125.0,162.49,162.52,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 7/2 (light gray),slight [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,4,A,,,,
363-U1484A-18H-4-A,125,148.0,162.52,162.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,4,A,,,,
363-U1484A-18H-5-A,0,110.0,162.75,163.85,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,5,A,,,,
363-U1484A-18H-6-A,0,44.0,163.85,164.29,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,6,A,,,,
363-U1484A-18H-6-A,53,91.0,164.38,164.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,6,A,,,,
363-U1484A-18H-7-A,0,125.0,164.76,166.01,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,7,A,,,,
363-U1484A-18H-8-A,0,59.0,166.11,166.7,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,8,A,,,,
363-U1484A-18H-8-A,67,100.0,166.78,167.11,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,8,A,,,,
363-U1484A-18H-CC-A,0,29.0,167.11,167.4,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, some gas expansion cracks.",,,,,,,,,,,,,363,U1484,A,18,H,CC,A,,,,
363-U1484A-19H-1-A,0,124.0,166.5,167.74,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,1,A,,,,
363-U1484A-19H-2-A,0,136.0,167.74,169.1,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,2,A,,,,
363-U1484A-19H-3-A,0,26.0,169.1,169.36,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,3,A,,,,
363-U1484A-19H-3-A,48,120.0,169.58,170.3,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,3,A,,,,
363-U1484A-19H-4-A,0,140.0,170.3,171.7,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,4,A,,,,
363-U1484A-19H-5-A,0,26.0,171.7,171.96,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,5,A,,,,
363-U1484A-19H-5-A,26,27.0,171.96,171.97,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/4 (brown),slight [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,5,A,,,,
363-U1484A-19H-5-A,27,140.0,171.97,173.1,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,5,A,,,,
363-U1484A-19H-6-A,0,136.0,173.1,174.46,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,6,A,,,,
363-U1484A-19H-7-A,0,59.0,174.56,175.15,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,7,A,,,,
363-U1484A-19H-7-A,69,93.0,175.25,175.49,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,7,A,,,,
363-U1484A-19H-7-A,103,129.0,175.59,175.85,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,7,A,,,,
363-U1484A-19H-CC-A,0,57.0,175.87,176.44,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide patches, gas expansion cracks common.",,,,,,,,,,,,,363,U1484,A,19,H,CC,A,,,,
363-U1484A-20H-1-A,0,73.0,176.0,176.73,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,1,A,,,,
363-U1484A-20H-1-A,79,143.0,176.79,177.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,1,A,,,,
363-U1484A-20H-2-A,0,55.0,177.43,177.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,2,A,,,,
363-U1484A-20H-2-A,89,140.0,178.32,178.83,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,2,A,,,,
363-U1484A-20H-3-A,0,4.0,178.83,178.87,,sand [Leg210],sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,3,A,,,,
363-U1484A-20H-3-A,4,140.0,178.87,180.23,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,3,A,,,,
363-U1484A-20H-4-A,0,40.0,180.23,180.63,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gradual lithology change centered at 40cm sec 4,,,,,,,,,,,,,363,U1484,A,20,H,4,A,,,,
363-U1484A-20H-4-A,40,142.0,180.63,181.65,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,4,A,,,,
363-U1484A-20H-5-A,0,138.0,181.65,183.03,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,5,A,,,,
363-U1484A-20H-6-A,0,141.0,183.13,184.54,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,6,A,,,,
363-U1484A-20H-7-A,0,29.0,184.54,184.83,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,7,A,,,,
363-U1484A-20H-7-A,32,102.0,184.86,185.56,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,7,A,,,,
363-U1484A-20H-CC-A,0,26.0,185.56,185.82,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks common,,,,,,,,,,,,,363,U1484,A,20,H,CC,A,,,,
363-U1484A-21H-1-A,0,145.0,185.5,186.95,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,several gas expansion cracks,,,,,,,,,,,,,363,U1484,A,21,H,1,A,,,,
363-U1484A-21H-2-A,0,130.0,186.95,188.25,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,several gas expansion cracks,,,,,,,,,,,,,363,U1484,A,21,H,2,A,,,,
363-U1484A-21H-3-A,0,145.0,188.25,189.7,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,several gas expansion cracks,,,,,,,,,,,,,363,U1484,A,21,H,3,A,,,,
363-U1484A-21H-4-A,0,140.0,189.7,191.1,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,15mm dia. pumice piece 87 cm down section 4.,,,,,,,,,,,,,363,U1484,A,21,H,4,A,,,,
363-U1484A-21H-5-A,0,107.0,191.1,192.17,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,no gas expansion cracks,,,,,,,,,,,,,363,U1484,A,21,H,5,A,,,,
363-U1484A-21H-6-A,0,127.0,192.17,193.44,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,several gas expansion cracks,,,,,,,,,,,,,363,U1484,A,21,H,6,A,,,,
363-U1484A-21H-7-A,0,141.0,193.54,194.95,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 7 and cc,,,,,,,,,,,,,363,U1484,A,21,H,7,A,,,,
363-U1484A-21H-CC-A,0,27.0,194.95,195.22,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 7 and cc,,,,,,,,,,,,,363,U1484,A,21,H,CC,A,,,,
363-U1484A-22F-1-A,0,88.0,195.0,195.88,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,1,A,,,,
363-U1484A-22F-1-A,88,97.0,195.88,195.97,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,1,A,,,,
363-U1484A-22F-1-A,97,116.0,195.97,196.16,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,1,A,,,,
363-U1484A-22F-1-A,116,125.0,196.16,196.25,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,1,A,,,,
363-U1484A-22F-1-A,125,140.0,196.25,196.4,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,1,A,,,,
363-U1484A-22F-2-A,0,20.0,196.4,196.6,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,2,A,,,,
363-U1484A-22F-2-A,20,35.0,196.6,196.75,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,2,A,,,,
363-U1484A-22F-2-A,35,40.0,196.75,196.8,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,2,A,,,,
363-U1484A-22F-2-A,44,64.0,196.84,197.04,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,2,A,,,,
363-U1484A-22F-2-A,64,106.0,197.04,197.46,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,2,A,,,,
363-U1484A-22F-2-A,106,138.0,197.46,197.78,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,2,A,,,,
363-U1484A-22F-3-A,0,55.0,197.78,198.33,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,3,A,,,,
363-U1484A-22F-3-A,55,61.0,198.33,198.39,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,3,A,,,,
363-U1484A-22F-3-A,61,64.0,198.39,198.42,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,3,A,,,,
363-U1484A-22F-4-A,0,15.0,198.42,198.57,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,4,A,,,,
363-U1484A-22F-4-A,15,20.0,198.57,198.62,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,4,A,,,,
363-U1484A-22F-4-A,20,51.0,198.62,198.93,,nannofossil silty clay [X363],nannofossil silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,4,A,,,,
363-U1484A-22F-4-A,51,52.0,198.93,198.94,,ash(tuff) [MMK88m],ash(tuff),,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,22,F,4,A,,,,
363-U1484A-22F-4-A,52,92.0,198.94,199.34,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,4,A,,,,
363-U1484A-22F-CC-A,0,13.0,199.34,199.47,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,22,F,CC,A,,,,
363-U1484A-23F-1-A,0,109.0,199.7,200.79,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 1 and 2,,,,,,,,,,,,,363,U1484,A,23,F,1,A,,,,
363-U1484A-23F-1-A,109,114.0,200.79,200.84,,silty sand [S54],silty sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 1 and 2,,,,,,,,,,,,,363,U1484,A,23,F,1,A,,,,
363-U1484A-23F-1-A,114,133.0,200.84,201.03,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 1 and 2,,,,,,,,,,,,,363,U1484,A,23,F,1,A,,,,
363-U1484A-23F-1-A,133,142.0,201.03,201.12,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 1 and 2,,,,,,,,,,,,,363,U1484,A,23,F,1,A,,,,
363-U1484A-23F-1-A,142,146.0,201.12,201.16,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 1 and 2,,,,,,,,,,,,,363,U1484,A,23,F,1,A,,,,
363-U1484A-23F-2-A,0,133.0,201.16,202.49,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas cracks very abundant section 1 and 2,,,,,,,,,,,,,363,U1484,A,23,F,2,A,,,,
363-U1484A-23F-3-A,0,35.0,202.59,202.94,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,23,F,3,A,,,,
363-U1484A-23F-3-A,39,144.0,202.98,204.03,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,23,F,3,A,,,,
