Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data
352-U1439A-18X-2-A,68,75,159.48,159.55,V,irregular,gradational,sub-horizontal,muddy,siltstone,with fine sand,muddy siltstone,muddy siltstone with fine sand,siltstone with fine sand,,10R 5/1 (reddish gray),medium bed,lithified,silt,2,fine sand,4,,moderate,non-graded,chondrites,strong,3,,,,,,,,,,,,,,
352-U1439A-18X-2-A,75,150,159.55,160.3,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-3-A,0,88,160.3,161.18,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-3-A,88,90,161.18,161.2,V,planar,sharp,sub-horizontal,silty,fine sandstone,with medium to coarse sand,silty fine sandstone,silty fine sandstone with medium to coarse sand,fine sandstone with medium to coarse sand,,2.5Y 7/2 (light gray),thin bed,lithified,fine sand,4,medium sand,5,,moderate,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-3-A,90,123,161.2,161.53,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-3-A,123,125,161.53,161.55,V,irregular,sharp,sub-horizontal,silty,medium to coarse sandstone,with medium to coarse sand,silty medium to coarse sandstone,silty medium to coarse sandstone with medium to coarse sand,medium to coarse sandstone with medium to coarse sand,,2.5YR 6/2 (pale red),thin bed,lithified,medium sand,5,coarse sand,6,,well,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-3-A,125,144,161.55,161.74,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-3-A,144,145,161.74,161.75,V,irregular,scoured,sub-horizontal,silty,medium to coarse sandstone,with fine sand,silty medium to coarse sandstone,silty medium to coarse sandstone with fine sand,medium to coarse sandstone with fine sand,,2.5Y 6/2 (light brownish gray),thin bed,lithified,medium sand,5,medium sand,5,,well,normally graded,planar lamination,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-3-A,145,150,161.75,161.8,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-4-A,0,25,161.8,162.05,V,irregular,gradational,sub-horizontal,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-4-A,25,66,162.05,162.46,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5YR 4/2 (weak red),thick bed,lithified,medium sand,5,coarse sand,6,Multiple graded beds less than 5 cm thick,well,normally graded,planar lamination,none,0,,,,,,,,,,,,,,
352-U1439A-18X-4-A,66,113,162.46,162.93,V,irregular,gradational,sub-horizontal,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-4-A,113,150,162.93,163.3,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-5-A,0,36,163.3,163.66,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-5-A,36,41,163.66,163.71,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5YR 4/2 (weak red),thin bed,lithified,medium sand,5,coarse sand,6,,well,normally graded,planar lamination,none,0,,,,,,,,,,,,,,
352-U1439A-18X-5-A,41,106,163.71,164.36,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-5-A,106,108,164.36,164.38,V,,,,tuffaceous,fine sandstone,,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,GLEY 1 4/5GY (dark greenish gray),thin bed,lithified,silt,2,fine sand,4,,well,non-graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-18X-5-A,108,144,164.38,164.74,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-5-A,144,150,164.74,164.8,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5YR 6/2 (pale red),thin bed,lithified,fine sand,4,fine sand,4,,well,normally graded,,none,0,,,,,,,,,,,,,,
352-U1439A-18X-6-A,0,130,164.8,166.1,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-7-A,0,48,166.1,166.58,V,irregular,gradational,sub-horizontal,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-7-A,48,67,166.58,166.77,V,,,,,tuff,with medium to coarse sand,tuff,tuff with medium to coarse sand,tuff with medium to coarse sand,,2.5Y 6/2 (light brownish gray),thin bed,lithified,fine sand,4,medium sand,5,,well,normally graded,planar lamination,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-CC-A,0,2,166.77,166.79,V,irregular,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5Y 6/2 (light brownish gray),thin bed,lithified,fine sand,4,medium sand,5,,well,normally graded,planar lamination,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-CC-A,2,7,166.79,166.84,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-CC-A,7,11,166.84,166.88,V,irregular,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5Y 6/2 (light brownish gray),thin bed,lithified,fine sand,4,medium sand,5,,well,normally graded,planar lamination,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-CC-A,11,20,166.88,166.97,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-CC-A,20,35,166.97,167.12,V,,,,,tuff,,tuff,tuff,tuff,,2.5Y 6/2 (light brownish gray),thin bed,lithified,medium sand,5,coarse sand,6,,well,normally graded,planar lamination,none,0,,,,,,,,,,,,,,
352-U1439A-18X-CC-A,35,42,167.12,167.19,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,2.5Y 7/1 (light gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,chondrites,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-1-A,0,9,167.1,167.19,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,GLEY 1 5/5GY (greenish gray),,lithified,silt,2,fine sand,4,,moderate,non-graded,,slight,1,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-1-A,9,12,167.19,167.22,V,irregular,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,GLEY 1 6/5GY (greenish gray),thick bed,lithified,coarse sand,6,medium sand,5,,well,normally graded,,none,0,,,,,,,,,,,,,,
352-U1439A-19X-1-A,12,18,167.22,167.28,V,irregular,sharp,sub-horizontal,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,GLEY 1 5/5GY (greenish gray),,lithified,silt,2,fine sand,4,,moderate,non-graded,,slight,1,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-1-A,18,24,167.28,167.34,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,GLEY 1 6/10GY (greenish gray),medium bed,lithified,coarse sand,6,coarse sand,6,,well,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-19X-1-A,24,92,167.34,168.02,V,irregular,sharp,inclined,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,GLEY 1 7/5GY (light greenish grey),,lithified,clay,1,fine sand,4,,poor,normally graded,,slight,1,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-1-A,92,95,168.02,168.05,V,irregular,sharp,inclined,,tuff,,tuff,tuff,tuff,,GLEY 1 6/5GY (greenish gray),thin bed,lithified,medium sand,5,coarse sand,6,,well,normally coarse-tail graded,,none,0,,,,,,,,,,,,,,
352-U1439A-19X-1-A,95,150,168.05,168.6,V,,,,sandy,nannofossil ooze,with with medium to coarse sand [2014,sandy nannofossil ooze,sandy nannofossil ooze with with medium to coarse sand [2014,nannofossil ooze with with medium to coarse sand [2014,,GLEY 1 5/5GY (greenish gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-2-A,0,12,168.6,168.72,V,irregular,sharp,sub-horizontal,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,5YR 6/2 (pinkish gray),,lithified,clay,1,medium sand,5,"pinkish, grayish to brownish mottled owing to redox reactions",poor,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-2-A,12,22,168.72,168.82,V,irregular,bioturbated,sub-horizontal,,tuff,,tuff,tuff,tuff,,GLEY 1 4/5GY (dark greenish gray),thick bed,lithified,medium sand,5,coarse sand,6,,well,non-graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-19X-2-A,22,82,168.82,169.42,V,irregular,sharp,sub-horizontal,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,5YR 6/2 (pinkish gray),,lithified,clay,1,medium sand,5,"pinkish, grayish to brownish mottled owing to redox reactions",poor,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-2-A,82,84,169.42,169.44,V,planar,sharp,inclined,,tuff,,tuff,tuff,tuff,,GLEY 1 4/5GY (dark greenish gray),thin bed,lithified,medium sand,5,medium sand,5,,well,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-19X-2-A,84,140,169.44,170,V,,,,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,GLEY 1 7/5GY (light greenish grey),,lithified,clay,1,medium sand,5,,poor,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-2-A,140,150,170,170.1,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,
352-U1439A-19X-3-A,0,12,170.1,170.22,V,irregular,sharp,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,silt,2,,poor,non-graded,,slight,1,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-3-A,12,27,170.22,170.37,V,irregular,gradational,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 5/2 (grayish brown),,lithified,clay,1,silt,2,redox reactions,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-3-A,27,81,170.37,170.91,V,irregular,gradational,sub-horizontal,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,10YR 8/2 (very pale brown),,lithified,clay,1,medium sand,5,,poor,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-3-A,81,112,170.91,171.22,V,irregular,gradational,sub-horizontal,,tuff,,tuff,tuff,tuff,,5YR 7/2 (pinkish gray),thick bed,lithified,coarse sand,6,coarse sand,6,,well,non-graded,,slight,1,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-3-A,112,125,171.22,171.35,V,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,5YR 6/2 (pinkish gray),,lithified,clay,1,medium sand,5,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-3-A,125,150,171.35,171.6,V,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,5YR 6/2 (pinkish gray),,lithified,clay,1,medium sand,5,"pinkish, grayish to brownish mottled owing to redox reactions",poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-4-A,0,26,171.6,171.86,V,irregular,gradational,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,5YR 6/2 (pinkish gray),,lithified,clay,1,medium sand,5,"pinkish, grayish to brownish mottled owing to redox reactions",poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-4-A,26,100,171.86,172.6,V,curviplanar,sharp,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 5/2 (grayish brown),,lithified,clay,1,coarse sand,6,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-4-A,100,130,172.6,172.9,V,irregular,gradational,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,5YR 6/2 (pinkish gray),,lithified,clay,1,coarse sand,6,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-4-A,130,140,172.9,173,V,irregular,gradational,inclined,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 5/2 (grayish brown),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,single clast of altered volcanic rock at 133 cm,calcareous matrix,,,,,
352-U1439A-19X-4-A,140,150,173,173.1,V,,,,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,10YR 5/2 (grayish brown),thick bed,lithified,clay,1,coarse sand,6,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-5-A,0,9,173.1,173.19,V,irregular,sharp,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-5-A,9,14,173.19,173.24,V,irregular,sharp,sub-horizontal,tuffaceous,volcanic conglomerate,,tuffaceous volcanic conglomerate,tuffaceous volcanic conglomerate,volcanic conglomerate,,10YR 5/2 (grayish brown),medium bed,lithified,granule,8,granule,8,,well,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-19X-5-A,14,28,173.24,173.38,V,irregular,sharp,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-5-A,28,29,173.38,173.39,V,irregular,sharp,sub-horizontal,,volcanic conglomerate,,volcanic conglomerate,volcanic conglomerate,volcanic conglomerate,,10YR 5/2 (grayish brown),thin bed,lithified,granule,8,granule,8,,well,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-19X-5-A,29,73,173.39,173.83,V,irregular,sharp,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-5-A,73,75,173.83,173.85,V,irregular,sharp,sub-horizontal,,volcanic conglomerate,,volcanic conglomerate,volcanic conglomerate,volcanic conglomerate,,2.5YR 5/2 (weak red),thin bed,lithified,granule,8,granule,8,,well,non-graded,,none,0,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-5-A,75,126,173.85,174.36,V,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,fine sand,4,Angular volcanic clast at 44cm,poor,non-graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-19X-5-A,126,131,174.36,174.41,V,irregular,sharp,sub-horizontal,silty,fine sand,with medium to coarse sand,silty fine sand,silty fine sand with medium to coarse sand,fine sand with medium to coarse sand,,10YR 5/2 (grayish brown),thin bed,lithified,silt,2,medium sand,5,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-5-A,131,150,174.41,174.6,V,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,fine sand,4,Angular volcanic clast at 44cm,poor,non-graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-19X-6-A,0,91,174.6,175.51,V,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-7-A,0,71,175.51,176.22,V,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-19X-CC-A,0,27,176.22,176.49,V,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,2.5YR 7/2 (pale red),,lithified,clay,1,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-20X-1-A,0,150,176.8,178.3,V,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,2.5YR 8/2 (pinkish white),,lithified,clay,1,clay,1,,well,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-20X-2-A,0,17,178.3,178.47,V,irregular,sharp,sub-horizontal,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,2.5YR 8/2 (pinkish white),,lithified,clay,1,clay,1,,well,non-graded,,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-20X-2-A,17,20,178.47,178.5,V,curviplanar,sharp,sub-horizontal,,manganese oxide? layer,,manganese oxide? layer,manganese oxide? layer,manganese oxide? layer,,10YR 2/2 (very dark brown),thin bed,consolidated,clay,1,clay,1,likely Mn oxide crust,well,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,20,49,178.5,178.79,1,irregular,sharp,sub-horizontal,,claystone,,claystone,claystone,claystone,,2.5Y 7/2 (light gray),,lithified,clay,1,clay,1,non-calcareous,well,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,49,51,178.79,178.81,1,irregular,sharp,sub-horizontal,,claystone,,claystone,claystone,claystone,,2.5Y 7/2 (light gray),,lithified,clay,1,clay,1,non-calacreous,well,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,51,67,178.81,178.97,1,irregular,sharp,sub-horizontal,volcaniclastic,breccia-conglomerate,with gravel,volcaniclastic breccia-conglomerate,volcaniclastic breccia-conglomerate with gravel,breccia-conglomerate with gravel,,2.5Y 7/2 (light gray),thick bed,consolidated,coarse sand,6,granule,8,non-calcareous,moderate,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,67,68.5,178.97,178.985,1,irregular,sharp,sub-horizontal,,silt,,silt,silt,silt,,5YR 4/2 (dark reddish gray),thin bed,unconsolidated,silt,2,medium sand,5,Manganese oxide layer,poor,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,68.5,76,178.985,179.06,1,irregular,sharp,sub-horizontal,granular,breccia-conglomerate,,granular breccia-conglomerate,granular breccia-conglomerate,breccia-conglomerate,,2.5Y 7/2 (light gray),medium bed,unconsolidated,coarse sand,6,granule,8,likely very weathered and reworked volcaniclastic material,moderate,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,76,77,179.06,179.07,1,irregular,sharp,sub-horizontal,,medium to coarse sand,,medium to coarse sand,medium to coarse sand,medium to coarse sand,,5YR 4/2 (dark reddish gray),thin bed,unconsolidated,coarse sand,6,very coarse sand,7,,moderate,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,77,84,179.07,179.14,1,irregular,sharp,sub-horizontal,granular,breccia-conglomerate,,granular breccia-conglomerate,granular breccia-conglomerate,breccia-conglomerate,,2.5Y 7/2 (light gray),medium bed,unconsolidated,coarse sand,6,granule,8,,moderate,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-2-A,84,107,179.14,179.37,1,irregular,sharp,sub-horizontal,volcaniclastic,breccia,with mud,volcaniclastic breccia,volcaniclastic breccia with mud,breccia with mud,,GLEY 1 6/10GY (greenish gray),thick bed,lithified,very coarse sand,7,pebble,9,likely highly altered vesicular basalt and hyaloclastite,moderate,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-20X-CC-A,3.5,7,179.405,179.44,1,,,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,,,,,pebble,9,pebble,9,Pink calcareous matrix between altered volcanic clasts is likely to be altered nannofossil ooze.,well,,,none,0,,,,,"volcanic, mafic",,,highly altered,,,,,,
352-U1439A-22X,3,6,186.53,186.56,1,,,,,clay,,clay,clay,clay,,,,unconsolidated,clay,1,,,non-calcareous,,,,none,0,,,,,,,,,,,,,,
