Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
362-U1480G-22R-1-A,24,39,948.44,948.59,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,39,41,948.59,948.61,IIC,,clay [S54],,clay,clay,clay,,gley 1 3/5GY (very dark greenish gray),planar,gradational,planar gradational,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,heavy [DB91],4,Planolites,Phycosiphon,Thalassinoides,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,41,44,948.61,948.64,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,slight [DB91],3,,,,,,plant fragment,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,44,54,948.64,948.74,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,Silt laminae and very thin beds at 50 cm,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,54,56,948.74,948.76,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,convolute bedded,slight [DB91],3,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,56,135,948.76,949.55,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Silt laminae and very thin beds at 77, 96, 109, 127, 138 cm",structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,135,138,949.55,949.58,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,convolute bedded,slight [DB91],3,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-1-A,138,140,949.58,949.6,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
362-U1480G-22R-2-A,0,3,949.6,949.63,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-2-A,3,22,949.63,949.82,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 14, 15 cm",structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-2-A,22,31,949.82,949.91,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-2-A,31,35,949.91,949.95,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-2-A,35,45,949.95,950.05,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],Probably cm-wide burrows that mimic convolute bedding,planar lamination,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-2-A,45,59,950.05,950.19,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-2-A,59,62,950.19,950.22,IIC,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),,,,,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,2,A,,,,
362-U1480G-22R-3-A,0,4,950.56,950.6,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-3-A,4,10,950.6,950.66,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,convolute bedded,moderate [DB91],4,Phycosiphon,,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-3-A,10,77,950.66,951.33,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-3-A,77,83,951.33,951.39,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-3-A,83,121,951.39,951.77,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-3-A,121,124,951.77,951.8,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,partially cross laminated,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-3-A,124,149,951.8,952.05,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,3,A,,,,
362-U1480G-22R-4-A,0,14,952.05,952.19,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,14,15,952.19,952.2,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,15,32,952.2,952.37,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,32,33,952.37,952.38,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,33,36,952.38,952.41,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,36,37,952.41,952.42,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,37,39,952.42,952.44,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,39,40,952.44,952.45,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,40,66,952.45,952.71,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,66,68,952.71,952.73,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,A [A85],,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,68,82,952.73,952.87,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,82,114,952.87,953.19,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,horizontal,thick bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],rip-up clast of clay. silt laminae at 82 to 84 cm.,planar lamination,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,C [A85],,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-4-A,114,145,953.19,953.5,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,4,A,,,,
362-U1480G-22R-5-A,0,29,953.5,953.79,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,5,A,,,,
362-U1480G-22R-5-A,29,44,953.79,953.94,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],planar lamination on the top,structureless,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,22,R,5,A,,,,
362-U1480G-22R-5-A,44,49,953.94,953.99,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,5,A,,,,
362-U1480G-22R-CC-A,0,1,953.99,954,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,CC,A,,,,
362-U1480G-22R-CC-A,1,3,954,954.02,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,very thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,22,R,CC,A,,,,
362-U1480G-22R-CC-A,3,6,954.02,954.05,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"silt laminae at 19, 27, 33, 59, 103, 107, 114, 135, 147 cm",structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,22,R,CC,A,,,,
362-U1480G-23R-1-A,0,7,958,958.07,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,mixed up by coring.,,,,,,,,,,,,,,,,,,,362,U1480,G,23,R,1,A,,,,
362-U1480G-23R-1-A,7,39,958.07,958.39,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],"Silt laminae and very thin beds at 20-22, 24, 25, 27 cm",,,,,,,,,,,,,,,,,,,362,U1480,G,23,R,1,A,,,,
362-U1480G-23R-1-A,39,146,958.39,959.46,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 56-61, 95-97 (partially convolute laminated), 122-126 (partially convolute laminated)cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,1,A,,,,
362-U1480G-23R-2-A,0,64,959.46,960.1,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 29-31 cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,2,A,,,,
362-U1480G-23R-3-A,0,61,960.23,960.84,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 11-13 cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,3,A,,,,
362-U1480G-23R-4-A,0,51,961.09,961.6,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 15-20, 30-33, 51-57, 80-85, 90-92 (convolute laminated), 106-108, 114-119 (partially cross laminated), 125-129, 130.5-136, 142-148 cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,4,A,,,,
362-U1480G-23R-4-A,51,57,961.6,961.66,IIC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,,2,,,,,,structureless,moderate [DB91],4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,23,R,4,A,,,,
362-U1480G-23R-4-A,57,150,961.66,962.59,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 15-20, 30-33, 51-57, 80-85, 90-92, 106-108, 114-119, 125-129, 130.5-136, 142-148 cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,4,A,,,,
362-U1480G-23R-5-A,0,140,962.59,963.99,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 48-49 (convolute laminated), 52-53 (convolute laminated), 71-72, 108.5-111.5 (partially cross laminated), 124-126, 138-139 cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,5,A,,,,
362-U1480G-23R-6-A,0,125,963.99,965.24,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 6-7, 9-12 (partially convolute laminated), 38-42 (partially cross laminated), 52-54, 69-70.5, 73-79 (partially cross laminated), 89-101 cm",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,6,A,,,,
362-U1480G-23R-CC-A,0,7,965.24,965.31,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],"Lithology made up of very thin beds, normally graded beds from silt to silty-clay.",planar lamination,moderate [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,23,R,CC,A,,,,
362-U1480G-24R-1-A,0,129,967.7,968.99,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10YR 3/1 (very dark gray),,,,,,,silt [W22_1],2,non-graded,moderate [2014],,,"Mottled very dark grayish brown and very dark greenish gray clay. Silt planar laminae at 28, 33, 38, 39, 43, 46, 69, 86, 108 cm.",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,Planolites,,,,,,,,,,,,,362,U1480,G,24,R,1,A,,,,
362-U1480G-24R-2-A,0,104,968.99,970.03,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10YR 3/1 (very dark gray),,,,,,,silt [W22_1],2,non-graded,moderate [2014],,,"Mottled very dark grayish brown and very dark greenish gray clay. Silt planar laminae at 47, 69, 81, 96 cm.",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,Planolites,,,,,,,,,,,,,362,U1480,G,24,R,2,A,,,,
