Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
323-U1339D-18H-2-A,323,U1339,D,18,18-2,H,2,A,36,144,158.38,159.46,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-3-A,323,U1339,D,18,18-3,H,3,A,0,31,159.46,159.77,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-3-A,323,U1339,D,18,18-3,H,3,A,31,75,159.77,160.21,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-18H-3-A,323,U1339,D,18,18-3,H,3,A,75,150,160.21,160.96,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-4-A,323,U1339,D,18,18-4,H,4,A,0,31,160.96,161.27,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-4-A,323,U1339,D,18,18-4,H,4,A,31,140,161.27,162.36,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-18H-4-A,323,U1339,D,18,18-4,H,4,A,140,150,162.36,162.46,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-5-A,323,U1339,D,18,18-5,H,5,A,0,150,162.46,163.96,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,0,10,163.96,164.06,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,10,14,164.06,164.1,diatom ooze,United States Geological Survey,,diatom ooze,50,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,10,14,164.06,164.1,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,14,16,164.1,164.12,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,16,70,164.12,164.66,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,70,82,164.66,164.78,diatom ooze,United States Geological Survey,,diatom ooze,50,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,70,82,164.66,164.78,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,82,84,164.78,164.8,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-6-A,323,U1339,D,18,18-6,H,6,A,84,150,164.8,165.46,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-7-A,323,U1339,D,18,18-7,H,7,A,0,14,165.46,165.6,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-7-A,323,U1339,D,18,18-7,H,7,A,14,144,165.6,166.9,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-CC-A,323,U1339,D,18,18-CC,H,CC,A,0,27,166.9,167.17,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-19H-1-A,323,U1339,D,19,19-1,H,1,A,0,62,166.5,167.12,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-19H-2-A,323,U1339,D,19,19-2,H,2,A,0,150,167.12,168.62,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-19H-3-A,323,U1339,D,19,19-3,H,3,A,0,150,168.62,170.12,diatom silt,"Shepard, 1954",,diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-19H-4-A,323,U1339,D,19,19-4,H,4,A,0,97,170.12,171.09,diatom silt,"Shepard, 1954",,diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-19H-4-A,323,U1339,D,19,19-4,H,4,A,97,150,171.09,171.62,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-5-A,323,U1339,D,19,19-5,H,5,A,0,147,171.62,173.09,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-6-A,323,U1339,D,19,19-6,H,6,A,0,55,173.09,173.64,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-6-A,323,U1339,D,19,19-6,H,6,A,55,60,173.64,173.69,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,
323-U1339D-19H-6-A,323,U1339,D,19,19-6,H,6,A,60,150,173.69,174.59,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-7-A,323,U1339,D,19,19-7,H,7,A,0,26,174.59,174.85,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-7-A,323,U1339,D,19,19-7,H,7,A,26,70,174.85,175.29,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/3,,,,,color change by authigenic carbonate precipitation,,,,,,,,,,,,
323-U1339D-19H-7-A,323,U1339,D,19,19-7,H,7,A,70,97,175.29,175.56,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-8-A,323,U1339,D,19,19-8,H,8,A,0,26,175.56,175.82,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-8-A,323,U1339,D,19,19-8,H,8,A,26,32,175.82,175.88,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,5Y 5/1,,,,,,,,,,,,,,,,,
323-U1339D-19H-8-A,323,U1339,D,19,19-8,H,8,A,32,72,175.88,176.28,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-19H-CC-A,323,U1339,D,19,19-CC,H,CC,A,0,50,176.28,176.78,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-20H-1-A,323,U1339,D,20,20-1,H,1,A,0,67,176,176.67,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-2-A,323,U1339,D,20,20-2,H,2,A,0,150,176.67,178.17,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-3-A,323,U1339,D,20,20-3,H,3,A,0,121,178.17,179.38,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-3-A,323,U1339,D,20,20-3,H,3,A,121,146,179.38,179.63,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-4-A,323,U1339,D,20,20-4,H,4,A,0,150,179.63,181.13,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-5-A,323,U1339,D,20,20-5,H,5,A,0,150,181.13,182.63,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-6-A,323,U1339,D,20,20-6,H,6,A,0,127,182.63,183.9,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-6-A,323,U1339,D,20,20-6,H,6,A,127,131,183.9,183.94,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 5/2,,,,,,,,,,,,,,,,,
323-U1339D-20H-6-A,323,U1339,D,20,20-6,H,6,A,131,150,183.94,184.13,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-7-A,323,U1339,D,20,20-7,H,7,A,0,100,184.13,185.13,diatom silt,"Shepard, 1954",authigenic-carbonate-bearing,authigenic-carbonate-bearing diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-8-A,323,U1339,D,20,20-8,H,8,A,0,53,185.13,185.66,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-20H-CC-A,323,U1339,D,20,20-CC,H,CC,A,0,43,185.66,186.09,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-1-A,323,U1339,D,21,21-1,H,1,A,0,150,185.5,187,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-2-A,323,U1339,D,21,21-2,H,2,A,0,30,187,187.3,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-2-A,323,U1339,D,21,21-2,H,2,A,30,90,187.3,187.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,95-100,soft,5Y 5/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-2-A,323,U1339,D,21,21-2,H,2,A,90,148,187.9,188.48,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-3-A,323,U1339,D,21,21-3,H,3,A,0,50,188.48,188.98,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-3-A,323,U1339,D,21,21-3,H,3,A,50,90,188.98,189.38,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,
323-U1339D-21H-3-A,323,U1339,D,21,21-3,H,3,A,90,150,189.38,189.98,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-4-A,323,U1339,D,21,21-4,H,4,A,0,84,189.98,190.82,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-4-A,323,U1339,D,21,21-4,H,4,A,84,90,190.82,190.88,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,2.5Y 7/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-4-A,323,U1339,D,21,21-4,H,4,A,90,150,190.88,191.48,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-5-A,323,U1339,D,21,21-5,H,5,A,0,84,191.48,192.32,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-5-A,323,U1339,D,21,21-5,H,5,A,84,93,192.32,192.41,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,2.5Y 6/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-5-A,323,U1339,D,21,21-5,H,5,A,93,140,192.41,192.88,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-5-A,323,U1339,D,21,21-5,H,5,A,140,150,192.88,192.98,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 5/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-6-A,323,U1339,D,21,21-6,H,6,A,0,12,192.98,193.1,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 5/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-6-A,323,U1339,D,21,21-6,H,6,A,12,65,193.1,193.63,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-CC-A,323,U1339,D,21,21-CC,H,CC,A,0,47,193.63,194.1,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-21H-CC-A,323,U1339,D,21,21-CC,H,CC,A,47,48,194.1,194.11,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,5Y 2/1,,,,,,,,,,,,,,,,,
323-U1339D-22H-1-A,323,U1339,D,22,22-1,H,1,A,0,139,195,196.39,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-22H-1-A,323,U1339,D,22,22-1,H,1,A,139,143,196.39,196.43,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-22H-2-A,323,U1339,D,22,22-2,H,2,A,0,150,196.43,197.93,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-22H-3-A,323,U1339,D,22,22-3,H,3,A,0,143,197.93,199.36,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-22H-4-A,323,U1339,D,22,22-4,H,4,A,0,109,199.36,200.45,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-22H-CC-A,323,U1339,D,22,22-CC,H,CC,A,0,37,200.45,200.82,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
