Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1456C-24F-1-A,16,46.0,160.66,160.96,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,silt,2,very fine sand,3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,1,A,
355-U1456C-24F-1-A,46,65.0,160.96,161.15,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),50,silt,2,very fine sand,3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),50,clay,1,clay,1,,100,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,1,A,
355-U1456C-24F-1-A,65,83.0,161.15,161.33,,nannofossil rich,sand,,nannofossil rich sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,very fine sand,3,fine sand,4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,1,A,
355-U1456C-24F-1-A,83,104.0,161.33,161.54,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,1,A,
355-U1456C-24F-1-A,104,127.0,161.54,161.77,,nannofossil rich,sand,,nannofossil rich sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,very fine sand,3,fine sand,4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,1,A,
355-U1456C-24F-1-A,127,150.0,161.77,162.0,,nannofossil rich,sand,,nannofossil rich sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,very fine sand,3,fine sand,4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,C,24,F,1,A,
355-U1456C-24F-2-A,0,28.0,162.0,162.28,,nannofossil rich,sand,,nannofossil rich sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),90,very fine sand,3,fine sand,4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,2,A,
355-U1456C-24F-2-A,28,70.0,162.28,162.7,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,2,A,
355-U1456C-24F-2-A,70,88.0,162.7,162.88,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),50,clay,1,clay,1,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),50,very fine sand,3,very fine sand,3,,100,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,2,A,
355-U1456C-24F-2-A,88,103.0,162.88,163.03,,nannofossil rich,sand,,nannofossil rich sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,24,F,2,A,
355-U1456C-24F-2-A,103,123.0,163.03,163.23,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,2,A,
355-U1456C-24F-2-A,123,150.0,163.23,163.5,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,C,24,F,2,A,
355-U1456C-24F-3-A,0,21.0,163.5,163.71,,nannofossil rich,sand,,nannofossil rich sand,,reverse grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,3,A,
355-U1456C-24F-3-A,21,51.0,163.71,164.01,,nannofossil rich,sand,,nannofossil rich sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),75,very fine sand,3,very fine sand,3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),25,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,3,A,
355-U1456C-24F-3-A,51,69.0,164.01,164.19,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,3,A,
355-U1456C-24F-3-A,69,109.0,164.19,164.59,,nannofossil rich,sand,,nannofossil rich sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,3,A,
355-U1456C-24F-3-A,109,143.0,164.59,164.93,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,3,A,
355-U1456C-24F-CC-A,0,20.0,164.93,165.13,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),80,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,24,F,CC,A,
355-U1456C-25F,0,408.0,165.2,169.28,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,25,F,,,
355-U1456C-25F-1-A,0,79.0,165.2,165.99,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,10YR 5/1 (gray),70,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,25,F,1,A,
355-U1456C-25F-1-A,79,150.0,165.99,166.7,,,sand,,sand,,,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,25,F,1,A,
355-U1456C-25F-2-A,0,150.0,166.7,168.2,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,25,F,2,A,
355-U1456C-25F-3-A,0,64.0,168.2,168.84,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,25,F,3,A,
355-U1456C-25F-3-A,64,98.0,168.84,169.18,,clayey,silt,,clayey silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,25,F,3,A,
355-U1456C-26F,0,389.0,169.9,173.79,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,26,F,,,
355-U1456C-26F-1-A,0,19.0,169.9,170.09,,nannofossil rich,silt,,nannofossil rich silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),60,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,C,26,F,1,A,
355-U1456C-26F-1-A,19,150.0,170.09,171.4,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,26,F,1,A,
355-U1456C-26F-2-A,0,9.0,171.4,171.49,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,26,F,2,A,
355-U1456C-26F-2-A,9,150.0,171.49,172.9,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,26,F,2,A,
355-U1456C-26F-3-A,0,15.0,172.9,173.05,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,26,F,3,A,
355-U1456C-26F-3-A,15,72.0,173.05,173.62,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),95,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),5,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,C,26,F,3,A,
355-U1456C-26F-CC-A,0,12.0,173.62,173.74,,nannofossil rich,silt,,nannofossil rich silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,26,F,CC,A,
355-U1456C-27F,0,375.0,174.6,178.35,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,27,F,,,
355-U1456C-27F-1-A,0,8.0,174.6,174.68,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,27,F,1,A,
355-U1456C-27F-1-A,8,50.0,174.68,175.1,,nannofossil rich,silt,,nannofossil rich silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,27,F,1,A,
355-U1456C-27F-1-A,50,73.0,175.1,175.33,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,27,F,1,A,
355-U1456C-27F-1-A,73,125.0,175.33,175.85,,nannofossil rich,sand,,nannofossil rich sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,27,F,1,A,
355-U1456C-27F-2-A,0,92.0,175.85,176.77,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,27,F,2,A,
355-U1456C-27F-3-A,0,141.0,176.77,178.18,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,27,F,3,A,
355-U1456C-27F-CC-A,0,12.0,178.18,178.3,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,27,F,CC,A,
355-U1456C-28F,0,419.0,179.3,183.49,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,28,F,,,
355-U1456C-28F-1-A,0,14.0,179.3,179.44,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,28,F,1,A,
355-U1456C-28F-1-A,14,106.0,179.44,180.36,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,28,F,1,A,
355-U1456C-28F-1-A,106,150.0,180.36,180.8,,sandy,silt,,sandy silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),80,silt,2,fine sand,4,,,clay,,clay,clay,clay,brown,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,28,F,1,A,
355-U1456C-28F-2-A,0,150.0,180.8,182.3,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),97,fine sand,4,medium sand,5,,,clay,,clay,clay,clay,brown,10YR 4/1 (dark gray),3,clay,1,silt,2,Thin layer of CLAY observed at 124 to 126 cm in section 2.,100,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,28,F,2,A,
355-U1456C-28F-3-A,0,111.0,182.3,183.41,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),99,fine sand,4,medium sand,5,,,clay,,clay,clay,clay,brown,10YR 4/1 (dark gray),1,clay,1,silt,2,Very thin layer of CLAY is observed at 63-64 cm.,100,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,28,F,3,A,
355-U1456C-29F,0,399.0,184.0,187.99,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,29,F,,,
355-U1456C-29F-1-A,0,22.0,184.0,184.22,,,clay,,clay,,,brown,10YR 5/1 (gray),50,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),50,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,29,F,1,A,
355-U1456C-29F-1-A,22,52.0,184.22,184.52,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,29,F,1,A,
355-U1456C-29F-1-A,52,88.0,184.52,184.88,,,clay,,clay,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,29,F,1,A,
355-U1456C-29F-1-A,88,116.0,184.88,185.16,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,29,F,1,A,
355-U1456C-29F-1-A,116,150.0,185.16,185.5,,sandy,silt,,sandy silt,,,dark gray,10YR 3/1 (very dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,fine sand,4,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,29,F,1,A,
355-U1456C-29F-2-A,0,9.0,185.5,185.59,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,medium sand,5,coarse sand,6,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,29,F,2,A,
355-U1456C-29F-2-A,9,80.0,185.59,186.3,,sandy,silt,,sandy silt,,,dark gray,10YR 3/1 (very dark gray),80,silt,2,fine sand,4,,,clay,,clay,clay,clay,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,planar,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,29,F,2,A,
355-U1456C-29F-2-A,80,150.0,186.3,187.0,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,coarse sand,6,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,29,F,2,A,
355-U1456C-29F-3-A,0,14.0,187.0,187.14,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,29,F,3,A,
355-U1456C-29F-3-A,14,81.0,187.14,187.81,,sandy,silt,,sandy silt,,,dark gray,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,29,F,3,A,
355-U1456C-29F-3-A,81,89.0,187.81,187.89,,,sand,,sand,,,brown,10YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,29,F,3,A,
355-U1456C-30F,0,446.0,188.7,193.16,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,30,F,,,
355-U1456C-30F-1-A,0,18.0,188.7,188.88,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-vertical,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,30,F,1,A,
355-U1456C-30F-1-A,18,47.0,188.88,189.17,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,30,F,1,A,
355-U1456C-30F-1-A,47,103.0,189.17,189.73,,,sand,,sand,,,dark gray,10YR 4/1 (dark gray),80,fine sand,4,medium sand,5,,,clay,,clay,clay,clay,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,30,F,1,A,
355-U1456C-30F-1-A,103,150.0,189.73,190.2,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,30,F,1,A,
355-U1456C-30F-2-A,0,99.0,190.2,191.19,,,clay,,clay,,,brown,10YR 5/1 (gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 4/1 (dark gray),20,silt,2,fine sand,4,,100,erosive,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,30,F,2,A,
355-U1456C-30F-2-A,99,150.0,191.19,191.7,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,30,F,2,A,
355-U1456C-30F-3-A,0,136.0,191.7,193.06,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,30,F,3,A,
355-U1456C-31F,0,449.0,193.4,197.89,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,31,F,,,
355-U1456C-31F-1-A,0,116.0,193.4,194.56,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,31,F,1,A,
355-U1456C-31F-1-A,116,138.0,194.56,194.78,,silty,sand,with clay,silty sand with clay,,,dark gray,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,31,F,1,A,
355-U1456C-31F-1-A,138,150.0,194.78,194.9,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,31,F,1,A,
355-U1456C-31F-2-A,0,150.0,194.9,196.4,,silty,sand,with clay,silty sand with clay,,,dark gray,10YR 4/1 (dark gray),80,very fine sand,3,medium sand,5,,,clay,,clay,clay,clay,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,31,F,2,A,
355-U1456C-31F-3-A,0,14.0,196.4,196.54,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,fine sand,4,,,clay,,clay,clay,clay,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,gradational,gradational,inclined,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,31,F,3,A,
355-U1456C-31F-3-A,14,134.0,196.54,197.74,,silty,sand,,silty sand,,,dark gray,10YR 4/1 (dark gray),,very fine sand,3,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,,355,U1456,C,31,F,3,A,
355-U1456C-31F-CC-A,0,9.0,197.74,197.83,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,31,F,CC,A,
355-U1456C-32F,0,302.0,198.1,201.12,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,32,F,,,
355-U1456C-32F-1-A,0,135.0,198.1,199.45,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,32,F,1,A,
355-U1456C-32F-2-A,0,148.0,199.45,200.93,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,32,F,2,A,
355-U1456C-32F-CC-A,0,14.0,200.93,201.07,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,32,F,CC,A,
355-U1456C-33F,0,432.0,202.8,207.12,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,33,F,,,
355-U1456C-33F-1-A,0,29.0,202.8,203.09,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-vertical,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,33,F,1,A,
355-U1456C-33F-1-A,29,44.0,203.09,203.24,,,clay,,clay,,,brown,10YR 5/1 (gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 4/1 (dark gray),10,silt,2,fine sand,4,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,33,F,1,A,
355-U1456C-33F-1-A,44,80.0,203.24,203.6,,clayey,silt,,clayey silt,,,dark gray,10YR 4/1 (dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,33,F,1,A,
355-U1456C-33F-1-A,80,137.0,203.6,204.17,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,33,F,1,A,
355-U1456C-33F-1-A,137,144.0,204.17,204.24,,sandy,silt,,sandy silt,,,dark gray,10YR 4/1 (dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,33,F,1,A,
