Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334A-29X-2-A,320,U1334,A,29,29-2,X,2,A,0,56,263.35,263.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-2-A,320,U1334,A,29,29-2,X,2,A,0,56,263.35,263.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-3-A,320,U1334,A,29,29-3,X,3,A,0,150,263.91,265.41,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-3-A,320,U1334,A,29,29-3,X,3,A,0,150,263.91,265.41,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-4-A,320,U1334,A,29,29-4,X,4,A,0,150,265.41,266.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-4-A,320,U1334,A,29,29-4,X,4,A,0,150,265.41,266.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-5-A,320,U1334,A,29,29-5,X,5,A,0,150,266.91,268.41,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-5-A,320,U1334,A,29,29-5,X,5,A,0,150,266.91,268.41,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-6-A,320,U1334,A,29,29-6,X,6,A,0,116,268.41,269.57,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-6-A,320,U1334,A,29,29-6,X,6,A,0,116,268.41,269.57,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-7-A,320,U1334,A,29,29-7,X,7,A,0,151,269.57,271.08,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-7-A,320,U1334,A,29,29-7,X,7,A,0,151,269.57,271.08,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-8-A,320,U1334,A,29,29-8,X,8,A,0,57,271.08,271.65,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-8-A,320,U1334,A,29,29-8,X,8,A,0,57,271.08,271.65,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-29X-CC-A,320,U1334,A,29,29-CC,X,CC,A,0,36,271.65,272.01,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-CC-A,320,U1334,A,29,29-CC,X,CC,A,0,36,271.65,272.01,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
320-U1334A-30X-1-A,320,U1334,A,30,30-1,X,1,A,0,150,272.1,273.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-1-A,320,U1334,A,30,30-1,X,1,A,0,150,272.1,273.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-2-A,320,U1334,A,30,30-2,X,2,A,0,150,273.6,275.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-2-A,320,U1334,A,30,30-2,X,2,A,0,150,273.6,275.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-3-A,320,U1334,A,30,30-3,X,3,A,0,150,275.1,276.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-3-A,320,U1334,A,30,30-3,X,3,A,0,150,275.1,276.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-4-A,320,U1334,A,30,30-4,X,4,A,0,150,276.6,278.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-4-A,320,U1334,A,30,30-4,X,4,A,0,150,276.6,278.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-5-A,320,U1334,A,30,30-5,X,5,A,0,150,278.1,279.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-5-A,320,U1334,A,30,30-5,X,5,A,0,150,278.1,279.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-6-A,320,U1334,A,30,30-6,X,6,A,0,100,279.6,280.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-6-A,320,U1334,A,30,30-6,X,6,A,0,100,279.6,280.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-7-A,320,U1334,A,30,30-7,X,7,A,0,63,280.6,281.23,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-7-A,320,U1334,A,30,30-7,X,7,A,0,63,280.6,281.23,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-30X-CC-A,320,U1334,A,30,30-CC,X,CC,A,0,44,281.23,281.67,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 3/2,,,
320-U1334A-30X-CC-A,320,U1334,A,30,30-CC,X,CC,A,0,44,281.23,281.67,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 5/4,,,
320-U1334A-31X-1-A,320,U1334,A,31,31-1,X,1,A,0,150,281.8,283.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 5/4,,,
320-U1334A-31X-1-A,320,U1334,A,31,31-1,X,1,A,0,150,281.8,283.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 7/4,,,
320-U1334A-31X-2-A,320,U1334,A,31,31-2,X,2,A,0,25,283.3,283.55,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 5/4,,,
320-U1334A-31X-2-A,320,U1334,A,31,31-2,X,2,A,0,25,283.3,283.55,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 7/4,,,
320-U1334A-31X-2-A,320,U1334,A,31,31-2,X,2,A,25,32,283.55,283.62,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Micrite nannofossil,,Micrite nannofossil chalk,100,firm,10YR 8/2,,,
320-U1334A-31X-CC-A,320,U1334,A,31,31-CC,X,CC,A,0,28,283.62,283.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Micrite nannofossil,,Micrite nannofossil chalk,100,firm,10YR 8/2,,,
320-U1334A-32X-CC-A,320,U1334,A,32,32-CC,X,CC,A,0,40,285.0,285.4,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,hard,,,,
