Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1485A-10H-6-A,43,143,89.61,90.61,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,6,A,
363-U1485A-10H-7-A,0,137,90.61,91.98,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,7,A,
363-U1485A-10H-8-A,0,95,92.05,93,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,8,A,
363-U1485A-10H-8-A,95,100,93,93.05,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,8,A,
363-U1485A-10H-8-A,100,107,93.05,93.12,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,8,A,
363-U1485A-10H-8-A,113,142,93.18,93.47,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,8,A,
363-U1485A-10H-CC-A,0,20,93.47,93.67,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,CC,A,
363-U1485A-11H-1-A,0,37,93,93.37,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-1-A,37,47,93.37,93.47,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-1-A,47,61,93.47,93.61,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-1-A,61,70,93.61,93.7,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-1-A,70,92,93.7,93.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-1-A,92,101,93.92,94.01,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-1-A,101,140,94.01,94.4,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,1,A,
363-U1485A-11H-2-A,0,36,94.4,94.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,2,A,
363-U1485A-11H-2-A,36,46,94.76,94.86,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,2,A,
363-U1485A-11H-2-A,46,112,94.86,95.52,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,2,A,
363-U1485A-11H-2-A,112,123,95.52,95.63,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,2,A,
363-U1485A-11H-2-A,123,140,95.63,95.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,2,A,
363-U1485A-11H-3-A,0,78,95.8,96.58,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,3,A,
363-U1485A-11H-3-A,78,95,96.58,96.75,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,3,A,
363-U1485A-11H-3-A,95,122,96.75,97.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,3,A,
363-U1485A-11H-3-A,122,136,97.02,97.16,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,3,A,
363-U1485A-11H-3-A,136,141,97.16,97.21,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,3,A,
363-U1485A-11H-4-A,0,130,97.21,98.51,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,4,A,
363-U1485A-11H-4-A,130,140,98.51,98.61,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,4,A,
363-U1485A-11H-5-A,0,9,98.61,98.7,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,5,A,
363-U1485A-11H-5-A,9,37,98.7,98.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,5,A,
363-U1485A-11H-5-A,37,59,98.98,99.2,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,5,A,
363-U1485A-11H-5-A,59,66,99.2,99.27,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,5,A,
363-U1485A-11H-5-A,66,86,99.27,99.47,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,5,A,
363-U1485A-11H-5-A,86,138,99.47,99.99,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,5,A,
363-U1485A-11H-6-A,0,110,99.99,101.09,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,6,A,
363-U1485A-11H-6-A,110,140,101.09,101.39,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,6,A,
363-U1485A-11H-7-A,0,141,101.49,102.9,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,7,A,
363-U1485A-11H-CC-A,0,57,102.9,103.47,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,A,11,H,CC,A,
363-U1485A-12H-1-A,0,62,102.5,103.12,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,1,A,
363-U1485A-12H-2-A,0,58,103.12,103.7,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,2,A,
363-U1485A-12H-2-A,72,146,103.84,104.58,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,2,A,
363-U1485A-12H-3-A,0,21,104.58,104.79,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-3-A,21,30,104.79,104.88,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-3-A,30,90,104.88,105.48,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-3-A,90,96,105.48,105.54,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-3-A,96,105,105.54,105.63,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-3-A,105,110,105.63,105.68,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-3-A,110,144,105.68,106.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,3,A,
363-U1485A-12H-4-A,0,31,106.02,106.33,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,4,A,
363-U1485A-12H-4-A,31,35,106.33,106.37,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,4,A,
363-U1485A-12H-4-A,35,115,106.37,107.17,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,4,A,
363-U1485A-12H-4-A,115,133,107.17,107.35,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,4,A,
363-U1485A-12H-4-A,133,135,107.35,107.37,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,4,A,
363-U1485A-12H-5-A,0,13,107.37,107.5,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,13,22,107.5,107.59,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,22,31,107.59,107.68,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,31,42,107.68,107.79,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,42,68,107.79,108.05,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,68,74,108.05,108.11,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,74,113,108.11,108.5,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,113,133,108.5,108.7,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-5-A,133,152,108.7,108.89,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,5,A,
363-U1485A-12H-6-A,0,23,108.89,109.12,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,6,A,
363-U1485A-12H-6-A,23,33,109.12,109.22,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,6,A,
363-U1485A-12H-6-A,33,63,109.22,109.52,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,6,A,
363-U1485A-12H-6-A,67,108,109.56,109.97,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,6,A,
363-U1485A-12H-6-A,108,118,109.97,110.07,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,6,A,
363-U1485A-12H-6-A,118,147,110.07,110.36,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,6,A,
363-U1485A-12H-7-A,0,21,110.36,110.57,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,21,26,110.57,110.62,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,26,43,110.62,110.79,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,43,61,110.79,110.97,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,61,82,110.97,111.18,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,84,119,111.2,111.55,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,119,129,111.55,111.65,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-7-A,129,140,111.65,111.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,7,A,
363-U1485A-12H-8-A,0,22,111.86,112.08,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-8-A,22,27,112.08,112.13,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-8-A,27,46,112.13,112.32,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-8-A,46,52,112.32,112.38,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-8-A,52,67,112.38,112.53,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-8-A,67,82,112.53,112.68,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-8-A,82,105,112.68,112.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,8,A,
363-U1485A-12H-CC-A,0,31,112.91,113.22,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,12,H,CC,A,
363-U1485A-13H-1-A,0,9,112,112.09,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-1-A,9,14,112.09,112.14,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-1-A,14,28,112.14,112.28,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-1-A,28,33,112.28,112.33,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-1-A,33,62,112.33,112.62,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-1-A,62,66,112.62,112.66,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-1-A,66,133,112.66,113.33,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,1,A,
363-U1485A-13H-2-A,0,104,113.33,114.37,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,2,A,
363-U1485A-13H-2-A,104,109,114.37,114.42,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,2,A,
363-U1485A-13H-2-A,109,140,114.42,114.73,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,2,A,
363-U1485A-13H-3-A,0,73,114.73,115.46,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,3,A,
363-U1485A-13H-3-A,85,141,115.58,116.14,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,3,A,
363-U1485A-13H-4-A,0,133,116.14,117.47,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,4,A,
363-U1485A-13H-5-A,0,77,117.47,118.24,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,
363-U1485A-13H-5-A,77,84,118.24,118.31,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,
363-U1485A-13H-5-A,84,120,118.31,118.67,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,
363-U1485A-13H-5-A,120,124,118.67,118.71,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,
363-U1485A-13H-5-A,124,140,118.71,118.87,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,
363-U1485A-13H-6-A,0,140,118.87,120.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,6,A,
363-U1485A-13H-7-A,0,70.5,120.37,121.075,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,7,A,
363-U1485A-13H-7-A,77.5,124,121.145,121.61,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,7,A,
363-U1485A-13H-CC-A,0,29,121.61,121.9,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,CC,A,
363-U1485A-14H-1-A,0,50,121.5,122,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,
363-U1485A-14H-1-A,50,54,122,122.04,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,
363-U1485A-14H-1-A,54,122,122.04,122.72,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,
363-U1485A-14H-1-A,122,127,122.72,122.77,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,
363-U1485A-14H-1-A,127,131,122.77,122.81,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,
363-U1485A-14H-2-A,0,68,122.81,123.49,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,
363-U1485A-14H-2-A,68,73,123.49,123.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,
363-U1485A-14H-2-A,73,90,123.54,123.71,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,
363-U1485A-14H-2-A,90,95,123.71,123.76,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,
