Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1419A-24X-2-A,3.0,55.0,148.74,149.26,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict with sand
- >20 clayey laminae (<5 mm thick)
- granule and pebble clasts including quarts, siltstone, red chert(?), sandstone
- sub-rounded to sub-angular
",,,,,,341,U1419,A,24,X,2,A,,,,
341-U1419A-24X-CC-A,0.0,29.5,149.26,149.555,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- muddy clast-rich diamict with sand
- clast of granule and pebble size are sub-rounded to sub-angular and include siltstone (including one piece with well-preserved original lamination at ~20 cm), argillite(?), massive siltstone, granitoid, brown chert(???, e.g. ~16 cm), quartz, greenstone, diorite(?), red&green igneous rock
",,,,,,341,U1419,A,24,X,CC,A,,,,
341-U1419A-24X-CC-A,29.5,34.5,149.555,149.605,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1419,A,24,X,CC,A,,,,
341-U1419A-24X-CC-A,34.5,44.0,149.605,149.7,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- muddy clast-rich diamict with sand
- clast of granule and pebble size are sub-rounded to sub-angular and include siltstone (including one piece with well-preserved original lamination at ~20 cm), argillite(?), massive siltstone, granitoid, brown chert(???, e.g. ~16 cm), quartz, greenstone, diorite(?), red&green igneous rock
",,,,,,341,U1419,A,24,X,CC,A,,,,
341-U1419A-25X-1-A,0.0,85.0,157.4,158.25,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- muddy clast-poor diamict with sand
- some lamination due to 1) clayish laminae or 2) sand/granule laminae (<4 mm thick)
- sub-angular to sub-rounded clasts of granule and pebble size include greenstone, sandstone, siltsone, quartz, dark red to brown chert(?), light brown chert(?)
",,,,,,341,U1419,A,25,X,1,A,,,,
341-U1419A-25X-CC-A,0.0,23.0,158.25,158.48,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- muddy clast-poor diamict with sand
- some lamination due to 1) clayish laminae or 2) sand/granule laminae (<4 mm thick)
- sub-angular to sub-rounded clasts of granule and pebble size include greenstone, sandstone, siltsone, quartz, dark red to brown chert(?), light brown chert(?)
- 18-21: two sand clasts",,,,,,341,U1419,A,25,X,CC,A,,,,
341-U1419A-25X-CC-A,23.0,28.0,158.48,158.53,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1419,A,25,X,CC,A,,,,
341-U1419A-25X-CC-A,28.0,38.0,158.53,158.63,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy [Leg339] clast-poor diamict with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- muddy clast-poor diamict with sand
- some lamination due to 1) clayish laminae or 2) sand/granule laminae (<4 mm thick)
- sub-angular to sub-rounded clasts of granule and pebble size include greenstone, sandstone, siltsone, quartz, dark red to brown chert(?), light brown chert(?)
- 34-35: sand clasts
",,,,,,341,U1419,A,25,X,CC,A,,,,
341-U1419A-25X-CC-A,38.0,51.0,158.63,158.76,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"- interbedded to laminated mud and sand
- bowed - moderate
- one sub-rounded siltstone pebble",,,,,,341,U1419,A,25,X,CC,A,,,,
341-U1419A-26X-1-A,0.0,22.0,167.1,167.32,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clasts on top: fall-in: clasts: silt-, metasilt-, sandstone",,,,,,341,U1419,A,26,X,1,A,,,,
341-U1419A-26X-1-A,22.0,27.0,167.32,167.37,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,clean coarse sand (soupy),,,,,,341,U1419,A,26,X,1,A,,,,
341-U1419A-26X-1-A,27.0,38.0,167.37,167.48,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clasts: granules and pebbles of silt-, metasilt-, sandstone",,,,,,341,U1419,A,26,X,1,A,,,,
341-U1419A-26X-1-A,38.0,65.0,167.48,167.75,,biosiliceous ooze [Leg339],with volcanic ash [Leg339],biosiliceous ooze  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"greenish-yellowish gray mud, sandy with granules and pebbles of granitoids, metasiltstones, greenstones)",,,,,,341,U1419,A,26,X,1,A,,,,
341-U1419A-26X-1-A,65.0,140.0,167.75,168.5,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,trace amount,1,,N 4 (dark gray),,,,,,,,,,,,,,"sandy mud with volc. ash (5%), subrounded very fine sand sized glass and few forams; clasts: mainly granules of silt-, metasilt-, sandstone; very subtle color banding",,,,,,341,U1419,A,26,X,1,A,,,,
341-U1419A-26X-1-A,140.0,150.0,168.5,168.6,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1419,A,26,X,1,A,,,,
341-U1419A-26X-2-A,0.0,56.0,168.6,169.16,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clasts: granules and pebbles of sandstone, metasiltstone, greenstone",,,,,,341,U1419,A,26,X,2,A,,,,
341-U1419A-26X-CC-A,0.0,7.0,169.16,169.23,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,clasts: granules and pebbles of metasiltstone,,,,,,341,U1419,A,26,X,CC,A,,,,
341-U1419A-26X-CC-A,7.0,12.0,169.23,169.28,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,A,26,X,CC,A,,,,
341-U1419A-27X-1-A,0.0,33.0,176.8,177.13,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"granules and pebbles of sandstone, siltstone, greenstone (?); outsized siltstone (8x5 cm)",,,,,,341,U1419,A,27,X,1,A,,,,
341-U1419A-27X-CC-A,0.0,48.0,177.13,177.61,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"outsized clasts of sandstone, siltstone, greenstone, granitoid",,,,,,341,U1419,A,27,X,CC,A,,,,
341-U1419A-27X-CC-A,48.0,53.0,177.61,177.66,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,A,27,X,CC,A,,,,
341-U1419A-27X-CC-A,53.0,64.0,177.66,177.77,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,outsized clasts; washed gravel,,,,,,341,U1419,A,27,X,CC,A,,,,
341-U1419A-28X-CC-A,0.0,5.0,186.5,186.55,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,A,28,X,CC,A,,,,
341-U1419A-28X-CC-A,5.0,24.0,186.55,186.74,,gravel/conglomerate/breccia [M89m],,gravel/conglomerate/breccia ,,,,,,,,,,,,,,,,,,"washed gravel: siltstone, diorite, sandstone, black metasiltstone (all outsized pebbles)",,,,,,341,U1419,A,28,X,CC,A,,,,
341-U1419A-29X-CC-A,0.0,8.0,189.5,189.58,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,A,29,X,CC,A,,,,
341-U1419A-29X-CC-A,8.0,18.0,189.58,189.68,,gravel/conglomerate/breccia [M89m],,gravel/conglomerate/breccia ,,,,,,,,,,,,,,,,,,"washed gravel: greenstone, red banded chert (jaspilite), granite, sandstone?",,,,,,341,U1419,A,29,X,CC,A,,,,
