Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
354-U1451A-31F-1-A,105,127,198.55,198.77,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,normally graded,,,,,,,
354-U1451A-31F-1-A,127,138,198.77,198.88,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,silt [Leg210],,T,,,,,,strongly distubed,,,
354-U1451A-31F-1-A,138,145,198.88,198.95,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-31F-2-A,0,117,199,200.17,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,
354-U1451A-31F-3-A,0,41,200.17,200.58,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,vertical,,,,T,,,,,,,,,
354-U1451A-31F-3-A,41,133,200.58,201.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-33F-1-A,0,40,207,207.4,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-33F-1-A,40,43,207.4,207.43,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,
354-U1451A-33F-1-A,43,140,207.43,208.4,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,
354-U1451A-33F-2-A,0,150,208.4,209.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-33F-3-A,0,89,209.9,210.79,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-33F-4-A,0,80,210.79,211.59,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-33F-CC-A,0,20,211.59,211.79,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-35F-1-A,0,67,216.5,217.17,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,
354-U1451A-35F-1-A,67,87,217.17,217.37,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-35F-1-A,87,135,217.37,217.85,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,bioturbated,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-35F-1-A,135,140,217.85,217.9,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,
354-U1451A-35F-1-A,140,150,217.9,218,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-35F-2-A,0,150,218,219.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-35F-2-A,0,150,218,219.5,,,,,,,,,,,,,,,,,burrows,,,,,,,
354-U1451A-35F-3-A,0,100,219.5,220.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-35F-3-A,0,100,219.5,220.5,,,,,,,,,,,,,,,,,burrows,,,,,,,
354-U1451A-35F-4-A,0,69,220.5,221.19,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-35F-4-A,0,69,220.5,221.19,,,,,,,,,,,,,,,,,burrows,,,,,,,
354-U1451A-35F-CC-A,0,17,221.19,221.36,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-35F-CC-A,0,17,221.19,221.36,,,,,,,,,,,,,,,,,burrows,,,,,,,
354-U1451A-37F-1-A,0,9,226,226.09,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,,,,,,,,,,,,,,
354-U1451A-37F-1-A,9,150,226.09,227.5,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-37F-2-A,0,142,227.5,228.92,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-37F-3-A,0,150,228.92,230.42,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-37F-CC-A,0,5,230.33,230.38,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-39F-1-A,0,150,235.5,237,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-39F-2-A,0,150,237,238.5,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-39F-3-A,0,110,238.5,239.6,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-39F-4-A,0,62,239.6,240.22,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-41F-1-A,0,16,245,245.16,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,,,,,,,,
354-U1451A-41F-1-A,16,149,245.16,246.49,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,
354-U1451A-41F-CC-A,0,5,246.49,246.54,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-43F-1-A,0,5,254.5,254.55,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-43F-1-A,5,10,254.55,254.6,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,sharp irregular,,,,,,,,,,,,,,
354-U1451A-43F-1-A,10,34,254.6,254.84,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-43F-1-A,34,40,254.84,254.9,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-43F-1-A,40,78,254.9,255.28,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-43F-1-A,78,84,255.28,255.34,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-43F-1-A,84,150,255.34,256,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-43F-2-A,0,106,256,257.06,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-43F-2-A,106,150,257.06,257.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-43F-3-A,0,110,257.5,258.6,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-43F-4-A,0,60,258.6,259.2,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-43F-CC-A,0,24,259.2,259.44,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-45F-1-A,0,26,264,264.26,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,,,,,,,,
354-U1451A-45F-1-A,26,108,264.26,265.08,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-45F-1-A,108,150,265.08,265.5,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,parallel lamination,,,,,,,
354-U1451A-45F-2-A,0,50,265.5,266,,,silt [Leg210],,silt,silt,silt,,gray,sharp irregular,,,,,,,,,,,,,,
354-U1451A-45F-2-A,50,150,266,267,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-45F-3-A,0,110,267,268.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-45F-4-A,0,62,268.1,268.72,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-45F-CC-A,0,17,268.72,268.89,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-47F-1-A,0,43,273.5,273.93,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,
354-U1451A-47F-1-A,43,65,273.93,274.15,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,,,,,,parallel lamination,,,,,,,
354-U1451A-47F-1-A,65,120,274.15,274.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,
354-U1451A-47F-1-A,120,144,274.7,274.94,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,
354-U1451A-47F-2-A,0,128,274.94,276.22,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-47F-3-A,0,106,276.22,277.28,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-49F-1-A,0,112,283,284.12,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-49F-2-A,0,141,284.12,285.53,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-49F-CC-A,0,15,285.53,285.68,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-51F-1-A,0,150,292.5,294,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-51F-2-A,0,63,294,294.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,bioturbated,,thick bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-51F-2-A,63,113,294.63,295.13,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-51F-2-A,113,145,295.13,295.45,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,
354-U1451A-51F-2-A,145,150,295.45,295.5,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-51F-3-A,0,111,295.5,296.61,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,white,gradational,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-51F-4-A,0,51,296.61,297.12,,,calcareous clay [Leg210],with sand [2014],calcareous clay,calcareous clay with sand,calcareous clay with sand,,white,gradational,,,,,,,,,,,Broken pieces of ooze in soupy sand matrix.,,,
354-U1451A-52F-1-A,0,150,297.2,298.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,H,,mottling [BJ80],,,,,,,
354-U1451A-52F-2-A,0,80,298.7,299.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,
354-U1451A-52F-2-A,80,150,299.5,300.2,,,calcareous clay [Leg210]c,with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,
354-U1451A-52F-3-A,0,100,300.2,301.2,,,calcareous clay [Leg210]c,,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,
354-U1451A-52F-4-A,0,61,301.2,301.81,,,calcareous clay [Leg210]c,,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,
354-U1451A-52F-CC-A,0,33,301.81,302.14,,,calcareous clay [Leg210]c,with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,
354-U1451A-54F-1-A,0,12,306.7,306.82,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,
354-U1451A-54F-1-A,12,70,306.82,307.4,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,thick bed [B01],,,,,,,,,,,,
354-U1451A-54F-1-A,70,115,307.4,307.85,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,
354-U1451A-54F-1-A,115,150,307.85,308.2,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-54F-2-A,0,120,308.2,309.4,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-54F-3-A,0,140,309.4,310.8,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-54F-4-A,0,60,310.8,311.4,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],,,,,,,,,,,,
354-U1451A-56F-1-A,0,18,316.2,316.38,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,,,,
354-U1451A-56F-1-A,18,71,316.38,316.91,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,thick bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,
354-U1451A-56F-1-A,71,94,316.91,317.14,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,Fine lamination on silt.,,,
354-U1451A-56F-1-A,94,100,317.14,317.2,,clayey [Leg339],silt [Leg210],With mica,clayey silt,clayey silt With mica,silt With mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-56F-2-A,0,8,317.2,317.28,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,"5 to 8 cm, dark gray organic matter",,,
354-U1451A-56F-2-A,8,150,317.28,318.7,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-56F-3-A,0,150,318.7,320.2,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,Flow-in disturbance of dark gray clay in whole section.,,,
354-U1451A-56F-4-A,0,57,320.2,320.77,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,Flow-in disturbance of dark gray clay in whole section.,,,
354-U1451A-56F-CC-A,0,26,320.77,321.03,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,
354-U1451A-58F-1-A,0,9,325.7,325.79,,,clay [Leg210],,clay,clay,clay,,light gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,
354-U1451A-58F-1-A,9,150,325.79,327.2,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-58F-2-A,0,150,327.2,328.7,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-58F-3-A,0,80,328.7,329.5,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-60F-1-A,0,28,335.2,335.48,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,sharp planar,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-60F-1-A,28,60,335.48,335.8,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,,,,,,,,,,,,,
354-U1451A-60F-1-A,60,70,335.8,335.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-60F-1-A,70,150,335.9,336.7,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,normally graded,,,,,,,
354-U1451A-60F-2-A,0,150,336.7,338.2,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,
354-U1451A-60F-3-A,0,110,338.2,339.3,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-60F-4-A,0,60,339.3,339.9,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-62F-1-A,0,150,344.7,346.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,color banding,,,,,,,
354-U1451A-62F-2-A,0,93,346.2,347.13,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-62F-3-A,0,150,347.13,348.63,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-62F-4-A,0,69,348.63,349.32,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-62F-CC-A,0,18,349.32,349.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-64F-1-A,0,35,354.2,354.55,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,
354-U1451A-64F-1-A,35,95,354.55,355.15,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,Debrite,,mud clast,Debrite,,,Clasts of nannofossil calcareous ooze in clayey matrix,,,
354-U1451A-64F-1-A,95,150,355.15,355.7,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,
354-U1451A-64F-2-A,0,150,355.7,357.2,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,,,,
354-U1451A-64F-3-A,0,124,357.2,358.44,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,
354-U1451A-64F-CC-A,0,19,358.44,358.63,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,,,,
354-U1451A-66F-1-A,0,50,363.7,364.2,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,,,,,,,,,,,,,,
354-U1451A-66F-1-A,50,60,364.2,364.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,,,,,,,,,,,,,,
354-U1451A-66F-1-A,60,65,364.3,364.35,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,,,,,,,,,,,,,,
354-U1451A-66F-1-A,65,92,364.35,364.62,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,,,,,,,,
354-U1451A-66F-1-A,92,150,364.62,365.2,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-66F-2-A,0,145,365.2,366.65,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-68F-1-A,0,9,373.2,373.29,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,horizontal,,,,,,,,,,,,,
354-U1451A-68F-1-A,9,27,373.29,373.47,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,horizontal,,,,H,,mottling [BJ80],,,,heavily bioturbated,,,
354-U1451A-68F-1-A,9,27,373.29,373.47,,,,,,,,,,,,,,,,,burrows,,,,,,,
354-U1451A-68F-1-A,27,63,373.47,373.83,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp irregular,sub-horizontal,,,,H,,burrows,,,,,,,
354-U1451A-68F-1-A,63,71,373.83,373.91,,silty [Leg339],calcareous clay [Leg210],with nannofossils [2014],silty calcareous clay,silty calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,sharp irregular,sub-horizontal,,,,H,,,,,,,,,
354-U1451A-68F-1-A,71,150,373.91,374.7,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,,,,H,,mottling [BJ80],,,,,,,
354-U1451A-68F-1-A,71,150,373.91,374.7,,,,,,,,,,,,,,,,,burrows,,,,,,,
354-U1451A-68F-2-A,0,57,374.7,375.27,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,T,,mottling [BJ80],,,,,,,
354-U1451A-68F-2-A,57,79,375.27,375.49,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,T,,normally graded,,,,,,,
354-U1451A-68F-2-A,79,99,375.49,375.69,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,
354-U1451A-68F-2-A,99,150,375.69,376.2,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,
354-U1451A-68F-3-A,0,111,376.2,377.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,high drilling disturbance,,,
354-U1451A-68F-4-A,0,66,377.31,377.97,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-68F-CC-A,0,18,377.97,378.15,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-70F-1-A,0,57,382.7,383.27,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,bioturbated,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],H,,burrows,,,,,,,
354-U1451A-70F-1-A,57,71,383.27,383.41,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,horizontal,medium bed [B01],,,H,,burrows,,,,,,,
354-U1451A-70F-1-A,71,123,383.41,383.93,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,bioturbated,horizontal,medium bed [B01],,,H,,burrows,,,,,,,
354-U1451A-70F-1-A,123,150,383.93,384.2,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,,,,,,H,,,,,,,,,
354-U1451A-70F-2-A,0,20,384.2,384.4,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp planar,sub-horizontal,,,,H,,,,,,,,,
354-U1451A-70F-2-A,20,41,384.4,384.61,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,sharp planar,sub-horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],H,,,,,,,,,
354-U1451A-70F-2-A,41,58,384.61,384.78,,,clay [Leg210],,clay,clay,clay,,gray,,sub-horizontal,medium bed [B01],,,T,,,,,,,,,
354-U1451A-70F-2-A,58,96,384.78,385.16,,,silt [Leg210],with nannofossils [2014],silt,silt with nannofossils,silt with nannofossils,,gray,sharp irregular,sub-horizontal,thick bed [B01],,,T,,,,,,,,,
354-U1451A-70F-2-A,96,100,385.16,385.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,H,,,,,,,,,
354-U1451A-70F-3-A,0,13,385.2,385.33,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp planar,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,
