Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466A-32F-CC-A,0,19,215.89,216.08,dolomitic,wackestone,2,dolomitic wackestone,unlithified,1,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,32,F,CC,A
359-U1466A-33F-1-A,0,3,216.4,216.43,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,33,F,1,A
359-U1466A-33F-1-A,3,150,216.43,217.9,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,33,F,1,A
359-U1466A-33F-2-A,0,150,217.9,219.4,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,33,F,2,A
359-U1466A-33F-3-A,0,123,219.4,220.63,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Silicified benthic foram at 100 cm.,,,,359,U1466,A,33,F,3,A
359-U1466A-33F-CC-A,0,10,220.63,220.73,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,33,F,CC,A
359-U1466A-34F-1-A,0,9,221.1,221.19,,wackestone,2,wackestone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,34,F,1,A
359-U1466A-34F-1-A,9,17,221.19,221.27,,rudstone,6,rudstone,unlithified,1,10YR 5/2 (grayish brown),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,34,F,1,A
359-U1466A-34F-1-A,17,149,221.27,222.59,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,34,F,1,A
359-U1466A-34F-2-A,0,133,222.59,223.92,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,34,F,2,A
359-U1466A-34F-3-A,0,40,223.92,224.32,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,34,F,3,A
359-U1466A-34F-3-A,40,149,224.32,225.41,,wackestone,2,wackestone,unlithified,1,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,,,,,,Suck-in,,,,359,U1466,A,34,F,3,A
359-U1466A-34F-CC-A,0,8,225.41,225.49,,wackestone,2,wackestone,unlithified,1,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,,,,,,Suck-in,,,,359,U1466,A,34,F,CC,A
359-U1466A-35F-1-A,0,43,225.8,226.23,,rudstone,6,rudstone,unlithified,1,10YR 5/2 (grayish brown),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,35,F,1,A
359-U1466A-35F-1-A,43,150,226.23,227.3,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,35,F,1,A
359-U1466A-35F-2-A,0,40,227.3,227.7,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,35,F,2,A
359-U1466A-35F-3-A,0,121,227.7,228.91,,wackestone,2,wackestone,unlithified,1,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Suck-in,,,,359,U1466,A,35,F,3,A
359-U1466A-35F-CC-A,0,4,228.91,228.95,,wackestone,2,wackestone,unlithified,1,10YR 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Suck-in,,,,359,U1466,A,35,F,CC,A
359-U1466A-36F-1-A,0,10,230.5,230.6,,rudstone,6,rudstone,lithified,5,5y 6/2 (light olive gray),gravel,9,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,36,F,1,A
359-U1466A-37X-1-A,0,100,230.6,231.6,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,gradational,,"dolomite, fine- to medium-grained, moderate to well sorted, recrystallized.",,,,359,U1466,A,37,X,1,A
359-U1466A-37X-1-A,100,127,231.6,231.87,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,gradational,,"dolomite, fine- to medium-grained, moderate to well sorted, recrystallized.",,,,359,U1466,A,37,X,1,A
359-U1466A-37X-1-A,127,147,231.87,232.07,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, fine- to medium-grained, moderate to well sorted, recrystallized.",,,,359,U1466,A,37,X,1,A
359-U1466A-38X-1-A,0,8,238.6,238.68,,rudstone,6,rudstone,lithified,5,10YR 5/2 (grayish brown),gravel,9,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,38,X,1,A
359-U1466A-38X-1-A,8,150,238.68,240.1,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, medium-grained, well sorted, recrystallized",,,,359,U1466,A,38,X,1,A
359-U1466A-38X-2-A,0,142,240.1,241.52,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, medium-grained, well sorted, recrystallized",,,,359,U1466,A,38,X,2,A
359-U1466A-38X-CC-A,0,28,241.52,241.8,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/1 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, medium-grained, well sorted, recrystallized",,,,359,U1466,A,38,X,CC,A
359-U1466A-40F-1-A,0,59,258.1,258.69,,rudstone,6,rudstone,lithified,5,2.5Y 5/2 (grayish brown),gravel,9,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,40,F,1,A
359-U1466A-40F-1-A,59,150,258.69,259.6,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/3 (light yellowish brown),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"dolomite, fine- to coarse-grained, recrystallized, dark specks (Mn oxides?)",,,,359,U1466,A,40,F,1,A
359-U1466A-40F-2-A,0,150,259.6,261.1,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/3 (light yellowish brown),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"dolomite, medium-grained, recrystallized, dark specks (Mn oxides?)",,,,359,U1466,A,40,F,2,A
359-U1466A-40F-3-A,0,65,261.1,261.75,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/3 (light yellowish brown),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,gradational,,"dolomite, medium-grained, recrystallized, dark specks (Mn oxides?)",,,,359,U1466,A,40,F,3,A
359-U1466A-40F-3-A,65,120,261.75,262.3,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 6/3 (light yellowish brown),fine sand,4,Calcareous bioclast,,,,,,,,,,,,moderate,3,,,,"dolomite, fine- to very fine-grained",,,,359,U1466,A,40,F,3,A
359-U1466A-40F-CC-A,0,17,262.3,262.47,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/3 (light yellowish brown),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,dolomite,,,,359,U1466,A,40,F,CC,A
359-U1466A-41F-1-A,0,26,262.8,263.06,,rudstone,6,rudstone,lithified,5,2.5Y 6/2 (light brownish gray),gravel,9,Calcareous bioclast,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,41,F,1,A
359-U1466A-41F-1-A,26,36,263.06,263.16,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,moderate,3,,,,"dolomite, recrystallized",,,,359,U1466,A,41,F,1,A
359-U1466A-41F-1-A,36,150,263.16,264.3,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/3 (light yellowish brown),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,dolomite,,,,359,U1466,A,41,F,1,A
359-U1466A-41F-2-A,0,150,264.3,265.8,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,41,F,2,A
359-U1466A-41F-3-A,0,147,265.8,267.27,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),Shell fragments(R),,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,41,F,3,A
359-U1466A-41F-CC-A,0,20,267.27,267.47,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,common,4,,,,"dolomite, recrystallized",,,,359,U1466,A,41,F,CC,A
359-U1466A-42F-1-A,0,23,267.5,267.73,,rudstone,6,rudstone,lithified,5,2.5Y 5/2 (grayish brown),gravel,9,Calcareous bioclast,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,42,F,1,A
359-U1466A-42F-1-A,23,150,267.73,269.0,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),"Calcareous bioclast (A), Shell fragments(R), red algae (R)",,,,,,,,,,,moderate,3,,,,"dolomite, recrystallized; generally well sorted, locally poorly sorted, medium- to coarse-grained",,,,359,U1466,A,42,F,1,A
359-U1466A-42F-2-A,0,150,269.0,270.5,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),"Calcareous bioclast (A), Shell fragments(R)",,,,,,,,,,,complete,6,,,,"dolomite, recrystallized, fine- to medium-grained",,,,359,U1466,A,42,F,2,A
359-U1466A-42F-3-A,0,100,270.5,271.5,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, recrystallized, fine- to medium-grained",,,,359,U1466,A,42,F,3,A
359-U1466A-42F-4-A,0,18,271.5,271.68,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,42,F,4,A
359-U1466A-42F-4-A,18,24,271.68,271.74,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 2.5/1 (black),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,chert nodule,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,42,F,4,A
359-U1466A-42F-4-A,24,52,271.74,272.02,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,42,F,4,A
359-U1466A-42F-CC-A,0,14,272.02,272.16,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,42,F,CC,A
359-U1466A-43F-1-A,0,7,272.2,272.27,,rudstone,6,rudstone,lithified,5,2.5Y 5/2 (grayish brown),gravel,9,Calcareous bioclast,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,43,F,1,A
359-U1466A-43F-1-A,7,14,272.27,272.34,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,"dolomite, recrystallized",,,,359,U1466,A,43,F,1,A
359-U1466A-43F-1-A,14,20,272.34,272.4,,rudstone,6,rudstone,lithified,5,2.5Y 5/2 (grayish brown),gravel,9,Calcareous bioclast,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,43,F,1,A
359-U1466A-43F-1-A,20,150,272.4,273.7,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,red algae,,,,,,,,moderate,3,Planolites,,,"dolomite, recrystallized",,,,359,U1466,A,43,F,1,A
359-U1466A-43F-2-A,0,150,273.7,275.2,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,43,F,2,A
359-U1466A-43F-3-A,0,144,275.2,276.64,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,moderate,3,Planolites,,,"dolomite, recrystallized",,,,359,U1466,A,43,F,3,A
359-U1466A-43F-CC-A,0,22,276.64,276.86,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"dolomite, recrystallized",,,,359,U1466,A,43,F,CC,A
359-U1466A-44X-1-A,0,48,276.9,277.38,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"fine- to medium-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,1,A
359-U1466A-44X-1-A,48,59,277.38,277.49,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (large benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,1,A
359-U1466A-44X-1-A,59,107,277.49,277.97,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,complete,6,,,,"medium-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,1,A
359-U1466A-44X-1-A,107,150,277.97,278.4,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (large benthic),,Calcareous bioclast,,shell fragment,Also present: red algae (F),,,,,,,complete,6,,,,"medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,1,A
359-U1466A-44X-2-A,0,80,278.4,279.2,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"Moderately sorted, medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,2,A
359-U1466A-44X-2-A,80,101,279.2,279.41,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (large benthic),,Calcareous bioclast,,shell fragment,Also present: red algae (F),,,,,,,complete,6,,,,"Moderately sorted, medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,2,A
359-U1466A-44X-3-A,0,49,279.41,279.9,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (large benthic),,Calcareous bioclast,,shell fragment,Also present: red algae (F),,,,,,,complete,6,,,,"Moderately sorted, medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,3,A
359-U1466A-44X-CC-A,0,51,279.9,280.41,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (large benthic),,Calcareous bioclast,,shell fragment,Also present: red algae (F),,,,,,,complete,6,,,,"Moderately sorted, medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,44,X,CC,A
359-U1466A-45X-1-A,0,59,286.7,287.29,dolomitic,grainstone,4,dolomitic grainstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,complete,6,,,,"Moderately sorted, medium- to coarse-grained, dolomite, recrystallized",,,,359,U1466,A,45,X,1,A
359-U1466A-45X-CC-A,0,5,287.29,287.34,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing - not described,,,,359,U1466,A,45,X,CC,A
359-U1466A-47F-1-A,0,12,306.3,306.42,,rudstone,6,rudstone,lithified,5,2.5Y 5/2 (grayish brown),gravel,9,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,47,F,1,A
359-U1466A-47F-1-A,12,150,306.42,307.8,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,moderate,3,,,,"Moderately sorted, fine- to medium-grained, dolomite, recrystallized.",,,,359,U1466,A,47,F,1,A
359-U1466A-47F-2-A,0,150,307.8,309.3,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,common,4,,,,"Moderately sorted, medium-grained, dolomite, recrystallized.",,,,359,U1466,A,47,F,2,A
359-U1466A-47F-3-A,0,75,309.3,310.05,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,common,4,,,,"Moderately sorted, medium-grained, dolomite, recrystallized.",,,,359,U1466,A,47,F,3,A
359-U1466A-47F-CC-A,0,16,310.05,310.21,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,common,4,,,,"Moderately sorted, medium-grained, dolomite, recrystallized.",,,,359,U1466,A,47,F,CC,A
359-U1466A-48F-CC-A,0,8,311.0,311.08,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,common,4,,,,"Moderately sorted, medium-grained, dolomite, recrystallized.",,,,359,U1466,A,48,F,CC,A
359-U1466A-49X-1-A,0,14,311.1,311.24,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,common,4,,,,"Well sorted, fine- to medium-grained, dolomite, recrystallized.",,,,359,U1466,A,49,X,1,A
359-U1466A-49X-1-A,14,34,311.24,311.44,dolomitic,packstone,3,dolomitic packstone,lithified,5,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,moderate,3,,,,"Well sorted, fine- to medium-grained, dolomite, recrystallized.",,,,359,U1466,A,49,X,1,A
359-U1466A-49X-CC-A,0,38,311.44,311.82,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/1 (gray),medium sand,5,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,moderate,3,,,,"Well sorted, fine- to medium-grained, dolomite, recrystallized.",,,,359,U1466,A,49,X,CC,A
359-U1466A-50X-1-A,0,12,316.5,316.62,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/1 (gray),fine sand,4,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,moderate,3,,sharp,,"Well sorted, fine-grained, dolomite, recrystallized.",,,,359,U1466,A,50,X,1,A
359-U1466A-50X-1-A,12,33,316.62,316.83,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 5/1 (gray),very fine sand,3,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,common,4,,sharp,,"Well sorted, fine-grained, recrystallized.Reacts with HCl (dolomitic limestone).",,,,359,U1466,A,50,X,1,A
359-U1466A-50X-1-A,33,54,316.83,317.04,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,complete,6,,gradational,,"Well sorted, fine-grained, recrystallized. Reacts with HCl (dolomitic limestone). Bioturbation complete with overlapping burrows.",,,,359,U1466,A,50,X,1,A
359-U1466A-50X-1-A,54,92,317.04,317.42,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 5/1 (gray),very fine sand,3,foraminifera (benthic),,,,foraminifera (large benthic),,,,,,,,complete,6,,gradational,,"Well sorted, fine-grained, recrystallized. Reacts with HCl (dolomitic limestone). Bioturbation complete with overlapping burrows.",,,,359,U1466,A,50,X,1,A
359-U1466A-50X-CC-A,0,50,317.42,317.92,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10YR 5/1 (gray),very fine sand,3,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"Well sorted, fine-grained, recrystallized. Reacts with HCl (dolomitic limestone). Bioturbation complete with overlapping burrows.",,,,359,U1466,A,50,X,CC,A
