Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
350-U1437B-20F-CC-A,350,U1437,B,20,20-CC,F,CC,A,0.0,18.0,134.99,135.17,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,with single lapillus,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,scoria [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437B-20F-CC-A,350,U1437,B,20,20-CC,F,CC,A,22.0,30.0,135.21,135.29,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,0.0,23.0,135.0,135.23,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,medium sand [W22_2],5.0,medium sand [W22_2],5.0,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferromagnesian and feldspars,vitric matrix [2014],crystal matrix [2014],,,ferromagnesian and feldspars,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,23.0,30.0,135.23,135.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,30.0,38.0,135.3,135.38,I,,,,bimodal,ash [2014],,bimodal ash,bimodal ash,ash,,,,silt [W22_1],2.0,silt [W22_1],2.0,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,38.0,58.0,135.38,135.58,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,58.0,59.0,135.58,135.59,I,,,,bimodal,ash [2014],,bimodal ash,bimodal ash,ash,,,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,59.0,86.0,135.59,135.86,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-21F-1-A,350,U1437,B,21,21-1,F,1,A,86.0,142.0,135.86,136.42,I,,,,bimodal,ash [2014],with crystals,bimodal ash,bimodal ash with crystals,ash with crystals,,,,medium sand [W22_2],5.0,coarse sand [W22_2],6.0,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"abundant feldspar, some ferromagnesians",vitric matrix [2014],crystal matrix [2014],,,"abundant feldspar, some ferromagnesians",,,,,
350-U1437B-21F-2-A,350,U1437,B,21,21-2,F,2,A,0.0,10.0,136.42,136.52,I,,,,bimodal,ash [2014],with crystals,bimodal ash,bimodal ash with crystals,ash with crystals,,,,medium sand [W22_2],5.0,coarse sand [W22_2],6.0,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"abundant feldspar, some ferromagnesians",vitric matrix [2014],crystal matrix [2014],,,"abundant feldspar, some ferromagnesians",,,,,
350-U1437B-21F-2-A,350,U1437,B,21,21-2,F,2,A,10.0,58.0,136.52,137.0,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-21F-2-A,350,U1437,B,21,21-2,F,2,A,58.0,63.0,137.0,137.05,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-21F-2-A,350,U1437,B,21,21-2,F,2,A,63.0,97.0,137.05,137.39,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,diffuse,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-21F-2-A,350,U1437,B,21,21-2,F,2,A,97.0,100.0,137.39,137.42,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,silt [W22_1],2.0,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-21F-CC-A,350,U1437,B,21,21-CC,F,CC,A,0.0,16.0,137.42,137.58,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,medium sand [W22_2],5.0,,,not recovered,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glass shards, blocky obsidian chips, and feldspar crystals",vitric matrix [2014],crystal matrix [2014],,,"glass shards, blocky obsidian chips, and feldspar crystals",,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,0.0,18.0,137.6,137.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,18.0,26.0,137.78,137.86,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,sharp to gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,26.0,36.0,137.86,137.96,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,bioturbated,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspars and ferromagnesians,vitric matrix [2014],crystal matrix [2014],,,feldspars and ferromagnesians,,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,36.0,88.0,137.96,138.48,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,88.0,95.0,138.48,138.55,I,,,,bimodal,ash [2014],with crystals,bimodal ash,bimodal ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp to gradational,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspars and ferromagnesians,vitric matrix [2014],crystal matrix [2014],,,feldspars and ferromagnesians,,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,95.0,101.0,138.55,138.61,I,,,,bimodal,ash [2014],with crystals,bimodal ash,bimodal ash with crystals,ash with crystals,,,,fine sand [W22_2],4.0,granule [W22_2],8.0,with lapilli,planar,sharp,,,,normally coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,feldspars and ferromagnesians,vitric matrix [2014],crystal matrix [2014],,,feldspars and ferromagnesians,,,,,
350-U1437B-22F-1-A,350,U1437,B,22,22-1,F,1,A,101.0,151.0,138.61,139.11,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-2-A,350,U1437,B,22,22-2,F,2,A,0.0,145.0,139.11,140.56,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,horizontal,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-2-A,350,U1437,B,22,22-2,F,2,A,145.0,146.0,140.56,140.57,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,,not recovered,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-22F-3-A,350,U1437,B,22,22-3,F,3,A,0.0,53.0,140.66,141.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,,,,,,,,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-3-A,350,U1437,B,22,22-3,F,3,A,53.0,56.0,141.19,141.22,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,,,,,white ash,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white ash, feldspar",vitric matrix [2014],crystal matrix [2014],,,"white ash, feldspar",,,,,
350-U1437B-22F-3-A,350,U1437,B,22,22-3,F,3,A,56.0,112.0,141.22,141.78,I,,,,tuffaceous,mud [2014],with bimodal ash pods,tuffaceous mud,tuffaceous mud with bimodal ash pods,mud with bimodal ash pods,,,,,,,,single pebble sized clast,,not recovered,,,,,,,,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,single pebble sized clast intermediate pumice,,,,,single pebble sized clast intermediate pumice,,,,,
350-U1437B-22F-4-A,350,U1437,B,22,22-4,F,4,A,0.0,51.0,141.78,142.29,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,stratified,irregular,diffuse,,,,,,slight [DB86],1.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-4-A,350,U1437,B,22,22-4,F,4,A,51.0,53.0,142.29,142.31,I,,,,mafic,ash [2014],with crystals,mafic ash,mafic ash with crystals,ash with crystals,,,,,,,,black ash,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"feldspar, ferromagnesian",vitric matrix [2014],crystal matrix [2014],,,"feldspar, ferromagnesian",,,,,
350-U1437B-22F-4-A,350,U1437,B,22,22-4,F,4,A,53.0,62.0,142.31,142.4,I,,,,tuffaceous,mud [2014],with ash pods,tuffaceous mud,tuffaceous mud with ash pods,mud with ash pods,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-22F-CC-A,350,U1437,B,22,22-CC,F,CC,A,0.0,17.0,142.4,142.57,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-23F-1-A,350,U1437,B,23,23-1,F,1,A,0.0,67.0,142.3,142.97,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,planar,bioturbated,horizontal,,,,stratified,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-23F-1-A,350,U1437,B,23,23-1,F,1,A,67.0,95.0,142.97,143.25,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,diffuse,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspars and ferromagnesians,vitric matrix [2014],crystal matrix [2014],,,feldspars and ferromagnesians,,,,,
350-U1437B-23F-1-A,350,U1437,B,23,23-1,F,1,A,95.0,127.0,143.25,143.57,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,planar,diffuse,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-23F-1-A,350,U1437,B,23,23-1,F,1,A,127.0,129.0,143.57,143.59,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,silt [W22_1],2.0,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-23F-2-A,350,U1437,B,23,23-2,F,2,A,0.0,3.0,143.59,143.62,I,,,,bimodal,ash [2014],with crystals,bimodal ash,bimodal ash with crystals,ash with crystals,,,,medium sand [W22_2],5.0,medium sand [W22_2],5.0,,irregular,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspars and ferromagnesians,vitric matrix [2014],crystal matrix [2014],,,feldspars and ferromagnesians,,,,,
350-U1437B-23F-2-A,350,U1437,B,23,23-2,F,2,A,3.0,8.0,143.62,143.67,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,silt [W22_1],2.0,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-24F-1-A,350,U1437,B,24,24-1,F,1,A,0.0,15.0,143.7,143.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,horizontal,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-24F-1-A,350,U1437,B,24,24-1,F,1,A,15.0,26.0,143.85,143.96,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspars,vitric matrix [2014],crystal matrix [2014],,,feldspars,,,,,
350-U1437B-24F-1-A,350,U1437,B,24,24-1,F,1,A,26.0,101.0,143.96,144.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-24F-2-A,350,U1437,B,24,24-2,F,2,A,0.0,2.0,144.71,144.73,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-24F-2-A,350,U1437,B,24,24-2,F,2,A,2.0,87.0,144.73,145.58,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-24F-2-A,350,U1437,B,24,24-2,F,2,A,87.0,98.0,145.58,145.69,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2.0,silt [W22_1],2.0,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-25X-1-A,350,U1437,B,25,25-1,X,1,A,0.0,11.0,145.7,145.81,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,"feldspar , pyroxene, and hornblende",vitric matrix [2014],crystal matrix [2014],,,"feldspar , pyroxene, and hornblende",,,,,
350-U1437B-25X-1-A,350,U1437,B,25,25-1,X,1,A,11.0,74.0,145.81,146.44,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,horizontal,,,,stratified,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-1-A,350,U1437,B,25,25-1,X,1,A,74.0,76.0,146.44,146.46,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspar and ferromagnesians,vitric matrix [2014],crystal matrix [2014],,,feldspar and ferromagnesians,,,,,
350-U1437B-25X-1-A,350,U1437,B,25,25-1,X,1,A,76.0,98.0,146.46,146.68,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,horizontal,,,,stratified,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-1-A,350,U1437,B,25,25-1,X,1,A,98.0,102.0,146.68,146.72,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-25X-1-A,350,U1437,B,25,25-1,X,1,A,102.0,151.0,146.72,147.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-2-A,350,U1437,B,25,25-2,X,2,A,0.0,125.0,147.21,148.46,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,stratified,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-2-A,350,U1437,B,25,25-2,X,2,A,125.0,126.0,148.46,148.47,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-25X-2-A,350,U1437,B,25,25-2,X,2,A,126.0,145.0,148.47,148.66,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,stratified,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-3-A,350,U1437,B,25,25-3,X,3,A,0.0,146.0,148.71,150.17,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,single lapillus,planar,bioturbated,horizontal,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-3-A,350,U1437,B,25,25-3,X,3,A,146.0,150.0,150.17,150.21,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-25X-4-A,350,U1437,B,25,25-4,X,4,A,0.0,4.0,150.21,150.25,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,light gray,,medium sand [W22_2],5.0,medium sand [W22_2],5.0,"Fresh glass with crystals of hornblende, biotite, feldspar, and oxides",curviplanar,sharp,,thinly laminated [I54],moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-25X-4-A,350,U1437,B,25,25-4,X,4,A,4.0,150.0,150.25,151.71,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-5-A,350,U1437,B,25,25-5,X,5,A,0.0,109.0,151.71,152.8,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-CC-A,350,U1437,B,25,25-CC,X,CC,A,0.0,9.0,152.8,152.89,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,planar,diffuse,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-25X-CC-A,350,U1437,B,25,25-CC,X,CC,A,9.0,16.0,152.89,152.96,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,diffuse,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspars,vitric matrix [2014],crystal matrix [2014],,,feldspars,,,,,
350-U1437B-25X-CC-A,350,U1437,B,25,25-CC,X,CC,A,16.0,32.0,152.96,153.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,single lapillus,,not recovered,,,,,,,,,foraminifer,trace [A85],lithic [2014],,,"igneous, evolved [2014]",rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-1-A,350,U1437,B,26,26-1,X,1,A,0.0,150.0,155.3,156.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,stratified,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-2-A,350,U1437,B,26,26-2,X,2,A,0.0,86.0,156.8,157.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,stratified,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-2-A,350,U1437,B,26,26-2,X,2,A,86.0,88.0,157.66,157.68,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,altered glass and pumice glass,planar,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-2-A,350,U1437,B,26,26-2,X,2,A,88.0,97.0,157.68,157.77,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-2-A,350,U1437,B,26,26-2,X,2,A,97.0,145.0,157.77,158.25,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,with lapilli,,not recovered,,,,,stratified,high,3.0,,,,vitric [2014],,,,,,,,,pillow fragment [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-3-A,350,U1437,B,26,26-3,X,3,A,0.0,9.0,158.3,158.39,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-3-A,350,U1437,B,26,26-3,X,3,A,9.0,63.0,158.39,158.93,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-3-A,350,U1437,B,26,26-3,X,3,A,63.0,87.0,158.93,159.17,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,some lapilli,curviplanar,diffuse,horizontal,,,,,moderate [DB86],2.0,,foraminifer,trace [A85],vitric [2014],,,,,,,,,pillow fragment [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-3-A,350,U1437,B,26,26-3,X,3,A,87.0,100.0,159.17,159.3,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,bioturbated,horizontal,,,normally graded,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-26X-3-A,350,U1437,B,26,26-3,X,3,A,100.0,113.0,159.3,159.43,I,,,,tuffaceous,mud [2014],with lapilli-ash [2014],tuffaceous mud,tuffaceous mud with lapilli-ash,mud with lapilli-ash,,,,clay [W22_1],1.0,pebble [W22_2],9.0,many lapilli,planar,diffuse,horizontal,,,normally coarse-tail graded,,high,3.0,,foraminifer,trace [A85],vitric [2014],,,,,,,,,pillow fragment [2014],rounded,scoria [2014],angular,,,,,,,,,,,,,,,,,,,
350-U1437B-26X-3-A,350,U1437,B,26,26-3,X,3,A,113.0,150.0,159.43,159.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,stratified,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
