Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data
361,U1476,D,17,H,17-6,6,A,0,150,151,152.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-17H-6-A,
361,U1476,D,17,H,17-7,7,A,0,58,152.5,153.08,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1476D-17H-7-A,
361,U1476,D,17,H,17-CC,CC,A,0,26,153.08,153.34,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1476D-17H-CC-A,
361,U1476,D,18,H,18-1,1,A,0,150,153,154.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-1-A,
361,U1476,D,18,H,18-2,2,A,0,150,154.5,156,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-2-A,
361,U1476,D,18,H,18-3,3,A,0,150,156,157.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-3-A,
361,U1476,D,18,H,18-4,4,A,0,150,157.5,159,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-4-A,
361,U1476,D,18,H,18-5,5,A,0,150,159,160.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-5-A,
361,U1476,D,18,H,18-6,6,A,0,150,160.5,162,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-6-A,
361,U1476,D,18,H,18-7,7,A,0,66,162,162.66,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-7-A,
361,U1476,D,18,H,18-CC,CC,A,0,25,162.66,162.91,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-18H-CC-A,
361,U1476,D,19,H,19-1,1,A,0,150,162.5,164,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-19H-1-A,
361,U1476,D,19,H,19-2,2,A,0,150,164,165.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-19H-2-A,
361,U1476,D,19,H,19-3,3,A,0,150,165.5,167,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-19H-3-A,
361,U1476,D,19,H,19-4,4,A,0,150,167,168.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-19H-4-A,
361,U1476,D,19,H,19-5,5,A,0,150,168.5,170,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-19H-5-A,
361,U1476,D,19,H,19-6,6,A,0,150,170,171.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-19H-6-A,
361,U1476,D,19,H,19-7,7,A,0,63,171.5,172.13,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-19H-7-A,
361,U1476,D,19,H,19-CC,CC,A,0,7,172.13,172.2,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-19H-CC-A,
361,U1476,D,20,H,20-1,1,A,0,147,172,173.47,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-20H-1-A,
361,U1476,D,20,H,20-2,2,A,0,150,173.47,174.97,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-20H-2-A,
361,U1476,D,20,H,20-3,3,A,0,148,174.97,176.45,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-20H-3-A,
361,U1476,D,20,H,20-4,4,A,0,150,176.45,177.95,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-20H-4-A,
361,U1476,D,20,H,20-5,5,A,0,150,177.95,179.45,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-20H-5-A,
361,U1476,D,20,H,20-6,6,A,0,108,179.45,180.53,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-20H-6-A,
361,U1476,D,20,H,20-7,7,A,0,84,180.53,181.37,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-20H-7-A,
361,U1476,D,20,H,20-CC,CC,A,0,37,181.37,181.74,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-20H-CC-A,
361,U1476,D,21,H,21-1,1,A,0,150,181.5,183,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-21H-1-A,
361,U1476,D,21,H,21-2,2,A,0,150,183,184.5,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-21H-2-A,
361,U1476,D,21,H,21-3,3,A,0,150,184.5,186,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-21H-3-A,
361,U1476,D,21,H,21-4,4,A,0,150,186,187.5,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-21H-4-A,
361,U1476,D,21,H,21-5,5,A,0,150,187.5,189,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-21H-5-A,
361,U1476,D,21,H,21-6,6,A,0,101,189,190.01,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-21H-6-A,
361,U1476,D,21,H,21-7,7,A,0,56,190.01,190.57,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-21H-7-A,
361,U1476,D,21,H,21-CC,CC,A,0,33,190.57,190.9,2,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-21H-CC-A,
361,U1476,D,22,H,22-1,1,A,0,150,191,192.5,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-22H-1-A,
361,U1476,D,22,H,22-2,2,A,0,150,192.5,194,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-22H-2-A,
361,U1476,D,22,H,22-3,3,A,0,150,194,195.5,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-22H-3-A,
361,U1476,D,22,H,22-4,4,A,0,150,195.5,197,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-22H-4-A,
361,U1476,D,22,H,22-5,5,A,0,150,197,198.5,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-22H-5-A,
361,U1476,D,22,H,22-6,6,A,0,150,198.5,200,,,,,,,,,,,,,,,,,,,,,,Chondrites,,,,,,,,,,,,361-U1476D-22H-6-A,
361,U1476,D,22,H,22-6,6,A,0,150,198.5,200,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-22H-6-A,
361,U1476,D,22,H,22-7,7,A,0,71,200,200.71,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-22H-7-A,
361,U1476,D,22,H,22-CC,CC,A,0,40,200.71,201.11,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-22H-CC-A,
361,U1476,D,23,H,23-1,1,A,0,150,200.5,202,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-1-A,
361,U1476,D,23,H,23-2,2,A,0,150,202,203.5,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-2-A,
361,U1476,D,23,H,23-3,3,A,0,150,203.5,205,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-3-A,
361,U1476,D,23,H,23-4,4,A,0,150,205,206.5,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-4-A,
361,U1476,D,23,H,23-5,5,A,0,150,206.5,208,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-5-A,
361,U1476,D,23,H,23-6,6,A,0,150,208,209.5,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-6-A,
361,U1476,D,23,H,23-7,7,A,0,61,209.5,210.11,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-7-A,
361,U1476,D,23,H,23-CC,CC,A,0,28,210.11,210.39,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-23H-CC-A,
361,U1476,D,24,H,24-1,1,A,0,150,210,211.5,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-1-A,
361,U1476,D,24,H,24-2,2,A,0,153,211.5,213.03,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-2-A,
361,U1476,D,24,H,24-3,3,A,0,153,213.03,214.56,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-3-A,
361,U1476,D,24,H,24-4,4,A,0,150,214.56,216.06,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-4-A,
361,U1476,D,24,H,24-5,5,A,0,150,216.06,217.56,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-5-A,
361,U1476,D,24,H,24-6,6,A,0,150,217.56,219.06,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-6-A,
361,U1476,D,24,H,24-7,7,A,0,68,219.06,219.74,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-7-A,
361,U1476,D,24,H,24-CC,CC,A,0,38,219.74,220.12,2,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-24H-CC-A,
361,U1476,D,25,H,25-1,1,A,0,150,219.5,221,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-1-A,
361,U1476,D,25,H,25-2,2,A,0,150,221,222.5,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-2-A,
361,U1476,D,25,H,25-3,3,A,0,150,222.5,224,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-3-A,
361,U1476,D,25,H,25-4,4,A,0,150,224,225.5,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-4-A,
361,U1476,D,25,H,25-5,5,A,0,150,225.5,227,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-5-A,
361,U1476,D,25,H,25-6,6,A,0,150,227,228.5,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-6-A,
361,U1476,D,25,H,25-7,7,A,0,67,228.5,229.17,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-7-A,
361,U1476,D,25,H,25-CC,CC,A,0,25,229.17,229.42,2,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-25H-CC-A,
