Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1435A-23R-2-A,0,135,212.07,213.42,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,23,R,2,A
349-U1435A-23R-3-A,0,150,213.57,215.07,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,23,R,3,A
349-U1435A-23R-4-A,0,150,215.07,216.57,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,23,R,4,A
349-U1435A-23R-5-A,0,150,216.57,218.07,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,23,R,5,A
349-U1435A-23R-CC-A,0,10,218.07,218.17,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thin bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,23,R,CC,A
349-U1435A-24R-1-A,0,150,220.3,221.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,1,A
349-U1435A-24R-2-A,0,59,221.8,222.39,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,erosive,sub-horizontal,thin bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,2,A
349-U1435A-24R-2-A,59,135,222.39,223.15,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2.0,silt [W22_1],2.0,moderate [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],cross-lamination,moderate [DB86],2.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,2,A
349-U1435A-24R-2-A,59,150,222.39,223.3,,,,,,,GLEY 1 4/10Y (dark greenish gray),,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,2,A
349-U1435A-24R-3-A,0,16,223.3,223.46,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2.0,silt [W22_1],2.0,moderate [BP01],,,,,,,,,,100.0,,,,,inclined,thin bed [B01],cross-lamination,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,3,A
349-U1435A-24R-3-A,16,150,223.46,224.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,3,A
349-U1435A-24R-4-A,0,94,224.8,225.74,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,sub-horizontal,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,4,A
349-U1435A-24R-4-A,94,103,225.74,225.83,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,inclined,thin bed [B01],lamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,4,A
349-U1435A-24R-4-A,103,150,225.83,226.3,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,4,A
349-U1435A-24R-5-A,0,150,226.3,227.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,5,A
349-U1435A-24R-6-A,0,122,227.8,229.02,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,6,A
349-U1435A-24R-7-A,0,68,229.02,229.7,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,7,A
349-U1435A-24R-CC-A,0,16,229.7,229.86,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thin bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,24,R,CC,A
349-U1435A-25R-1-A,0,150,230.0,231.5,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,silt [W22_1],2.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,mineral,pyrite,shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,1,A
349-U1435A-25R-2-A,0,131,231.5,232.81,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,silt [W22_1],2.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,mineral,pyrite,shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,2,A
349-U1435A-25R-2-A,0,150,231.5,233.0,,,,,,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,2,A
349-U1435A-25R-3-A,0,87,233.0,233.87,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 4/10Y (dark greenish gray),Lithified [B84],Medium sand [W22_2],5.0,silt [W22_1],2.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,3,A
349-U1435A-25R-3-A,0,90,233.0,233.9,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,silt [W22_1],2.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,3,A
349-U1435A-25R-3-A,87,150,233.87,234.5,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/10Y (greenish gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thin bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,3,A
349-U1435A-25R-3-A,90,150,233.9,234.5,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,3,A
349-U1435A-25R-4-A,0,150,234.5,236.0,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,4,A
349-U1435A-25R-5-A,0,86,236.0,236.86,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,5,A
349-U1435A-25R-CC-A,0,22,236.86,237.08,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thin bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,CC,A
349-U1435A-25R-CC-A,0,23,236.86,237.09,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/10Y (greenish gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thin bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,25,R,CC,A
349-U1435A-26R-1-A,0,72,239.7,240.42,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,1,A
349-U1435A-26R-1-A,72,150,240.42,241.2,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,1,A
349-U1435A-26R-2-A,0,72,241.2,241.92,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,2,A
349-U1435A-26R-2-A,72,150,241.92,242.7,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,2,A
349-U1435A-26R-3-A,0,133,242.7,244.03,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,3,A
349-U1435A-26R-4-A,0,25,244.22,244.47,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,4,A
349-U1435A-26R-4-A,25,150,244.47,245.72,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,4,A
349-U1435A-26R-5-A,0,150,245.72,247.22,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 3/N (very dark gray),Lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,5,A
349-U1435A-26R-6-A,0,30,247.22,247.52,,siltstone [Leg339],,siltstone ,siltstone ,100.0,GLEY 1 3/N (very dark gray),Lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],fining upward,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,6,A
349-U1435A-26R-6-A,30,70,247.52,247.92,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],fining upward,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,6,A
349-U1435A-26R-6-A,70,111,247.92,248.33,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,6,A
349-U1435A-26R-7-A,0,68,248.33,249.01,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],fining upward,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,7,A
349-U1435A-26R-CC-A,0,13,249.01,249.14,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,26,R,CC,A
349-U1435A-27R-1-A,0,6,249.4,249.46,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,medium sand [W22_2],5.0,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,1,A
349-U1435A-27R-1-A,6,25,249.46,249.65,silty [Leg339],claystone [Leg339],,silty   claystone ,silty  claystone ,,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],lamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,1,A
349-U1435A-27R-1-A,25,48,249.65,249.88,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [BP01],,,,,,,,,,,,,,planar,horizontal,medium bed [B01],,moderate [DB86],2.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,1,A
349-U1435A-27R-1-A,48,67,249.88,250.07,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5.0,medium sand [W22_2],5.0,well [2014],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,1,A
349-U1435A-27R-1-A,67,150,250.07,250.9,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 5/N (gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,1,A
349-U1435A-27R-2-A,0,25,250.9,251.15,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],fining upward,heavy [DB86],3.0,,,,,,wood,C [A85],shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,2,A
349-U1435A-27R-2-A,25,145,251.15,252.35,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,2,A
349-U1435A-27R-3-A,0,123,252.35,253.58,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],coarsening upward,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,3,A
349-U1435A-27R-4-A,0,50,253.75,254.25,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,4,A
349-U1435A-27R-4-A,50,86,254.25,254.61,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,fine sand [W22_2],4.0,moderate [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,4,A
349-U1435A-27R-4-A,86,150,254.61,255.25,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,4,A
349-U1435A-27R-5-A,0,145,255.25,256.7,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,5,A
349-U1435A-27R-6-A,0,130,256.7,258.0,clayey [Leg339],siltstone [Leg339],,clayey   siltstone ,clayey  siltstone ,,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,6,A
349-U1435A-27R-6-A,130,141,258.0,258.11,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderately well [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,6,A
