Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1420A-86R-2-A,0,135,818.6,819.95,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"sandy matrix, granules and pebbles (up to 2 cm), siltstone, sandstone, granitoid; shell fragment @ 95.5 cm",,,,,
341-U1420A-86R-2-A,135,150,819.95,820.1,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1420A-86R-3-A,0,116,820.1,821.26,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"sandy matrix, granules and pebbles (up to 3 cm), and cobbles: siltstone, sandstone, greenstone, granitoid, quartz-mica schist; shell fragment @ 16 cm",,,,,
341-U1420A-86R-CC-A,0,9,821.26,821.35,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy matrix, granules and pebbles (up to 2 cm), siltstone, granitoid",,,,,
341-U1420A-86R-CC-A,9,14,821.35,821.4,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-87R-1-A,0,150,826.8,828.3,sandy,clast-rich diamict [M89m],with foraminifers [Leg339],sandy clast-rich diamict  with foraminifers ,,,,N 4 (dark gray),,,,,,,,,,,,,,"muddy matrix with sand; granules and pebbles (up to 3 cm) of siltstone, sandstone, granitoids, greenstone; subtle color change to N3 at the bottom of this section",,,,,
341-U1420A-87R-2-A,0,132,828.3,829.62,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"muddy matrix with sand; granules and pebbles (up to 3 cm) of siltstone, sandstone, granitoids, greenstone",,,,,
341-U1420A-87R-2-A,132,135,829.62,829.65,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,
341-U1420A-87R-2-A,135,150,829.65,829.8,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1420A-87R-3-A,0,150,829.8,831.3,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,shell fragment,,,"clayey matrix, granules and pebbles (up to 1 cm) of greenstone, siltstone, granitoids; dispersed shell fragments @ 19, 35.5, 63, 77.5, 89 cm; outsized (3 cm) diorite or granite clast @ 92 cm and metasandstone pebble (2 cm) @ 133 cm",,,,,
341-U1420A-87R-4-A,0,131,831.3,832.61,,clast-poor diamict [M89m],,clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,shell fragment,,,"clayey matrix, granules and pebbles (up to 1 cm) of siltstone, granitoids; shell fragments @ 108 cm; outsized (3 cm) volcanic rock @ 45 cm; subtle color transition to N 4 @ bottom of core",,,,,
341-U1420A-87R-CC-A,0,5,832.61,832.66,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-87R-CC-A,5,15,832.66,832.76,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granules and pebbles of siltstone, sandstone, granitoids",,,,,
341-U1420A-87R-CC-A,15,20,832.76,832.81,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-87R-CC-A,20,28,832.81,832.89,,,,,,,,,,,present [A79],1,,,,,,,,,,washed pebble of metasandstone (?) with quartz,,,,,
341-U1420A-88R-1-A,0,150,836.5,838,silty,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 10, basalt 2, siltstone 10",,,,,
341-U1420A-88R-2-A,0,150,838,839.5,silty,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 2, siltstone 2, basalt 1, vein qtz 1",,,,,
341-U1420A-88R-3-A,0,4,839.5,839.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-88R-3-A,4,11.5,839.54,839.615,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: argillite (1), sandstone (7), siltstone(3), granite(1), basalt(1), quartz(1)",,,,,
341-U1420A-88R-3-A,11.5,27,839.615,839.77,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"gneiss, sandstone, siltstone",,,,,
341-U1420A-88R-3-A,27,66,839.77,840.16,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: basalt(2), granite(2), sandstone(6), siltstone(8), quartz(3)",,,,,
341-U1420A-88R-CC-A,0,7,840.16,840.23,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,present [A79],1,,,pebble [W22_2],subrounded,,,,,,siltstone,,,,,
341-U1420A-88R-CC-A,7,12,840.23,840.28,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-88R-CC-A,12,24,840.28,840.4,,,,,,,,,,,present [A79],4,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"matrix washed away; clasts: sandstone(2), basalt(2)",,,,,
341-U1420A-89R-1-A,0,48,846.2,846.68,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: sandstone (6), granite(2), basalt(1), siltstone(3), quartz(1)",,,,,
341-U1420A-89R-1-A,48,78,846.68,846.98,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: sandstone(3), basalt(6), siltstone(3), granite(2)",,,,,
341-U1420A-89R-1-A,78,83,846.98,847.03,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-89R-1-A,83,98,847.03,847.18,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subrounded,cobble [W22_2],subrounded,,,,,,"sandstone(cobble), vesicular basalt, siltstone(3)",,,,,
341-U1420A-90R-1-A,0,148,855.9,857.38,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granite 3, rhyolite 2, sandst 9, basalt 7, siltst 14",,,,,
341-U1420A-90R-CC-A,0,9,857.38,857.47,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-90R-CC-A,9,14,857.47,857.52,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-90R-CC-A,14,27,857.52,857.65,,,,,,,,,,,,,,,,,,,,,,"washed pebbles: 2 siltstones, 1 sandstone, 1 basalt, 2 argillites",,,,,
341-U1420A-91R-1-A,0,135,865.6,866.95,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"clasts: siltstone(21), sandstone(~15), argillite(3), granite(5), basalt(11), metaigneous(1)",,,,,
341-U1420A-91R-CC-A,0,6,866.95,867.01,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: sandstone (4), siltstone (2)",,,,,
341-U1420A-91R-CC-A,6,11,867.01,867.06,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-91R-CC-A,11,21,867.06,867.16,,,,,,,,,,,present [A79],3,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: siltstone (2), argillite",,,,,
341-U1420A-92R-1-A,0,46,875.3,875.76,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"6 cm sandstone, rounded, fall-in?; gneiss 2, granite 3, basalt 2, siltstone 5",sharp contact,erosive,,,
341-U1420A-92R-1-A,46,126,875.76,876.56,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast accumulation (granules) at 92 cm; granite 2, siltst 4, sandst 3, vein qtz 1, quarzite 1; shell cross section at 107 cm, gastropod?",,,,,
341-U1420A-92R-1-A,126,146,876.56,876.76,,,,,,,,,,,,,,,,,,,,,,DAIG,,,,,
341-U1420A-92R-2-A,0,26,876.76,877.02,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"granule accumulation at 5 cm; sandst 1, meta-sandst with fabric 1, argillite 2;",sharp contact,planar,,,
341-U1420A-92R-2-A,26,83,877.02,877.59,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,sharp contact,erosive,,,
341-U1420A-92R-2-A,83,92,877.59,877.68,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,sharp contact,biotubated,,,
341-U1420A-92R-2-A,92,108,877.68,877.84,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granite 1, sandst 2, basalt 1, argillite 1, siltst 2;",sharp contact,planar,,,
341-U1420A-92R-2-A,108,127,877.84,878.03,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-92R-2-A,117,127,877.93,878.03,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-92R-3-A,0,20,878.03,878.23,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"rhyolite 1, sdst 3, basalt 3, granite 1, siltst 1",sharp contact,planar,,,
341-U1420A-92R-3-A,20,39,878.23,878.42,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,inclined basal contact,gradational contact,biotubated,,,
341-U1420A-92R-3-A,39,70,878.42,878.73,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,prefered orientation,N 3 (very dark gray),,,,,,,,,,,,,,"mud lamina, wedge shaped, at 49 cm; basalt 3, granite 1, argillite 1, siltst 3, sandst 3;
",,,,,
341-U1420A-93R-1-A,0,15,885,885.15,,,,,,,,,,,present [A79],2,,,cobble [W22_2],,,,,,,"2 sandstone cobbles, might have originally been one piece; drilled",,,,,
341-U1420A-93R-1-A,15,68,885.15,885.68,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,prefered orientation,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: sandstone (7), siltstone(6), basalt(4), granite(1), quartz(2);
clasts often appear oriented parallel/horizonatal to deposition;
bed of 'mud' @ 34cm;
lower contact angled with a wedge to next interval",sharp contact,erosive,,,
341-U1420A-93R-1-A,68,133,885.68,886.33,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"clasts include: siltstone (6), sandstone(4), basalt(2), argillite(1), mudstone(2), granite(4);
upper contact 'wedgelike' with interval above",,,,,
341-U1420A-93R-1-A,133,144,886.33,886.44,,,,,,,,,,,present [A79],6,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"basalt, sandstone, diorite = largest clasts; less than 1cm: siltstone, sandstone",,,,,
341-U1420A-93R-1-A,144,147,886.44,886.47,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-94R-1-A,0,150,894.7,896.2,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"faintly laminated, mud matrix intervals with fewer clasts; basalt 7, sdst 7, rhyolite 3, siltst 5, red siltstones 4, granite 2;",,,,,
341-U1420A-94R-2-A,0,150,896.2,897.7,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"faintly laminated, mud matrix intervals with fewer clasts; 30 - 36 cm dropstones with faint impact structures; basalt 8, granite 3, vein qtz, sandst 5, siltst 8, greywacke 2",,,,,
341-U1420A-94R-3-A,0,150,897.7,899.2,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts include: basalt(10), sandstone(14), siltstone(15), granite(3), diorite(1);
one outsized sandstone (5cm) @ 84cm, all others ~1cm",,,,,
341-U1420A-94R-4-A,0,93,899.2,900.13,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts: siltstone(8), sandstone(6), quartz(3), basalt(8), granite(3);
all ~1cm",,,,,
341-U1420A-94R-CC-A,0,13,900.13,900.26,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts: sandstone(4), siltstone(2), basalt(2)",,,,,
341-U1420A-94R-CC-A,13,18,900.26,900.31,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-95R-1-A,0,151,904.4,905.91,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast-rich diamict with sandy mud matrix; granules and pebbles (up to 4 cm) include siltstone, greenstone, granitoid, sandstone
",,,,,
341-U1420A-95R-2-A,0,105,905.91,906.96,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast-rich diamict with sandy mud matrix; granules and pebbles (up to 4 cm) include siltstone, greenstone, granitoid, metasandstone",,,,,
341-U1420A-95R-3-A,0,53,906.96,907.49,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast-rich diamict with sandy mud matrix; granules and pebbles (up to 2 cm) include siltstone, greenstone, granitoid; pebble with nice pyrite @ 13 cm",,,,,
341-U1420A-95R-CC-A,0,7,907.49,907.56,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,clast-rich diamict with sandy mud matrix,,,,,
341-U1420A-95R-CC-A,7,10,907.56,907.59,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-95R-CC-A,10,17,907.59,907.66,,,,,,,,,,,present [A79],2,,,,,,,,,,washed gravel (2 sandstones),,,,,
341-U1420A-96R-1-A,0,147,914.1,915.57,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granules and pebble clasts include siltstone, sandstone, argillite, green metasediment(?), (weathered) basalt(?), fine-grained sediment with golden fill -> pyrite?
",,,,,
341-U1420A-96R-2-A,0,55,915.57,916.12,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts including very fine sandstone with weathered feldspar(?; ~6 cm), siltstone, basal(?), greenstone

- smear slide from 28 cm: mud with volcanic ash",,,,,
341-U1420A-96R-CC-A,0,16,916.12,916.28,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts including basalt, sandstone, siltstone",,,,,
341-U1420A-96R-CC-A,16,21,916.28,916.33,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1420A-97R-1-A,0,57.5,923.8,924.375,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- muddy clast-poor diamict
- granule and pebble clasts including siltstone; greenstone; rhyolite(?); reddish, fine-grained conglomerate(?)
- some ""more muddy"" intervals separated by ""lamina-like"" deposits of medium to very coarse sand (close to lower boundary)
- occasional mud clasts, e.g. ~42 cm
",,,,,
341-U1420A-97R-1-A,57.5,87,924.375,924.67,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts including argillite, siltstone, sandstone, vein quartz, basalt, greenstone(?)
- smear slide from 71: relatively many opaque grains
",,,,,
341-U1420A-97R-1-A,87,100,924.67,924.8,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1420A-97R-2-A,0,60,924.8,925.4,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts including argillite, siltstone, sandstone, vein quartz, basalt, greenstone(?)",,,,,
341-U1420A-97R-CC-#1-A,0,5,925.4,925.45,,,,,,,,,,,present [A79],1,,,,,,,,,,- volcanic breccia with Cu-bearing quartz vein,,,,,
341-U1420A-97R-CC-#2-A,0,5,925.45,925.5,,,,,,,,,,,present [A79],1,,,,,,,,,,- volcanic breccia with Cu-bearing quartz vein,,,,,
341-U1420A-97R-CC-#3-A,0,5,925.5,925.55,,,,,,,,,,,present [A79],1,,,,,,,,,,- very fine sandstone,,,,,
341-U1420A-97R-CC-#4-A,0,5,925.55,925.6,,,,,,,,,,,present [A79],1,,,,,,,,,,- meta sandstone,,,,,
341-U1420A-97R-CC-#5-A,0,3,925.6,925.63,,,,,,,,,,,present [A79],1,,,,,,,,,,- siltstone,,,,,
341-U1420A-97R-CC-#6-A,0,6,925.63,925.69,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1420A-98R-1-A,0,150,933.5,935,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast-rich diamict with sandy mud matrix, many opaque minerals; granules and pebbles (up to 2 cm) of siltstone, sandstone, granitoids, greenstone",,,,,
341-U1420A-98R-2-A,0,130,935,936.3,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"clast-rich diamict with slightly sandy mud matrix,many opaque minerals; granules and pebbles (up to 3 cm) of siltstone, greenstone, granitoids, one big siltstone cobble @ 80 cm; shell fragments @ 96.5 cm",,,,,
341-U1420A-98R-2-A,130,150,936.3,936.5,,,,,,,,,,,,,,,,,,,,,,DAIG sample,,,,,
341-U1420A-98R-3-A,0,4,936.5,936.54,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast-rich diamict with sandy mud matrix, many opaque minerals;",,,,,
341-U1420A-98R-3-A,4,68,936.54,937.18,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clast poor clayey diamict intrastratified with clast rich darker diamict beds; granules and pebbles (up to 2 cm) of siltstone, greenstone",,,,,
341-U1420A-98R-3-A,68,135,937.18,937.85,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,clayey clast poor diamict with dispersed clasts and few thin 'single grain' laminae; shell fragment @ 86.5 cm ,,,,,
341-U1420A-98R-3-A,135,150,937.85,938,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1420A-98R-4-A,0,34,938,938.34,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clayey clast poor diamict with few grains and pebbles (siltstone, granitoid); 60 % clay, abundant hornblende; flame structures @ 27-34 cm (transition into darker clast rich diamict",,,,,
341-U1420A-98R-4-A,34,71,938.34,938.71,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,clast rich diamict with sandy mud matrix (with opaques),,,,,
341-U1420A-98R-CC-A,0,34,938.71,939.05,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast rich diamict with sandy mud matrix (with opaques), pebbles up to 4 cm; metasandstone, siltstone, greenstone",,,,,
341-U1420A-98R-CC-A,34,39,939.05,939.1,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-98R-CC-A,39,46,939.1,939.17,,,,,,,,,,,,,,,,,,,,,,highly metamorph sandstone (greenish),,,,,
341-U1420A-99R-1-A,0,27,943.2,943.47,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts including siltstone, metasandstone, basalt, granitoid/gneiss
- sharp lower boundary
",,,,,
341-U1420A-99R-1-A,27,33.5,943.47,943.535,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5Y 4/1 (dark gray),,,present [A79],3,,,,,,,,,,"- mud with granule clasts
- gradual lower boundary -> bioturbated
- ""two-phase upper boundary""
- smear slide 28 cm: mud
",,,,,
341-U1420A-99R-1-A,33.5,108,943.535,944.28,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-poor diamict
- some intervals more clast rich
- scattered mud laminae
- granule and pebble including granite, basalt, greenstone, siltstone, sandstone
- smear slide 50 cm: mud with sand
",,,,,
341-U1420A-99R-1-A,108,150,944.28,944.7,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich daimict with sandy-mud matrix
- granule and pebble clasts including argellite, metasandstone, sandstone, basalt, greenstone, vein quartz, mica-rich gneiss, volcanic with pink feldspar(?)",,,,,
341-U1420A-99R-2-A,0,111,944.7,945.81,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich daimict with sandy-mud matrix
- granule and pebble clasts including argellite, metasandstone, sandstone, basalt, greenstone, vein quartz, mica-rich gneiss, volcanic with pink feldspar(?)",,,,,
341-U1420A-99R-3-A,0,78,945.81,946.59,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich daimict with sandy-mud matrix
- granule and pebble clasts including argellite, metasandstone, sandstone, basalt, greenstone, vein quartz, mica-rich gneiss, volcanic with pink feldspar(?)
- ~75 cm: shell fragment",,,,,
341-U1420A-99R-CC-A,0,7,946.59,946.66,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich daimict with sandy-mud matrix
- granule and pebble clasts including argellite, metasandstone, sandstone, basalt, greenstone, vein quartz, mica-rich gneiss, volcanic with pink feldspar(?)",,,,,
341-U1420A-99R-CC-A,7,12,946.66,946.71,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1420A-99R-CC-A,12,21,946.71,946.8,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich daimict with sandy-mud matrix
- granule and pebble clasts including argellite, metasandstone, sandstone, basalt, greenstone, vein quartz, mica-rich gneiss, volcanic with pink feldspar(?)",,,,,
341-U1420A-100R-1-A,0,56,952.9,953.46,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clast rich diamict with a sandy mud matrix (with opaque minerals), granules and pebbles (up to 1 cm) of siltstone, granitoid; cobbles (washed while drilling) of siltstone and metasandstone at lower part of section",,,,,
341-U1420A-100R-1-A,56,85,953.46,953.75,,,,,,,,,,,present [A79],4,,,,,,,,,,,,,,,
341-U1420A-101R-1-A,0,150,962.6,964.1,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,pebble [W22_2],subrounded,shell fragment,,,"clasts: sandstone(8), basalt(16), granite(8), siltstone(21), argillite(1), quartz(5);
shell fragment @ 24cm",,,,,
341-U1420A-101R-2-A,0,97,964.1,965.07,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"clasts: basalt(9), rhyolite(1), siltstone(13), sandstone(6), greywacke(1), granite(3), argillite(2)",,,,,
341-U1420A-101R-2-A,97,102,965.07,965.12,,,,,,,,,,,,,,,,,,,,,,MBIO,,,,,
341-U1420A-101R-2-A,102,117,965.12,965.27,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-101R-3-A,0,62,965.27,965.89,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,"granitoid 1, sdst 4, basalt 5, siltst 6, granite 1, rhyolite 1",,,,,
341-U1420A-101R-CC-A,0,19,965.89,966.08,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"siltst 2, vein qtz 1, greywacke 1, sdst 1",,,,,
341-U1420A-101R-CC-A,19,24,966.08,966.13,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
