Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
340-U1398B-9H-4-A,72,78,63.32,63.38,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,3,2,15,65,0,0,5,5,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,78,110,63.38,63.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,110,121,63.7,63.81,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,3,2,15,65,0,0,5,5,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,121,125,63.81,63.85,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,125,132,63.85,63.92,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,90,0,0,0,4,0,0,0,4,3,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,132,135,63.92,63.95,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,135,138,63.95,63.98,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,10,20,0,0,30,30,5,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,138,150,63.98,64.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-5-A,0,38,64.1,64.48,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,38,39,64.48,64.49,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,0,0,40,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,39,83,64.49,64.93,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,83,93,64.93,65.03,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,90,3,0,2,4,0,0,1,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,93,111,65.03,65.21,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,55,0,1,5,35,0,0,1,3,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,111,113.5,65.21,65.235,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,55,0,1,5,35,0,0,1,3,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,113.5,140,65.235,65.5,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-5-A,140,150,65.5,65.6,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,9,H,5,A,
340-U1398B-9H-6-A,0,8,65.6,65.68,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,0,0,40,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,8,15,65.68,65.75,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,15,19,65.75,65.79,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,2,5,33,0,0,10,15,15,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,19,41,65.79,66.01,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,41,44,66.01,66.04,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,5,55,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,44,75,66.04,66.35,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,75,77,66.35,66.37,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,5,55,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,77,81,66.37,66.41,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,0,0,40,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,81,89,66.41,66.49,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,89,94,66.49,66.54,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,5,55,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-6-A,94,101,66.54,66.61,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,6,A,
340-U1398B-9H-7-A,0,39,66.61,67,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,7,A,
340-U1398B-9H-7-A,39,59,67,67.2,severe [drilling disturbance],7,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,5,55,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,7,A,
340-U1398B-9H-CC-A,0,11,67.2,67.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,CC,A,
340-U1398B-9H-CC-A,11,14.5,67.31,67.345,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,5,55,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,CC,A,
340-U1398B-9H-CC-A,14.5,26.5,67.345,67.465,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,CC,A,
340-U1398B-9H-CC-A,26.5,31,67.465,67.51,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,9,H,CC,A,
340-U1398B-10H-1-A,0,6.5,67.6,67.665,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,1,A,
340-U1398B-10H-1-A,6.5,34,67.665,67.94,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,1,A,
340-U1398B-10H-1-A,34,102,67.94,68.62,moderate [drilling disturbance],4,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,90,40,pebble [W22_2],0,,55,pebble [W22_2],0,,0,,0,,5,granule [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,1,A,
340-U1398B-10H-1-A,102,131,68.62,68.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,1,A,
340-U1398B-10H-1-A,131,132,68.91,68.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,A spot on hemipelagic clay,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,20,0,36,0,0,2,2,5,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,10,H,1,A,
340-U1398B-10H-1-A,132,140,68.92,69,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,1,A,
340-U1398B-10H-2-A,0,10,69,69.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,47,0,1,0,30,0,0,10,10,2,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,10,H,2,A,
340-U1398B-10H-2-A,10,107,69.1,70.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,25,0,30,0,30,0,0,5,5,5,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,10,H,2,A,
340-U1398B-10H-3-A,0,99,70.07,71.06,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,15,45,0,0,5,5,5,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,3,A,
340-U1398B-10H-4-A,0,85,71.06,71.91,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,15,45,0,0,5,5,5,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,4,A,
340-U1398B-10H-5-A,0,150,71.91,73.41,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,coarse sand [T07],0,,0,,0,,0,,0,,0,,,,rounded,5,0,5,15,65,0,0,5,3,2,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,5,A,
340-U1398B-10H-6-A,0,28,73.41,73.69,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,5,0,10,10,68,0,0,2,5,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,6,A,
340-U1398B-10H-CC-A,0,11,73.69,73.8,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,10,68,0,0,2,5,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,10,H,CC,A,
340-U1398B-10H-CC-A,11,16,73.8,73.85,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,10,H,CC,A,
340-U1398B-11H-1-A,0,3.5,73.8,73.835,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,3.5,12,73.835,73.92,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,20,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,20,1,0,15,2,0,3,20,15,24,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,12,48,73.92,74.28,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,15,20,0,0,10,25,10,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,48,50,74.28,74.3,severe [drilling disturbance],7,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,50,78.5,74.3,74.585,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,78.5,88,74.585,74.68,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,10,20,55,0,0,2,3,8,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,88,92,74.68,74.72,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,55,2,2,5,35,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,92,93,74.72,74.73,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,55,2,2,5,35,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,93,96,74.73,74.76,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,10,20,55,0,0,2,3,8,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,96,96.5,74.76,74.765,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,10,20,55,0,0,2,3,8,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-1-A,96.5,150,74.765,75.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,1,A,
340-U1398B-11H-2-A,0,31,75.3,75.61,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,31,41.5,75.61,75.715,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,20,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,35,0,5,0,40,0,0,5,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,41.5,48.5,75.715,75.785,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,0,40,0,0,5,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,48.5,54,75.785,75.84,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,0,40,0,0,5,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,54,67,75.84,75.97,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,50,50,pebble [W22_2],0,,0,,0,,0,,50,pebble [W22_2],0,,,,rounded,20,0,30,0,20,0,0,15,10,5,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,67,90,75.97,76.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,30,0,20,0,0,15,10,5,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,90,109,76.2,76.39,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,109,112,76.39,76.42,high [drilling disturbance],6,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,2,97,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,112,140,76.42,76.7,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-2-A,140,150,76.7,76.8,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,11,H,2,A,
340-U1398B-11H-3-A,0,27,76.8,77.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,Pebble pumice concentrate from 10-16 cm.,rounded,38,0,10,0,40,0,0,5,5,2,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,3,A,
340-U1398B-11H-3-A,27,55,77.07,77.35,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,3,A,
340-U1398B-11H-3-A,55,69,77.35,77.49,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,0,60,0,0,2,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,3,A,
340-U1398B-11H-3-A,69,135,77.49,78.15,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,8,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,25,0,25,0,25,0,0,10,10,5,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,11,H,3,A,
340-U1398B-11H-3-A,135,150,78.15,78.3,severe [drilling disturbance],7,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],high [alteration],8,,,,,,,,,,340,U1398,B,11,H,3,A,
340-U1398B-11H-4-A,0,91,78.3,79.21,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Sand injected all the way up the side of the core barrel in a massive drilling disturbance. All layering/stratigraphy features destroyed.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,4,A,
340-U1398B-11H-4-A,91,93,79.21,79.23,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,4,A,
340-U1398B-11H-4-A,93,150,79.23,79.8,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,4,A,
340-U1398B-11H-5-A,0,93,79.8,80.73,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Sand injected on barrel sides from massive drilling disturbance. All layering/stratigraphy destroyed.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,5,A,
340-U1398B-11H-5-A,93,136,80.73,81.16,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,rounded,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,5,A,
340-U1398B-11H-6-A,0,105,81.16,82.21,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,angular,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,6,A,
