Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1464D-20H-3-A,0,70,176.2,176.9,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,planar lamination,,,moderate,3.0,bioturbated,sub-horizontal,"Unlithified, olive gray mudstone with fine sand disseminated and in lenses. Moderate bioturbations. Pyrite in burrows. Occasional sand size shell fragments",,,,356,U1464,D,20,H,3,A,,,
356-U1464D-20H-3-A,70,150,176.9,177.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,concretion,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. A large burrow about 10 cm long contains celestite concretions and pyrite. A non-scleractinian coral in burrow (1 cm long). Pyrite in burrows",,,,356,U1464,D,20,H,3,A,,,
356-U1464D-20H-4-A,0,150,177.7,179.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified olive gray mudstone with disseminated vf sand in te upper 60 cm. Slight bioturbation. Pyrite in burrows and occasional sand size shell fragments, one foram and one bryozoan fragment",,,,356,U1464,D,20,H,4,A,,,
356-U1464D-20H-5-A,0,150,179.2,180.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with disseminated vf sand size grains and moderate bioturbation. Pyrite concentrated in burrows. Occasional sand size shell fragments, a bryozoa",,,,356,U1464,D,20,H,5,A,,,
356-U1464D-20H-6-A,0,119,180.7,181.89,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. V. fine sand size grains disseminated. Pyrite in burrows. Occational sand size shell fragments and benthic foram",,,,356,U1464,D,20,H,6,A,,,
356-U1464D-20H-CC-A,0,17,181.89,182.06,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic foram.",,,,356,U1464,D,20,H,CC,A,,,
356-U1464D-20H-CC-A,17,22,182.06,182.11,unlithified,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,20,H,CC,A,,,
356-U1464D-21H-1-A,0,150,182.7,184.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,planar lamination,,,moderate,3.0,sharp,sub-horizontal,"Unlithified, olive gray mudstone with slight bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic foram. A sharp contact at 56 cm and very fine sand size grains disseminated from 56--125 .Laminae and lenses of vf sand from 131-137",,,,356,U1464,D,21,H,1,A,,,
356-U1464D-21H-2-A,0,150,184.2,185.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithifed, light olive gray homogeneous mudstone with slight bioturbation. Pyrite in burrows and occasional sand size shell fragments and forams",,,,356,U1464,D,21,H,2,A,,,
356-U1464D-21H-3-A,0,150,185.7,187.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithified, light olive gray mudstone with slight bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic forams an urchin spine",,,,356,U1464,D,21,H,3,A,,,
356-U1464D-21H-4-A,0,150,187.2,188.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic foram.",,,,356,U1464,D,21,H,4,A,,,
356-U1464D-21H-5-A,0,91,188.7,189.61,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,sharp,sub-vertical,"Unlithified, olive gray mudstone with moderate bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic foram. At 36 cm a sharp, sub-vertical contact. Above fine sand size grains disseminated from 8-36 cm",,,,356,U1464,D,21,H,5,A,,,
356-U1464D-21H-CC-A,0,4,189.61,189.65,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic foram.",,,,356,U1464,D,21,H,CC,A,,,
356-U1464D-21H-CC-A,4,9,189.65,189.7,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,21,H,CC,A,,,
356-U1464D-22H-1-A,0,141,192.2,193.61,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,moderate,3.0,,,"Unlithified, light olive gray mudstone with disseminated vf sand size grains. Two laminae at 34 cm with pyrite and benthic forams. Moderate bioturbation. Pyrite in burrows. Occasional sand size shell fragments and benthic forams",,,,356,U1464,D,22,H,1,A,,,
356-U1464D-22H-2-A,0,150,193.61,195.11,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray homogeneous mudstone with slight bioturbation. Sparse burrows. Occasional sand size shell fragments, foram free byrozoa",,,,356,U1464,D,22,H,2,A,,,
356-U1464D-22H-3-A,0,150,195.11,196.61,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,planar lamination,,,moderate,3.0,,,"Unlithified, olive gray to light olive gray mudstone with moderate bioturbation. From 32 to 112 cm lenses and disseminated vf sand size grains. Pyrite concentrated in lenses and in burrows. Occasional sand size shell fragments and forams",,,,356,U1464,D,22,H,3,A,,,
356-U1464D-22H-4-A,0,128,196.61,197.89,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,parallel lamination,,,moderate,3.0,sharp,sub-horizontal,"Unlithified, olive gray mudstone with moderate bioturbation. From 31-41 cm vf sand size lenses with disseminated pyrite in them. From 74-114 cm disseminated vf sand size grains and lenses. Sharp contact at base. A celestite nodule at 115 cm. Sparse sand size shell fragments",,,,356,U1464,D,22,H,4,A,,,
356-U1464D-22H-5-A,0,150,197.89,199.39,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,parallel lamination,,,moderate,3.0,sharp,sub-horizontal,"Unlithified, light olive gray mudstone with moderate bioturbation. Disseminated pyrite in burrows. 56-116 cm disseminated and lenses of vf sand size grains and moderate bioturbation. Sharp contact at 116 cm. Occasional sand size shell fragments",,,,356,U1464,D,22,H,5,A,,,
356-U1464D-22H-6-A,0,59,199.39,199.98,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithified, light olive gray mudstone with vf sand size grains disseminated and in lenses. Slight bioturbation with disseminated pyrite in burrows. Occasional sand size shell fragments",,,,356,U1464,D,22,H,6,A,,,
356-U1464D-22H-CC-A,0,14,199.98,200.12,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithified, light olive gray mudstone with vf sand size grains disseminated. Slight bioturbation",,,,356,U1464,D,22,H,CC,A,,,
356-U1464D-22H-CC-A,14,19,200.12,200.17,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,22,H,CC,A,,,
356-U1464D-23H-1-A,0,116,201.7,202.86,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,sharp,horizontal,"Unlithified, olive gray mudstone with moderate bioturbation. lenses with VFS sized grains with burrows and some pyrite.. Occasional sand size shell fragments and benthic foram.",,,,356,U1464,D,23,H,1,A,,,
356-U1464D-23H-1-A,116,118,202.86,202.88,unlithified,,wackestone,2.0,,wackestone,hemipelagic,dark gray,,,,,,,sharp,horizontal,Unlithified wackestone of fine laminations of fine sand and abundant pyrite.,,,,356,U1464,D,23,H,1,A,,,
356-U1464D-23H-1-A,118,150,202.88,203.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional sand size shell fragments.",,,,356,U1464,D,23,H,1,A,,,
356-U1464D-23H-2-A,0,150,203.2,204.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. lenses with VFS sized grains with burrows and some pyrite.. Occasional sand size shell fragments and benthic foram.",,,,356,U1464,D,23,H,2,A,,,
356-U1464D-23H-3-A,0,150,204.7,206.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. Lenses with VFS sized grains with burrows. Occasional sand size shell fragments and 1 urchin spine",,,,356,U1464,D,23,H,3,A,,,
356-U1464D-23H-4-A,0,102,206.2,207.22,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,gradational,horizontal,"Unlithified, olive gray mudstone with moderate bioturbation. lenses with VFS sized grains with burrows and traces pyrite.. Occasional sand size shell fragments.",,,,356,U1464,D,23,H,4,A,,,
356-U1464D-23H-4-A,102,153,207.22,207.73,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. lenses with VFS sized grains with burrows and some pyrite.. Occasional sand size shell fragments and scarce pyrite.",,,,356,U1464,D,23,H,4,A,,,
356-U1464D-23H-5-A,0,150,207.73,209.23,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,Slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. A few lenses with VFS sized grains with burrows and a few benthic forams.",,,,356,U1464,D,23,H,5,A,,,
356-U1464D-23H-6-A,0,150,209.23,210.73,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional burrows with benthic forams and pyrite. Occasional sand size shell fragments",,,,356,U1464,D,23,H,6,A,,,
356-U1464D-23H-7-A,0,66,210.73,211.39,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional sand size shell fragments",,,,356,U1464,D,23,H,7,A,,,
356-U1464D-23H-CC-A,0,6,211.39,211.45,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray mudstone,,,,356,U1464,D,23,H,CC,A,,,
356-U1464D-24H-1-A,0,150,211.2,212.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional burrows with some pyrite. Occasional sand size shell fragments",,,,356,U1464,D,24,H,1,A,,,
356-U1464D-24H-2-A,0,150,212.7,214.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation, often as lnses of vfs sized grains with a few benthic forams and more concentrated pyrite Elsewhere, occasional sand size shell fragments and sparse disseminated pyrite",,,,356,U1464,D,24,H,2,A,,,
356-U1464D-24H-3-A,0,150,214.2,215.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. Middle third has lenses vfs sized grains and burrows with occasional benthic forams. 3 cm concretion at 88-90 cm. Occasional burrows with benthic forams and pyrite. Occasional sand size shell fragments",,,,356,U1464,D,24,H,3,A,,,
356-U1464D-24H-4-A,0,101,215.7,216.71,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, homogebeous, olive gray mudstone with slight bioturbation. Occasional burrows with benthic forams and pyrite. Occasional sand size shell fragments and forams",,,,356,U1464,D,24,H,4,A,,,
356-U1464D-24H-5-A,0,54,216.71,217.25,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional burrows with benthic forams and pyrite.",,,,356,U1464,D,24,H,5,A,,,
356-U1464D-24H-5-A,54,74,217.25,217.45,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. Pyrite-rich burrows with nodules.",,,,356,U1464,D,24,H,5,A,,,
356-U1464D-24H-CC-A,0,7,217.45,217.52,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1464,D,24,H,CC,A,,,
356-U1464D-25H-1-A,0,150,220.7,222.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation with VFS to fine sand sized grains in burrows with occasional benthic forams and concentrations of pyrite. Occasional sand size shell fragments. 1 cm nodule (celestite?) at 75 cm.",,,,356,U1464,D,25,H,1,A,,,
356-U1464D-25H-2-A,0,64,222.2,222.84,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,gradational,,"Unlithified, olive gray mudstone with moderate bioturbation as lenses of vfs grains with a few benthic forams. 2 larger (3-4 cm) burrows filled with pyrite grains.",,,,356,U1464,D,25,H,2,A,,,
356-U1464D-25H-2-A,64,150,222.84,223.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Some burrows have pyrite concentrations.",,,,356,U1464,D,25,H,2,A,,,
356-U1464D-25H-3-A,0,51,223.7,224.21,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation as common lenses of vfs sized grains. Occasional benthic forams, urchin spines and sand size shell fragments. Some pyrite in burrows.",,,,356,U1464,D,25,H,3,A,,,
356-U1464D-25H-3-A,51,150,224.21,225.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional benthic forams",,,,356,U1464,D,25,H,3,A,,,
356-U1464D-25H-4-A,0,150,225.2,226.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation as lenses of vfs grains with occasional benthic forams and some pyrite.",,,,356,U1464,D,25,H,4,A,,,
356-U1464D-25H-5-A,0,57,226.7,227.27,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,wavy,,"Unlithified, olive gray mudstone with slight bioturbation. Occasional burrows with some concentration of pyrite.",,,,356,U1464,D,25,H,5,A,,,
356-U1464D-25H-5-A,57,91,227.27,227.61,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,moderate,3.0,sharp,sub-horizontal,"Unlithified, olive gray mudstone with moderate bioturbation, mainly in lower half, where there are lenses of vfs grains with pyrite concentrations.. Occasional burrows with benthic forams and pyrite. Occasional sand size shell fragments",,,,356,U1464,D,25,H,5,A,,,
356-U1464D-25H-5-A,91,110,227.61,227.8,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,slight,2.0,,,"Unlithified, creamy gray mudstone with slight bioturbation. Occasional burrows with some pyrite.",,,,356,U1464,D,25,H,5,A,,,
356-U1464D-25H-6-A,0,38,227.8,228.18,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,slight,2.0,,,"Unlithified, creamy gray mudstone with some vfs grains and slight bioturbation. Occasional burrows with pyrite. Lower part darker green.",,,,356,U1464,D,25,H,6,A,,,
356-U1464D-25H-6-A,38,42,228.18,228.22,,,,,,,,,,,,,,,,,VOID,,,,356,U1464,D,25,H,6,A,,,
356-U1464D-25H-CC-A,0,12,228.22,228.34,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray mudstone",,,,356,U1464,D,25,H,CC,A,,,
356-U1464D-25H-CC-A,12,18,228.34,228.4,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,25,H,CC,A,,,
356-U1464D-26H-1-A,0,150,230.2,231.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. Burrows with benthic forams and some have pyrite. Sparse disseminated pyrite in partsb of section",,,,356,U1464,D,26,H,1,A,,,
356-U1464D-26H-2-A,0,150,231.7,233.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation. Burrows with vfs grains and some benthic forams and some pyrite concentrations.Sparse fine grains of disseminated pyrite in much of section",,,,356,U1464,D,26,H,2,A,,,
356-U1464D-26H-3-A,0,150,233.2,234.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified olive gray mudstone with moderate bioturbation. Burrows contain vfs grains, benthic forams and some pyrite concentrations. very sparse disseminated pyrite in rest of section",,,,356,U1464,D,26,H,3,A,,,
356-U1464D-26H-4-A,0,101,234.7,235.71,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common,4.0,,,Unlithified olive gray mudstone with VFS sized grains and extensive bioturbation. Sparse disseminated pyrite with a few concentrations in burrows.,,,,356,U1464,D,26,H,4,A,,,
356-U1464D-26H-4-A,0,101,234.7,235.71,,,,,,,,,,,,,moderate,3.0,,,"Unlithified olive gray mudstone oontaining vfs grains wityh moderate bioturbation. Sparse benthic forams in burrows, Sparse disseminated pyrites with some concentration in burrows.",,,,356,U1464,D,26,H,4,A,,,
356-U1464D-26H-5-A,0,94,235.71,236.65,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified olive gray mudstone with moderate bioturbation. Occasional urchin spines and sparse benthic forams in burrows, Sparse disseminated pyrites with some concentration in burrows.",,,,356,U1464,D,26,H,5,A,,,
356-U1464D-26H-CC-A,0,7,236.65,236.72,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight,2.0,,,"Unlithified olive gray mudstone with vfs grains and slight bioturbation. Sparse benthic forams in burrows, Sparse disseminated pyrites with some concentration in burrows; 1 pyrite nodule in a burrow",,,,356,U1464,D,26,H,CC,A,,,
356-U1464D-26H-CC-A,0,12,236.65,236.77,,,,,,,,,,,,,,,,,"Unlithified olive gray mudstone with vfs grains and slight bioturbation. Sparse benthic forams in burrows, Sparse disseminated pyrites with some concentration in burrows.",,,,356,U1464,D,26,H,CC,A,,,
356-U1464D-27H-1-A,0,150,239.7,241.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified olive gray mudstone oontaining vfs grains with moderate bioturbation. Sparse benthic forams in burrows, Sparse disseminated pyrite with some concentration in burrows and 1 pyrite nodule",,,,356,U1464,D,27,H,1,A,,,
356-U1464D-27H-2-A,0,150,241.2,242.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified olive gray mudstone with slight bioturbation. Occasional benthic forams in burrows and urchin spines., Sparse pyrite in someburrows.",,,,356,U1464,D,27,H,2,A,,,
356-U1464D-27H-3-A,0,150,242.7,244.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified olive gray mudstone with slight bioturbation. Occasional benthic forams in burrows, Sparse disseminated pyrite with some concentration in burrows.",,,,356,U1464,D,27,H,3,A,,,
356-U1464D-27H-4-A,0,134,244.2,245.54,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified olive gray mudstone with slight bioturbation. Occasional benthic forams in burrows,Occasional urchin spine. pyrite only in some burrows.",,,,356,U1464,D,27,H,4,A,,,
356-U1464D-27H-CC-A,0,9,245.54,245.63,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray mudstone,,,,356,U1464,D,27,H,CC,A,,,
356-U1464D-28H-1-A,0,150,249.2,250.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified olive gray mudstone with slight bioturbation. Sparse benthic forams in burrows, Sparse disseminated pyrite with some concentration in burrows.",,,,356,U1464,D,28,H,1,A,,,
356-U1464D-28H-2-A,0,100,250.7,251.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,gradational,,Unlithified olive gray mudstone with slight bioturbation. Occasional benthic forams and 1 urchin spine. Pyrites mainly in burrows.,,,,356,U1464,D,28,H,2,A,,,
356-U1464D-28H-2-A,100,150,251.7,252.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,slight,2.0,,,Unlithified creamy gray mudstone with slight bioturbation. Occasional benthic forams. Sparse pyrite mainly in burrows.,,,,356,U1464,D,28,H,2,A,,,
356-U1464D-28H-3-A,0,150,252.2,253.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,pyrite (disseminated),,moderate,3.0,,,Unlithified creamy gray mudstone with moderate bioturbation. Occasional benthic forams and shell fragments. Pyrite mainly in burrows.,,,,356,U1464,D,28,H,3,A,,,
356-U1464D-28H-4-A,0,116,253.7,254.86,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,pyrite (disseminated),,moderate,3.0,,,Unlithified creamy gray mudstone with moderate bioturbation. Occasional benthic forams and bivalve fragments. Pyrite mainly in burrows.,,,,356,U1464,D,28,H,4,A,,,
356-U1464D-28H-5-A,0,88,254.86,255.74,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,Characters obscured by drilling disturbance,,,,356,U1464,D,28,H,5,A,,,
356-U1464D-28H-6-A,0,64,255.74,256.38,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,Unlithified creamy gray mudstone - most characters obscured by drilling disturbance. Occasional bivalve fragments and 1 juvenile urchin test.,,,,356,U1464,D,28,H,6,A,,,
356-U1464D-28H-CC-A,0,17,256.38,256.55,unlithified,,mudstone,1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,Unlithified creamy gray mudstone with occasional bivalve fragments,,,,356,U1464,D,28,H,CC,A,,,
356-U1464D-28H-CC-A,17,23,256.55,256.61,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,28,H,CC,A,,,
356-U1464D-29H-1-A,0,150,258.7,260.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,Unlithified light olive gray mudstone with slight bioturbation. Occasional benthic forams and shell fragments. Pyrite mainly in burrows.,,,,356,U1464,D,29,H,1,A,,,
356-U1464D-29H-2-A,0,150,260.2,261.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,pyrite nodule,,,,,,Unlithified light olive gray mudstone with little bioturbation. Occasional shell fragments. 2 cm pyrite nodule at 36-37 cm,,,,356,U1464,D,29,H,2,A,,,
356-U1464D-29H-3-A,0,150,261.7,263.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,Unlithified olive gray mudstone with moderate bioturbation. Occasional benthic forams. Disseminated Pyrite mainly in burrows.,,,,356,U1464,D,29,H,3,A,,,
356-U1464D-29H-4-A,0,140,263.2,264.6,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight,2.0,,,Unlithified olive gray mudstone with slight bioturbation. Occasional benthic foramss. Pyrite mainly in burrows.,,,,356,U1464,D,29,H,4,A,,,
356-U1464D-30H-1-A,0,150,268.2,269.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, light greenish gray mudstone with slight bioturbation and disseminated pyrite and nodules (<.5 mm) in burrows",,,,356,U1464,D,30,H,1,A,,,
356-U1464D-30H-1-A,0,150,268.2,269.7,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,30,H,1,A,,,
356-U1464D-30H-2-A,0,150,269.7,271.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithified, light olive gray homogeneous mudstone with slight bioturbation and pyrite in burrows, including <1mm long nodules. A color change to olive gray at 73 cm",,,,356,U1464,D,30,H,2,A,,,
356-U1464D-30H-3-A,0,101,271.2,272.21,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation, pyrite in burrows and sparse, sand size shell fragments and small benthic foraminifers",,,,356,U1464,D,30,H,3,A,,,
356-U1464D-30H-4-A,0,55,272.21,272.76,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation, disseminated pyrite mainly in burrows and small (<.1 mm) pyrite nodules. Sparse, sand size shell fragments",,,,356,U1464,D,30,H,4,A,,,
356-U1464D-30H-4-A,0,55,272.21,272.76,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,30,H,4,A,,,
356-U1464D-30H-CC-A,0,8,272.76,272.84,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,30,H,CC,A,,,
356-U1464D-31H-1-A,0,150,277.7,279.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,slight,2.0,,,"Unlithified, olive gray homogeneous mudstone with slight bioturbation and pyrite concentrated in burrows also pyrite nodules. Sparse sand size shell fragments and small benthic foramiifers",,,,356,U1464,D,31,H,1,A,,,
356-U1464D-31H-2-A,0,38,279.2,279.58,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,bioturbated,sub-horizontal,"Unlithified, olive gray mudstone with disseminated vf sand size grains, pyrite mainly in burrows and small benthic foraminfers. Bioturbated contact beneath",,,,356,U1464,D,31,H,2,A,,,
356-U1464D-31H-2-A,38,150,279.58,280.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray homogeneous mudstone with slight bioturbation, pyrite in burrows and sparse sand size shell fragments",,,,356,U1464,D,31,H,2,A,,,
356-U1464D-31H-3-A,0,66,280.7,281.36,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light grayish green,,,,,slight,2.0,,,"Unlithified, light grayish green (slightly brown) mudstone with slight bioturbation. Pyrite disseminated mainly in burrows. Sparse vf sand size shell fragments",,,,356,U1464,D,31,H,3,A,,,
356-U1464D-31H-CC-A,0,3,281.36,281.39,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,31,H,CC,A,,,
356-U1464D-32H-1-A,0,150,287.2,288.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with disseminated vf sand size grains and moderate bioturbation. Very sparse pyrite and shell fragments",,,,356,U1464,D,32,H,1,A,,,
356-U1464D-32H-2-A,0,150,288.7,290.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithfied, olive gray mudstone with vf sand size disseminated grains with pyrite in burrows. Also pyrite nodules about .5 cm long",,,,356,U1464,D,32,H,2,A,,,
