Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data
374-U1524A-18H-2-A,0,135,157.47,158.82,muddy,diatom ooze,,muddy diatom ooze,sand stringer,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-18H-3-A,0,122,158.99,160.21,muddy,diatom ooze,,muddy diatom ooze,mottling [BJ80],5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-18H-4-A,0,45,160.21,160.66,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-18H-4-A,45,55,160.66,160.76,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 5/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-18H-CC-A,0,10,160.76,160.86,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-19H-1-A,0,17,160.8,160.97,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,lonestone,sharp boundary or contact,,,,,
374-U1524A-19H-1-A,17,99,160.97,161.79,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-19H-1-A,99,123,161.79,162.03,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-1-A,123,146,162.03,162.26,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-19H-2-A,0,115,162.26,163.41,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,lonestone,sharp boundary or contact,,Lonestone: 127 cm. 120-122: pyrite staining,,,
374-U1524A-19H-2-A,115,148,163.41,163.74,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-3-A,0,12,163.74,163.86,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,lonestone,sharp boundary or contact,,"Dark lamina (pyrite staining): 40-50, 57, 100 cm. Lonestone: 47 cm",,,
374-U1524A-19H-3-A,12,39,163.86,164.13,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-3-A,39,51,164.13,164.25,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-3-A,51,147,164.25,165.21,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-4-A,0,148,165.21,166.69,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,lonestone,sharp boundary or contact,,"Dark laminae (pyrite): 110, 114, 115, 126, 132, 141 cm. Lonestone: 56 cm.",,,
374-U1524A-19H-5-A,0,30,166.69,166.99,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,5Y 5/2 (olive gray),,,,,,,,lonestone,sharp boundary or contact,,"30-48 cm: laminae are thicked and fining upward (from fine sand to mud), some laminae are black (97 cm) (py stain). Lonestone:86 cm, 101-117: diatom-rich mud, 114 cm: diatom ooze lamina",,,
374-U1524A-19H-5-A,30,47,166.99,167.16,diatom rich,sandy mud,,diatom rich sandy mud,,,,,,,,,,,,,,,,
374-U1524A-19H-5-A,47,61,167.16,167.3,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-19H-5-A,61,101,167.3,167.7,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-19H-5-A,101,117,167.7,167.86,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-19H-5-A,117,150,167.86,168.19,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-6-A,0,5,168.19,168.24,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,mottling [BJ80],5Y 5/2 (olive gray),,,,,,,,lonestone,sharp boundary or contact,,"Mottled mud 0-100 cm. Laminated 112-147 cm. Lonestone: 5, 45, 48, 76 cm. 27-35 cm: diatom ooze in stringers. 100: minor diatom rich layer, 131: dark lamina (pyrite staining)",,,
374-U1524A-19H-6-A,0,147,168.19,169.66,,,,,,,heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-6-A,5,131,168.24,169.5,diatom rich,mud,,diatom rich mud,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-19H-6-A,131,147,169.5,169.66,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-19H-7-A,0,57,169.66,170.23,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,,,Mottled,,,
374-U1524A-19H-7-A,0,88,169.66,170.54,,,,,,,heavy [DB86],3,,,,,,,,,,,,
374-U1524A-19H-7-A,57,69,170.23,170.35,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-19H-7-A,69,88,170.35,170.54,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,3,,,,,,,,,,,,
374-U1524A-19H-CC-A,0,14,170.54,170.68,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-20H-1-A,0,144,170.3,171.74,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,mud clast,,,Mud clast at 92 and 95 cm.,,,
374-U1524A-20H-2-A,0,146,171.74,173.2,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,lonestone,,,Lonestone at 29-30 cm.,,,
374-U1524A-20H-3-A,0,117,173.2,174.37,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,sharp boundary or contact,,,,,
374-U1524A-20H-3-A,117,130,174.37,174.5,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,
374-U1524A-20H-3-A,130,147,174.5,174.67,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,,,,
374-U1524A-20H-4-A,0,148,174.67,176.15,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,,,,
374-U1524A-20H-5-A,0,38,176.15,176.53,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,sharp boundary or contact,,,,,
374-U1524A-20H-5-A,38,81,176.53,176.96,diatom rich,sandy mud,,diatom rich sandy mud,,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,
374-U1524A-20H-5-A,81,137,176.96,177.52,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,sharp boundary or contact,,,,,
374-U1524A-20H-5-A,137,146,177.52,177.61,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-20H-6-A,0,20,177.61,177.81,diatom rich,sandy mud,,diatom rich sandy mud,,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,
374-U1524A-20H-6-A,20,146,177.81,179.07,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,,,,
374-U1524A-20H-7-A,0,135,179.07,180.42,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,,,,
374-U1524A-20H-CC-A,0,18,180.42,180.6,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,,,,
374-U1524A-21H-1-A,0,26,179.8,180.06,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-21H-1-A,15,17,179.95,179.97,,,,,lens or pod [BJ84],,,,,,,,,,,,Sand lense/pod.,,,
374-U1524A-21H-1-A,29,143,180.09,181.23,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-21H-1-A,80,80,180.6,180.6,,,,,lens or pod [BJ84],,,,,,,,,,,,Sand lense/pod.,,,
374-U1524A-21H-1-A,95,95,180.75,180.75,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-21H-2-A,0,57,181.23,181.8,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,Sand lense/pod/burrow at 12-14 cm. Coarser layer: 22-24 and 27 cm.,,,
374-U1524A-21H-2-A,57,66,181.8,181.89,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,lonestone,gradational boundary or contact,,Lonestone at 58 cm.,,,
374-U1524A-21H-2-A,66,107,181.89,182.3,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-21H-2-A,111,148,182.34,182.71,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-21H-3-A,0,50,182.71,183.21,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-21H-3-A,50,94,183.21,183.65,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,,,,
374-U1524A-21H-3-A,94,146,183.65,184.17,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,lonestone,,,Lonestones at 55 anbd 64 cm. Pyrite laminae at 96 cm.,,,
374-U1524A-21H-3-A,96,96,183.67,183.67,,,,,lamination,,,,,,,pyrite,,,,,Pyrite laminae,,,
374-U1524A-21H-4-A,0,19,184.17,184.36,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-21H-4-A,22,148,184.39,185.65,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,LAminated - bioturbated mud with silty-sandy laminae and sand lenses/pods at 125-126. pyrite staining throughout and laminae at 80-86 cm.,,,
374-U1524A-21H-4-A,80,86,184.97,185.03,,,,,lamination,,,,,,,pyrite,,,,,Pyrite staining and laminae.,,,
374-U1524A-21H-5-A,0,145,185.65,187.1,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-21H-6-A,0,134,187.1,188.44,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,pyrite,,,,,,,,
374-U1524A-21H-7-A,0,117,188.54,189.71,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,pyrite,,,,,,,,
374-U1524A-21H-7-A,89,89,189.43,189.43,,,,,lens or pod [BJ84],,,,,,,,,,,,Sand lense/pod.,,,
374-U1524A-22H-1-A,0,141,189.3,190.71,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-22H-1-A,0,145,189.3,190.75,,,,,,,,,,,,pyrite,,lonestone,,,Lonestone at 143.,,,
374-U1524A-22H-1-A,141,145,190.71,190.75,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-22H-2-A,0,27,190.75,191.02,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,lonestone,,,Lonestone at 4 cm.,,,
374-U1524A-22H-2-A,0,150,190.75,192.25,,,,,,,,,,,,pyrite,,,,,,,,
374-U1524A-22H-2-A,27,46,191.02,191.21,muddy,diatom ooze,,muddy diatom ooze,burrows,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,,sharp boundary or contact,,,,,
374-U1524A-22H-2-A,48,59,191.23,191.34,muddy,diatom ooze,,muddy diatom ooze,burrows,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-22H-2-A,59,67,191.34,191.42,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,,,,
374-U1524A-22H-2-A,67,150,191.42,192.25,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-22H-3-A,0,148,192.25,193.73,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-22H-3-A,0,148,192.25,193.73,,,,,lens or pod [BJ84],,,,,,,pyrite,,,,,Sand lense at 46 cm.,,,
374-U1524A-22H-4-A,0,100,193.73,194.73,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-22H-4-A,100,126,194.73,194.99,diatom rich,mud,,diatom rich mud,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,lonestone,gradational boundary or contact,,Lonestones at 106-107 and 110-115 cm.,,,
374-U1524A-22H-4-A,126,148,194.99,195.21,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-22H-5-A,0,41,195.21,195.62,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-22H-5-A,0,148,195.21,196.69,,,,,,,,,,,,pyrite,,,,,,,,
374-U1524A-22H-5-A,41,76,195.62,195.97,diatom rich,mud,,diatom rich mud,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,,,,
374-U1524A-22H-5-A,76,148,195.97,196.69,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,*Sandier/grittier.,,,
374-U1524A-22H-6-A,0,149,196.69,198.18,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,lonestone,,,Lonestone at 23-26 cm. Sand laminae at 0-118 cm and silty laminations at 118-142 cm.,,,
374-U1524A-22H-7-A,0,59,198.18,198.77,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,Distint silt/sand laminae-0-56 cm.,,,
374-U1524A-22H-7-A,59,76,198.77,198.94,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,lonestone,gradational boundary or contact,,"Lonestones at 59, 68, and 72 cm.",,,
374-U1524A-22H-7-A,76,130,198.94,199.48,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-22H-CC-A,0,18,199.48,199.66,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-23H-1-A,0,136,198.8,200.16,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,lonestone,sharp boundary or contact,,Lonestone at 50 and 136 cm. Sand lense at 118 cm.,,,
374-U1524A-23H-1-A,136,142,200.16,200.22,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-23H-2-A,0,10,200.22,200.32,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,
374-U1524A-23H-2-A,0,142,200.22,201.64,,,,,,,moderate [DB86],2,,,,,,lonestone,,,"Lonestones at 2, 7, 12, 15, 21, 24-28, 56, 66, 80, 93, and 132 cm.",,,
374-U1524A-23H-2-A,10,20,200.32,200.42,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,,,,
374-U1524A-23H-2-A,20,33,200.42,200.55,diatom rich,mud,,diatom rich mud,,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,
374-U1524A-23H-2-A,33,142,200.55,201.64,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,0,40,201.64,202.04,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,40,46,202.04,202.1,muddy,diatom ooze,with common clasts,muddy diatom ooze with common clasts,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,46,76,202.1,202.4,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,76,78,202.4,202.42,muddy,diatom ooze,with common clasts,muddy diatom ooze with common clasts,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,78,131,202.42,202.95,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,131,138,202.95,203.02,muddy,diatom ooze,with common clasts,muddy diatom ooze with common clasts,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-3-A,138,145,203.02,203.09,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-23H-4-A,0,139,203.09,204.48,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,Pyrite laminane at 64-73 and 120-123 cm.,,,
374-U1524A-23H-5-A,0,135,204.53,205.88,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,lonestone,,,"Sand stringers 81-82 cm. Lonestone at 21, 82, and 113 cm. mottles at 26-32, 80-83, 95, 106-107 cm. Faults 34-39, 43-51, 59-68, 70-77 cm.",,,
374-U1524A-23H-5-A,26,107,204.79,205.6,,,,,mottling [BJ80],,,,,,,,,,,,,,,
374-U1524A-23H-5-A,34,39,204.87,204.92,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-5-A,43,51,204.96,205.04,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-5-A,59,68,205.12,205.21,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-5-A,70,78,205.23,205.31,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,0,145,205.98,207.43,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,Sand/silt laminations by staining and mottles. Pyrite lamination clumps at 51-60 cm. Large burrows/lense at 87-90 and 127-130 cm.,,,
374-U1524A-23H-6-A,9,10,206.07,206.08,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,54,58,206.52,206.56,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,69,79,206.67,206.77,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,83,90,206.81,206.88,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,87,90,206.85,206.88,,,,,burrows,,,,,,,,,,,,,,,
374-U1524A-23H-6-A,97,102,206.95,207,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,116,120,207.14,207.18,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-23H-6-A,127,130,207.25,207.28,,,,,burrows,,,,,,,,,,,,,,,
374-U1524A-23H-7-A,0,110,207.43,208.53,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),heavy [DB86],3,,,,pyrite,,,,,,,,
374-U1524A-23H-CC-A,0,4,208.53,208.57,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,,,,
374-U1524A-23H-CC-A,4,13,208.57,208.66,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-24H-1-A,0,17,208.3,208.47,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,,,,
374-U1524A-24H-1-A,17,144,208.47,209.74,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,1 cm black laminae at 117-118 cm.,,,
374-U1524A-24H-2-A,0,137,209.74,211.11,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,lonestone,sharp boundary or contact,,Lonestone at 26 and 73 cm. Brown laminae (1 cm) at 12-13 cm.,,,
374-U1524A-24H-2-A,137,141,211.11,211.15,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-24H-3-A,0,19,211.15,211.34,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,
374-U1524A-24H-3-A,19,24,211.34,211.39,,,,,,,,,,,,pyrite,,,,,,,,
374-U1524A-24H-3-A,19,137,211.34,212.52,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-24H-4-A,0,117,212.52,213.69,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,,,lonestone,sharp boundary or contact,,"Thicker snad laminae at 10-11 and 19-20 cm. Lonestones at 119, 122, 124, 137 cm.",,,
374-U1524A-24H-4-A,117,127,213.69,213.79,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-24H-4-A,127,142,213.79,213.94,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-24H-4-A,137,140,213.89,213.92,,,,,lens or pod [BJ84],,,,,,,,,,,,Sandy lense.,,,
374-U1524A-24H-5-A,0,143,213.94,215.37,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,lonestone,,,Pyrite staining throughout. Lonestone at 94 and 130 cm.,,,
374-U1524A-24H-6-A,0,132,215.37,216.69,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),moderate [DB86],2,,,,pyrite,,,,,,,,
374-U1524A-24H-7-A,0,120,216.79,217.99,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-25H-1-A,0,54,217.8,218.34,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-25H-1-A,54,70,218.34,218.5,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-25H-1-A,70,74,218.5,218.54,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,Condrites (?).,,,
374-U1524A-25H-1-A,74,143,218.54,219.23,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-2-A,0,5,219.23,219.28,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-25H-2-A,5,15,219.28,219.38,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-25H-2-A,15,36,219.38,219.59,muddy,diatom ooze,,muddy diatom ooze,burrows,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,Condrites (?).,,,
374-U1524A-25H-2-A,36,72,219.59,219.95,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-2-A,77,104,220,220.27,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-25H-2-A,104,115,220.27,220.38,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-25H-2-A,115,124,220.38,220.47,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-2-A,124,132,220.47,220.55,muddy,diatom ooze,,muddy diatom ooze,burrows,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,Condrites (?).,,,
374-U1524A-25H-2-A,132,143,220.55,220.66,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-3-A,0,37,220.66,221.03,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-25H-3-A,37,48,221.03,221.14,,diatom ooze,,diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
