Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,67,92,574.19,574.44,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,76,91,574.28,574.43,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,91,103,574.43,574.55,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,92,112,574.44,574.64,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5BG 5/2 (grayish blue green),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,scoured,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,103,113,574.55,574.65,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,112,125,574.64,574.77,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,113,125,574.65,574.77,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,0,9,574.95,575.04,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,0,15,574.95,575.1,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,0,29,574.95,575.24,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,8,10,575.03,575.05,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,9,16,575.04,575.11,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,15,23,575.1,575.18,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,16,41,575.11,575.36,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,22,23,575.17,575.18,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,29,41,575.24,575.36,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,41,64,575.36,575.59,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,64,85,575.59,575.8,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,65,80,575.6,575.75,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,68,90,575.63,575.85,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,85,90,575.8,575.85,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,90,99,575.85,575.94,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,90,139,575.85,576.34,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,91,112,575.86,576.07,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,112,122,576.07,576.17,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,122,139,576.17,576.34,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,125,133,576.2,576.28,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,139,153,576.34,576.48,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 6/1 (greenish gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,140,150,576.35,576.45,,,,,,,,,,,,,,,,,,,,,,,,,,flame structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-6-A,351,U1438,D,39,39-6,R,6,A,,150,153,576.45,576.48,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-CC-A,351,U1438,D,39,39-CC,R,CC,A,,0,2,576.48,576.5,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,bioturbated,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-CC-A,351,U1438,D,39,39-CC,R,CC,A,,2,16,576.5,576.64,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,bioturbated,,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-CC-A,351,U1438,D,39,39-CC,R,CC,A,,16,22,576.64,576.7,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-CC-A,351,U1438,D,39,39-CC,R,CC,A,,16,31,576.64,576.79,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-CC-A,351,U1438,D,39,39-CC,R,CC,A,,19,31,576.67,576.79,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,0,11,577.7,577.81,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,11,12,577.81,577.82,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,fine sand [W22_2],4,,irregular,bioturbated,,,moderate [2014],,cross-lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,11,152,577.81,579.22,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,12,28,577.82,577.98,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,28,52,577.98,578.22,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,52,61,578.22,578.31,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,61,71,578.31,578.41,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,71,79,578.41,578.49,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,bioturbated,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,79,101,578.49,578.71,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,,,moderate [2014],,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,101,126,578.71,578.96,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,,,moderate [2014],,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,101,147,578.71,579.17,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,126,138,578.96,579.08,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,,,moderate [2014],,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,138,147,579.08,579.17,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,scoured,,,moderate [2014],,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-1-A,351,U1438,D,40,40-1,R,1,A,,147,152,579.17,579.22,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,0,3,579.22,579.25,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,granule [W22_2],8,"including alterd angular, glassy clast",irregular,bioturbated,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,3,15,579.25,579.37,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,15,27,579.37,579.49,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,15,136,579.37,580.58,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,27,84,579.49,580.06,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,84,116,580.06,580.38,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,cross-lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,116,123,580.38,580.45,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,fine sand [W22_2],4,,planar,bioturbated,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,123,134,580.45,580.56,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,planar lamination,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-2-A,351,U1438,D,40,40-2,R,2,A,,134,136,580.56,580.58,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,0,27,580.58,580.85,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,0,48,580.58,581.06,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,27,48,580.85,581.06,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),,silt [W22_1],2,fine sand [W22_2],4,,planar,bioturbated,,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,48,135,581.06,581.93,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,N 3 (very dark gray),,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,61,92,581.19,581.5,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,92,135,581.5,581.93,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-3-A,351,U1438,D,40,40-3,R,3,A,,135,150,581.93,582.08,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,silt [W22_1],2,,,,,,well [2014],normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,0,10,582.08,582.18,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,moderate [2014],non-graded,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,10,19,582.18,582.27,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,10,26,582.18,582.34,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,moderate [2014],,planar lamination,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,19,26,582.27,582.34,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,26,34,582.34,582.42,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,26,62,582.34,582.7,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,moderate [2014],,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,34,73,582.42,582.81,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,62,73,582.7,582.81,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,poor [2014],normally graded,cross-lamination,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,73,84,582.81,582.92,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,73,103,582.81,583.11,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,inclined,,poor [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,84,103,582.92,583.11,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,103,110,583.11,583.18,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,103,148,583.11,583.56,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5GY 2/1 (greenish black),,silt [W22_1],2,pebble [W22_2],9,pebble up to 20 mm,planar,sharp,horizontal,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,110,130,583.18,583.38,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,130,137,583.38,583.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,137,143,583.45,583.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-40R-4-A,351,U1438,D,40,40-4,R,4,A,,143,148,583.51,583.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
