Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-50R-5-A,351,U1438,D,50,50-5,R,5,A,,119,136,681.44,681.61,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 2/1 (greenish black),,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,moderate [2014],normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-50R-6-A,351,U1438,D,50,50-6,R,6,A,,0,106,681.61,682.67,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,,,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-50R-7-A,351,U1438,D,50,50-7,R,7,A,,0,71,682.67,683.38,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,,,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-50R-CC-A,351,U1438,D,50,50-CC,R,CC,A,,4,14,683.42,683.52,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,,,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-1-A,351,U1438,D,51,51-1,R,1,A,,0,8,684.4,684.48,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,horizontal,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-1-A,351,U1438,D,51,51-1,R,1,A,,8,26,684.48,684.66,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 2/1 (greenish black),,fine sand [W22_2],4,fine sand [W22_2],4,,curviplanar,gradational,,,well [2014],,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-1-A,351,U1438,D,51,51-1,R,1,A,,26,106,684.66,685.46,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,planar,gradational,horizontal,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-1-A,351,U1438,D,51,51-1,R,1,A,,106,128,685.46,685.68,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 2/1 (greenish black),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-2-A,351,U1438,D,51,51-2,R,2,A,,0,63,685.68,686.31,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,planar,gradational,horizontal,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-2-A,351,U1438,D,51,51-2,R,2,A,,63,85,686.31,686.53,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 2/1 (greenish black),,fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-2-A,351,U1438,D,51,51-2,R,2,A,,85,103,686.53,686.71,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-2-A,351,U1438,D,51,51-2,R,2,A,,85,150,686.53,687.18,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-2-A,351,U1438,D,51,51-2,R,2,A,,103,120,686.71,686.88,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-2-A,351,U1438,D,51,51-2,R,2,A,,120,150,686.88,687.18,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-3-A,351,U1438,D,51,51-3,R,3,A,,0,83,687.18,688.01,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,,sharp,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-3-A,351,U1438,D,51,51-3,R,3,A,,83,95,688.01,688.13,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-3-A,351,U1438,D,51,51-3,R,3,A,,83,119,688.01,688.37,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 2/1 (greenish black),,fine sand [W22_2],4,fine sand [W22_2],4,,,scoured,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-3-A,351,U1438,D,51,51-3,R,3,A,,95,119,688.13,688.37,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-3-A,351,U1438,D,51,51-3,R,3,A,,119,129,688.37,688.47,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,wavy bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-4-A,351,U1438,D,51,51-4,R,4,A,,0,8,688.47,688.55,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,,curviplanar,sharp,,,moderate [2014],,wavy bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-4-A,351,U1438,D,51,51-4,R,4,A,,8,11,688.55,688.58,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-4-A,351,U1438,D,51,51-4,R,4,A,,8,55,688.55,689.02,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 2/1 (greenish black),,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-4-A,351,U1438,D,51,51-4,R,4,A,,55,111,689.02,689.58,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,,,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-5-A,351,U1438,D,51,51-5,R,5,A,,0,47,689.58,690.05,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,planar,sharp,,,moderate [2014],,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-5-A,351,U1438,D,51,51-5,R,5,A,,47,73,690.05,690.31,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 2/1 (greenish black),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-6-A,351,U1438,D,51,51-6,R,6,A,,0,153,690.48,692.01,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,planar,sharp,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-6-A,351,U1438,D,51,51-6,R,6,A,,8,12,690.56,690.6,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-6-A,351,U1438,D,51,51-6,R,6,A,,22,26,690.7,690.74,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-6-A,351,U1438,D,51,51-6,R,6,A,,45,64,690.93,691.12,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-6-A,351,U1438,D,51,51-6,R,6,A,,107,148,691.55,691.96,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-7-A,351,U1438,D,51,51-7,R,7,A,,0,112,692.01,693.13,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,planar,sharp,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-7-A,351,U1438,D,51,51-7,R,7,A,,12,40,692.13,692.41,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-7-A,351,U1438,D,51,51-7,R,7,A,,44,52,692.45,692.53,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-7-A,351,U1438,D,51,51-7,R,7,A,,62,77,692.63,692.78,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-7-A,351,U1438,D,51,51-7,R,7,A,,92,109,692.93,693.1,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-CC-A,351,U1438,D,51,51-CC,R,CC,A,,0,46,693.13,693.59,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 3/4 (dusky red),,silt [W22_1],2,fine sand [W22_2],4,Alternating dark greenish gray and red mudstone layers. Thin fine sandstone layer intercalated.,planar,sharp,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-CC-A,351,U1438,D,51,51-CC,R,CC,A,,3,13,693.16,693.26,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-CC-A,351,U1438,D,51,51-CC,R,CC,A,,13,20,693.26,693.33,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-CC-A,351,U1438,D,51,51-CC,R,CC,A,,28,37,693.41,693.5,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-CC-A,351,U1438,D,51,51-CC,R,CC,A,,41,44,693.54,693.57,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,0,76,694.1,694.86,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 3/4 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,several planer dark greenish gray siltstone (0.5-4cm ) up graded in this layer,curviplanar,bioturbated,horizontal,,,,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,76,84,694.86,694.94,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5B 4/1 (dark bluish gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,gradational,horizontal,,,,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,84,86.5,694.94,694.965,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10YR 4/2 (dark grayish brown),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,curviplanar,bioturbated,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,86.5,100,694.965,695.1,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 4/1 (dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,curviplanar,sharp,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,100,104,695.1,695.14,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,coarse sand [W22_2],6,,irregular,sharp,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,104,114,695.14,695.24,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 4/1 (dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,curviplanar,sharp,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,114,116,695.24,695.26,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],clay [W22_1],1,silt [W22_1],2,,curviplanar,hardground,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-1-A,351,U1438,D,52,52-1,R,1,A,,116,138,695.26,695.48,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-2-A,351,U1438,D,52,52-2,R,2,A,,0,20,695.48,695.68,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],clay [W22_1],1,silt [W22_1],2,,curviplanar,gradational,horizontal,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-2-A,351,U1438,D,52,52-2,R,2,A,,20,88,695.68,696.36,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,several planer dark greenish gray mudstone (2-4)cm intercalated in this layer,planar,gradational,horizontal,,,,cross-lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-2-A,351,U1438,D,52,52-2,R,2,A,,88,124,696.36,696.72,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5GY 2/1 (light chartreuse greenish gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,irregular,sharp,horizontal,,well [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-2-A,351,U1438,D,52,52-2,R,2,A,,124,128,696.72,696.76,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-3-A,351,U1438,D,52,52-3,R,3,A,,0,49,696.76,697.25,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,planar,gradational,horizontal,,,,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-3-A,351,U1438,D,52,52-3,R,3,A,,49,81,697.25,697.57,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5GY 2/1 (greenish black),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-3-A,351,U1438,D,52,52-3,R,3,A,,81,116,697.57,697.92,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-4-A,351,U1438,D,52,52-4,R,4,A,,0,49,698.09,698.58,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],clay [W22_1],1,silt [W22_1],2,,curviplanar,bioturbated,horizontal,,,,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-4-A,351,U1438,D,52,52-4,R,4,A,,0,49,698.09,698.58,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10YR 4/2 (dark grayish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,curviplanar,bioturbated,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-4-A,351,U1438,D,52,52-4,R,4,A,,49,60,698.58,698.69,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5GY 2/1 (greenish black),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,irregular,scoured,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-4-A,351,U1438,D,52,52-4,R,4,A,,60,143,698.69,699.52,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 3/4 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,with several layer of dark greenish gray fine sandstone(1-3cm) intercalated,curviplanar,gradational,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-5-A,351,U1438,D,52,52-5,R,5,A,,0,107,699.52,700.59,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 3/4 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,with 40% dark greenish gray fine sandstone (3-6cm) intercalated in this core,curviplanar,bioturbated,horizontal,,,,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-6-A,351,U1438,D,52,52-6,R,6,A,,0,58,700.59,701.17,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,with 10% dark redish brown siltstone (1-3 cm) intercalated at the bottom of this core,planar,bioturbated,horizontal,,,,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-CC-A,351,U1438,D,52,52-CC,R,CC,A,,0,21,701.17,701.38,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5GY 2/1 (light chartreuse greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,0,6,703.8,703.86,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,planar,sharp,,,well [2014],,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,6,24,703.86,704.04,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,6,44,703.86,704.24,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 3/2 (very dark grayish green),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,6,94,703.86,704.74,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,29,44,704.09,704.24,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,44,98,704.24,704.78,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,44,98,704.24,704.78,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-1-A,351,U1438,D,53,53-1,R,1,A,,94,98,704.74,704.78,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,0,72,704.78,705.5,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,8,25,704.86,705.03,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
