Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiosira praeoestrupii,Thalassiosira eccentrica,Thalassionema nitzschioides,Stephanopyxis turris,Pyxidicula zabelinae,Nitzschia rolandii,Neodenticula kamtschatica,Coscinodiscus marginatus,Actinoptychus senarius,Paralia sulcata,Koizumia tatsunokuchiensis,Thalassiosira nidulus,Nitzschia fossilis,Chaetoceros spp. (resting spores),Thalassiosira antiqua,Delphineis surirella,Thalassiosira lineata,Aulacoseira spp.,Actinocyclus curvatulus,Cocconeis costata,Asteromphalus flabellatus,Proboscia barboi,Thalassiothrix longissima,Thalassiosira jouseae,Rhizosolenia hebetata f. hiemalis,Actinocyclus octonarius,Odontella aurita,Nitzschia reinholdii,Grammatophora spp.,Delphineis simonsenii,Coscinodiscus radiatus,Actinocyclus ochotensis,Thalassiosira oestrupii,Thalassiosira nordenskioeldii,Fragilariopsis doliolus,Hemidiscus cuneiformis,Thalassiosira latimarginata,Thalassiosira gravida,Actinocyclus oculatus,Azpeitia nodulifera,Thalassiosira convexa,Neodenticula koizumii,Stephanopyxis horridus,Neodenticula seminae,Azpeitia tabularis,Nitzschia marina,Rhizosolenia bergonii,Nitzschia interruptestriata,Proboscia curvirostris,Bacterosira fragilis,Cyclotella striata,Porosira glacialis,Actinocyclus ingens,Comment
  IR,Late Miocene     ,Late Miocene     ,NPD 7Bb           ,NPD 7Bb       ,186,1150,A, 56,X,CC,  30.00,    527.4900,Ikeda    ,Diatoms                                      ,C              ,G                 ,F                          ,R                       ,F                          ,                    ,F                   ,                  ,A                        ,C                       ,                      ,               ,                          ,                     ,                  ,F                                ,R                    ,                    ,                     ,                ,                       ,                 ,                         ,                ,R                        ,                     ,                                 ,                       ,                ,                    ,R                 ,                     ,                      ,                       ,R                      ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,FO T. oestrupii (5.49 Ma)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 57,X, 1,  70.00,    531.3000,Ikeda    ,Diatoms                                      ,A              ,G                 ,R                          ,                        ,F                          ,R                   ,                    ,                  ,C                        ,C                       ,                      ,T              ,                          ,                     ,                  ,F                                ,R                    ,                    ,                     ,                ,                       ,                 ,                         ,                ,R                        ,                     ,                                 ,T                      ,                ,                    ,                  ,                     ,F                     ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 57,X,CC,  15.00,    531.6700,Ikeda    ,Diatoms                                      ,A              ,G                 ,F                          ,                        ,                           ,                    ,F                   ,F                 ,C                        ,C                       ,R                     ,               ,R                         ,F                    ,R                 ,R                                ,F                    ,                    ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 58,X,CC,  20.00,    540.5000,Ikeda    ,Diatoms                                      ,C              ,M                 ,F                          ,                        ,F                          ,                    ,F                   ,R                 ,C                        ,C                       ,                      ,               ,                          ,                     ,                  ,                                 ,F                    ,R                   ,                     ,                ,R                      ,R                ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,R                      ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 60,X,CC,  30.00,    563.7400,Ikeda    ,Diatoms                                      ,C              ,M                 ,R                          ,                        ,R                          ,                    ,                    ,                  ,C                        ,C                       ,                      ,R              ,                          ,                     ,                  ,R                                ,R                    ,                    ,                     ,                ,R                      ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,R                     ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 61,X,CC,  25.00,    571.5800,Ikeda    ,Diatoms                                      ,C              ,M                 ,R                          ,                        ,F                          ,F                   ,F                   ,                  ,C                        ,F                       ,                      ,               ,                          ,                     ,                  ,                                 ,R                    ,                    ,                     ,T               ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 62,X,CC,  47.00,    588.4900,Ikeda    ,Diatoms                                      ,A              ,M                 ,R                          ,F                       ,R                          ,F                   ,                    ,                  ,C                        ,C                       ,                      ,               ,                          ,                     ,                  ,F                                ,                     ,R                   ,                     ,                ,R                      ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,F                    ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 63,X,CC,  28.00,    589.9100,Ikeda    ,Diatoms                                      ,A              ,M                 ,F                          ,                        ,F                          ,R                   ,                    ,                  ,A                        ,A                       ,R                     ,               ,                          ,R                    ,                  ,R                                ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,R                    ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 64,X,CC,  23.00,    601.3500,Ikeda    ,Diatoms                                      ,C              ,G                 ,                           ,R                       ,C                          ,                    ,F                   ,                  ,C                        ,F                       ,                      ,               ,                          ,                     ,                  ,R                                ,                     ,                    ,                     ,                ,R                      ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,R                   ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 65,X,CC,  36.00,    609.9600,Ikeda    ,Diatoms                                      ,C              ,M                 ,R                          ,                        ,F                          ,                    ,                    ,R                 ,C                        ,C                       ,F                     ,               ,                          ,                     ,                  ,R                                ,                     ,                    ,                     ,                ,                       ,R                ,                         ,                ,                         ,R                    ,                                 ,                       ,R               ,R                   ,R                 ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 66,X,CC,  24.00,    627.0500,Ikeda    ,Diatoms                                      ,C              ,M                 ,F                          ,                        ,F                          ,                    ,F                   ,                  ,C                        ,C                       ,                      ,R              ,                          ,                     ,                  ,R                                ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,R                        ,R                    ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,reworking=trace (D. simonsenii)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 67,X,CC,  37.00,    636.7300,Ikeda    ,Diatoms                                      ,A              ,G                 ,                           ,                        ,C                          ,                    ,R                   ,                  ,A                        ,                        ,R                     ,               ,                          ,                     ,                  ,F                                ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,                         ,R                    ,R                                ,R                      ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 68,X,CC,  38.00,    645.6800,Ikeda    ,Diatoms                                      ,A              ,G                 ,R                          ,                        ,A                          ,                    ,                    ,                  ,C                        ,C                       ,C                     ,               ,                          ,                     ,R                 ,F                                ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,F                        ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 69,X,CC,  29.00,    655.4900,Ikeda    ,Diatoms                                      ,C              ,M                 ,                           ,                        ,C                          ,                    ,F                   ,                  ,A                        ,F                       ,R                     ,               ,                          ,                     ,                  ,F                                ,                     ,                    ,R                    ,                ,                       ,                 ,                         ,R               ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 70,X,CC,  26.00,    663.1600,Ikeda    ,Diatoms                                      ,C              ,G                 ,F                          ,                        ,F                          ,                    ,F                   ,                  ,A                        ,                        ,R                     ,               ,R                         ,                     ,                  ,F                                ,                     ,                    ,                     ,                ,                       ,R                ,R                        ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,reworking=trace (A. ingens)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 71,X,CC,  19.00,    674.4600,Ikeda    ,Diatoms                                      ,A              ,G                 ,F                          ,                        ,F                          ,                    ,                    ,R                 ,A                        ,C                       ,F                     ,F              ,                          ,R                    ,                  ,F                                ,R                    ,                    ,R                    ,R               ,F                      ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 72,X,CC,  31.00,    684.2300,Ikeda    ,Diatoms                                      ,A              ,G                 ,                           ,                        ,F                          ,                    ,R                   ,                  ,C                        ,F                       ,F                     ,               ,                          ,                     ,F                 ,R                                ,R                    ,R                   ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 73,X,CC,  28.00,    686.5500,Ikeda    ,Diatoms                                      ,A              ,G                 ,                           ,R                       ,F                          ,                    ,C                   ,                  ,A                        ,                        ,                      ,               ,                          ,                     ,R                 ,F                                ,R                    ,R                   ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 74,X,CC,  26.00,    702.8400,Ikeda    ,Diatoms                                      ,A              ,G                 ,R                          ,                        ,A                          ,                    ,R                   ,                  ,A                        ,R                       ,R                     ,               ,                          ,R                    ,R                 ,R                                ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 75,X,CC,  38.00,    713.1200,Ikeda    ,Diatoms                                      ,C              ,G                 ,F                          ,R                       ,                           ,                    ,                    ,                  ,A                        ,F                       ,F                     ,R              ,R                         ,                     ,                  ,                                 ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NPD 7Ba           ,NPD 7Ba       ,186,1150,A, 76,X,CC,  42.00,    722.8500,Ikeda    ,Diatoms                                      ,C              ,G                 ,F                          ,F                       ,R                          ,R                   ,F                   ,R                 ,C                        ,C                       ,F                     ,               ,                          ,                     ,                  ,                                 ,                     ,                    ,                     ,                ,                       ,                 ,                         ,                ,                         ,                     ,                                 ,                       ,                ,                    ,                  ,                     ,                      ,                       ,                       ,                             ,                       ,                      ,                           ,                     ,                     ,                   ,                     ,                     ,                      ,                    ,                  ,                ,                     ,                           ,                      ,                    ,                  ,                  ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
