Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Coccolithus pelagicus,Reticulofenestra pseudoumbilicus,Helicosphaera carteri,Discoaster variabilis,Discoaster pentaradiatus,Discoaster calcaris,Discoaster brouweri,Discoaster bollii,Discoaster pseudovariabilis,Catinaster coalitus,Umbilicosphaera sibogae,Thoracosphaera spp.,Syracosphaera pulchra,Syracosphaera lamina,Sphenolithus grandis,Rhabdosphaera clavigera,Reticulofenestra minutula,Holodiscolithus macroporus,Discolithina japonica,Discoaster pansus,Discoaster deflandrei,Dictyococcites productellus,Calcidiscus tropicus,Calcidiscus leptoporus,Discolithina multipora,Discoaster hamatus,Triquetrorhabdulus rugosus,Discolithina discopora,Scapholithus fossilis,Discosphaera tubifera,Discoaster asymmetricus,Cyclolithella annula,Sphenolithus abies,Discoaster neohamatus,Catinaster calyculus,Holodiscolithus solidus,Discoaster challengeri,Oolithotus antillarum,Discoaster moorei,Sphenolithus compactus,Discoaster prepentaradiatus,Hayaster perplexus,Helicosphaera minuta,Discoaster surculus,Discoaster blackstockae,Reticulofenestra minuta,Discoaster quadramus,Discoaster quinqueramus,Discoaster berggrenii,Helicosphaera sellii,Syracosphaera nodosa,Cricosphaera quadrilaminata,Ceratolithus armatus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Scyphosphaera pulcherrima,Amaurolithus amplificus,Amaurolithus primus,Gephyrocapsa spp. (small),Pseudoemiliania lacunosa,Ceratolithus cristatus,Discolithina syracusana,Discoaster tamalis,Gephyrocapsa margerelii,Scyphosphaera sp.,Ceratolithus rugosus,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Helicosphaera wallichii,Ceratolithus telesmus,Gephyrocapsa oceanica (>6 microns),Umbellosphaera irregularis,Helicosphaera inversa,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 28,X, 5,   4.00,    257.9400,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,VR                     ,R                        ,                          ,                     ,                 ,                     ,                           ,F                   ,R                     ,                      ,                  ,                          ,                      ,VR                   ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,VR                    ,                     ,                 ,                      ,                           ,                  ,                    ,R                  ,                       ,F                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,F                        ,F                       ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 28,X,CC,  46.00,    261.7800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,R                    ,                     ,                        ,                   ,R                  ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,VR                       ,                          ,                     ,                 ,                     ,                           ,R                   ,                      ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,R                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,R                  ,                       ,R                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,VR                       ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 29,X, 1,  28.00,    261.6800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,F                               ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,VR                     ,VR                 ,R                    ,                    ,                    ,F                      ,F                        ,                          ,                     ,                 ,                     ,                           ,F                   ,F                     ,VR                    ,                  ,                          ,R                     ,VR                   ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,VR                   ,                 ,                      ,                           ,                  ,                    ,F                  ,VR                     ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,VR                          ,VR                    ,                         ,                       ,                   ,C                        ,C                       ,R                     ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 29,X, 3, 107.00,    265.4700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,VR                              ,F                    ,                     ,                        ,                   ,                   ,                 ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,                       ,VR                       ,                          ,                     ,                 ,                     ,                           ,R                   ,VR                    ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,F                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 29,X, 5,  45.00,    267.8500,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,VR                     ,F                        ,                          ,                     ,                 ,                     ,R                          ,R                   ,R                     ,                      ,                  ,                          ,                      ,                     ,VR                   ,                       ,                    ,                  ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,R                  ,                       ,F                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,F                        ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 29,X,CC,  36.00,    270.0700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,VR                              ,VR                   ,                     ,VR                      ,                   ,F                  ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,                         ,                          ,                     ,                 ,                     ,                           ,                    ,                      ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,R                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,VR                 ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,VR                          ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 30,X, 5, 107.00,    278.0700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,F                               ,F                    ,F                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,VR                     ,F                        ,                          ,VR                   ,                 ,                     ,                           ,VR                  ,F                     ,VR                    ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,                  ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,F                  ,VR                     ,C                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,VR                    ,                         ,VR                     ,VR                 ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 30,X,CC,  44.00,    279.6400,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,R                               ,                     ,                     ,VR                      ,                   ,VR                 ,                 ,                           ,                   ,VR                     ,                   ,                     ,                    ,                    ,R                      ,C                        ,                          ,                     ,                 ,                     ,F                          ,                    ,                      ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,VR                     ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 31,X, 1,  18.00,    280.8800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,F                               ,F                    ,                     ,F                       ,                   ,R                  ,                 ,                           ,                   ,VR                     ,VR                 ,VR                   ,                    ,                    ,R                      ,C                        ,                          ,VR                   ,                 ,                     ,F                          ,R                   ,F                     ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,VR                ,                    ,                   ,                       ,F                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 31,X,CC,  39.00,    284.3800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,R                               ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,F                      ,F                        ,                          ,                     ,                 ,                     ,F                          ,VR                  ,R                     ,VR                    ,                  ,                          ,                      ,VR                   ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,F                  ,                       ,C                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 32,X, 1, 115.00,    291.5500,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,R                    ,                     ,R                       ,                   ,                   ,                 ,                           ,                   ,VR                     ,VR                 ,                     ,                    ,                    ,                       ,F                        ,                          ,                     ,                 ,                     ,                           ,                    ,VR                    ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,C                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 32,X, 5, 117.00,    297.5700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,VR                              ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,R                      ,F                        ,                          ,VR                   ,                 ,                     ,                           ,F                   ,F                     ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,F                  ,                       ,F                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,VR                          ,                      ,VR                       ,VR                     ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 33,X, 2,  55.00,    302.1500,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,R                               ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,VR                     ,C                        ,                          ,                     ,                 ,                     ,                           ,R                   ,F                     ,                      ,                  ,                          ,VR                    ,                     ,                     ,                       ,                    ,A                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,F                  ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,R                   ,                            ,VR                    ,VR                       ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 33,X, 3,   6.00,    303.1600,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,VR                   ,F                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,F                        ,                          ,                     ,                 ,                     ,                           ,                    ,                      ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,R                 ,                     ,                    ,                       ,R                     ,                     ,                 ,                      ,                           ,                  ,                    ,F                  ,                       ,VR                     ,                    ,                       ,                     ,                    ,                    ,                           ,R                   ,R                           ,VR                    ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 33,X, 4, 110.00,    305.7000,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,R                               ,F                    ,R                    ,F                       ,                   ,F                  ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,VR                     ,F                        ,                          ,                     ,                 ,                     ,R                          ,                    ,F                     ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,R                  ,                       ,F                      ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,NN15          ,124, 767,B, 33,X,CC,  27.00,    309.7500,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,                                ,VR                   ,                     ,                        ,                   ,                   ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,R                        ,                          ,                     ,                 ,                     ,                           ,                    ,VR                    ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 767,B, 34,X, 2,  48.00,    311.7800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,R                               ,F                    ,F                    ,F                       ,                   ,F                  ,VR               ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,R                      ,C                        ,                          ,                     ,                 ,                     ,R                          ,                    ,F                     ,                      ,                  ,                          ,                      ,VR                   ,                     ,                       ,                    ,A                 ,                     ,                    ,VR                     ,VR                    ,                     ,                 ,                      ,                           ,VR                ,                    ,F                  ,                       ,F                      ,                    ,F                      ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 767,B, 34,X, 3,  99.00,    313.7900,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,                     ,                     ,VR                      ,                   ,                   ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,F                        ,                          ,                     ,                 ,                     ,VR                         ,                    ,VR                    ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,VR                 ,                       ,VR                     ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 767,B, 34,X, 5, 127.00,    317.0700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,VR                   ,                     ,                        ,                   ,                   ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,R                        ,                          ,                     ,                 ,                     ,                           ,                    ,                      ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 767,B, 34,X,CC,  33.00,    319.1100,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,VR                   ,                     ,                        ,                   ,                   ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,VR                       ,                          ,                     ,                 ,                     ,                           ,                    ,                      ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,VR                ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 767,B, 35,X, 1, 127.00,    320.6700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,VR                              ,F                    ,F                    ,F                       ,                   ,VR                 ,                 ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,R                      ,C                        ,                          ,                     ,                 ,                     ,R                          ,                    ,R                     ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,R                  ,                       ,F                      ,                    ,F                      ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 767,B, 35,X, 3,  92.00,    323.3200,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,F                               ,F                    ,F                    ,F                       ,                   ,R                  ,                 ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,F                      ,C                        ,                          ,R                    ,VR               ,                     ,R                          ,                    ,F                     ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,F                  ,                       ,R                      ,                    ,F                      ,                     ,                    ,VR                  ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
