Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus
320-U1335A-15H-CC-PAL-NANNO,320,U1335,A,15,15-CC,H,CC,PAL,NANNO,0,0,142.08,142.08,"PB - heteromorphus, petaliformis",NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,A [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,F [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,R [320_Ns],,,,R [320_Ns],,,,,,,,C [320_Ns],F [320_Ns],,
320-U1335A-16H-CC-PAL-NANNO,320,U1335,A,16,16-CC,H,CC,PAL,NANNO,0,0,151.48,151.48,"PB - heteromorphus, petaliformis",NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,F [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],C [320_Ns],,
320-U1335A-17H-2-W 70/70,320,U1335,A,17,17-2,H,2,W,70/70,0,0,153.6,153.6,TDJ - ,NN4,middle Miocene,M [320_N],A [320_Ng],,,,,,,C [320_Ns],C [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-17H-4-W 120/120,320,U1335,A,17,17-4,H,4,W,120/120,0,0,157.1,157.1,TDJ - ,NN4,middle Miocene,M [320_N],A [320_Ng],,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-17H-6-W 120/120,320,U1335,A,17,17-6,H,6,W,120/120,0,0,160.1,160.1,TDJ - ,NN4,middle Miocene,M [320_N],A [320_Ng],,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-17H-CC-PAL-NANNO,320,U1335,A,17,17-CC,H,CC,PAL,NANNO,0,0,161.19,161.19,"PB - comm. deflandrei, heteromorphus,",NN4,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,C [320_Ns],,
320-U1335A-18H-CC-PAL-NANNO,320,U1335,A,18,18-CC,H,CC,PAL,NANNO,0,0,169.72,169.72,"PB - comm. deflandrei, heteromorphus,",NN4,early Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,C [320_Ns],,
320-U1335A-19H-CC-PAL-NANNO,320,U1335,A,19,19-CC,H,CC,PAL,NANNO,0,0,180.41,180.41,"TDJ - comm. deflandrei, heteromorphus,",NN4,early Miocene,M [320_N],A [320_Ng],,,,,,,C [320_Ns],A [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,C [320_Ns],,
320-U1335A-20H-2-W 70/70,320,U1335,A,20,20-2,H,2,W,70/70,0,0,182.1,182.1,TDJ - ,NN4,early Miocene,M [320_N],A [320_Ng],,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-20H-4-W 70/70,320,U1335,A,20,20-4,H,4,W,70/70,0,0,185.1,185.1,TDJ - ,NN4,early Miocene,M [320_N],A [320_Ng],,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-20H-6-W 20/20,320,U1335,A,20,20-6,H,6,W,20/20,0,0,187.6,187.6,TDJ - ,NN4,early Miocene,M [320_N],A [320_Ng],,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-20H-CC-PAL-NANNO,320,U1335,A,20,20-CC,H,CC,PAL,NANNO,0,0,189.87,189.87,"TDJ - no carinatus; belemnos, heteromorphus present",NN4,early Miocene,M [320_N],A [320_Ng],,,,,R [320_Ns],,R [320_Ns],C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,R [320_Ns],,,,,C [320_Ns],,,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,F [320_Ns],,,,,,,,,C [320_Ns],,
320-U1335A-21H-2-W 80/80,320,U1335,A,21,21-2,H,2,W,80/80,0,0,191.7,191.7,TDJ - ,NN4,early Miocene,M [320_N],A [320_Ng],,,,,R [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-21H-4-W 80/80,320,U1335,A,21,21-4,H,4,W,80/80,0,0,194.7,194.7,TDJ - ,NN3,early Miocene,M [320_N],A [320_Ng],,,,,C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-21H-6-W 80/80,320,U1335,A,21,21-6,H,6,W,80/80,0,0,197.7,197.7,TDJ - ,NN2,early Miocene,M [320_N],A [320_Ng],,,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-21H-CC-PAL-NANNO,320,U1335,A,21,21-CC,H,CC,PAL,NANNO,0,0,198.95,198.95,"TDJ - carinatus, belemnos present",NN2,early Miocene,M [320_N],A [320_Ng],,,,,C [320_Ns],F [320_Ns],,C [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,F [320_Ns],,,,,,,,,F [320_Ns],,
320-U1335A-22H-CC-PAL-NANNO,320,U1335,A,22,22-CC,H,CC,PAL,NANNO,0,0,208.65,208.65,"TDJ - carinatus, belemnos present",NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,F [320_Ns],F [320_Ns],,C [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,A [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,F [320_Ns],,,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,F [320_Ns],,
320-U1335A-23H-2-W 90/90-NANNO,320,U1335,A,23,23-2,H,2,W,90/90-NANNO,0,0,210.8,210.8,TDJ - ,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-23H-CC-PAL-NANNO,320,U1335,A,23,23-CC,H,CC,PAL,NANNO,0,0,218.11,218.11,"TDJ - no belemnos, top common Orthorhabdus",NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,R [320_Ns],,C [320_Ns],C [320_Ns],,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,A [320_Ns],C [320_Ns],,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,F [320_Ns],,,,,,F [320_Ns],,,
320-U1335A-24H-CC-PAL-NANNO,320,U1335,A,24,24-CC,H,CC,PAL,NANNO,0,0,227.84,227.84,TDJ - ,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,F [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,F [320_Ns],,,
320-U1335A-25H-CC-PAL-NANNO,320,U1335,A,25,25-CC,H,CC,PAL,NANNO,0,0,236.85,236.85,TDJ - but no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F [320_Ns],,C [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,R [320_Ns],,,,,,F [320_Ns],,,,,,F [320_Ns],R [320_Ns],,
320-U1335A-26H-CC-PAL-NANNO,320,U1335,A,26,26-CC,H,CC,PAL,NANNO,0,0,246.78,246.78,TDJ - but no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,R [320_Ns],,,,,,F [320_Ns],,,
320-U1335A-27H-CC-PAL-NANNO,320,U1335,A,27,27-CC,H,CC,PAL,NANNO,0,0,256.19,256.19,TDJ - but no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],D [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],,,
320-U1335A-28H-CC-PAL-NANNO,320,U1335,A,28,28-CC,H,CC,PAL,NANNO,0,0,265.96,265.96,TDJ - disbelemnos present,NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,F [320_Ns],,C [320_Ns],C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,
320-U1335A-29H-CC-PAL-NANNO,320,U1335,A,29,29-CC,H,CC,PAL,NANNO,0,0,275.56,275.56,PB - disbelemnos present,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,F [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,F [320_Ns],,,,,R [320_Ns],,,,,,D [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,D [320_Ns],,,
320-U1335A-30H-CC-PAL-NANNO,320,U1335,A,30,30-CC,H,CC,PAL,NANNO,0,0,284.77,284.77,"PB - disbelemnos, druggii",NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,F [320_Ns],,C [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,F [320_Ns],C [320_Ns],,,,R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],F [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,R [320_Ns],,,,,,C [320_Ns],,,
320-U1335A-31H-CC-PAL-NANNO,320,U1335,A,31,31-CC,H,CC,PAL,NANNO,0,0,294.5,294.5,PB - disbelemnos present,NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,R [320_Ns],,F [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],C [320_Ns],,,,,,,F [320_Ns],,,,,,,,,,,,,F [320_Ns],C [320_Ns],R [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,A [320_Ns],,,
320-U1335A-32H-CC-PAL-NANNO,320,U1335,A,32,32-CC,H,CC,PAL,NANNO,0,0,303.7,303.7,PB - disbelemnos present,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,C [320_Ns],,F [320_Ns],D [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,F [320_Ns],,R [320_Ns],,,,,R [320_Ns],,,,R [320_Ns],,,,,,,,,,F [320_Ns],,,,,R [320_Ns],,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,C [320_Ns],,,,,,,,,C [320_Ns],,,,,,,,A [320_Ns],,,
320-U1335A-33H-3-PAL-NANNO,320,U1335,A,33,33-3,H,3,PAL,NANNO,0,0,307.89,307.89,PB - disbelemnos present,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,C [320_Ns],,C [320_Ns],D [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,C [320_Ns],,,
320-U1335A-33H-CC-PAL-NANNO,320,U1335,A,33,33-CC,H,CC,PAL,NANNO,0,0,313.48,313.48,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,C [320_Ns],,F [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,R [320_Ns],F [320_Ns],F [320_Ns],,,,R [320_Ns],,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,C [320_Ns],,C [320_Ns],,,R [320_Ns],,R [320_Ns],,,,F [320_Ns],,R [320_Ns],,,,,,A [320_Ns],,,
320-U1335A-34H-3-PAL-NANNO,320,U1335,A,34,34-3,H,3,PAL,NANNO,0,0,315.99,315.99,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,C [320_Ns],,C [320_Ns],D [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,R [320_Ns],,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,
320-U1335A-34H-CC-PAL-NANNO,320,U1335,A,34,34-CC,H,CC,PAL,NANNO,0,0,323,323,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M [320_N],A [320_Ng],,,C [320_Ns],,,A [320_Ns],,C [320_Ns],D [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,C [320_Ns],R [320_Ns],,
320-U1335A-35H-CC-PAL-NANNO,320,U1335,A,35,35-CC,H,CC,PAL,NANNO,0,0,332.59,332.59,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,A [320_Ns],,C [320_Ns],D [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,C [320_Ns],C [320_Ns],F [320_Ns],,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,D [320_Ns],,,
320-U1335A-36H-CC-PAL-NANNO,320,U1335,A,36,36-CC,H,CC,PAL,NANNO,0,0,341.8,341.8,"PB - disbelemnos, druggii",NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,A [320_Ns],,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,C [320_Ns],F [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,
320-U1335A-37X-2-W 90/90-NANNO,320,U1335,A,37,37-2,X,2,W,90/90-NANNO,0,0,343.8,343.8,"PB - no disbelmnos, druggii",NN2,early Miocene,M [320_N],A [320_Ng],,,,,,A [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,F [320_Ns],F [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,
