Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus spp.,Sphenolithus heteromorphus,Reticulofenestra spp.,Pontosphaera spp.,Helicosphaera carteri,Helicosphaera ampliaperta,Discoaster musicus,Discoaster formosus,Discoaster deflandrei,Discoaster adamanteus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus miopelagicus,Calcidiscus leptoporus,Geminilithella rotula,Discoaster variabilis,Discoaster moorei,Discoaster exilis,Triquetrorhabdulus milowii,Discoaster signus,Coccolithus pelagicus,Thoracosphaera spp.,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus serratus,Helicosphaera intermedia,Discoaster bollii,Calcidiscus macintyrei,Triquetrorhabdulus rugosus,Discoaster kugleri,Umbilicosphaera spp.,Catinaster coalitus,Discoaster calcaris,Discoaster bellus,Discoaster hamatus,Discoaster quinqueramus,Discoaster surculus,Discoaster pseudovariabilis,Discoaster brouweri,Minylitha convallis,Discoaster neohamatus,Discoaster neorectus,Discoaster loeblichii,Discoaster berggrenii,Amaurolithus primus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Reticulofenestra rotaria,Amaurolithus amplificus,Discoaster pentaradiatus,Discoaster intercalaris,Scyphosphaera spp.,Discoaster asymmetricus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus rugosus,Syracosphaera sp.,Ceratolithus telesmus,Thoracosphaera sp.,Ceratolithus cristatus,Pseudoemiliania lacunosa,Discoaster tamalis,Helicosphaera sellii,Discoaster triradiatus,Rhabdosphaera clavigera,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa oceanica,Gephyrocapsa spp. large (>5.5 microns),Gephyrocapsa omega,Helicosphaera hyalina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN10a             ,              ,138, 846,B, 21,H, 4,  50.00,    192.5000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,                     ,                   ,C                               ,                           ,                        ,                 ,R                     ,R                         ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,R                   ,                     ,                     ,F                  ,                            ,R                     ,C                       ,                       ,                        ,F                      ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9c              ,              ,138, 846,B, 21,H, 4, 120.00,    193.2000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,                     ,                   ,C                               ,                           ,                        ,                 ,R                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,                   ,                   ,                     ,                    ,                     ,F                    ,F                  ,F                           ,F                     ,C                       ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9c              ,              ,138, 846,B, 21,H, 5,  50.00,    194.0000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,F                               ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,R                  ,                   ,                     ,                    ,                     ,F                    ,                   ,                            ,                      ,F                       ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9c              ,              ,138, 846,B, 21,H, 7,  40.00,    196.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,F                    ,                 ,cf               ,                          ,                 ,C                    ,                   ,C                               ,                           ,                        ,                 ,R                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,                   ,                   ,                     ,                    ,                     ,R                    ,                   ,                            ,                      ,F                       ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9c              ,              ,138, 846,B, 22,H, 3,  50.00,    200.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,F                    ,                 ,                 ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,R                ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,F                    ,                   ,R                           ,                      ,C                       ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9c              ,              ,138, 846,B, 23,X, 1,  50.00,    207.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,A                ,                          ,A                    ,R                ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,F                ,                          ,                 ,C                    ,                   ,C                               ,                           ,                        ,                 ,                      ,R                         ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,R                    ,                   ,A                           ,                      ,C                       ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9c              ,              ,138, 846,B, 23,X, 3,  50.00,    210.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,F                    ,                 ,                 ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,F                    ,                   ,F                           ,                      ,F                       ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bB             ,              ,138, 846,B, 23,X, 3, 120.00,    210.7000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,R                ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,F                ,                      ,F                         ,                  ,                    ,                   ,                   ,                 ,                  ,C                      ,R                  ,                           ,R                  ,                   ,                     ,                    ,                     ,F                    ,R                  ,                            ,                      ,                        ,R                      ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bB             ,              ,138, 846,B, 23,X, 4,  50.00,    211.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,F                    ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,R                    ,R                  ,C                               ,                           ,                        ,cf               ,R                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,R                    ,                   ,                            ,F                     ,                        ,R                      ,R                       ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bB             ,              ,138, 846,B, 23,X, 5,  50.00,    213.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,                        ,C                     ,                     ,R                    ,                 ,R                ,                          ,                 ,                     ,                   ,C                               ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,R                      ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,F                    ,                   ,F                           ,F                     ,                        ,R                      ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bB             ,              ,138, 846,B, 23,X,CC,  10.00,    216.1500,Raffi    ,Nannofossils                                 ,A              ,M                 ,A                ,                          ,A                    ,F                ,C                    ,                         ,                  ,                   ,                     ,F                    ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,C                    ,                   ,F                               ,                           ,                        ,cf               ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,R                      ,R                  ,                           ,C                  ,                   ,                     ,                    ,                     ,R                    ,R                  ,F                           ,F                     ,cf                      ,R                      ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 24,X, 1,  40.00,    216.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,F                    ,                           ,                      ,                        ,C                     ,C                    ,R                    ,                 ,R                ,                          ,                 ,C                    ,                   ,F                               ,                           ,                        ,R                ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,R                    ,F                  ,R                           ,F                     ,cf                      ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 24,X, 3,  40.00,    219.6000,Raffi    ,Nannofossils                                 ,A              ,M                 ,A                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,F                    ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,R                ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,cf               ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,R                  ,                           ,R                  ,                   ,                     ,                    ,                     ,F                    ,R                  ,                            ,F                     ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 24,X, 5,  40.00,    222.6000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,                        ,C                     ,                     ,F                    ,                 ,                 ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,R                      ,F                  ,                           ,C                  ,                   ,                     ,                    ,                     ,R                    ,R                  ,R                           ,R                     ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 24,X, 7,  25.00,    225.4500,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,F                    ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,R                    ,                   ,C                               ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,F                  ,                   ,                     ,                    ,                     ,R                    ,R                  ,                            ,R                     ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 25,X, 1,  50.00,    226.4000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,F                    ,                 ,                 ,                          ,                 ,                     ,                   ,                                ,                           ,                        ,cf               ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,C                  ,                   ,                     ,                    ,                     ,F                    ,                   ,F                           ,R                     ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 25,X, 2,  39.00,    227.7900,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,C                               ,                           ,                        ,R                ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,C                    ,                   ,F                           ,cf                    ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 25,X, 3,  40.00,    229.3000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,F                      ,                   ,                           ,C                  ,                   ,                     ,                    ,                     ,C                    ,cf                 ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 846,B, 25,X, 5,  16.00,    232.0600,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,C                    ,                 ,                 ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,R                  ,                           ,F                  ,                   ,                     ,                    ,                     ,F                    ,F                  ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 846,B, 28,X, 3,  60.00,    258.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,R                ,                  ,                       ,                   ,                           ,F                  ,                   ,                     ,                    ,F                    ,R                    ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 846,B, 29,X, 1,  60.00,    264.8000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,F                    ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,R                      ,                   ,                           ,F                  ,                   ,                     ,                    ,                     ,R                    ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 846,B, 29,X, 2,  60.00,    266.3000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                ,                          ,A                    ,C                ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,R                  ,                 ,                  ,                       ,                   ,                           ,F                  ,                   ,                     ,                    ,R                    ,R                    ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 846,B, 29,X, 3,  60.00,    267.8000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,F                    ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,F                  ,C                  ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 846,B, 29,X, 4,  60.00,    269.3000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,C                    ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,F                  ,                 ,                  ,                       ,                   ,                           ,F                  ,C                  ,                     ,                    ,                     ,R                    ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
