Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Bolboforma vulgaris,Bolboforma spinosa,Bolboforma spiralis,Bolboforma rotunda,Bolboforma cyst,Bolboforma reticulata,Bolboforma gracilireticulata,Bolboforma cf.  laevis (round),Bolboforma fava,Bolboforma two-chambered cyst,Bolboforma platyreticulata,Bolboforma badenensis,Bolboforma laevis,Bolboforma moravica,Bolboforma danielsi,Bolboforma verrucosa,Bolboforma robusta,Bolboforma atlantica,Bolboforma capsula,Bolboforma oblongireticulata,Bolboforma compressispinosa,Bolboforma subfragori magna,Bolboforma clodiusi,Bolboforma superba,Bolboforma subfragori,Bolboforma furcata,Bolboforma fragori,Bolboforma metzmacheri ornata,Bolboforma aculeata,Bolboforma contorta sculpturata,Bolboforma contorta contorta,Bolboforma pentaspinosa,Bolboforma metzmacheri solida,Bolboforma m. metzmacheri,Bolboforma deformis,Bolboforma polygonalis,Bolboforma trochospiralis,Bolboforma praeintermedia,Bolboforma intermedia,Bolboforma pisiformis,Bolboforma pustulaintermedia,Bolboforma communis,Bolboforma groenlandica,Bolboforma lockeri,Bolboforma mutabilis,Bolboforma carina,Bolboforma sphaerica,Bolboforma costa. variabilis,Bolboforma tenuis,Bolboforma hispida,Bolboforma carinsapinosa,Bolboforma c. costairregularis,Bolboforma stella,Bolboforma alata,Bolboforma elegans,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,51,X,3,19.00,473.7900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,C                    ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,51,X,4,19.00,475.2900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,A                    ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,51,X,5,19.00,476.7900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,R                    ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,51,X,6,19.00,478.2900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,C                         ,R                    ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,51,X,CC,31.00,478.9600,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,A                         ,T                    ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,1,19.00,480.3900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,2,19.00,481.8900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,3,19.00,483.3900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,4,19.00,484.8900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,5,19.00,486.3900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,A                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,6,19.00,487.8900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,T                 ,                   ,                  ,               ,R                    ,                            ,                              ,               ,                             ,C                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,upper B. reticulata,,162,982,B,52,X,CC,37.00,488.6700,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,T                             ,               ,                             ,T                         ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,1,19.00,489.8900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,R                    ,T                           ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,2,19.00,491.3900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,T                    ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,3,19.00,492.8900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,R                    ,                            ,T                             ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,4,19.00,494.3900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,T                           ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,5,19.00,495.8900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,T                    ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,6,19.00,497.3900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,R                    ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,53,X,CC,34.00,498.6100,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,R              ,C                    ,T                           ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,54,X,1,40.00,499.7000,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,T                    ,                            ,T                             ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,54,X,2,21.00,501.0100,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,T              ,T                    ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,54,X,3,21.00,502.5100,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,T              ,R                    ,T                           ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,54,X,4,19.00,503.9900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,T              ,R                    ,                            ,                              ,               ,T                            ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,54,X,CC,34.00,506.2000,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,C              ,C                    ,                            ,                              ,               ,C                            ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,55,X,1,19.00,509.0900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,A                    ,                            ,T                             ,T              ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,55,X,2,19.00,510.5900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,R                    ,T                           ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,55,X,3,19.00,512.0900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,C                    ,T                           ,R                             ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,55,X,4,19.00,513.5900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,A                    ,                            ,R                             ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,lower B. reticulata,,162,982,B,55,X,5,19.00,515.0900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,R                    ,R                           ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
