Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Neogloboquadrina continuosa,Globigerina praebulloides,Globoquadrina dehiscens,Paragloborotalia mayeri,Globorotalia zealandica,Globorotalia praescitula,Globigerinoides quadrilobatus,Globigerinoides obliquus,Catapsydrax dissimilis,Globoquadrina baroemoenensis,Sphaeroidinellopsis disjuncta,Praeorbulina glomerosa glomerosa,Globigerina woodi,Globorotalia miozea,Globigerinita glutinata,Globigerinoides trilobus,Catapsydrax stainforthi,Orbulina suturalis,Globigerina bulloides,Praeorbulina glomerosa circularis,Orbulina universa,Globorotalia scitula,Globorotalia conoidea,Globigerina quinqueloba,Globigerina eamesi,Globigerinoides subquadratus,Neogloboquadrina spp.,Streptochilus globigerum,Neogloboquadrina pachyderma (dextral),Neogloboquadrina atlantica (dextral),Sphaeroidinellopsis kochi,Orbulina bilobata,Neogloboquadrina atlantica (sinistral),Globigerinita uvula,Neogloboquadrina acostaensis,Globigerinoides spp.,Globorotalia juanai,Globigerina nepenthes,Globigerina aequilateralis,Globorotalia conomiozea,Globorotalia cf. Gr. crassula,Globorotalia margaritae,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina humerosa,Globorotalia puncticulata,Globorotalia inflata,Globorotalia crassaformis,Comment
  IR,                 ,Middle Miocene   ,                  ,O. suturalis  ,,162,982,B,52,X,2,19.00,481.8900,Flower   ,Planktonic Foraminifers                      ,A              ,M                 ,                           ,                         ,R                      ,                       ,                       ,                        ,                             ,                        ,                      ,F                           ,                             ,R                               ,                 ,C                  ,                       ,R                       ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,F                      ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,O. suturalis  ,,162,982,B,52,X,5,19.00,486.3900,Flower   ,Planktonic Foraminifers                      ,A              ,M                 ,                           ,                         ,F                      ,F                      ,                       ,R                       ,R                            ,                        ,                      ,F                           ,                             ,C                               ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,R                    ,R                      ,R                 ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,O. suturalis  ,,162,982,B,52,X,CC,37.00,488.6700,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,                           ,                         ,                       ,                       ,                       ,                        ,                             ,                        ,                      ,F                           ,                             ,                                ,                 ,                   ,                       ,                        ,T                      ,                  ,C                    ,                                 ,T                ,R                   ,F                    ,R                      ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,O. suturalis  ,,162,982,B,53,X,2,19.00,491.3900,Flower   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                         ,T                      ,                       ,                       ,F                       ,F                            ,                        ,                      ,C                           ,                             ,                                ,                 ,                   ,                       ,R                       ,                       ,                  ,                     ,C                                ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,O. suturalis  ,,162,982,B,53,X,5,19.00,495.8900,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,                           ,R                        ,                       ,                       ,                       ,F                       ,C                            ,                        ,                      ,C                           ,                             ,R                               ,                 ,                   ,                       ,R                       ,                       ,                  ,F                    ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,O. suturalis  ,,162,982,B,53,X,6,19.00,497.3900,Flower   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                         ,                       ,                       ,                       ,                        ,F                            ,                        ,                      ,C                           ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,C                 ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,53,X,CC,34.00,498.6100,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,                           ,                         ,T                      ,                       ,                       ,F                       ,C                            ,                        ,                      ,                            ,                             ,T                               ,                 ,                   ,                       ,F                       ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,54,X,1,40.00,499.7000,Flower   ,Planktonic Foraminifers                      ,A              ,M                 ,                           ,F                        ,                       ,C                      ,                       ,                        ,                             ,                        ,                      ,C                           ,                             ,F                               ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,54,X,2,21.00,501.0100,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,                         ,                       ,                       ,                       ,                        ,C                            ,                        ,                      ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,54,X,CC,34.00,506.2000,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,                           ,                         ,                       ,F                      ,                       ,                        ,C                            ,                        ,                      ,                            ,                             ,                                ,F                ,                   ,                       ,                        ,R                      ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,55,X,CC,22.00,518.5400,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,                           ,C                        ,                       ,F                      ,                       ,                        ,C                            ,                        ,                      ,F                           ,                             ,                                ,                 ,                   ,                       ,F                       ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,56,X,CC,42.00,528.3200,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,                           ,                         ,                       ,                       ,                       ,                        ,C                            ,                        ,                      ,                            ,                             ,                                ,                 ,                   ,+                      ,C                       ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,57,X,5,19.00,534.2900,Flower   ,Planktonic Foraminifers                      ,A              ,M                 ,                           ,C                        ,A                      ,                       ,                       ,R                       ,                             ,                        ,                      ,C                           ,C                            ,                                ,                 ,T                  ,T                      ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,58,X,3,25.00,540.9500,Flower   ,Planktonic Foraminifers                      ,A              ,M                 ,                           ,C                        ,                       ,T                      ,T                      ,                        ,                             ,                        ,                      ,F                           ,C                            ,F                               ,F                ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,58,X,CC,30.00,541.5800,Flower   ,Planktonic Foraminifers                      ,C              ,M                 ,R                          ,C                        ,R                      ,                       ,                       ,R                       ,C                            ,                        ,                      ,F                           ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,59,X,CC,67.00,548.0700,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,C                          ,                         ,                       ,                       ,                       ,                        ,                             ,                        ,R                     ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,60,X,CC,33.00,561.1700,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,                         ,                       ,C/A                    ,                       ,                        ,                             ,                        ,                      ,T                           ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,61,X,CC,29.00,570.2200,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,R                          ,R                        ,                       ,C                      ,C                      ,R                       ,R                            ,T                       ,T                     ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,62,X,CC,28.00,577.1500,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,C/A                        ,F                        ,F                      ,F                      ,                       ,                        ,                             ,                        ,                      ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,63,X,CC,35.00,586.3500,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,C                          ,F                        ,F                      ,                       ,                       ,                        ,                             ,                        ,                      ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,64,X,CC,44.00,596.0400,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,C                          ,F                        ,                       ,                       ,                       ,                        ,                             ,                        ,                      ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Praeorbulina  ,,162,982,B,65,X,CC,18.00,605.4800,Flower   ,Planktonic Foraminifers                      ,F              ,M                 ,C                          ,F                        ,                       ,                       ,                       ,                        ,                             ,                        ,                      ,                            ,                             ,                                ,                 ,                   ,                       ,                        ,                       ,                  ,                     ,                                 ,                 ,                    ,                     ,                       ,                  ,                            ,                     ,                        ,                                     ,                                    ,                         ,                 ,                                      ,                   ,                            ,                    ,                   ,                     ,                          ,                       ,                             ,                       ,                                       ,                         ,                         ,                    ,                         ,from 162SR.Ch 2.Table 6.
