Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Orbulina universa	Sphaeroidinellopsis seminulina	Globorotalia menardii menardii (sinistral)	Globorotalia siakensis	Globorotalia miozea	Globoquadrina dehiscens	Globoquadrina venezuelana	Globigerina nepenthes	Globigerinoides trilobus	Neogloboquadrina humerosa	Neogloboquadrina acostaensis (dextral)	Neogloboquadrina acostaensis (sinistral)	Dentoglobigerina altispira altispira	Globigerinoides obliquus obliquus	Globorotalia plesiotumida	Globorotalia scitula	Globigerinoides sacculifer	Globorotalia cf. Gr. miozea	Orbulina suturalis	Globigerina woodi	Globigerinoides quadrilobatus	Globigerinoides obliquus extremus	Globigerinita glutinata	Globorotalia menardii menardii (dextral)	Globigerina decoraperta	Globoquadrina baroemoenensis	Globorotalia conomiozea	Pulleniatina obliquiloculata obliquiloculata	Globorotalia juanai	Globorotalia menardii cultrata (sinistral)	Globorotalia margaritae primitivae	Globigerinoides pyramidalis	Orbulina bilobata	Globorotalia cf. Gr. conomiozea	Globoquadrina altispira globosa	Globoquadrina altispira conica	Globorotalia margaritae	Globigerinoides conglobatus	Globorotalia cf. Gr. juanai	Globigerinoides elongatus	Neogloboquadrina dutertrei	Globorotalia pseudopima	Globorotalia miocenica	Globigerinoides ruber	Globorotalia multicamerata	Globigerinella aequilateralis	Globorotalia menardii cultrata (dextral)	Globorotalia cf. Gr. multicamerata	Globorotalia pseudomiocenica	Globorotalia cf. Gr. miocenica	Globorotalia puncticulata	Globorotalia crassaformis	Globorotalia pertenuis	Globorotalia exilis	Globorotalia tumida	Globorotalia cf. Gr. hirsuta	Globigerina apertura	Neogloboquadrina pachyderma (dextral)	Globorotaloides hexagona	Globigerina falconensis	Globorotalia inflata	Globigerina bulloides	Candeina nitida	Globorotalia tosaensis	Sphaeroidinella dehiscens	Globorotalia truncatulinoides	Globorotalia crassula	Globigerina rubescens	Globigerinoides fistulosus	Globigerina eamsi	Globigerinella obesa	Comment

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 29	R	 2	  49.00	    352.2400	Brunner  	Planktonic Foraminifers                      	C              	M                 	                 	F                             	F                                         	                      	                   	                       	                         	F                    	F                       	F                        	                                      	F                                       	F                                   	                                 	F                        	                    	R                         	F                          	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 29	R	 3	  95.00	    354.0500	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	                                          	                      	                   	                       	                         	F                    	F                       	                         	                                      	F                                       	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 29	R	 4	  61.00	    355.0000	Brunner  	Planktonic Foraminifers                      	F              	P                 	R                	                              	                                          	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	R                   	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 30	R	 2	  36.00	    361.6700	Brunner  	Planktonic Foraminifers                      	C              	P                 	                 	F                             	F                                         	                      	                   	                       	                         	                     	C                       	                         	                                      	F                                       	F                                   	                                 	                         	                    	F                         	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 30	R	 3	  36.00	    362.6800	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	F                             	                                          	                      	                   	                       	                         	                     	C                       	C                        	                                      	C                                       	C                                   	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 30	R	 5	 119.00	    366.4300	Brunner  	Planktonic Foraminifers                      	C              	P                 	F                	F                             	                                          	                      	                   	                       	                         	                     	F                       	                         	                                      	F                                       	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 30	R	 7	 105.00	    369.0700	Brunner  	Planktonic Foraminifers                      	A              	P                 	                 	                              	                                          	                      	F                  	                       	                         	F                    	F                       	                         	                                      	F                                       	                                    	F                                	                         	F                   	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 31	R	 1	  71.00	    370.1100	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	C                             	C                                         	                      	F                  	                       	                         	                     	                        	                         	                                      	                                        	F                                   	                                 	F                        	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 31	R	 2	 100.00	    371.8500	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	C                             	C                                         	                      	                   	                       	                         	F                    	C                       	                         	                                      	F                                       	                                    	R                                	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 31	R	 3	  51.00	    372.8100	Brunner  	Planktonic Foraminifers                      	F              	P                 	                 	F                             	                                          	                      	                   	                       	                         	F                    	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 31	R	 5	 128.00	    376.5200	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	F                             	C                                         	                      	C                  	                       	                         	                     	C                       	                         	                                      	F                                       	C                                   	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 31	R	 6	  90.00	    377.5400	Brunner  	Planktonic Foraminifers                      	R              	P                 	                 	R                             	                                          	                      	R                  	                       	                         	R                    	R                       	R                        	R                                     	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 32	R	 1	  87.00	    379.7700	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	F                                         	                      	                   	                       	                         	F                    	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 32	R	 3	  62.00	    382.3300	Brunner  	Planktonic Foraminifers                      	F              	P                 	                 	F                             	                                          	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 32	R	 5	  70.00	    385.3700	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	F                                         	                      	                   	                       	                         	F                    	F                       	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 32	R	 6	  52.00	    386.6900	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	F                             	C                                         	                      	C                  	                       	                         	F                    	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 32	R	 7	  88.00	    388.3600	Brunner  	Planktonic Foraminifers                      	F              	P                 	R                	R                             	F                                         	                      	R                  	F                      	R                        	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 33	R	 5	  10.00	    394.6000	Brunner  	Planktonic Foraminifers                      	F              	P                 	R                	R                             	                                          	R                     	R                  	F                      	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 34	R	 4	  51.00	    403.1100	Brunner  	Planktonic Foraminifers                      	R              	P                 	R                	                              	                                          	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 35	R	 1	   2.00	    407.8200	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	F                                         	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M9                	M10           	157	 954	B	 39	R	 2	  12.00	    442.7300	Brunner  	Planktonic Foraminifers                      	A              	G                 	C                	                              	                                          	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.
