Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Sphenolithus belemnos,Sphenolithus abies/neoabies,Reticulofenestra spp. (small - medium),Reticulofenestra pseudoumbilicus,Helicosphaera carteri,Helicosphaera ampliaperta,Discoaster variabilis,Discoaster druggii,Discoaster deflandrei,Discoaster bollii,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Sphenolithus heteromorphus,Florisphaera profunda,Calcidiscus premacintyrei,Calcidiscus leptoporus,Discoaster petaliformis,Discoaster calcaris,Rhabdosphaera clavigera,Discoaster moorei,Discoaster pentaradiatus,Discoaster signus,Discoaster brouweri,Pontosphaera spp.,Triquetrorhabdulus rugosus,Discoaster prepentaradiatus,Discoaster kugleri,Discoaster bellus,Discoaster neorectus,Thorosphaera flabellata,Scapholithus fossilis,Discoaster loeblichii,Catinaster coalitus,Catinaster calyculus,Discoaster quinqueramus,Discoaster neohamatus,Discoaster hamatus,Oolithotus antillarum,Discoaster surculus,Discoaster berggrenii,Minylitha convallis,Amaurolithus amplificus,Syracosphaera pulchra,Gephyrocapsa spp. (small),Amaurolithus primus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus cristatus,Ceratolithus rugosus,Pseudoemiliania lacunosa,Discoaster asymmetricus,Syracosphaera spp.,Gephyrocapsa oceanica,Gephyrocapsa margerelii,Gephyrocapsa caribbeanica,Umbellosphaera irregularis,Reticulofenestra asanoi,Discosphaera tubifera,Helicosphaera wallichii,Helicosphaera inversa,Helicosphaera hyalina,Emiliania huxleyi,Comment
  IR,Middle Miocene   ,Middle Miocene   ,NN4               ,NN4           ,184,1146,A, 56,X,CC,   0.00,    529.4800,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,F                          ,C                                     ,                                ,C                    ,                         ,                     ,                  ,C                    ,C                ,C                          ,R                     ,C                    ,F                       ,R                     ,C                         ,C                    ,F                        ,F                     ,C                      ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN4               ,NN4           ,184,1146,A, 57,X,CC,  34.00,    539.7600,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                     ,F                          ,C                                     ,                                ,F                    ,                         ,F                    ,                  ,C                    ,C                ,A                          ,R                     ,F                    ,R                       ,R                     ,C                         ,C                    ,                         ,R                     ,R                      ,F                  ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN4               ,NN4           ,184,1146,A, 58,X,CC,  24.00,    549.2200,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                     ,                           ,C                                     ,                                ,F                    ,                         ,F                    ,F                 ,C                    ,C                ,A                          ,F                     ,C                    ,                        ,R                     ,A                         ,                     ,                         ,                      ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,NN4               ,NN4           ,184,1146,A, 59,X,CC,  34.00,    558.9000,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                     ,                           ,C                                     ,R                               ,F                    ,                         ,F                    ,                  ,C                    ,C                ,A                          ,F                     ,F                    ,F                       ,R                     ,A                         ,                     ,                         ,                      ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,NN4               ,NN4           ,184,1146,A, 60,X,CC,  27.00,    568.4900,nannos   ,Nannofossils                                 ,A              ,P                 ,F                      ,                     ,                           ,C                                     ,R                               ,F                    ,R                        ,                     ,                  ,C                    ,F                ,A                          ,F                     ,C                    ,R                       ,R                     ,C                         ,C                    ,                         ,                      ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,NN4               ,NN4           ,184,1146,A, 61,X,CC,  43.00,    578.1800,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,                           ,C                                     ,F                               ,F                    ,F                        ,                     ,F                 ,C                    ,C                ,A                          ,F                     ,C                    ,F                       ,R                     ,A                         ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,NN4               ,NN4           ,184,1146,A, 62,X,CC,  19.00,    587.4300,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                     ,F                          ,C                                     ,F                               ,C                    ,F                        ,F                    ,F                 ,C                    ,F                ,C                          ,R                     ,F                    ,F                       ,R                     ,C                         ,F                    ,R                        ,                      ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,NN4               ,NN4           ,184,1146,A, 63,X,CC,  33.00,    597.3600,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                     ,F                          ,C                                     ,C                               ,C                    ,F                        ,F                    ,F                 ,C                    ,F                ,A                          ,F                     ,C                    ,F                       ,R                     ,                          ,                     ,                         ,                      ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Miocene    ,Early Miocene    ,NN3               ,NN3           ,184,1146,A, 64,X,CC,  35.00,    607.0600,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                    ,F                          ,C                                     ,F                               ,C                    ,F                        ,F                    ,F                 ,C                    ,F                ,C                          ,R                     ,F                    ,F                       ,R                     ,                          ,                     ,                         ,                      ,                       ,                   ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
