Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus abies/neoabies,Rhabdosphaera clavigera,Reticulofenestra umbilica (>7 microns),Reticulofenestra sp. (5-7 microns),Pseudoemiliania lacunosa,Helicosphaera kamptneri,Gephyrocapsa spp. small (<3.5 microns),Gephyrocapsa oceanica (4-5.5 microns)  ,Discoaster variabilis,Discoaster sp.,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster brouweri,Dictyococcites sp.,Cyclicargolithus floridanus,Coccolithus pelagicus,Ceratolithus sp.,Umbilicosphaera mirabilis,Scapholithus fossilis,Pontosphaera sp.,Pontosphaera multipora,Pontosphaera japonica,Oolithotus fragilis,Hayaster perplexus,Discoaster barbadiensis,Calcidiscus leptoporus,Syracosphaera pulchra,Sphenolithus sp.,Pontosphaera discopora,Gephyrocapsa spp. (large >5.5 microns),Discoaster tamalis,Discoaster surculus,Calcidiscus macintyrei,Discoaster triradiatus,Discoaster sp. (5-rayed),Markalius inversus,Ericsonia formosa,Discoaster deflandrei,Ceratolithus cristatus,Scyphosphaera sp.,Reticulofenestra sp. (<5 microns),Holodiscolithus macroporus,Dictyococcites bisectus,Ceratolithus rugosus,Discoaster tuberi,Discoaster delicatus,Chiasmolithus sp.,Discoaster lodoensis,Discoaster septemradiatus,Discoaster saipanensis,Chiasmolithus grandis,Syracosphaera sp.,Triquetrorhabdulus rugosus,Discoaster challengeri,Helicosphaera sellii,Ceratolithus telesmus,Helicosphaera inversa,Discoaster bramlettei,Coronocyclus nitescens,Sphenolithus ciperoensis,Syracosphaera clava,Rhabdosphaera sp.,Umbellosphaera irregularis,Reticulofenestra sp.,Emiliania huxleyi,Clausicoccus fenestratus,Braarudosphaera bigelowii,Comment
  SR,Early Pleistocene,                 ,CN13              ,              ,134, 827,B, 13,R, 1,  35.00,    224.0500,Staerker ,Nannofossils                                 ,R              ,E                 ,                       ,                          ,rS                         ,C                      ,                                      ,                                  ,A                       ,C                      ,C                                     ,                                       ,rR                   ,rS            ,                       ,rR                      ,rS                 ,S                 ,rR                         ,C                    ,R               ,S                        ,S                    ,                ,                      ,R                    ,                   ,                  ,                       ,C                     ,S                    ,                ,                      ,                                      ,                  ,                   ,R                     ,rR                    ,                        ,                  ,                 ,rR                   ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,rR                  ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,134, 827,B, 13,R, 2,  10.00,    225.3000,Staerker ,Nannofossils                                 ,R              ,G                 ,                       ,                          ,                           ,A                      ,                                      ,C                                 ,A                       ,C                      ,A                                     ,                                       ,                     ,S             ,                       ,                        ,C                  ,C                 ,                           ,S                    ,R               ,C                        ,C                    ,S               ,                      ,S                    ,                   ,S                 ,                       ,C                     ,C                    ,                ,                      ,                                      ,                  ,                   ,S                     ,S                     ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,134, 827,B, 13,R, 3,  40.00,    227.1000,Staerker ,Nannofossils                                 ,R              ,G                 ,                       ,                          ,                           ,A                      ,                                      ,C                                 ,A                       ,C                      ,                                      ,                                       ,                     ,              ,                       ,                        ,C                  ,C                 ,                           ,                     ,                ,C                        ,                     ,S               ,R                     ,S                    ,S                  ,S                 ,                       ,A                     ,C                    ,                ,                      ,                                      ,                  ,                   ,C                     ,S                     ,                        ,                  ,                 ,                     ,                      ,R                ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 13,R, 4,  22.00,    228.4200,Staerker ,Nannofossils                                 ,R              ,G                 ,                       ,                          ,                           ,A                      ,                                      ,C                                 ,A                       ,C                      ,S                                     ,                                       ,                     ,R             ,                       ,                        ,S                  ,                  ,                           ,S                    ,R               ,                         ,S                    ,S               ,                      ,                     ,                   ,                  ,                       ,C                     ,C                    ,                ,                      ,                                      ,                  ,                   ,S                     ,R                     ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 13,R, 5,  41.00,    230.1100,Staerker ,Nannofossils                                 ,S              ,G                 ,rR                     ,                          ,                           ,A                      ,                                      ,C                                 ,A                       ,C                      ,                                      ,                                       ,                     ,S             ,                       ,C                       ,C                  ,                  ,                           ,S                    ,                ,S                        ,S                    ,S               ,S                     ,S                    ,S                  ,S                 ,                       ,C                     ,C                    ,                ,S                     ,                                      ,                  ,                   ,C                     ,                      ,S                       ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,R                ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 13,R, 5, 138.00,    231.0800,Staerker ,Nannofossils                                 ,R              ,G                 ,rS                     ,                          ,rS                         ,C                      ,                                      ,                                  ,A                       ,C                      ,A                                     ,                                       ,rS                   ,S             ,rR                     ,S                       ,C                  ,                  ,rR                         ,S                    ,R               ,C                        ,S                    ,S               ,                      ,S                    ,                   ,S                 ,rR                     ,C                     ,C                    ,                ,S                     ,                                      ,                  ,                   ,S                     ,                      ,                        ,                  ,rS               ,rS                   ,                      ,S                ,S                                ,R                         ,rR                     ,rR                  ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 13,R, 6,  19.00,    231.3900,Staerker ,Nannofossils                                 ,R              ,G                 ,                       ,                          ,rS                         ,C                      ,                                      ,S                                 ,A                       ,C                      ,C                                     ,S                                      ,rS                   ,S             ,rS                     ,S                       ,S                  ,C                 ,                           ,S                    ,                ,                         ,                     ,                ,                      ,R                    ,                   ,                  ,                       ,C                     ,C                    ,                ,                      ,                                      ,                  ,                   ,S                     ,                      ,                        ,                  ,                 ,rR                   ,R                     ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 13,R, 7,  15.00,    232.8500,Staerker ,Nannofossils                                 ,R              ,G                 ,                       ,                          ,rS                         ,C                      ,                                      ,S                                 ,A                       ,C                      ,V                                     ,                                       ,rS                   ,S             ,rR                     ,                        ,S                  ,C                 ,rR                         ,S                    ,                ,C                        ,S                    ,S               ,                      ,S                    ,S                  ,                  ,                       ,C                     ,                     ,                ,                      ,                                      ,                  ,                   ,S                     ,                      ,R                       ,                  ,                 ,rR                   ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 14,R, 1,  30.00,    233.6000,Staerker ,Nannofossils                                 ,R              ,F                 ,                       ,                          ,                           ,R                      ,                                      ,R                                 ,                        ,                       ,                                      ,                                       ,                     ,              ,                       ,                        ,                   ,                  ,                           ,                     ,                ,                         ,                     ,                ,                      ,                     ,                   ,                  ,                       ,                      ,                     ,                ,                      ,                                      ,                  ,                   ,                      ,                      ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 14,R, 2,  37.00,    235.1700,Staerker ,Nannofossils                                 ,R              ,F                 ,                       ,                          ,                           ,                       ,                                      ,R                                 ,R                       ,                       ,                                      ,                                       ,                     ,              ,                       ,                        ,                   ,                  ,                           ,                     ,                ,                         ,                     ,                ,                      ,                     ,                   ,                  ,                       ,R                     ,                     ,                ,                      ,                                      ,                  ,                   ,                      ,                      ,                        ,rR                ,rR               ,rR                   ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 14,R, 3,  57.00,    236.8700,Staerker ,Nannofossils                                 ,R              ,F                 ,                       ,                          ,                           ,                       ,                                      ,R                                 ,                        ,                       ,                                      ,                                       ,                     ,R             ,                       ,                        ,                   ,                  ,rR                         ,                     ,                ,                         ,                     ,                ,                      ,                     ,                   ,                  ,                       ,                      ,                     ,rR              ,                      ,                                      ,                  ,                   ,R                     ,                      ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 15,R, 1, 101.00,    244.0100,Staerker ,Nannofossils                                 ,R              ,F                 ,                       ,                          ,                           ,                       ,                                      ,R                                 ,                        ,                       ,                                      ,                                       ,                     ,R             ,                       ,                        ,                   ,                  ,                           ,                     ,                ,                         ,                     ,                ,                      ,                     ,                   ,                  ,                       ,                      ,                     ,                ,                      ,                                      ,                  ,                   ,                      ,                      ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,134, 827,B, 15,R, 2, 107.00,    245.5700,Staerker ,Nannofossils                                 ,R              ,F                 ,                       ,                          ,rS                         ,C                      ,                                      ,                                  ,A                       ,C                      ,C                                     ,                                       ,rR                   ,              ,                       ,S                       ,S                  ,C                 ,                           ,S                    ,                ,C                        ,S                    ,R               ,                      ,S                    ,C                  ,S                 ,                       ,C                     ,C                    ,                ,                      ,                                      ,                  ,                   ,C                     ,S                     ,R                       ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13              ,              ,134, 827,B, 15,R, 4,  35.00,    247.8500,Staerker ,Nannofossils                                 ,R              ,G                 ,rS                     ,                          ,rC                         ,C                      ,                                      ,rS                                ,A                       ,C                      ,V                                     ,                                       ,rS                   ,rS            ,                       ,rS                      ,rS                 ,C                 ,rS                         ,S                    ,                ,C                        ,C                    ,S               ,                      ,S                    ,S                  ,                  ,rR                     ,                      ,C                    ,S               ,S                     ,S                                     ,rR                ,rR                 ,R                     ,                      ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13              ,              ,134, 827,B, 15,R, 5, 122.00,    250.2200,Staerker ,Nannofossils                                 ,R              ,E                 ,                       ,                          ,rC                         ,C                      ,                                      ,S                                 ,A                       ,C                      ,V                                     ,S                                      ,rS                   ,              ,rR                     ,rS                      ,rS                 ,S                 ,                           ,S                    ,                ,C                        ,C                    ,S               ,R                     ,S                    ,S                  ,S                 ,rR                     ,C                     ,                     ,                ,                      ,                                      ,                  ,                   ,                      ,                      ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13              ,              ,134, 827,B, 15,R, 6,  55.00,    251.0500,Staerker ,Nannofossils                                 ,R              ,E                 ,rS                     ,rR                        ,rC                         ,C                      ,rR                                    ,S                                 ,C                       ,C                      ,S                                     ,S                                      ,rS                   ,rS            ,rS                     ,rS                      ,rS                 ,S                 ,rS                         ,S                    ,R               ,                         ,                     ,                ,                      ,                     ,                   ,                  ,                       ,                      ,                     ,                ,                      ,                                      ,                  ,                   ,                      ,                      ,                        ,                  ,                 ,                     ,                      ,                 ,                                 ,                          ,                       ,                    ,                 ,                    ,                 ,                    ,                         ,                      ,                     ,                 ,                          ,                      ,                    ,                     ,                     ,                     ,                      ,                        ,                   ,                 ,                          ,                    ,                 ,                        ,                         ,from ODP Leg 134 SR Chapter 10 Table 4 pp 198-199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
