Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassionema nitzschioides	Denticulopsis praelauta	Coscinodiscus marginatus	Chaetoceros spp. (resting spores)	Cavitatus jouseanus	Aulacoseira spp.	Actinocyclus ingens	Stephanopyxis turris	Denticulopsis lauta	Thalassiothrix longissima	Paralia sulcata	Denticulopsis hyalina	Crucidenticula nicobarica	Actinoptychus senarius	Denticulopsis simonsenii	Thalassiosira yabei	Denticulopsis praedimorpha	Delphineis simonsenii	Proboscia barboi	Actinocyclus ellipticus	Azpeitia nodulifera	Rhizosolenia hebetata f. hiemalis	Ikebea tenuis	Denticulopsis dimorpha	Denticulopsis katayamae	Thalassionema schraderi	Rouxia californica	Koizumia tatsunokuchiensis	Nitzschia fossilis	Thalassiosira lineata	Odontella aurita	Hemidiscus cuneiformis	Actinocyclus curvatulus	Thalassiosira nidulus	Nitzschia rolandii	Neodenticula kamtschatica	Nitzschia reinholdii	Thalassiosira antiqua	Nitzschia marina	Pyxidicula zabelinae	Cocconeis costata	Coscinodiscus radiatus	Stephanopyxis horridus	Proboscia curvirostris	Thalassiosira eccentrica	Thalassiosira jouseae	Thalassiosira praeoestrupii	Thalassiosira jacksonii	Asteromphalus flabellatus	Thalassiosira oestrupii	Delphineis surirella	Actinocyclus oculatus	Thalassiosira latimarginata	Thalassiosira gravida	Actinocyclus ochotensis	Neodenticula koizumii	Neodenticula seminae	Rhizosolenia bergonii	Actinocyclus octonarius	Bacterosira fragilis	Nitzschia interruptestriata	Fragilariopsis doliolus	Comment

  IR	                 	                 	                  	              	186	1151	A	 66	R	 1	  70.00	    690.5000	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	F                       	R                                	                   	                	                   	                    	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	R                    	                  	F                        	R                   	                     	                	                    	                 	                      	                      	                      	R                       	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(A.ing, D.hya, C. nico)

  IR	                 	                 	                  	              	186	1151	A	 66	R	CC	  19.00	    693.4300	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	C                       	R                                	                   	                	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	R               	                       	                   	                                 	             	                      	                       	                       	T                 	                          	                  	                     	                	                      	                       	                     	                  	R                        	                    	                     	                	R                   	                 	                      	                      	T                     	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 67	R	CC	   9.00	    705.6300	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	R                       	R                                	                   	                	                   	                    	                   	                         	               	                     	                         	F                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	T                 	                          	R                 	                     	                	                      	                       	                     	                  	F                        	                    	                     	                	R                   	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 68	R	CC	  22.00	    718.8400	Ikeda    	Diatoms                                      	C              	G                 	F                          	                       	                        	F                                	                   	                	                   	                    	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	T                 	                          	                  	                     	                	R                     	                       	                     	T                 	C                        	                    	                     	                	                    	                 	                      	T                     	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.sim)

  IR	                 	                 	                  	              	186	1151	A	 69	R	CC	  16.00	    725.7700	Ikeda    	Diatoms                                      	C              	G                 	R                          	                       	F                       	R                                	                   	                	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	R                 	                          	                  	                     	                	                      	                       	                     	R                 	F                        	                    	                     	                	F                   	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=F(A.ing, D.kat)

  IR	                 	                 	                  	              	186	1151	A	 70	R	CC	  16.00	    732.1400	Ikeda    	Diatoms                                      	C              	G                 	R                          	                       	F                       	R                                	R                  	                	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	R                 	                          	                  	                     	                	                      	                       	                     	R                 	R                        	                    	                     	                	F                   	                 	R                     	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.kat)

  IR	                 	                 	                  	              	186	1151	A	 71	R	CC	  15.00	    747.1000	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	F                       	F                                	                   	                	                   	R                   	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	R                 	                          	                  	                     	                	                      	                       	                     	R                 	R                        	                    	                     	                	F                   	                 	R                     	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.kat)

  IR	                 	                 	                  	              	186	1151	A	 72	R	CC	  14.00	    755.4400	Ikeda    	Diatoms                                      	A              	M                 	R                          	                       	C                       	                                 	                   	                	                   	R                   	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	R                  	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	T                     	                       	                     	                  	R                        	                    	                     	                	F                   	T                	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.hya)

  IR	                 	                 	                  	              	186	1151	A	 73	R	CC	  17.00	    767.1100	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	F                       	R                                	                   	                	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	T                 	                     	                	                      	                       	                     	                  	R                        	                    	                     	                	R                   	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 74	R	CC	  18.00	    774.7900	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	C                       	                                 	                   	                	                   	F                   	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	T                 	                          	                  	                     	                	                      	                       	                     	                  	F                        	                    	R                    	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(A.ing, D.hya, C.nico)

  IR	                 	                 	                  	              	186	1151	A	 75	R	CC	   0.00	    784.1800	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	C                       	F                                	                   	                	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	T                 	                          	                  	                     	                	                      	                       	R                    	R                 	R                        	                    	R                    	                	C                   	R                	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(A.ing, D.sim)

  IR	                 	                 	                  	              	186	1151	A	 76	R	CC	  18.00	    794.5600	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	F                       	                                 	                   	T               	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	R                   	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 77	R	CC	  18.00	    800.6200	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	F                       	F                                	                   	                	rR                 	                    	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	F                  	                                 	R            	                      	                       	                       	                  	                          	R                 	                     	                	                      	                       	                     	                  	R                        	                    	                     	                	R                   	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 78	R	 1	  70.00	    806.1000	Ikeda    	Diatoms                                      	C              	G                 	F                          	                       	F                       	R                                	                   	                	                   	R                   	                   	R                        	R              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	T                 	                          	                  	                     	R               	                      	                       	                     	R                 	                         	                    	R                    	T               	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.hya)

  IR	                 	                 	                  	              	186	1151	A	 78	R	CC	  12.00	    814.5200	Ikeda    	Diatoms                                      	C              	M                 	C                          	                       	F                       	F                                	R                  	                	                   	                    	                   	R                        	               	                     	                         	                      	                        	                   	                          	                     	R               	                       	T                  	                                 	R            	                      	                       	                       	T                 	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.dim, D.hya)

  IR	                 	                 	                  	              	186	1151	A	 79	R	 1	  70.00	    815.7000	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	F                       	F                                	                   	R               	                   	                    	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	R            	                      	                       	                       	T                 	                          	                  	                     	                	                      	                       	                     	F                 	R                        	R                   	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 79	R	CC	   0.00	    816.9500	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	F                       	R                                	                   	                	                   	                    	                   	                         	T              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	T                 	                          	                  	                     	                	                      	                       	T                    	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	NPD 6B        	186	1151	A	 80	R	 1	  73.00	    825.3300	Ikeda    	Diatoms                                      	C              	G                 	F                          	                       	F                       	R                                	                   	                	                   	                    	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	R            	                      	                       	R                      	                  	                          	                  	                     	                	                      	                       	                     	R                 	R                        	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.sim,D.kat)

  IR	                 	                 	                  	              	186	1151	A	 80	R	 3	  70.00	    828.3000	Ikeda    	Diatoms                                      	C              	G                 	F                          	                       	F                       	R                                	                   	                	                   	                    	                   	R                        	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	R            	                      	                       	R                      	                  	                          	                  	                     	                	                      	                       	                     	                  	R                        	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.hya)

  IR	                 	                 	                  	              	186	1151	A	 80	R	CC	  14.00	    834.4700	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	C                       	F                                	R                  	                	                   	                    	                   	R                        	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	F                      	F                 	                          	                  	                     	                	                      	                       	                     	                  	R                        	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 81	R	CC	  14.00	    836.9400	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	C                       	F                                	                   	                	                   	                    	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	R                                	R            	                      	                       	R                      	                  	                          	                  	                     	                	                      	                       	                     	R                 	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 82	R	CC	  20.00	    850.9300	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	C                       	F                                	                   	                	                   	                    	                   	R                        	               	                     	                         	                      	                        	                   	                          	                     	                	T                      	                   	                                 	R            	                      	                       	F                      	                  	                          	                  	                     	                	                      	                       	T                    	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 84	R	CC	  16.00	    872.0500	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	F                       	F                                	                   	                	                   	                    	                   	R                        	               	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	F                      	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 85	R	CC	   2.00	    882.4500	Ikeda    	Diatoms                                      	F              	M                 	F                          	                       	F                       	F                                	                   	R               	R                  	T                   	                   	                         	               	                     	                         	R                     	                        	                   	                          	                     	R               	                       	                   	                                 	             	                      	                       	C                      	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 86	R	CC	   7.00	    886.6000	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	C                       	R                                	                   	                	                   	                    	                   	                         	R              	                     	                         	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	R                      	R                 	                          	                  	                     	T               	T                     	R                      	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 87	R	CC	  18.00	    897.7000	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	F                       	R                                	                   	                	T                  	                    	                   	                         	               	                     	                         	R                     	F                       	                   	                          	F                    	T               	                       	                   	                                 	             	                      	                       	F                      	                  	                          	                  	T                    	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 88	R	CC	   0.00	    911.0600	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	R                       	F                                	                   	                	                   	                    	                   	                         	               	                     	                         	F                     	R                       	                   	                          	R                    	                	                       	                   	R                                	             	                      	                       	C                      	R                 	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 89	R	CC	  13.00	    920.9900	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	F                       	R                                	                   	                	                   	R                   	                   	T                        	               	                     	                         	R                     	R                       	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	F                      	                  	                          	R                 	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       
