Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies	Reticulofenestra pseudoumbilica	Helicosphaera carteri	Discoaster variabilis	Discoaster hamatus	Discoaster bellus	Coccolithus pelagicus	Catinaster coalitus	Calcidiscus leptoporus	Discoaster neorectus	Discoaster intercalaris	Discoaster asymmetricus (grainy)	Discoaster brouweri	Scyphosphaera pulcherrima	Reticulofenestra minuta	Discoaster prepentaradiatus	Discoaster bollii	Discoaster pentaradiatus	Discoaster neohamatus	Thoracosphaera sp.	Discoaster deflandrei	Discoaster surculus	Discoaster quinqueramus	Reticulofenestra minutula	Discoaster loeblichii	Discolithina sp.	Pontosphaera pachymorpha	Triquetrorhabdulus rugosus	Discoaster berggrenii	Calcidiscus tropicus	Amaurolithus amplificus	Amaurolithus primus	Amaurolithus delicatus	Helicosphaera sellii	Microrhabdulus attenuatus	Ceratolithus armatus	Ceratolithus sp.	Discoaster blackstockae	Discolithina japonica	Discoaster tristellifer	Pseudoemiliania lacunosa	Crenalithus sp.	Sphenolithus neoabies	Umbilicosphaera sibogae	Ceratolithus rugosus	Ceratolithus cristatus	Gephyrocapsa spp. (small)	Umbilicosphaera sp.	Helicosphaera neogranulata	Syracosphaera pulchra	Discoaster triradiatus	Discoaster sp.	Gephyrocapsa oceanica s.l.	Scapholithus fossilis	Helicosphaera wallichii	Discosphaera tubifera	Rhabdosphaera clavigera	Comment

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 62	X	 1	  42.00	    549.9200	Gartner  	Nannofossils                                 	               	                  	R                 	R                              	T                    	                     	                  	                 	                     	                   	T                     	                    	                       	                                	T                  	                         	R                      	                           	                 	T                       	                     	                  	                     	                   	F                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 63	X	 1	  45.00	    559.4500	Gartner  	Nannofossils                                 	               	                  	R                 	                               	                     	                     	                  	                 	                     	                   	T                     	                    	                       	                                	R                  	                         	R                      	                           	                 	                        	                     	                  	                     	                   	R                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 63	X	CC	  20.00	    562.2700	Gartner  	Nannofossils                                 	               	                  	R                 	R                              	                     	                     	                  	                 	R                    	                   	T                     	                    	                       	                                	R                  	                         	F                      	                           	T                	                        	                     	                  	                     	                   	F                      	                         	                     	                	                        	T                         	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 64	X	CC	  30.00	    573.3100	Gartner  	Nannofossils                                 	               	                  	F                 	T                              	R                    	                     	                  	                 	T                    	                   	                      	                    	                       	                                	T                  	                         	F                      	                           	                 	                        	                     	                  	                     	                   	R                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 65	X	 3	  23.00	    581.2300	Gartner  	Nannofossils                                 	               	                  	                  	                               	F                    	T                    	                  	                 	F                    	                   	F                     	                    	                       	                                	F                  	                         	                       	                           	                 	                        	                     	                  	                     	R                  	F                      	                         	                     	                	F                       	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 66	X	 4	 100.00	    593.0000	Gartner  	Nannofossils                                 	               	                  	                  	                               	                     	F                    	                  	                 	                     	                   	                      	R                   	                       	                                	F                  	                         	                       	                           	                 	                        	                     	                  	                     	R                  	T                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 67	X	 1	  82.00	    597.8200	Gartner  	Nannofossils                                 	               	                  	T                 	                               	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 68	X	 3	  91.00	    610.4100	Gartner  	Nannofossils                                 	               	                  	T                 	                               	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	                         	T                      	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 68	X	CC	  34.00	    614.8200	Gartner  	Nannofossils                                 	               	                  	R                 	                               	                     	                     	                  	                 	                     	                   	T                     	                    	                       	                                	R                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	T               	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 69	X	CC	  27.00	    620.3900	Gartner  	Nannofossils                                 	               	                  	T                 	                               	                     	                     	                  	                 	T                    	                   	                      	                    	                       	                                	T                  	                         	T                      	                           	                 	                        	                     	                  	                     	                   	T                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 70	X	 5	 101.00	    632.5100	Gartner  	Nannofossils                                 	               	                  	F                 	                               	T                    	                     	                  	                 	T                    	                   	T                     	                    	                       	                                	F                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	R                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 70	X	CC	  30.00	    634.8000	Gartner  	Nannofossils                                 	               	                  	C                 	                               	R                    	F                    	                  	                 	R                    	                   	F                     	                    	                       	                                	C                  	                         	C                      	                           	                 	                        	                     	                  	                     	                   	F                      	                         	T                    	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 71	X	 1	 140.00	    636.4000	Gartner  	Nannofossils                                 	               	                  	T                 	                               	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	R                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 71	X	 2	  41.00	    636.9100	Gartner  	Nannofossils                                 	               	                  	T                 	T                              	                     	T                    	                  	                 	                     	                   	                      	                    	                       	                                	T                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 71	X	CC	  30.00	    643.0100	Gartner  	Nannofossils                                 	               	                  	T                 	T                              	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 72	X	CC	  32.00	    648.1000	Gartner  	Nannofossils                                 	               	                  	T                 	R                              	                     	                     	                  	                 	                     	                   	T                     	                    	                       	                                	R                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	T                      	T                        	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN9a              	CN9b          	116	 717	C	 74	X	CC	  30.00	    665.6000	Gartner  	Nannofossils                                 	               	                  	R                 	R                              	T                    	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	                     	                  	                     	T                  	T                      	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 75	X	 4	  12.00	    677.6200	Gartner  	Nannofossils                                 	               	                  	A                 	A                              	C                    	F                    	                  	                 	F                    	                   	F                     	                    	                       	                                	C                  	                         	C                      	                           	                 	                        	                     	T                 	T                    	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 75	X	CC	  34.00	    678.6000	Gartner  	Nannofossils                                 	               	                  	F                 	F                              	                     	                     	                  	                 	C                    	                   	                      	                    	                       	                                	F                  	                         	                       	                           	                 	T                       	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 76	X	CC	  24.00	    688.5000	Gartner  	Nannofossils                                 	               	                  	                  	                               	                     	                     	                  	                 	T                    	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 77	X	 3	 130.00	    696.3000	Gartner  	Nannofossils                                 	               	                  	T                 	F                              	T                    	                     	                  	                 	T                    	                   	                      	                    	                       	                                	R                  	                         	                       	                           	                 	R                       	T                    	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 78	X	 3	  47.00	    704.9700	Gartner  	Nannofossils                                 	               	                  	R                 	R                              	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	T                    	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 79	X	 4	 134.00	    716.8400	Gartner  	Nannofossils                                 	               	                  	T                 	T                              	                     	T                    	                  	                 	                     	                   	                      	                    	                       	                                	R                  	                         	                       	                           	                 	T                       	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 80	X	CC	  31.00	    725.4700	Gartner  	Nannofossils                                 	               	                  	                  	                               	                     	                     	                  	                 	T                    	                   	T                     	                    	T                      	                                	                   	                         	R                      	T                          	T                	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 81	X	CC	  37.00	    731.2500	Gartner  	Nannofossils                                 	               	                  	                  	R                              	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	T                        	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 83	X	CC	  19.00	    750.1100	Gartner  	Nannofossils                                 	               	                  	                  	R                              	                     	T                    	                  	T                	                     	                   	                      	                    	                       	                                	T                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 84	X	CC	  32.00	    763.0700	Gartner  	Nannofossils                                 	               	                  	                  	R                              	                     	                     	                  	                 	                     	                   	T                     	                    	                       	                                	T                  	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 85	X	CC	  29.00	    777.5900	Gartner  	Nannofossils                                 	               	                  	                  	T                              	                     	                     	                  	                 	                     	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 87	X	 1	  52.00	    787.5200	Gartner  	Nannofossils                                 	               	                  	                  	                               	                     	                     	                  	                 	                     	                   	                      	                    	                       	T                               	                   	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175

  SR	Late Miocene     	                 	CN8a              	CN8b          	116	 717	C	 89	X	CC	  24.00	    806.7600	Gartner  	Nannofossils                                 	               	                  	                  	T                              	                     	                     	                  	                 	T                    	                   	                      	                    	                       	                                	                   	                         	                       	                           	                 	                        	                     	                  	                     	                   	                       	                         	                     	                	                        	                          	                     	                    	                       	                   	                      	                    	                         	                    	                	                       	                     	                       	                        	               	                     	                       	                    	                      	                         	                   	                          	                     	                      	              	                          	                     	                       	                     	                       	from ODP Leg 116 SR Chapter 15 Figure 6 p 170-175
