Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra spp.,Reticulofenestra pseudoumbilica,Reticulofenestra spp. (small),Discoaster deflandrei,Coccolithus pelagicus,Reticulofenestra gelida,Ericsonia formosa,Calcidiscus leptoporus,Placolith (small),Discoaster quinqueramus,Discoaster berggrenii,Calcidiscus macintyrei,Sphenolithus abies,Reticulofenestra minutula,Discoaster variabilis,Discoaster spp.,Discoaster brouweri,Umbilicosphaera sibogae var. foliosa,Discoaster surculus,Pontosphaera japonica,Helicosphaera carteri,Discoaster sp. cf. intercalaris,Zygrhablithus bijugatus,Discoaster pentaradiatus,Sphenolithus verensis,Reticulofenestra umbilica,Cyclicargolithus floridanus,Dictyococcites bisectus,Sphenolithus sp.,Pseudoemiliania lacunosa,Gephyrocapsa spp.,Gephyrocapsa (small),Discoaster asymmetricus,Comment
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H,CC,  24.00,    350.8400,Olafsson ,Nannofossils                                 ,A              ,G                 ,F                    ,F                              ,                             ,                     ,A                    ,                       ,                 ,                      ,                 ,                       ,                     ,F                     ,                  ,F                        ,                     ,               ,                   ,                                    ,                   ,R                    ,R                    ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 38,H, 1,  46.00,    351.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,C                            ,                     ,C                    ,                       ,                 ,F                     ,                 ,                       ,                     ,F                     ,                  ,                         ,                     ,               ,R                  ,F                                   ,R                  ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 38,H, 3,  46.00,    354.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,R                     ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 38,H, 6,  46.00,    358.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,R                     ,F                ,                       ,                     ,R                     ,                  ,F                        ,                     ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 38,H, 7,  46.00,    360.2600,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,F                     ,                 ,                       ,                     ,R                     ,                  ,F                        ,                     ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 38,H,CC,  24.00,    360.5400,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,F                              ,                             ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,C                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 39,H, 1,  46.00,    360.7600,Olafsson ,Nannofossils                                 ,C              ,M                 ,                     ,F                              ,                             ,                     ,F                    ,F                      ,                 ,F                     ,C                ,R                      ,R                    ,R                     ,                  ,F                        ,R                    ,R              ,R                  ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 39,H, 2,  46.00,    362.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,R                    ,R                      ,                 ,R                     ,C                ,                       ,                     ,R                     ,R                 ,                         ,R                    ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 39,H, 3,  46.00,    363.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 39,H, 5,  46.00,    366.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,F                            ,                     ,R                    ,F                      ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,R                        ,                     ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 39,H, 6,  37.00,    368.1700,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,R                              ,                             ,                     ,R                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 39,H, 7,  46.00,    368.7000,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,R                              ,C                            ,                     ,C                    ,R                      ,                 ,                      ,                 ,                       ,                     ,F                     ,                  ,F                        ,R                    ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 40,H, 1,  46.00,    370.2600,Olafsson ,Nannofossils                                 ,R              ,M                 ,                     ,                               ,                             ,                     ,                     ,R                      ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 40,H, 2,  46.00,    371.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,R                            ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 40,H, 3,  46.00,    373.2600,Olafsson ,Nannofossils                                 ,R              ,M                 ,                     ,                               ,R                            ,                     ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 40,H, 5,  46.00,    376.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,R                              ,F                            ,                     ,F                    ,                       ,                 ,C                     ,                 ,                       ,                     ,                      ,R                 ,F                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 40,H, 6,  46.00,    377.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,R                              ,F                            ,                     ,F                    ,                       ,                 ,R                     ,                 ,R                      ,R                    ,R                     ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 40,H,CC,  20.00,    379.7600,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,F                              ,                             ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 41,H, 1,  46.00,    379.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,R                              ,                             ,                     ,F                    ,                       ,                 ,R                     ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 41,H, 2,  46.00,    381.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,F                            ,                     ,F                    ,R                      ,                 ,R                     ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 41,H, 4,  46.00,    384.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,R                    ,                               ,R                            ,                     ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 41,H, 5,  46.00,    385.7600,Olafsson ,Nannofossils                                 ,R              ,M                 ,                     ,                               ,                             ,                     ,                     ,R                      ,r                ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 41,H, 7,  46.00,    388.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,R                              ,R                            ,                     ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 42,H, 1,  46.00,    389.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,R                    ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 42,H, 2,  46.00,    390.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,R                            ,R                    ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 42,H, 3,  46.00,    392.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,R                              ,                             ,                     ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 42,H, 6,  46.00,    396.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,R                    ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
