Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tenuitella reissi	Subbotinid gen. et sp. indet (with abortive chambers)	Subbotina utilisindex	Subbotina pseudoeocaena	Subbotina linaperta	Subbotina eocaenica irregularis	Subbotina eocaenica	Subbotina eocaena	Subbotina corpulenta	Subbotina angiporoides minima	Pseudohastigerina spp. <150 µm	Pseudohastigerina micra	Pseudohastigerina danvillensis	Planorotalites spp. <150 µm	Planorotalites pseudoscitulus	Planorotalites planoconicus	Planorotalites australiformis	Morozovella nicoli ex. group (biconvex)	Guembelitria spp. <150 µm	Globorotaloides sp. 1	Globorotaloides oregonensis	Globigerinatheka senni	Chiloguembelinid  gen. et sp. indet <150 µm	Cassigerinelloita amekiensis	Acarininid gen.et sp. indet (subangular)	Acarinina spinuloinflata	Acarinina sp. cf. A.quadratoseptata	Acarinina sp. aff. mattseensis alticonica	Acarinina rugosoaculeata	Acarinina rotundimarginata	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina praetopilensis	Acarinina intermedia	Acarinina decepta	Acarinina collactea	Acarinina bullbrooki/matthewsae	Subbotina pseudoeocaena trilobata	Pseudohastigerina wilcoxensis	Turborotalia sp. cf. T. cerroazulensis frontosa	Subbotina inaequispira	Morozovella sp. cf. M. spinulosa	Globigerinatheka index	Catapsydrax spp.	Subbotinid gen. et sp. indet (with abortive chambers.>400µm)	Subbotina crociapertura	Acarinina topilensis	Subbotina linaperta s.l.	Subbotina hagni	Globorotaloides suteri	Subbotina yeguaensis	Subbotina angiporoides	Chiloguembelina cubensis	Globorotaloides spp. <150 µm	Acarinina echinata	Catapsydrax globiformis	Globigerinatheka subconglobata	Globigerinatheka rubriformis	Globigerina senilis	Catapsydrax unicavus	Pseudohastigerina barbadoensis	Praetenuitella insolita <150 µm	Globorotaloides sp. aff. carcosellensis	Globigerina officinalis	Chiloguembelina spp. >150 µm	Catapsydrax africanus	Acarinina medizzai	Tenuitella clemenciae <150 µm	Tenuitella gemma <150 µm	Praetenuitella patefacta <150 µm	Acarinina aculeata (<150 microns)	Subbotina gortanii	Subbotina brevis	Tenuitellid gen.et sp. indet.<150 µm	Paragloborotalia pseudocontinuosa	Paragloborotalia opima nana	Globigerinatheka luterbacheri	Globigerina ampliapertura	Tenuitellid gen.et sp. indet.>150 µm	Globigerina venezuelana	Catapsydrax sp. cf. C.dissimilis	Tenuitella sp. cf. T. pseudoedita <150 µm	Catapsydrax dissimilis	Tenuitella munda <150 µm	Globigerina labiacrassata	Globigerina praebulloides occlusa	Globigerina praebulloides leroyi	? Prosphaeroidinella sp.	Paragloborotalia opima opima	Tenuitella minutissima <150 µm	Guembelitria stavensis <150 µm	Cassigerinella chipolensis (<150 µm)	Catapsydrax dissimilis ciperoensis	Tenuitellinata angustiumbilicata	Globigerinita juvenilis	Globigerina praebulloides	Globigerina euapertura	Globigerina anguliofficinalis	Globigerina ouachitaensis	Dentoglobigerina pseudovenezuelana	Globigerina brazieri	Dentoglobigerina galavisi	Globorotaloides testarugosa	Globigerinoides sp.	Globigerina ciperoensis	Globorotaloides praestainforthi	Globorotalia obesa	Globoquadrina dehiscens praedehiscens	Globigerinita incrusta	Dentoglobigerina globularis	Globigerina woodi	Globorotaloides variabilis	Globorotalia zealandica	Globoquadrina dehiscens	Paragloborotalia semivera	Globigerina pseudodruryi	Globigerina woodi connecta	Globorotalia praescitula/G. scitula	Neogloboquadrina pachyderma	Globorotalia inflata	Globorotalia crassaformis l.c.	Neogloboquadrina pachyderma (sin.)	Neogloboquadrina pachyderma (dex.)	Globorotalia puncticulata	Globigerina quinqueloba	Globigerina bulloides	Globorotalia truncatulinoides	Comment

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 20	X	 4	  60.00	    177.0000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	                                                     	F                    	F                      	R                  	                               	                   	                 	                    	F                            	F                             	                       	                              	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	R                                        	R                       	                          	                          	C                  	                        	R                   	                 	F                  	                               	                                 	                             	                                               	                      	                                	C                     	F               	                                                            	                       	                    	R                       	               	R                     	                    	F                     	R                       	F                           	F                 	                       	F                             	                            	                   	S                   	R                             	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	slight to medium etching of chambers; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 20	X	 5	  60.00	    178.5000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	R                                                    	F                    	F                      	R                  	                               	                   	                 	                    	F                            	F                             	                       	                              	                           	                             	                           	                             	                                       	                         	F                    	                           	R                     	C                                          	                            	                                        	                        	                                   	                                         	R                       	                          	                          	C                  	                        	R                   	                 	                   	                               	                                 	R                            	                                               	                      	                                	C                     	F               	                                                            	                       	                    	R                       	               	                      	                    	F                     	R                       	F                           	R                 	                       	F                             	                            	R                  	S                   	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	strong etching of chambers; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 20	X	CC	  30.00	    179.6400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	F                                                    	C                    	                       	C                  	                               	                   	F                	                    	F                            	                              	                       	S                             	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	                                         	R                       	F                         	                          	C                  	                        	F                   	                 	R                  	                               	                                 	                             	                                               	                      	                                	C                     	R               	F                                                           	                       	                    	                        	               	F                     	R                   	R                     	                        	C                           	                  	R                      	F                             	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	strong etching of chambers; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 21	X	 1	  80.00	    182.2000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	C                                                    	C                    	                       	R                  	R                              	C                  	                 	                    	F                            	S                             	                       	                              	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	                                         	R                       	F                         	F                         	C                  	                        	F                   	                 	F                  	                               	                                 	                             	                                               	                      	                                	A                     	                	F                                                           	                       	                    	                        	               	                      	                    	R                     	R                       	                            	R                 	R                      	F                             	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 21	X	 2	  80.00	    183.7000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	F                                                    	F                    	                       	                   	                               	                   	F                	                    	                             	                              	                       	                              	                           	                             	                           	                             	F                                      	                         	                     	                           	F                     	R                                          	                            	R                                       	                        	                                   	                                         	                        	F                         	                          	C                  	                        	                    	R                	R                  	R                              	                                 	                             	                                               	                      	                                	F                     	                	                                                            	                       	                    	                        	               	                      	                    	R                     	                        	                            	R                 	                       	F                             	S                           	R                  	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 21	X	 3	  80.00	    185.2000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	F                                                    	F                    	                       	R                  	                               	                   	                 	                    	F                            	                              	                       	                              	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	                                         	R                       	R                         	                          	C                  	                        	                    	                 	                   	                               	                                 	                             	                                               	                      	                                	C                     	R               	                                                            	                       	                    	                        	               	                      	R                   	                      	F                       	                            	                  	R                      	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 21	X	 4	  80.00	    186.7000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	F                                                    	F                    	F                      	                   	                               	R                  	                 	                    	C                            	                              	                       	                              	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	                                         	                        	F                         	                          	A                  	                        	R                   	                 	F                  	                               	                                 	                             	                                               	                      	                                	C                     	                	                                                            	                       	                    	                        	               	                      	                    	R                     	F                       	                            	R                 	                       	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 21	X	 5	  80.00	    188.2000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                                                     	C                    	                       	R                  	                               	R                  	                 	                    	C                            	                              	                       	                              	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	                                         	                        	F                         	                          	F                  	                        	F                   	R                	                   	                               	                                 	                             	                                               	                      	                                	C                     	F               	F                                                           	                       	                    	                        	               	                      	                    	R                     	F                       	                            	                  	                       	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 21	X	CC	  22.00	    189.3600	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	F                                                    	C                    	                       	F                  	                               	F                  	F                	                    	C                            	F                             	                       	R                             	                           	                             	                           	                             	                                       	                         	                     	                           	                      	C                                          	                            	                                        	                        	                                   	                                         	                        	F                         	R                         	C                  	                        	F                   	                 	F                  	                               	                                 	                             	                                               	                      	                                	C                     	                	                                                            	                       	                    	                        	               	F                     	S                   	R                     	R                       	F                           	                  	                       	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	slight to medium etching of chambers; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 22	X	CC	  48.00	    194.3800	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	F                                                    	F                    	F                      	F                  	S                              	F                  	F                	R                   	F                            	F                             	                       	                              	                           	                             	                           	                             	R                                      	R                        	C                    	                           	                      	C                                          	                            	R                                       	                        	S                                  	                                         	F                       	C                         	F                         	C                  	                        	F                   	                 	C                  	                               	                                 	                             	                                               	                      	                                	C                     	R               	                                                            	                       	                    	                        	               	S                     	S                   	R                     	R                       	                            	                  	                       	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	slight to medium etching of chambers; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 23	X	 1	  46.00	    200.8600	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	F                                                    	R                    	                       	                   	R                              	F                  	                 	                    	F                            	F                             	                       	R                             	                           	                             	                           	                             	R                                      	R                        	                     	                           	R                     	F                                          	                            	F                                       	                        	                                   	                                         	F                       	F                         	                          	C                  	                        	                    	                 	C                  	F                              	                                 	                             	                                               	                      	                                	F                     	                	                                                            	                       	                    	                        	               	R                     	                    	                      	                        	                            	                  	                       	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)

  SR	Middle Eocene    	                 	P12               	P14           	114	 703	A	 23	X	CC	  12.00	    201.4900	Nocchi   	Planktonic Foraminifers                      	A              	P                 	R                	F                                                    	S                    	                       	F                  	                               	F                  	F                	                    	R                            	F                             	                       	F                             	S                          	rP                           	                           	                             	F                                      	F                        	                     	                           	R                     	F                                          	                            	F                                       	                        	                                   	R                                        	                        	F                         	F                         	C                  	                        	F                   	R                	F                  	                               	                                 	                             	                                               	                      	                                	C                     	R               	                                                            	                       	                    	R                       	S              	S                     	                    	                      	                        	                            	                  	                       	                              	                            	                   	                    	                              	                               	                                       	                       	                            	                     	                  	                             	                        	                                	                                 	                  	                	                                    	                                 	                           	                             	                         	                                    	                       	                                	                                         	                      	                        	                         	                                 	                                	                        	                            	                              	                              	                                    	                                  	                                	                       	                         	                      	                             	                         	                                  	                    	                         	                           	                   	                       	                               	                  	                                     	                      	                           	                 	                          	                       	                       	                         	                        	                          	                                   	                           	                    	                              	                                  	                                  	                         	                       	                     	                             	P.pseudoscitulus doubtful occurrence; most specimens broken; from ODP Leg 114 SR Chapter 12 Table 6 (back-pocket)
