Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Sphenolithus moriformis	Reticulofenestra samodurovii	Reticulofenestra daviesii	Neococcolithes dubius	Discoaster sublodoensis	Discoaster spp.	Discoaster lodoensis	Discoaster barbadiensis	Coccolithus pelagicus	Coccolithus formosus	Chiasmolithus solitus	Chiasmolithus expansus	Toweius magnicrassus	Chiasmolithus grandis	Discoaster praebifax	Nannotetrina cristata	Markalius inversus	Rhabdosphaera perlonga	Blackites spinosus	Discoaster saipanensis	Chiasmolithus gigas	Reticulofenestra onusta	Nannotetrina fulgens	Reticulofenestra umbilica	Helicosphaera spp.	Pontosphaera sp.	?Pyrocyclus (unspecified taxon or taxa)	Discoaster bifax	Lapideacassis sp.	Thoracosphaera spp.	Clausicoccus fenestratus	Reticulofenestra reticulata	Chiasmolithus altus	Chiasmolithus oamaruensis	Cyclicargolithus floridanus	Reticulofenestra bisecta	Reticulofenestra bisecta filewiczii	Isthmolithus recurvus	Bicolumnus ovatus	Reticulofenestra oamaruensis	Reticulofenestra perplexa	Reticulofenestra gelida	Gephyrocapsa caribbeanica	Comment
  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 20	X	CC	  30.00	    175.1900	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	C                        	F                    	                       	               	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	                     	R                 	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 21	X	 1	  66.00	    176.4600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	R                           	F                        	F                    	                       	R              	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	?                    	                  	R                     	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 21	X	 2	  66.00	    177.9000	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	R                           	F                        	C                    	                       	               	                    	                       	A                    	                    	A                    	C                     	                    	                     	                    	                     	                  	R                     	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 21	X	 3	  66.00	    178.9200	Wei      	Nannofossils                                 	V              	M                 	C                      	R                      	F                           	F                        	C                    	                       	R              	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 21	X	CC	  34.00	    180.2200	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	                            	F                        	F                    	                       	               	R                   	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	R                 	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 22	X	 1	  66.00	    186.0600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	F                        	F                    	                       	R              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 22	X	 2	  66.00	    187.5600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	F                        	F                    	                       	R              	                    	                       	A                    	                    	A                    	F                     	                    	                     	                    	R                    	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 22	X	 3	  66.00	    189.0600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	F                        	F                    	                       	F              	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 22	X	 4	  66.00	    190.5600	Wei      	Nannofossils                                 	V              	M                 	C                      	R                      	F                           	F                        	F                    	                       	F              	                    	                       	A                    	R                   	A                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 22	X	CC	  31.00	    191.4900	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	F                    	                       	R              	                    	R                      	A                    	F                   	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 23	X	 1	  66.00	    195.6600	Wei      	Nannofossils                                 	V              	M                 	C                      	R                      	F                           	C                        	F                    	                       	               	R                   	                       	A                    	R                   	A                    	F                     	                    	R                    	R                   	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 23	X	CC	  40.00	    196.9000	Wei      	Nannofossils                                 	V              	M                 	C                      	R                      	F                           	C                        	F                    	R                      	F              	                    	R                      	A                    	F                   	C                    	C                     	                    	R                    	R                   	R                    	R                 	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP12              	              	119	 738	B	 24	X	 1	  66.00	    205.2600	Wei      	Nannofossils                                 	V              	P                 	C                      	                       	                            	C                        	F                    	                       	F              	                    	R                      	A                    	R                   	C                    	F                     	                    	R                    	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP12              	              	119	 738	B	 24	X	 2	  66.00	    206.7600	Wei      	Nannofossils                                 	A              	P                 	C                      	                       	F                           	C                        	C                    	                       	               	                    	R                      	A                    	R                   	C                    	                      	                    	                     	R                   	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP12              	              	119	 738	B	 24	X	 3	  66.00	    208.2600	Wei      	Nannofossils                                 	A              	P                 	C                      	                       	R                           	C                        	R                    	                       	R              	                    	                       	A                    	R                   	C                    	F                     	R                   	R                    	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP12              	              	119	 738	B	 24	X	CC	  39.00	    208.8600	Wei      	Nannofossils                                 	A              	P                 	A                      	R                      	R                           	F                        	F                    	F                      	R              	R                   	R                      	A                    	F                   	A                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

