Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Discoaster variabilis,Discoaster brouweri,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster asymmetricus,Triquetrorhabdulus rugosus,Sphenolithus abies,Reticulofenestra pseudoumbilica,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster berggrenii,Discoaster triradiatus,Discoaster hamatus,Discoaster bollii,Discoaster surculus,Discoaster quinqueramus,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Thoracosphaera spp.,Crenalithus doronicoides,Scyphosphaera spp.,Rhabdosphaera clavigera,Helicosphaera carteri,Gephyrocapsids (small),Ceratolithus cristatus,Amaurolithus tricorniculatus,Discoaster tamalis,Pseudoemiliania lacunosa,Pontosphaera spp.,Hayaster perplexus,Cyclicargolithus floridanus,Helicosphaera sellii,Pontosphaera japonica,Scapholithus fossilis,Umbilicosphaera sibogae,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Ceratolithus rugosus,Comment
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 12,X, 1,  80.00,    102.0000,Clark    ,Nannofossils                                 ,A              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,C                ,                  ,                           ,R                   ,R                    ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 12,X, 2,  80.00,    103.5000,Clark    ,Nannofossils                                 ,A              ,M                 ,C                    ,C                  ,C                       ,                     ,C                      ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,R                   ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 12,X, 3,  80.00,    105.0000,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,A                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 12,X, 4,  80.00,    106.5000,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,A                  ,A                       ,                     ,C                      ,                          ,rF                ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 12,X,CC,  24.00,    106.8400,Clark    ,Nannofossils                                 ,A              ,G                 ,C                    ,A                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,C                      ,C                    ,A                     ,C                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 13,X, 1,  80.00,    111.5000,Clark    ,Nannofossils                                 ,A              ,G                 ,C                    ,A                  ,A                       ,                     ,C                      ,                          ,C                 ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,rF                 ,A                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,C                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 13,X, 2,  81.00,    113.0100,Clark    ,Nannofossils                                 ,A              ,G                 ,F                    ,A                  ,A                       ,                     ,A                      ,                          ,C                 ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,                  ,rF                         ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 13,X, 3,  80.00,    114.5000,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,A                 ,                               ,R                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,F                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,F                    ,C                     ,F                     ,                            ,F                 ,A                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 13,X, 4,  80.00,    116.0000,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,A                 ,rR                             ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,F                    ,A                     ,C                     ,                            ,F                 ,A                       ,R                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 13,X, 5,  80.00,    117.5000,Clark    ,Nannofossils                                 ,A              ,M                 ,C                    ,A                  ,A                       ,                     ,A                      ,                          ,A                 ,                               ,F                    ,C                     ,C                     ,                     ,C                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,F                    ,A                     ,C                     ,                            ,C                 ,A                       ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 13,X, 6,  80.00,    119.0000,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,A                 ,F                              ,                     ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 13,X, 7,  33.00,    120.0300,Clark    ,Nannofossils                                 ,A              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,A                 ,C                              ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,C                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 14,X, 1,   8.00,    120.2800,Clark    ,Nannofossils                                 ,C              ,G                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,                     ,F                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,C                      ,F                    ,A                     ,F                     ,                            ,R                 ,C                       ,C                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 14,X,CC,  27.00,    121.0700,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,C                      ,F                    ,A                     ,C                     ,                            ,F                 ,C                       ,F                ,R                 ,rF                         ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 15,X, 1,  79.00,    130.4900,Clark    ,Nannofossils                                 ,C              ,M                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,F                    ,F                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,F                      ,F                    ,C                     ,F                     ,                            ,R                 ,C                       ,F                ,R                 ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 15,X, 2,  79.00,    131.9900,Clark    ,Nannofossils                                 ,C              ,G                 ,C                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,                     ,C                     ,C                     ,                     ,R                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,C                      ,F                    ,C                     ,F                     ,                            ,R                 ,C                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 15,X, 3,  79.00,    133.4900,Clark    ,Nannofossils                                 ,C              ,G                 ,C                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,R                     ,                       ,F                  ,A                       ,F                 ,F                      ,F                    ,A                     ,F                     ,                            ,R                 ,F                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,110, 676,A, 15,X,CC,  27.00,    134.0000,Clark    ,Nannofossils                                 ,C              ,G                 ,C                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,F                 ,F                      ,F                    ,C                     ,C                     ,                            ,                  ,F                       ,F                ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,110, 676,A, 16,X, 1,  80.00,    140.0000,Clark    ,Nannofossils                                 ,C              ,P                 ,C                    ,C                  ,A                       ,                     ,                       ,                          ,C                 ,C                              ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,R                     ,                       ,                   ,A                       ,R                 ,F                      ,                     ,A                     ,F                     ,R                           ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,110, 676,A, 16,X, 2,  80.00,    141.5000,Clark    ,Nannofossils                                 ,A              ,M                 ,C                    ,C                  ,A                       ,                     ,F                      ,                          ,A                 ,C                              ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,R                     ,                       ,F                  ,A                       ,F                 ,F                      ,R                    ,A                     ,F                     ,C                           ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,110, 676,A, 16,X, 3,  80.00,    143.0000,Clark    ,Nannofossils                                 ,C              ,P                 ,A                    ,A                  ,A                       ,                     ,R                      ,                          ,A                 ,C                              ,R                    ,F                     ,F                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,R                  ,F                     ,                       ,                   ,R                       ,                  ,F                      ,                     ,                      ,R                     ,F                           ,R                 ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,110, 676,A, 16,X, 4,  82.00,    144.5200,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,R                      ,                          ,C                 ,C                              ,                     ,F                     ,C                     ,                     ,F                     ,                  ,                 ,A                  ,                       ,R                  ,F                     ,                       ,                   ,A                       ,                  ,R                      ,                     ,C                     ,F                     ,F                           ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,110, 676,A, 16,X,CC,  12.00,    145.9000,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,                       ,                          ,A                 ,A                              ,                     ,C                     ,C                     ,                     ,F                     ,                  ,                 ,A                  ,                       ,F                  ,F                     ,                       ,R                  ,V                       ,R                 ,F                      ,F                    ,A                     ,R                     ,F                           ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN10              ,              ,110, 676,A, 17,X, 1, 100.00,    149.7000,Clark    ,Nannofossils                                 ,C              ,P                 ,A                    ,C                  ,C                       ,                     ,R                      ,F                         ,C                 ,C                              ,C                    ,F                     ,F                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,F                  ,F                     ,                       ,                   ,C                       ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 17,X, 2, 100.00,    151.2000,Clark    ,Nannofossils                                 ,C              ,P                 ,C                    ,C                  ,C                       ,                     ,R                      ,F                         ,A                 ,C                              ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,R                      ,F                  ,F                     ,                       ,                   ,A                       ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 17,X, 3, 100.00,    152.7000,Clark    ,Nannofossils                                 ,C              ,P                 ,A                    ,C                  ,C                       ,                     ,                       ,F                         ,R                 ,F                              ,F                    ,R                     ,R                     ,                     ,F                     ,                  ,                 ,C                  ,F                      ,F                  ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 17,X, 4, 100.00,    154.2000,Clark    ,Nannofossils                                 ,C              ,P                 ,A                    ,C                  ,C                       ,                     ,                       ,F                         ,F                 ,C                              ,C                    ,                      ,F                     ,                     ,F                     ,                  ,                 ,C                  ,C                      ,C                  ,                      ,                       ,                   ,F                       ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 17,X, 5, 100.00,    155.7000,Clark    ,Nannofossils                                 ,C              ,P                 ,C                    ,C                  ,C                       ,                     ,                       ,F                         ,A                 ,C                              ,F                    ,R                     ,F                     ,                     ,F                     ,                  ,                 ,C                  ,C                      ,F                  ,R                     ,                       ,                   ,C                       ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 17,X,CC,  14.00,    158.2100,Clark    ,Nannofossils                                 ,C              ,P                 ,C                    ,C                  ,C                       ,                     ,                       ,                          ,C                 ,C                              ,C                    ,F                     ,F                     ,                     ,F                     ,                  ,                 ,C                  ,C                      ,F                  ,                      ,                       ,                   ,C                       ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 18,X, 1,  30.00,    158.5000,Clark    ,Nannofossils                                 ,C              ,P                 ,C                    ,R                  ,C                       ,                     ,                       ,                          ,R                 ,F                              ,R                    ,R                     ,R                     ,                     ,F                     ,                  ,                 ,C                  ,C                      ,F                  ,R                     ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 18,X, 2,  30.00,    160.0000,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,                   ,R                       ,                     ,                       ,                          ,                  ,                               ,R                    ,                      ,R                     ,                     ,R                     ,                  ,                 ,R                  ,F                      ,                   ,                      ,                       ,                   ,F                       ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 18,X, 3,  30.00,    161.5000,Clark    ,Nannofossils                                 ,C              ,P                 ,A                    ,F                  ,C                       ,                     ,                       ,                          ,                  ,F                              ,F                    ,                      ,F                     ,                     ,F                     ,                  ,                 ,C                  ,A                      ,F                  ,F                     ,F                      ,R                  ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN9d          ,110, 676,A, 18,X, 6,  30.00,    166.0000,Clark    ,Nannofossils                                 ,C              ,P                 ,C                    ,R                  ,F                       ,                     ,                       ,R                         ,                  ,                               ,                     ,                      ,                      ,                     ,R                     ,                  ,                 ,F                  ,C                      ,R                  ,R                     ,F                      ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,110, 676,A, 18,X, 7,  30.00,    167.5000,Clark    ,Nannofossils                                 ,F              ,P                 ,F                    ,                   ,R                       ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,indeterminate age and zone. from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,110, 676,A, 18,X,CC,  17.00,    167.7200,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,                   ,                        ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,indeterminate age and zone. from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,110, 676,A, 21,X, 1,  50.00,    187.2000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,F                  ,                        ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,C                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,110, 676,A, 21,X, 2,  50.00,    188.7000,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,C                  ,C                       ,                     ,                       ,F                         ,R                 ,R                              ,F                    ,                      ,R                     ,C                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,110, 676,A, 21,X, 3,  50.00,    190.2000,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,C                  ,C                       ,                     ,                       ,F                         ,F                 ,                               ,                     ,R                     ,R                     ,C                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
