Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Sphenolithus moriformis	Reticulofenestra umbilica	Reticulofenestra samodurovii	Reticulofenestra onusta	Neococcolithes dubius	Markalius inversus	Discoaster bifax	Discoaster barbadiensis	Coccolithus pelagicus	Coccolithus formosus	Chiasmolithus solitus	Chiasmolithus expansus	Chiasmolithus altus	Discoaster spp.	Discoaster saipanensis	Cyclicargolithus floridanus	Blackites spinosus	Reticulofenestra daviesii	Reticulofenestra reticulata	Chiasmolithus grandis	Lanternithus minutus	Helicosphaera spp.	Clausicoccus fenestratus	Thoracosphaera spp.	Discoaster tanii	Discoaster deflandrei	Sphenolithus radians	Reticulofenestra bisecta	Chiasmolithus oamaruensis	Isthmolithus recurvus	Pyrocyclus orangensis	Reticulofenestra bisecta filewiczii	Pontosphaera sp.	Reticulofenestra oamaruensis	Bicolumnus ovatus	Pontosphaera multipora	Sphenolithus ciperoensis	Helicosphaera recta	Cyclicargolithus abisectus	Helicosphaera euphratis	Braarudosphaera bigelowii	Helicosphaera compacta	Discoaster variabilis	Calcidiscus macintyrei	Reticulofenestra producta	Calcidiscus leptoporus	Reticulofenestra hesslandii	Reticulofenestra gelida	Reticulofenestra perplexa	Comment

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 27	R	 3	  48.00	    469.4800	Wei      	Nannofossils                                 	A              	G                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	V                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	R                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 27	R	 4	  48.00	    470.9800	Wei      	Nannofossils                                 	A              	G                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 27	R	 5	  49.00	    472.4900	Wei      	Nannofossils                                 	A              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	R                  	               	                      	A                          	                  	                         	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 27	R	 6	  48.00	    473.9800	Wei      	Nannofossils                                 	A              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	                         	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	R                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 27	R	CC	   0.00	    475.6800	Wei      	Nannofossils                                 	A              	G                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	R                  	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 28	R	 1	  28.00	    475.9800	Wei      	Nannofossils                                 	A              	G                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	F                    	                    	                     	                      	C                  	               	                      	V                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	                         	                     	                     	R                                  	                	                            	R                	                      	                        	                   	F                         	R                      	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 28	R	 2	  31.00	    477.5100	Wei      	Nannofossils                                 	A              	G                 	C                      	                       	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	V                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 28	R	 3	  28.00	    478.9800	Wei      	Nannofossils                                 	A              	G                 	C                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	V                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 737	B	 28	R	 4	  29.00	    480.4900	Wei      	Nannofossils                                 	A              	G                 	C                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	V                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 28	R	CC	   0.00	    482.1500	Wei      	Nannofossils                                 	C              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 29	R	 1	 138.00	    486.7800	Wei      	Nannofossils                                 	A              	M                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	F                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 29	R	 3	 114.00	    489.5400	Wei      	Nannofossils                                 	A              	G                 	                       	                       	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 29	R	 4	 114.00	    491.0400	Wei      	Nannofossils                                 	A              	G                 	C                      	R                      	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	V                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 29	R	 5	  38.00	    491.7800	Wei      	Nannofossils                                 	A              	G                 	R                      	R                      	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	V                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 29	R	CC	   9.00	    495.1700	Wei      	Nannofossils                                 	F              	M                 	F                      	R                      	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 30	R	 1	  42.00	    495.4200	Wei      	Nannofossils                                 	A              	G                 	                       	                       	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	V                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 30	R	 2	  42.00	    496.9200	Wei      	Nannofossils                                 	A              	G                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	R                  	F                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 30	R	 3	  42.00	    498.4200	Wei      	Nannofossils                                 	A              	G                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	A                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Oligocene        	                 	CP17              	CP19          	119	 737	B	 30	R	 4	  42.00	    499.9200	Wei      	Nannofossils                                 	A              	G                 	                       	R                      	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	V                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	A                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 30	R	 5	  42.00	    501.4200	Wei      	Nannofossils                                 	A              	G                 	                       	                       	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 30	R	CC	   0.00	    501.9700	Wei      	Nannofossils                                 	A              	M                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	 1	  83.00	    505.5300	Wei      	Nannofossils                                 	A              	G                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	 2	  14.00	    505.7500	Wei      	Nannofossils                                 	A              	M                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	 3	  40.00	    507.5100	Wei      	Nannofossils                                 	A              	M                 	                       	R                      	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	 4	  80.00	    509.4100	Wei      	Nannofossils                                 	A              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	 5	  23.00	    510.3400	Wei      	Nannofossils                                 	A              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	R                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	 6	  78.00	    512.3900	Wei      	Nannofossils                                 	C              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	F                    	                    	                     	                      	C                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	F                       	                         	                     	                     	C                                  	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 31	R	CC	  24.00	    514.6200	Wei      	Nannofossils                                 	A              	M                 	F                      	F                      	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	A                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 33	R	 1	  57.00	    524.5700	Wei      	Nannofossils                                 	A              	M                 	                       	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	A                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	R                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 33	R	 2	  57.00	    526.0700	Wei      	Nannofossils                                 	A              	M                 	                       	R                      	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	A                  	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	F                                  	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 33	R	CC	   0.00	    527.3100	Wei      	Nannofossils                                 	A              	G                 	R                      	                       	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	C                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	R                  	C                         	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 737	B	 34	R	 1	  32.00	    533.9200	Wei      	Nannofossils                                 	A              	G                 	R                      	F                      	                         	                            	                       	                     	                  	                	                       	C                    	                    	                     	                      	A                  	               	                      	A                          	R                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.
