Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus spiniger,Sphenolithus intercalaris,Discoaster saipanensis,Discoaster deflandrei,Discoaster barbadiensis,Cyclicargolithus floridanus floridanus,Coccolithus pelagicus,Coccolithus formosus,Chiasmolithus expansus,Campylosphaera dela,Sphenolithus moriformis,Sphenolithus furcatolithoides,Reticulofenestra samodurovii,Reticulofenestra reticulata,Helicosphaera spp.,Dictyococcites daviesii,Chiasmolithus solitus,Chiasmolithus consuetus,Calcidiscus protoannulus,Sphenolithus pseudoradians,Coronocyclus nitescens,Chiasmolithus grandis,Helicosphaera heezenii,Coccolithus eopelagicus,Reticulofenestra umbilica,Nannotetrina cristata,Helicosphaera compacta,Discoaster binodosus,Markalius inversus,Blackites spinosus,Sphenolithus radians,Zygrhablithus bijugatus,Discoaster tanii nodifer,Reticulofenestra bisecta,Pontosphaera spp.,Helicosphaera seminulum,Helicosphaera euphratis,Discoaster tanii,Reticulofenestra hillae,Chiasmolithus oamaruensis,Isthmolithus recurvus,Cyclicargolithus floridanus abisectus,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Sphenolithus distentus,Sphenolithus predistentus,Helicosphaera recta,Clausicoccus fenestratus,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Helicosphaera kamptneri,Sphenolithus ciperoensis,Chiasmolithus altus,Triquetrorhabdulus milowii,Dictyococcites scrippsae,Coccolithus miopelagicus,Pontosphaera multipora,Helicosphaera obliqua,Discoaster variabilis,Reticulofenestra pseudoumbilica,Sphenolithus heteromorphus,Discoaster stellulus,Discoaster sanmiguelensis,Reticulofenestra minutula,Calcidiscus leptoporus,Discoaster kugleri,Discoaster exilis,Calcidiscus macintyrei,Discoaster calcaris,Discoaster brouweri,Triquetrorhabdulus rugosus,Discoaster triradiatus,Discoaster pansus,Discoaster challengeri,Catinaster umbrellus,Catinaster coalitus,Catinaster calyculus,Umbilicosphaera sibogae,Discoaster pentaradiatus,Discoaster blackstockae,Discoaster berggrenii,Discoaster quinqueramus,Discoaster decorus,Discoaster surculus,Discoaster intercalaris,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Discoaster asymmetricus,Discoaster tamalis,Discoaster quadramus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 1,  36.00,     77.1600,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,C                    ,                       ,F                                     ,A                    ,                    ,                      ,                   ,R                      ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,R                         ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,R                ,                       ,                       ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,R                       ,                      ,                     ,F                    ,                               ,                          ,                    ,R                        ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 2,  84.00,     79.1400,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,A                    ,                       ,F                                     ,C                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,F                    ,                               ,R                         ,                    ,R                        ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 3,  40.00,     80.2000,Xu       ,Nannofossils                                 ,F              ,M                 ,                     ,                         ,                      ,R                    ,                       ,F                                     ,F                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,C                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,F                    ,                               ,R                         ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 4,  45.00,     81.7500,Xu       ,Nannofossils                                 ,F              ,M                 ,                     ,                         ,                      ,C                    ,                       ,F                                     ,F                    ,                    ,                      ,                   ,                       ,                             ,R                           ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,F                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,R                    ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 5,  30.00,     83.1000,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,C                    ,                       ,C                                     ,F                    ,                    ,                      ,                   ,R                      ,                             ,R                           ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,R                   ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,F                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,R                      ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,F                              ,R                         ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 5,  40.00,     83.2000,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,C                    ,                       ,C                                     ,F                    ,                    ,                      ,                   ,R                      ,                             ,R                           ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,R                   ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,F                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,R                      ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,R                    ,F                              ,R                         ,R                   ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 5,  49.00,     83.2900,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,                      ,A                    ,                       ,F                                     ,A                    ,                    ,                      ,                   ,R                      ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,C                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,R                           ,                       ,                        ,                   ,R                         ,                        ,                        ,                      ,                     ,F                    ,C                              ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CP3               ,CP4           ,125, 786,A,  9,X, 5,  57.00,     83.3700,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,C                    ,                       ,A                                     ,C                    ,                    ,                      ,                   ,R                      ,                             ,                            ,                           ,                  ,R                      ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,R                           ,R                      ,                        ,                   ,R                         ,                        ,R                       ,                      ,                     ,F                    ,C                              ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CN1a              ,              ,125, 786,A,  9,X, 5,  62.00,     83.4200,Xu       ,Nannofossils                                 ,F              ,M                 ,                     ,                         ,                      ,R                    ,                       ,F                                     ,R                    ,                    ,                      ,                   ,R                      ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,R                       ,                 ,                       ,                       ,                ,                       ,                         ,                     ,R                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,R                         ,                        ,                        ,                      ,                     ,R                    ,R                              ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CN1a              ,              ,125, 786,A,  9,X, 5,  68.00,     83.4800,Xu       ,Nannofossils                                 ,R              ,M                 ,                     ,                         ,                      ,                     ,                       ,R                                     ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CN1a              ,              ,125, 786,A,  9,X, 5,  80.00,     83.6000,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,                      ,A                    ,                       ,                                      ,A                    ,                    ,                      ,                   ,R                      ,                             ,F                           ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,C                       ,                 ,                       ,                       ,                ,                       ,                         ,                     ,F                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,R                       ,                      ,                     ,R                    ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19              ,              ,125, 786,A,  9,X, 6,  14.00,     84.4400,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,                      ,C                    ,                       ,C                                     ,A                    ,                    ,                      ,                   ,F                      ,                             ,                            ,R                          ,                  ,R                      ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,A                       ,                 ,                       ,R                      ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,R                      ,R                       ,                   ,R                         ,R                       ,R                       ,R                     ,R                    ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19              ,              ,125, 786,A,  9,X,CC,  33.00,     85.3800,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,F                                     ,A                    ,                    ,                      ,                   ,F                      ,                             ,                            ,                           ,                  ,R                      ,                     ,                       ,                        ,R                         ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,A                       ,                 ,                       ,R                      ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,                      ,R                        ,R                  ,                        ,                   ,                            ,R                      ,F                       ,F                  ,R                         ,                        ,F                       ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19              ,              ,125, 786,A, 10,X, 1,  10.00,     86.5000,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,C                    ,                       ,C                                     ,A                    ,                    ,                      ,                   ,C                      ,                             ,                            ,                           ,                  ,F                      ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,R                      ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,A                       ,R                ,                       ,R                      ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,                      ,                         ,F                  ,                        ,                   ,R                           ,                       ,F                       ,                   ,R                         ,F                       ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19              ,              ,125, 786,A, 10,X, 2,  14.00,     88.0400,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,                      ,C                    ,                       ,A                                     ,A                    ,                    ,                      ,                   ,F                      ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,A                       ,                 ,                       ,R                      ,                ,                       ,                         ,                     ,C                                    ,                        ,                              ,                      ,                         ,R                  ,                        ,                   ,                            ,                       ,                        ,                   ,R                         ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19              ,              ,125, 786,A, 10,X, 3,  14.00,     89.5400,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,C                    ,                       ,A                                     ,A                    ,                    ,                      ,                   ,F                      ,                             ,F                           ,                           ,                  ,F                      ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,R                      ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,A                       ,                 ,                       ,                       ,                ,                       ,                         ,                     ,A                                    ,                        ,                              ,F                     ,F                        ,                   ,                        ,                   ,                            ,                       ,R                       ,R                  ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a-b           ,              ,125, 786,A, 10,X, 4,  14.00,     91.0400,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,A                    ,                       ,                                      ,A                    ,                    ,                      ,                   ,R                      ,                             ,R                           ,                           ,                  ,F                      ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,R                      ,R                        ,                     ,F                     ,                    ,                  ,                  ,                    ,                       ,R                       ,F                       ,                 ,                       ,                       ,                ,                       ,                         ,                     ,C                                    ,                        ,                              ,F                     ,C                        ,                   ,R                       ,                   ,R                           ,R                      ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a-b           ,              ,125, 786,A, 10,X, 5,  14.00,     92.5400,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,C                    ,                       ,A                                     ,A                    ,R                   ,                      ,                   ,F                      ,                             ,F                           ,                           ,                  ,R                      ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,F                     ,                    ,                  ,R                 ,                    ,                       ,R                       ,A                       ,                 ,                       ,                       ,R               ,                       ,                         ,                     ,C                                    ,                        ,                              ,F                     ,C                        ,R                  ,R                       ,R                  ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
