Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Praehedbergella ruka papillata,Praehedbergella pseudosigali,Hedbergella sigali,Hedbergella occulta,Blefuscuiana daminiae,Schackoina cenomana,Lilliputianella globulifera,Leupoldina cabri,Hedbergella infracretacea,Hedbergella aptiana,Globigerinelloides duboisi,Globigerinelloides blowi,Claviblowiella sigali,Blefuscuiana speetonensis s.s.,Praehedbergella tuschepsensis grigelisi,Globigerinelloides aptiense,Blefuscuiana hispaniae,Globigerinelloides maridalensis,Globigerinelloides ferreolensis,Claviblowiella minai,Blowiella solida,Blowiella moulladei,Blowiella gottisi,Blefuscuiana hexacamerata,Praehedbergella ruka contritus,Lilliputianella longorii,Hedbergella gorbachikae,Hedbergella delrioensis,Globigerinelloides barri,Globigerinelloides algerianus,Blefuscuiana infracretacea occidentalis,Blefuscuiana excelsa cumulus,Hedbergella praetrocoidea,Hedbergella excelsa,Hedbergella trocoidea,Ticinella bejaouaensis,Hedbergella rischi,Whiteinella baltica,Globigerinelloides messinae,Hastigerinoides subdigitata,Hedbergella holmdelensis,Globigerinelloides alvarezi,Heterohelix striata,Biglobigerinella multispina,Radotruncana calcarata,Globotruncanita subspinosa,Globotruncanita stuartiformis,Globotruncanita elevata,Globotruncana ventricosa,Globotruncana linneiana,Globotruncana lapparenti,Globotruncana bulloides,Contusotruncana fornicata,Pseudoguembelina costulata,Globotruncanella havanensis,Archaeoglobigerina cretacea,Rugoglobigerina hexacamerata,Pseudoguembelina excolata,Globotruncana aegyptiaca,Globotruncana nothi,Globotruncana arca,Globotruncana falsostuarti,Rugoglobigerina rugosa,Racemiguembelina fructicosa,Pseudotextularia elegans,Pseudoguembelina palpebra,Planoglobulina carseyae,Heterohelix globulosa,Globotruncanita stuarti,Globotruncanita conica,Gansserina gansseri,Contusotruncana contusa,Rugotruncana subpennyi,Gansserina wiedenmayeri,Rugoglobigerina rotundata,Abathomphalus mayaroensis,Woodringina hornerstownensis,Woodringina claytonensis,Praemurica taurica,Praemurica pseudoinconstans,Parasubbotina varianta,Parasubbotina pseudobulloides,Chiloguembelina morsei,Morozovella conicotruncata,Morozovella angulata,Morozovella acuta,Igorina albeari,Globanomalina chapmani,Acarinina nitida,Subbotina velascoensis,Subbotina triangularis,Parasubbotina variospira,Morozovella velascoensis,Morozovella occlusa,Subbotina triloculinoides,Subbotina cancellata,Morozovella subbotinae,Morozovella pasionensis,Morozovella apanthesma,Morozovella aequa,Igorina tadjikistanensis,Acarinina soldadoensis,Acarinina subsphaerica,Morozovella marginodentata,Morozovella gracilis,Subbotina linaperta,Morozovella aragonensis,Igorina broedermanni,Globigerinatheka senni,Acarinina spinuloinflata,Truncorotaloides rohri,Subbotina frontosa,Morozovella spinulosa,Morozovella lehneri,Hastigerina bolivariana,Acarinina primitiva,Subbotina lozanoi,Globigerinatheka subconglobata,Globigerinatheka kugleri,Acarinina topilensis,Acarinina matthewsae,Acarinina bullbrooki,Turborotalia possagnoensis,Turborotalia pomeroli,Subbotina eocaena,Globigerinatheka index,Catapsydrax dissimilis,Comment
  IR,                 ,                 ,                  ,              ,192,1186,A, 25,R,CC,   9.00,    925.5100,Sikora   ,Planktonic Foraminifers                      ,R              ,M                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,D                       ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,"Tiny, rare holmdelensis is the only definitely identified planktonic sp. recovered"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 26,R, 2,  70.00,    930.2000,Sikora   ,Planktonic Foraminifers                      ,R              ,G                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,D                       ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,"Tiny, rare holmdelensis is the only planktonic sp. recovered"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 26,R, 2,  73.00,    930.2300,Sikora   ,Planktonic Foraminifers                      ,R              ,M                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,R                  ,R                          ,                           ,P                       ,P                          ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #171; very questionable basal Campanian based on quest. baltic plus ouezzanensis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 26,R, 3,  24.00,    930.6100,Sikora   ,Planktonic Foraminifers                      ,F              ,P                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,R                      ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,F                          ,P                          ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 26,R, 3,  77.00,    931.1400,Sikora   ,Planktonic Foraminifers                      ,T              ,P                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,R                      ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,P                  ,R                          ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 28,R,CC,  23.00,    950.8100,Sikora   ,Planktonic Foraminifers                      ,A              ,M                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,R                        ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,R                      ,                        ,                             ,                                       ,                            ,F                        ,                   ,D                    ,R                     ,R                 ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,earliest Albian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 29,R, 1,  68.00,    957.4800,Sikora   ,Planktonic Foraminifers                      ,A              ,P                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,R                     ,                               ,R                              ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,F                       ,                             ,                                       ,                            ,D                        ,                   ,F                    ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,middle upper to uppermost Aptian - trochoidea to bejaouaensis zone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 29,R, 1, 148.00,    958.2800,Sikora   ,Planktonic Foraminifers                      ,A              ,P                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,R                              ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,D                       ,                             ,                                       ,R                           ,F                        ,F                  ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,middle upper to uppermost Aptian - trochoidea to bejaouaensis zone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 29,R, 2,  73.00,    959.0300,Sikora   ,Planktonic Foraminifers                      ,A              ,P                 ,                              ,                            ,                  ,                   ,                     ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,F                              ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,D                       ,                             ,                                       ,                            ,F                        ,F                  ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,middle upper to uppermost Aptian - trochoidea to bejaouaensis zone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 29,R, 2, 131.00,    959.6100,Sikora   ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,                            ,                  ,                   ,A                    ,                   ,                           ,                ,F                        ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,R                     ,                               ,                               ,                    ,                ,                   ,                 ,R                        ,F                             ,                        ,                       ,                       ,                        ,                             ,                                       ,R                           ,P                        ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #176; middle upper to uppermost Aptian - trochoidea to bejaouaensis zone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 29,R,CC,  17.00,    959.8800,Sikora   ,Planktonic Foraminifers                      ,A              ,G                 ,R                             ,                            ,                  ,                   ,R                    ,                   ,                           ,                ,F                        ,R                  ,                          ,                        ,                     ,                              ,                                       ,                           ,P                     ,                               ,                               ,P                   ,                ,                   ,                 ,R                        ,P                             ,R                       ,R                      ,R                      ,A                       ,A                            ,R                                      ,R                           ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,middle upper Aptian - algerianus zone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 30,R, 1,  11.00,    966.5100,Sikora   ,Planktonic Foraminifers                      ,A              ,VG                ,                              ,                            ,                  ,                   ,R                    ,P                  ,R                          ,R               ,                         ,                   ,A                         ,P                       ,R                    ,R                             ,                                       ,R                          ,                      ,R                              ,P                              ,F                   ,F               ,R                  ,F                ,R                        ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,cabri  zone with blowi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 30,R, 1,  28.00,    966.6800,Sikora   ,Planktonic Foraminifers                      ,A              ,M                 ,R                             ,                            ,                  ,                   ,D                    ,                   ,                           ,                ,R                        ,                   ,                          ,                        ,                     ,                              ,P                                      ,R                          ,P                     ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #177; cabri zone without cabri
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 30,R, 1,  43.00,    966.8300,Sikora   ,Planktonic Foraminifers                      ,C              ,M                 ,P                             ,                            ,                  ,                   ,F                    ,P                  ,R                          ,R               ,R                        ,R                  ,F                         ,rP                      ,R                    ,P                             ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,cabri zone? with reworked blowi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 30,R, 1,  73.00,    967.1300,Sikora   ,Planktonic Foraminifers                      ,F              ,P                 ,F                             ,                            ,                  ,                   ,F                    ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #183; early Aptian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,192,1186,A, 32,R, 3,  79.00,    979.9600,Sikora   ,Planktonic Foraminifers                      ,C              ,P                 ,F                             ,                            ,R                 ,R                  ,F                    ,                   ,                           ,                ,                         ,                   ,                          ,                        ,                     ,                              ,                                       ,                           ,                      ,                               ,                               ,                    ,                ,                   ,                 ,                         ,                              ,                        ,                       ,                       ,                        ,                             ,                                       ,                            ,                         ,                   ,                     ,                      ,                  ,                   ,                           ,                           ,                        ,                           ,                   ,                           ,                      ,                          ,                             ,                       ,                        ,                       ,                        ,                       ,                         ,                          ,                           ,                           ,                            ,                         ,                        ,                   ,                  ,                          ,                      ,                           ,                        ,                         ,                       ,                     ,                       ,                      ,                   ,                       ,                      ,                       ,                         ,                         ,                            ,                        ,                  ,                           ,                      ,                             ,                      ,                          ,                    ,                 ,               ,                      ,                ,                      ,                      ,                        ,                        ,                   ,                         ,                    ,                      ,                       ,                      ,                 ,                        ,                      ,                      ,                          ,                    ,                   ,                       ,                    ,                      ,                        ,                      ,                  ,                     ,                   ,                       ,                   ,                 ,                              ,                        ,                    ,                    ,                    ,                          ,                     ,                 ,                      ,                      ,Thin-section #186; early Aptian - occulata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
