Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix reussi	Hedbergella sliteri	Hedbergella aff. monmouthensis	Globotruncana sp.	Globigerinelloides sp. 1	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix navarroensis	Globotruncana arca	Heterohelix planata	Hedbergella sp. 1	Globotruncana linneiana	Globotruncana falsostuarti	Globigerinelloides sp. 2	Globigerinelloides multispinus	Globotruncana bulloides	Heterohelix globulosa	Rugotruncana tradinghousensis	Hedbergella holmdelensis	Globotruncanella havanensis	Globotruncanella citae	Biglobigerinella sp.	Rugotruncana subpennyi	Rugotruncana circumnodifer	Archaeoglobigerina sp. 1	Schackoina multispinata	Guembelitria cretacea	Tenuitellinata juvenilis	Tenuitellinata angustiumbilicata	Tenuitella munda/juvenilis transition	Tenuitella munda	Tenuitella gemma	Subbotina labiacrassata	Subbotina euapertura	Subbotina angiporoides	Paragloborotalia nana	Globorotaloides suteri	Globigerina officinalis	Globigerina cf. venezuelana	Chiloguembelina spp.	Catapsydrax martini	Catapsydrax dissimilis	Tenuitellinata juvenilis/uvula transition	Subbotina cf. tapuriensis	Globigerinita boweni	Catapsydrax sp. (nonbullate form)	Globigerinita praestainforthi	Tenuitellinata uvula	Globigerina bulloides	Globigerina brazieri	Globigerina gortanii	Globigerina woodi	Turborotalita quinqueloba	Paragloborotalita incognita	Globigerinita glutinata	Globigerinita naparimaensis	Paragloborotalia semivera	Tenuitellinata pseudoedita	Tenuitella minutissima	Globorotalia praescitula	Tenuitellinata selleyi	Tenuitella clemenciae	Globorotalia zealandica	Globorotalia pseudomiozea	Tenuitella jamesi	Globigerina cf. connecta	Globigerina woodi/disjuncta transition	Globorotalia pseudomiozea/miozea transition	Globorotalia miozea	Globorotalia mayeri	Neogloboquadrina continuosa	Neogloboquadrina nympha	Globorotalia scitula	Neogloboquadrina pachyderma	Neogloboquadrina continuosa/pachyderma transition	Globigerina cf. bulloides	Globorotalia conoidea	Globorotalia sphericomiozea	Turborotalia spp. spp. (small)	Globorotalia puncticulata	Globigerina bulloides antarctica	Comment

  SR	Early Miocene    	                 	T. clemenciae     	              	120	 747	A	 11	H	 2	  50.00	     96.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	25                      	                                	                                     	                	                	                       	                    	                      	                     	9                     	                       	                           	                    	                   	                      	11                                       	                         	5                   	                                 	                             	3                   	                     	                    	                    	55               	                         	23                         	4                      	8                          	                         	25                        	12                    	12                      	17                    	3                    	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. clemenciae     	              	120	 747	A	 11	H	 4	  50.00	     99.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	12                      	                                	                                     	                	                	                       	                    	                      	                     	3                     	                       	                           	                    	                   	                      	                                         	                         	                    	3                                	                             	                    	8                    	                    	                    	54               	                         	72                         	                       	10                         	5                        	                          	                      	23                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. clemenciae     	              	120	 747	A	 11	H	 4	  50.00	     99.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	28                      	                                	                                     	                	                	                       	                    	                      	                     	7                     	                       	                           	                    	                   	                      	18                                       	                         	                    	                                 	                             	4                   	2                    	                    	                    	39               	                         	31                         	                       	16                         	                         	40                        	5                     	9                       	2                     	3                    	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. clemenciae     	              	120	 747	A	 11	H	 6	  50.00	    102.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	3                       	                                	                                     	                	                	                       	                    	                      	                     	4                     	                       	                           	                    	                   	18                    	                                         	                         	                    	5                                	                             	                    	12                   	                    	                    	38               	                         	66                         	                       	4                          	2                        	                          	                      	12                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 5; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. clemenciae     	              	120	 747	A	 11	H	 6	  50.00	    102.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	22                      	                                	                                     	                	                	                       	                    	                      	                     	2                     	                       	                           	                    	                   	11                    	20                                       	                         	2                   	5                                	                             	11                  	5                    	                    	                    	35               	                         	40                         	2                      	6                          	                         	26                        	10                    	3                       	5                     	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. minutissima    	              	120	 747	A	 11	H	CC	   0.00	    104.3300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	9                       	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	21                    	                                         	                         	                    	1                                	                             	                    	11                   	                    	                    	25               	                         	91                         	                       	3                          	1                        	                          	                      	5                       	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 3; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. minutissima    	              	120	 747	A	 11	H	CC	   0.00	    104.3300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	18                      	                                	                                     	                	                	                       	                    	                      	                     	7                     	                       	                           	                    	                   	3                     	12                                       	                         	4                   	                                 	                             	5                   	5                    	                    	                    	33               	                         	52                         	5                      	2                          	                         	20                        	12                    	4                       	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. minutissima    	              	120	 747	A	 12	H	 2	  50.00	    106.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	3                     	                       	                           	                    	                   	17                    	                                         	                         	                    	8                                	                             	                    	10                   	                    	                    	47               	                         	75                         	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 2; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. minutissima    	              	120	 747	A	 12	H	 2	  50.00	    106.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	25                      	                                	                                     	                	                	                       	                    	                      	                     	11                    	                       	                           	                    	                   	                      	10                                       	                         	12                  	                                 	                             	2                   	                     	                    	                    	63               	                         	31                         	9                      	6                          	                         	25                        	28                    	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. minutissima    	              	120	 747	A	 12	H	 4	  50.00	    109.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	1                       	                                	                                     	                	                	                       	                    	                      	                     	5                     	                       	                           	                    	                   	38                    	                                         	                         	                    	9                                	                             	                    	50                   	                    	                    	17               	                         	56                         	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. minutissima    	              	120	 747	A	 12	H	 4	  50.00	    109.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	20                      	                                	                                     	                	                	                       	                    	                      	                     	2                     	                       	                           	                    	                   	15                    	23                                       	                         	15                  	                                 	                             	4                   	8                    	                    	                    	55               	                         	35                         	                       	3                          	                         	19                        	23                    	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 12	H	 6	  53.00	    112.0300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	5                               	                                     	                	                	                       	                    	                      	                     	6                     	                       	                           	                    	                   	48                    	2                                        	                         	                    	15                               	1                            	                    	5                    	                    	                    	52               	                         	31                         	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 12	H	 6	  53.00	    112.0300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	22                      	3                               	                                     	                	                	                       	                    	                      	                     	3                     	                       	                           	                    	                   	3                     	11                                       	                         	5                   	                                 	3                            	3                   	2                    	                    	                    	55               	                         	27                         	                       	8                          	                         	17                        	3                     	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 12	H	CC	   0.00	    113.9300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	2                       	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	7                     	                                         	                         	                    	3                                	                             	                    	23                   	                    	                    	95               	                         	38                         	                       	4                          	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 12	H	CC	   0.00	    113.9300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	8                       	                                	                                     	                	                	                       	                    	                      	                     	4                     	                       	                           	                    	                   	                      	5                                        	                         	3                   	                                 	                             	2                   	                     	                    	                    	58               	                         	45                         	                       	7                          	                         	21                        	17                    	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 13	H	 2	  55.00	    115.5500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	3                       	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	6                     	                                         	                         	                    	?                                	                             	                    	127                  	                    	                    	7                	                         	11                         	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 13	H	 2	  55.00	    115.5500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	34                      	4                               	                                     	                	                	                       	                    	                      	                     	15                    	                       	                           	                    	                   	                      	10                                       	                         	7                   	                                 	3                            	3                   	14                   	                    	                    	38               	                         	6                          	                       	5                          	                         	35                        	8                     	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 2; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 13	H	 4	  55.00	    118.5500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	2                       	1                               	                                     	                	                	                       	                    	                      	                     	5                     	                       	                           	                    	                   	8                     	                                         	                         	                    	4                                	                             	                    	81                   	                    	                    	30               	                         	32                         	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 13	H	 4	  55.00	    118.5500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	25                      	21                              	                                     	5               	                	                       	                    	                      	                     	12                    	                       	                           	                    	                   	                      	13                                       	                         	15                  	                                 	2                            	5                   	10                   	                    	                    	28               	                         	53                         	                       	?                          	                         	28                        	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Miocene    	                 	T. juvenilis      	              	120	 747	A	 13	H	 6	  55.00	    121.5500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	7                       	25                              	                                     	                	                	                       	                    	                      	                     	3                     	                       	                           	                    	                   	18                    	11                                       	                         	5                   	                                 	9                            	2                   	6                    	                    	                    	32               	                         	63                         	7                      	4                          	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 4; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577
