Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Discoaster spp.,Discoaster barbadiensis,Coccolithus pelagicus,Chiasmolithus grandis,Zygrhablithus bijugatus,Sphenolithus spiniger,Sphenolithus pseudoradians/radians,Reticulofenestra dictyoda,Nannotetrina sp.,Fasciculithus sp.,Discoaster lodoensis,Discoaster deflandrei,Cyclicargolithus floridanus,Coccolithus formosus,Sphenolithus anarrhopus,Rhabdosphaera sp.,Pedinocyclus larvalis,Chiasmolithus titus,Chiasmolithus solitus,Chiasmolithus nitidus,Chiasmolithus gigas,Campylosphaera dela,Discoaster saipanensis,Striatococcolithus pacificanus,Discoaster nonaradiatus,Chiasmolithus consuetus,Calcidiscus protoannulus,Toweius sp.,Nannotetrina fulgens,Thoracosphaera sp.,Sphenolithus furcatolithoides,Discoaster sublodoensis,Bramletteius serraculoides,Helicosphaera sp.,Helicosphaera heezenii,Helicosphaera compacta,Discoaster tanii nodifer,Discoaster tanii,Reticulofenestra umbilica,Clausicoccus fenestratus,Hayaster perplexus,Sphenolithus intercalaris,Reticulofenestra reticulata,Reticulofenestra bisecta,Discoaster binodosus,Coronocyclus nitescens,Sphenolithus predistentus,Sphenolithus distentus,Blackites spinosus,Sphenolithus tribulosus,Triquetrorhabdulus carinatus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Sphenolithus conicus,Sphenolithus delphix,Discoaster variabilis,Discoaster druggii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  7,H, 1,   8.00,     57.2800,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,R                    ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,                         ,R                       ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,143, 869,A,  7,H, 2,  56.00,     57.8800,Firth    ,Nannofossils                                 ,A              ,P-M               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,F                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,F               ,F                        ,C                       ,                  ,                         ,                           ,C                       ,                    ,                      ,A                        ,                      ,C                 ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,143, 869,A,  7,H, 4,  50.00,     60.8200,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,R                    ,                   ,                     ,                     ,                   ,                   ,                      ,F                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,R                     ,                        ,F               ,C                        ,C                       ,                  ,                         ,                           ,C                       ,                    ,                      ,A                        ,                      ,R                 ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  7,H, 5,  50.00,     62.3200,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,F               ,F                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,A                        ,                      ,A                 ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  7,H, 6,  50.00,     63.8200,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,F               ,F                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,A                        ,                      ,A                 ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  7,H, 7,  50.00,     65.3200,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,R                       ,C               ,R                        ,F                       ,                  ,                         ,                           ,A                       ,                    ,                      ,A                        ,                      ,C                 ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  7,H, 8,  50.00,     66.8200,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,C               ,R                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,A                        ,                      ,A                 ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 2,  50.00,     67.2500,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,A                         ,                 ,                      ,                      ,                        ,C               ,F                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,A                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 3,  50.00,     68.7500,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,R                 ,                             ,                       ,A                         ,                 ,                      ,                      ,                        ,F               ,R                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 4, 100.00,     70.7500,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,F                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,                      ,                        ,F               ,R                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 5, 100.00,     72.2500,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,A                         ,                 ,                      ,                      ,                        ,F               ,F                        ,F                       ,                  ,C                        ,                           ,A                       ,                    ,                      ,F                        ,R                     ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 6, 100.00,     73.7500,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,F                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,R                     ,                        ,F               ,R                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 7, 100.00,     75.2500,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,R                 ,                             ,                       ,C                         ,                 ,                      ,R                     ,                        ,F               ,C                        ,F                       ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  8,H, 8,  50.00,     76.2500,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,F                    ,A                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,F                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,                      ,                        ,F               ,C                        ,F                       ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  9,H, 1,  90.00,     77.1000,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,                      ,                        ,F               ,C                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,R                     ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP21              ,              ,143, 869,A,  9,H, 2,  89.00,     78.5900,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,C                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,R                       ,C               ,C                        ,                        ,                  ,                         ,                           ,A                       ,                    ,                      ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A,  9,H, 3,  89.00,     80.0900,Firth    ,Nannofossils                                 ,A              ,M-G               ,C                      ,               ,R                      ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,C                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,R                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,                      ,R                       ,F               ,C                        ,                        ,                  ,                         ,                           ,A                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A,  9,H, 4,  89.00,     81.5900,Firth    ,Nannofossils                                 ,A              ,M-G               ,C                      ,               ,R                      ,C                    ,                     ,R                      ,                     ,                                  ,                         ,                ,                 ,                    ,F                    ,A                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,R                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,F                         ,                 ,                      ,                      ,R                       ,F               ,C                        ,                        ,                  ,                         ,                           ,C                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A,  9,H, 5,  90.00,     83.1000,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,                     ,                       ,                     ,F                                 ,                         ,                ,                 ,                    ,F                    ,C                          ,C                   ,                       ,F                ,                     ,                   ,                     ,                     ,                   ,                   ,C                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,                      ,                        ,F               ,C                        ,                        ,                  ,                         ,                           ,A                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A,  9,H, 6,  89.00,     84.5900,Firth    ,Nannofossils                                 ,A              ,P-M               ,F                      ,               ,C                      ,C                    ,                     ,F                      ,                     ,R                                 ,                         ,                ,                 ,                    ,C                    ,F                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,C                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,F                         ,                 ,                      ,                      ,                        ,C               ,F                        ,R                       ,                  ,                         ,                           ,C                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A,  9,H, 7,  59.00,     85.7900,Firth    ,Nannofossils                                 ,A              ,M-G               ,C                      ,               ,C                      ,C                    ,                     ,                       ,                     ,R                                 ,                         ,                ,                 ,                    ,F                    ,C                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,F                     ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,R                         ,                 ,                      ,                      ,                        ,F               ,F                        ,                        ,                  ,                         ,                           ,F                       ,                    ,R                     ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A, 10,X, 1,  55.00,     86.2500,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,C                      ,C                    ,                     ,                       ,                     ,                                  ,R                        ,                ,                 ,                    ,                     ,                           ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,C                     ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,C                       ,F               ,R                        ,                        ,                  ,C                        ,                           ,A                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A, 10,X, 1,  66.00,     86.3600,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,                     ,R                      ,                     ,                                  ,                         ,                ,                 ,                    ,                     ,                           ,R                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,C                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,C                       ,C               ,F                        ,                        ,                  ,R                        ,                           ,A                       ,R                   ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A, 10,X, 1,  98.00,     86.6800,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,F                      ,C                    ,                     ,R                      ,                     ,R                                 ,                         ,                ,                 ,                    ,                     ,                           ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,C                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,F                         ,                 ,                      ,                      ,F                       ,R               ,F                        ,                        ,                  ,F                        ,                           ,A                       ,                    ,R                     ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A, 10,X, 1, 142.00,     87.1200,Firth    ,Nannofossils                                 ,A              ,P-M               ,R                      ,               ,C                      ,A                    ,                     ,                       ,                     ,                                  ,R                        ,                ,                 ,                    ,                     ,                           ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,C                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,F                        ,                        ,                  ,C                        ,                           ,A                       ,R                   ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A, 10,X, 2,  28.00,     87.4800,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,A                      ,C                    ,                     ,                       ,                     ,                                  ,R                        ,                ,                 ,                    ,                     ,                           ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,A                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,R                        ,                        ,                  ,                         ,                           ,A                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,NP19/20       ,143, 869,A, 10,X, 2,  52.00,     87.7200,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,A                      ,C                    ,                     ,                       ,                     ,R                                 ,F                        ,                ,                 ,                    ,                     ,                           ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,A                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,R                         ,                 ,                      ,                      ,                        ,R               ,C                        ,                        ,                  ,C                        ,                           ,A                       ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
