Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus predistentus,Sphenolithus moriformis,Reticulofenestra spp. (small - medium),Helicosphaera recta,Helicosphaera euphratis,Helicosphaera carteri,Discoaster tanii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Sphenolithus pseudoradians,Sphenolithus distentus,Thorosphaera flabellata,Sphenolithus ciperoensis,Coronocyclus nitescens,Triquetrorhabdulus carinatus,Chiasmolithus altus,Sphenolithus dissimilis,Sphenolithus conicus,Discoaster druggii,Discoaster adamanteus,Discoaster variabilis,Reticulofenestra pseudoumbilicus,Florisphaera profunda,Sphenolithus compactus,Helicosphaera ampliaperta,Calcidiscus premacintyrei,Sphenolithus belemnos,Discoaster bollii,Umbilicosphaera sibogae,Discoaster moorei,Calcidiscus leptoporus,Sphenolithus heteromorphus,Discoaster petaliformis,Discoaster exilis,Discoaster calcaris,Helicosphaera granulata,Pontosphaera spp.,Calcidiscus macintyrei,Triquetrorhabdulus rugosus,Sphenolithus abies/neoabies,Discoaster kugleri,Discoaster prepentaradiatus,Discoaster surculus,Discoaster hamatus,Discoaster brouweri,Catinaster coalitus,Catinaster calyculus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus amplificus,Pseudoemiliania lacunosa,Ceratolithus rugosus,Ceratolithus acutus,Rhabdosphaera clavigera,Discoaster tamalis,Ceratolithus cristatus,Syracosphaera pulchra,Syracosphaera spp.,Scapholithus fossilis,Gephyrocapsa spp. (small),Helicosphaera sellii,Gephyrocapsa oceanica,Oolithotus antillarum,Gephyrocapsa margerelii,Gephyrocapsa caribbeanica,Umbellosphaera irregularis,Helicosphaera hyalina,Reticulofenestra asanoi,Umbellosphaera tenuis,Emiliania huxleyi,Comment
  IR,Early Miocene    ,Early Miocene    ,NN2               ,NN2           ,184,1148,A, 48,X,CC,  20.00,    450.3400,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,                         ,C                      ,                                      ,                   ,                       ,                     ,                ,C                    ,R                      ,A                          ,C                    ,F                       ,                          ,                      ,                       ,R                       ,                      ,F                           ,                   ,                       ,C                   ,R                 ,R                    ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Miocene    ,Early Miocene    ,NN2               ,NN2           ,184,1148,A, 49,X,CC,  48.00,    460.4800,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,                         ,                       ,                                      ,                   ,                       ,                     ,                ,C                    ,R                      ,A                          ,C                    ,F                       ,                          ,                      ,                       ,R                       ,                      ,F                           ,                   ,R                      ,C                   ,R                 ,F                    ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 50,X,CC,  34.00,    465.0800,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                         ,                       ,F                                     ,                   ,                       ,                     ,                ,                     ,                       ,A                          ,F                    ,F                       ,                          ,F                     ,                       ,                        ,R                     ,                            ,R                  ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 51,X,CC,  30.00,    468.4600,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                         ,C                      ,C                                     ,                   ,                       ,                     ,                ,F                    ,F                      ,A                          ,C                    ,F                       ,                          ,F                     ,                       ,C                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 52,X,CC,  30.00,    473.4000,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                         ,C                      ,C                                     ,R                  ,F                      ,                     ,                ,F                    ,F                      ,A                          ,C                    ,R                       ,                          ,F                     ,                       ,C                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 53,X,CC,  30.00,    478.6800,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                         ,C                      ,C                                     ,R                  ,F                      ,                     ,                ,F                    ,C                      ,A                          ,C                    ,F                       ,                          ,C                     ,                       ,C                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 54,X,CC,  28.00,    483.7800,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                         ,F                      ,C                                     ,                   ,R                      ,                     ,                ,R                    ,F                      ,A                          ,F                    ,F                       ,                          ,F                     ,                       ,F                       ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 55,X,CC,  15.00,    488.6500,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,F                        ,C                      ,A                                     ,                   ,R                      ,                     ,                ,C                    ,C                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,F                       ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 56,X,CC,  30.00,    494.0700,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,F                        ,C                      ,A                                     ,                   ,F                      ,                     ,                ,C                    ,C                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,R                       ,                      ,F                           ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 57,X,CC,  34.00,    509.8200,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,F                        ,C                      ,A                                     ,                   ,F                      ,                     ,                ,C                    ,R                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,R                       ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 58,X,CC,  35.00,    516.4400,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,F                        ,C                      ,A                                     ,                   ,F                      ,                     ,                ,C                    ,C                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,R                       ,                      ,F                           ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Late Oligocene   ,NP24              ,NP24          ,184,1148,A, 59,X,CC,  29.00,    528.0800,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,F                        ,C                      ,A                                     ,                   ,F                      ,                     ,                ,C                    ,C                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,R                       ,                      ,F                           ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 60,X,CC,  30.00,    531.4100,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,F                        ,C                      ,A                                     ,                   ,F                      ,                     ,                ,C                    ,C                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,R                       ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 61,X,CC,  29.00,    541.5300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,F                        ,C                      ,A                                     ,                   ,F                      ,                     ,                ,C                    ,C                      ,A                          ,C                    ,                        ,                          ,F                     ,                       ,R                       ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 62,X,CC,  18.00,    559.3700,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,C                        ,C                      ,C                                     ,F                  ,R                      ,                     ,                ,F                    ,F                      ,A                          ,C                    ,F                       ,C                         ,F                     ,                       ,R                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 63,X,CC,  29.00,    565.8000,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,C                                     ,R                  ,R                      ,                     ,R               ,R                    ,F                      ,A                          ,C                    ,F                       ,C                         ,C                     ,                       ,R                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 64,X,CC,  29.00,    573.5700,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,C                                     ,R                  ,R                      ,                     ,R               ,F                    ,R                      ,A                          ,C                    ,F                       ,C                         ,R                     ,                       ,R                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 65,X,CC,  27.00,    581.3700,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,R                  ,F                      ,R                    ,F               ,F                    ,C                      ,A                          ,C                    ,                        ,C                         ,R                     ,                       ,R                       ,R                     ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,NP24              ,NP24          ,184,1148,A, 66,X,CC,  33.00,    597.4200,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,R                  ,F                      ,                     ,R               ,R                    ,C                      ,A                          ,C                    ,                        ,C                         ,R                     ,R                      ,R                       ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP18              ,CP18          ,184,1148,A, 67,X,CC,  30.00,    607.7400,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,R                  ,R                      ,R                    ,R               ,R                    ,C                      ,A                          ,C                    ,                        ,C                         ,C                     ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP18              ,CP18          ,184,1148,A, 68,X,CC,  24.00,    617.3900,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,R                  ,                       ,R                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,F                         ,C                     ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP18              ,CP18          ,184,1148,A, 69,X,CC,  36.00,    627.0100,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,                   ,                       ,                     ,                ,R                    ,C                      ,A                          ,C                    ,                        ,F                         ,C                     ,R                      ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP18              ,CP18          ,184,1148,A, 70,X,CC,  35.00,    636.0900,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,R                  ,R                      ,R                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,F                         ,F                     ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP18              ,CP18          ,184,1148,A, 71,X,CC,  37.00,    646.2900,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,C                        ,C                      ,A                                     ,                   ,                       ,R                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,F                         ,F                     ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP18              ,CP18          ,184,1148,A, 72,X,CC,  34.00,    655.8400,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,C                        ,C                      ,A                                     ,                   ,R                      ,R                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,R                         ,R                     ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
