Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Toweius? sp. 1,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus moriformis,Sphenolithus furcatolithoides,Scapholithus rhombiformis,Reticulofenestra samodurovii,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Pontosphaera scissura,Pontosphaera latoculata,Pedinocyclus larvalis,Nannotetrina sp. (small),Markalius sp. 2,Markalius sp. 1,Lophodolithus acutus,Helicosphaera seminulum,Helicosphaera lophota,Helicosphaera heezenii,Ericsonia formosa,Discoaster saipanensis,Discoaster deflandrei,Discoaster barbadiensis,Cyclicargolithus floridanus,Cruciplacolithus spp.,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus solitus,Chiasmolithus grandis,Chiasmolithus gigas,Chiasmolithus consuetus,Campylosphaera dela,Calcidiscus protoannulus,Calcidiscus kingii,Bramletteius serraculoides,Braarudosphaera bigelowii,Pontosphaera formosa,Pemma basquensis,Markalius inversus,Lophodolithus mochlophorus,Lanternithus minutus,Holococcolith type A,Ericsonia pacifica,Discoaster germanicus,Discoaster distinctus,Cyclolithella kalianata,Cruciplacolithus vanheckae,Cruciplacolithus staurion,Coccolithus sp.1,Chiasmolithus titus,Transversopontis pax,Pontosphaera pectinata,Nannotetrina alata,Discoaster nodifer,Cruciplacolithus cruciformis,Sphenolithus pseudoradians,Pontosphaera segmenta,Pontosphaera ocellata,Micrantholithus altus,Chiasmolithus expansus,Nannotetrina austriacus,Chiasmolithus medius,Discoaster bifax,Nannotetrina spinosus,Transversopontis fimbriatus,Reticulofenestra umbilica,Pemma papillatum,Cribrocentrum reticulatum,Helicosphaera compacta,Discoaster tanii,Micrantholithus procerus,Triquetrorhabdulus rugosus/rioensis,Sphenolith (unspecified taxon or taxa),Scyphosphaera spp.,Reticulofenestrid taxa,Helicosphaera carteri,Geminilithella rotula,Discoaster variabilis,Discoaster triradiatus,Discoaster surculus,Discoaster sp. 2,Discoaster sp. 1,Discoaster quinqueramus/berggrenii,Discoaster pentaradiatus,Discoaster brouweri,Dictyococcites spp.,Coccolithus radiatus,Calcidiscus macintyrei,Calcidiscus leptoporus,Amaurolithus primus,Amaurolithus delicatus,Thoracosphaera spp.,Reticulofenestra pseudoumbilicus,Pontosphaera spp.,Amaurolithus amplificus,Discoaster asymmetricus,Discoaster neohamatus,Discoaster intercalaris,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus rugosus,Discoaster tristellifer,Amaurolithus tricorniculatus,Discoaster decorus,Syracosphaera spp.,Pseudoemiliania lacunosa,Helicosphaera sellii,Discoaster tamalis,Rhabdosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Ceratolithus cristatus,Gephyrocapsa sp. 3,Gephyrocapsa oceanica s.l.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  6,R, 4,  62.00,     45.2200,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,              ,1.0%                 ,F                   ,4.0%                   ,9.0%                         ,                         ,5.0%                        ,                         ,R                                ,                     ,                       ,R                    ,                        ,R              ,1.0%           ,                    ,                       ,R                    ,F                     ,4.0%             ,1.0%                  ,                     ,9.0%                   ,33.0%                      ,F                    ,14.0%                ,F                      ,                     ,R                    ,                   ,                       ,1.0%               ,1.0%                    ,F                 ,1.0%                      ,                         ,                    ,                ,1.0%              ,                          ,R                   ,3.0%                ,R                 ,                     ,                     ,                       ,                          ,                         ,F               ,1.0%               ,                    ,                      ,                  ,R                 ,                            ,F                         ,R                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,R                        ,                ,F                        ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  6,R, 5,  40.00,     46.5000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,              ,2.0%                 ,R                   ,4.0%                   ,4.0%                         ,                         ,10.0%                       ,1.0%                     ,                                 ,                     ,                       ,R                    ,                        ,F              ,1.0%           ,                    ,R                      ,R                    ,F                     ,3.0%             ,F                     ,                     ,8.0%                   ,45.0%                      ,F                    ,8.0%                 ,F                      ,                     ,F                    ,                   ,                       ,3.0%               ,F                       ,F                 ,1.0%                      ,R                        ,                    ,R               ,F                 ,                          ,R                   ,2.0%                ,R                 ,                     ,                     ,R                      ,                          ,                         ,F               ,F                  ,                    ,                      ,                  ,R                 ,                            ,R                         ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,F                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  6,R,CC,   0.00,     46.9500,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,              ,8.0%                 ,                    ,6.0%                   ,7.0%                         ,                         ,6.0%                        ,F                        ,R                                ,                     ,                       ,F                    ,                        ,F              ,1.0%           ,                    ,R                      ,R                    ,F                     ,5.0%             ,1.0%                  ,R                    ,8.0%                   ,30.0%                      ,F                    ,10.0%                ,F                      ,                     ,F                    ,                   ,                       ,4.0%               ,F                       ,F                 ,3.0%                      ,                         ,                    ,                ,F                 ,                          ,R                   ,1.0%                ,R                 ,                     ,                     ,R                      ,                          ,                         ,F               ,F                  ,                    ,                      ,                  ,                  ,                            ,                          ,R                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,R                        ,                ,                         ,                      ,F               ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  7,R, 1,  23.00,     49.9300,Okada    ,Nannofossils                                 ,A              ,P                 ,1.0%                   ,              ,5.0%                 ,                    ,4.0%                   ,5.0%                         ,                         ,1.0%                        ,                         ,                                 ,                     ,                       ,F                    ,                        ,1.0%           ,2.0%           ,                    ,R                      ,R                    ,F                     ,3.0%             ,F                     ,                     ,5.0%                   ,53.0%                      ,F                    ,10.0%                ,1.0%                   ,                     ,F                    ,                   ,R                      ,1.0%               ,1.0%                    ,F                 ,F                         ,                         ,                    ,                ,F                 ,                          ,R                   ,1.0%                ,                  ,                     ,                     ,R                      ,                          ,                         ,F               ,F                  ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,R                        ,                ,                         ,R                     ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  7,R, 2,  50.00,     51.7000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,              ,7.0%                 ,R                   ,3.0%                   ,6.0%                         ,                         ,3.0%                        ,F                        ,                                 ,                     ,                       ,F                    ,                        ,2.0%           ,F              ,                    ,F                      ,R                    ,F                     ,4.0%             ,1.0%                  ,R                    ,5.0%                   ,48.0%                      ,F                    ,8.0%                 ,                       ,                     ,F                    ,                   ,                       ,2.0%               ,                        ,F                 ,1.0%                      ,R                        ,R                   ,                ,F                 ,                          ,F                   ,2.0%                ,R                 ,                     ,                     ,                       ,R                         ,                         ,R               ,F                  ,                    ,                      ,                  ,                  ,                            ,R                         ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,1.0%                     ,R               ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  7,R, 3,  55.00,     53.2500,Okada    ,Nannofossils                                 ,A              ,M                 ,3.0%                   ,F             ,8.0%                 ,                    ,2.0%                   ,3.0%                         ,                         ,2.0%                        ,                         ,                                 ,                     ,                       ,F                    ,                        ,1.0%           ,3.0%           ,                    ,F                      ,F                    ,F                     ,5.0%             ,F                     ,R                    ,2.0%                   ,44.0%                      ,1.0%                 ,10.0%                ,R                      ,R                    ,F                    ,                   ,R                      ,4.0%               ,R                       ,F                 ,2.0%                      ,                         ,R                   ,                ,F                 ,                          ,F                   ,1.0%                ,R                 ,                     ,                     ,                       ,                          ,                         ,                ,F                  ,                    ,                      ,                  ,                  ,                            ,R                         ,R                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,1.0%                     ,R               ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  7,R, 4, 114.00,     55.3400,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,1.0%          ,7.0%                 ,R                   ,4.0%                   ,8.0%                         ,                         ,5.0%                        ,F                        ,                                 ,                     ,                       ,F                    ,                        ,1.0%           ,4.0%           ,                    ,F                      ,F                    ,F                     ,3.0%             ,F                     ,F                    ,4.0%                   ,34.0%                      ,R                    ,11.0%                ,F                      ,1.0%                 ,F                    ,                   ,                       ,2.0%               ,R                       ,F                 ,1.0%                      ,                         ,R                   ,                ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,R                      ,R                         ,                         ,F               ,1.0%               ,                    ,                      ,                  ,                  ,                            ,R                         ,                     ,                     ,                     ,                      ,                       ,                    ,F               ,                     ,                           ,R                        ,                ,R                        ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  7,R, 5,  82.00,     56.5200,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,              ,6.0%                 ,1.0%                ,6.0%                   ,6.0%                         ,                         ,6.0%                        ,R                        ,R                                ,                     ,                       ,F                    ,                        ,1.0%           ,3.0%           ,                    ,F                      ,1.0%                 ,1.0%                  ,4.0%             ,F                     ,F                    ,5.0%                   ,32.0%                      ,R                    ,11.0%                ,F                      ,R                    ,F                    ,                   ,                       ,2.0%               ,                        ,R                 ,2.0%                      ,F                        ,R                   ,                ,F                 ,                          ,F                   ,1.0%                ,                  ,                     ,                     ,                       ,R                         ,                         ,F               ,F                  ,                    ,                      ,                  ,R                 ,                            ,F                         ,                     ,                     ,                     ,                      ,                       ,                    ,1.0%            ,                     ,                           ,F                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  7,R, 6,  33.00,     57.5300,Okada    ,Nannofossils                                 ,A              ,M                 ,7.0%                   ,              ,3.0%                 ,1.0%                ,7.0%                   ,6.0%                         ,                         ,11.0%                       ,R                        ,                                 ,                     ,                       ,F                    ,                        ,1.0%           ,2.0%           ,                    ,F                      ,F                    ,F                     ,1.0%             ,F                     ,F                    ,10.0%                  ,27.0%                      ,                     ,6.0%                 ,F                      ,R                    ,F                    ,                   ,                       ,3.0%               ,R                       ,R                 ,2.0%                      ,                         ,R                   ,                ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,                       ,                          ,                         ,1.0%            ,1.0%               ,                    ,                      ,                  ,F                 ,                            ,F                         ,                     ,                     ,                     ,                      ,                       ,                    ,1.0%            ,                     ,                           ,1.0%                     ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  7,R,CC,   0.00,     58.1000,Okada    ,Nannofossils                                 ,A              ,M                 ,5.0%                   ,F             ,4.0%                 ,1.0%                ,2.0%                   ,F                            ,                         ,F                           ,R                        ,                                 ,                     ,                       ,1.0%                 ,                        ,F              ,3.0%           ,                    ,R                      ,F                    ,F                     ,1.0%             ,F                     ,F                    ,12.0%                  ,46.0%                      ,                     ,5.0%                 ,F                      ,F                    ,F                    ,                   ,                       ,4.0%               ,                        ,R                 ,2.0%                      ,R                        ,R                   ,                ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,R                      ,F                         ,                         ,F               ,2.0%               ,                    ,                      ,                  ,                  ,                            ,F                         ,                     ,                     ,R                    ,                      ,                       ,                    ,4.0%            ,                     ,                           ,F                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  8,R, 1,  40.00,     59.8000,Okada    ,Nannofossils                                 ,A              ,M                 ,9.0%                   ,1.0%          ,3.0%                 ,2.0%                ,5.0%                   ,6.0%                         ,                         ,1.0%                        ,F                        ,R                                ,R                    ,                       ,1.0%                 ,                        ,1.0%           ,2.0%           ,                    ,F                      ,F                    ,F                     ,4.0%             ,F                     ,                     ,8.0%                   ,33.0%                      ,R                    ,6.0%                 ,F                      ,F                    ,F                    ,                   ,                       ,6.0%               ,R                       ,R                 ,2.0%                      ,                         ,                    ,R               ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,                       ,R                         ,                         ,F               ,F                  ,                    ,                      ,                  ,R                 ,                            ,F                         ,                     ,                     ,                     ,                      ,                       ,                    ,2.0%            ,                     ,                           ,R                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  8,R, 2,  40.00,     61.3000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,9.0%          ,6.0%                 ,F                   ,6.0%                   ,5.0%                         ,                         ,F                           ,F                        ,                                 ,                     ,                       ,F                    ,                        ,F              ,1.0%           ,                    ,F                      ,R                    ,R                     ,3.0%             ,1.0%                  ,                     ,7.0%                   ,37.0%                      ,F                    ,6.0%                 ,F                      ,F                    ,F                    ,                   ,                       ,4.0%               ,R                       ,F                 ,1.0%                      ,F                        ,                    ,                ,1.0%              ,                          ,F                   ,F                   ,R                 ,                     ,                     ,                       ,                          ,                         ,F               ,F                  ,                    ,                      ,                  ,R                 ,                            ,F                         ,                     ,                     ,                     ,                      ,                       ,                    ,1.0%            ,                     ,                           ,R                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14a             ,              ,115, 713,A,  8,R, 3,  40.00,     62.8000,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,11.0%         ,5.0%                 ,F                   ,4.0%                   ,8.0%                         ,                         ,1.0%                        ,F                        ,R                                ,R                    ,                       ,1.0%                 ,                        ,F              ,1.0%           ,                    ,R                      ,R                    ,F                     ,3.0%             ,F                     ,                     ,10.0%                  ,29.0%                      ,F                    ,9.0%                 ,F                      ,F                    ,F                    ,                   ,                       ,2.0%               ,F                       ,F                 ,1.0%                      ,                         ,                    ,                ,1.0%              ,                          ,F                   ,1.0%                ,                  ,                     ,                     ,                       ,                          ,                         ,F               ,F                  ,                    ,                      ,R                 ,R                 ,                            ,R                         ,R                    ,                     ,                     ,                      ,                       ,                    ,1.0%            ,                     ,R                          ,R                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A,  8,R, 4,  40.00,     64.3000,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,6.0%          ,8.0%                 ,R                   ,3.0%                   ,12.0%                        ,                         ,F                           ,F                        ,F                                ,                     ,                       ,1.0%                 ,R                       ,F              ,3.0%           ,                    ,R                      ,F                    ,F                     ,4.0%             ,F                     ,                     ,7.0%                   ,35.0%                      ,1.0%                 ,7.0%                 ,F                      ,F                    ,F                    ,                   ,                       ,1.0%               ,F                       ,F                 ,1.0%                      ,                         ,R                   ,                ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,                       ,R                         ,R                        ,F               ,F                  ,                    ,                      ,                  ,R                 ,                            ,R                         ,                     ,                     ,                     ,R                     ,                       ,                    ,2.0%            ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A,  8,R,CC,  10.00,     64.4900,Okada    ,Nannofossils                                 ,A              ,M                 ,7.0%                   ,4.0%          ,2.0%                 ,R                   ,2.0%                   ,6.0%                         ,                         ,1.0%                        ,1.0%                     ,F                                ,                     ,                       ,F                    ,                        ,F              ,1.0%           ,                    ,R                      ,F                    ,F                     ,2.0%             ,3.0%                  ,                     ,14.0%                  ,33.0%                      ,F                    ,8.0%                 ,F                      ,F                    ,R                    ,                   ,                       ,1.0%               ,F                       ,R                 ,3.0%                      ,R                        ,                    ,                ,1.0%              ,                          ,F                   ,F                   ,                  ,                     ,                     ,                       ,                          ,1.0%                     ,F               ,F                  ,                    ,                      ,R                 ,R                 ,                            ,R                         ,                     ,                     ,                     ,                      ,                       ,                    ,1.0%            ,                     ,                           ,                         ,R               ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
