Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies	Discoaster prepentaradiatus	Discoaster brouweri	Calcidiscus leptoporus	Discoaster pentaradiatus	Reticulofenestra minuta	Discoaster variabilis	Reticulofenestra pseudoumbilica	Discoaster subsurculus	Discoaster pseudovariabilis	Discoaster pansus	Discoaster bollii	Discoaster asymmetricus	Coccolithus pelagicus	Catinaster coalitus	Catinaster calyculus	Calcidiscus tropicus	Thoracosphaera spp.	Discoaster hamatus	Reticulofenestra minutula	Helicosphaera carteri	Dictyococcites productellus	Triquetrorhabdulus rugosus	Sphenolithus compactus	Lithostromation perdurum	Discoaster neohamatus	Discoaster calcaris	Discoaster intercalaris	Sphenolithus moriformis	Discolithina multipora	Discolithina discopora	Discoaster moorei	Discoaster challengeri	Discoaster triradiatus	Umbilicosphaera sibogae	Sphenolithus verensis	Sphenolithus grandis	Rhabdosphaera clavigera	Hayaster perplexus	Discoaster quinqueramus	Discoaster neorectus	Discoaster tamalis	Discoaster berggrenii	Discoaster signus	Discoaster surculus	Discoaster blackstockae	Syracosphaera pulchra	Cyclicargolithus floridanus	Scyphosphaera pulcherrima	Pseudoemiliania lacunosa	Oolithotus antillarum	Helicosphaera wallichii	Gephyrocapsa spp. (small)	Discolithina japonica	Ceratolithus cristatus	Helicosphaera sellii	Discolithina syracusana	Cyclolithella annula	Scapholithus fossilis	Discoaster quadramus	Discoaster deflandrei	Dictyococcites bisectus	Gephyrocapsa margerelii	Syracosphaera lamina	Cricosphaera quadrilaminata	Holodiscolithus macroporus	Gephyrocapsa caribbeanica	Discosphaera tubifera	Ceratolithus rugosus	Gephyrocapsa oceanica s.l.	Gephyrocapsa oceanica (>6 microns)	Scyphosphaera spp.	Umbellosphaera irregularis	Helicosphaera neogranulata	Discolithina globulosa	Syracosphaera nodosa	Helicosphaera inversa	Ceratolithus telesmus	Emiliania huxleyi	Comment

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 1	  50.00	    100.9000	Shyu     	Nannofossils                                 	               	                  	                  	                           	VR                 	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	R                    	                   	                    	R                   	R                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	VR                    	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	C                       	                     	R                      	C                        	R                    	R                     	R                   	                       	                    	                     	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 1	  80.00	    101.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	F                     	                        	F                      	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	R                   	R                  	                  	                         	C                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	VR                       	F                       	VR                   	VR                     	F                        	R                    	R                     	F                   	                       	                    	                     	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 1	 123.00	    101.6300	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	R                    	                   	                    	R                   	                   	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	R                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	F                       	R                    	R                      	F                        	F                    	R                     	R                   	                       	                    	R                    	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 2	  30.00	    102.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	R                   	R                  	                  	                         	F                    	R                          	                          	                      	                        	                     	                   	                       	                       	                      	VR                    	                 	                      	                      	R                      	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	VR                       	R                       	VR                   	R                      	R                        	R                    	VR                    	VR                  	                       	                    	                     	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 2	 126.00	    103.1600	Shyu     	Nannofossils                                 	               	                  	R                 	                           	R                  	F                     	VR                      	                       	                     	                               	                      	                           	                 	                 	                       	F                    	                   	                    	VR                  	R                  	                  	                         	F                    	R                          	                          	                      	                        	                     	                   	                       	                       	                      	VR                    	                 	                      	                      	                       	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	F                       	VR                   	F                      	F                        	R                    	R                     	R                   	                       	                    	VR                   	                    	                     	                       	VR                     	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 3	  32.00	    103.7200	Shyu     	Nannofossils                                 	               	                  	                  	                           	F                  	F                     	                        	F                      	                     	                               	                      	                           	                 	                 	                       	F                    	                   	                    	R                   	                   	                  	                         	F                    	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	C                       	VR                   	R                      	R                        	VR                   	R                     	                    	                       	                    	                     	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 3	  56.00	    103.9600	Shyu     	Nannofossils                                 	               	                  	R                 	                           	F                  	C                     	                        	F                      	                     	                               	                      	                           	                 	                 	                       	F                    	                   	                    	R                   	                   	                  	                         	F                    	R                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	C                       	                     	VR                     	                         	R                    	F                     	R                   	                       	                    	                     	                    	                     	                       	F                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 3	 115.00	    104.5500	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	C                     	VR                      	                       	                     	                               	                      	                           	                 	                 	VR                     	F                    	                   	                    	                    	R                  	                  	                         	R                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	VR                     	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	VR                       	F                       	VR                   	VR                     	F                        	                     	R                     	VR                  	                       	                    	                     	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN18              	              	124	 769	B	 12	H	 3	 125.00	    104.6500	Shyu     	Nannofossils                                 	               	                  	                  	                           	F                  	F                     	                        	R                      	                     	                               	                      	                           	                 	                 	                       	F                    	                   	                    	R                   	R                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	VR                    	                       	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	C                       	                     	                       	F                        	VR                   	R                     	                    	                       	                    	                     	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 12	H	 4	  38.00	    105.2800	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	F                     	R                       	F                      	                     	                               	                      	                           	                 	                 	                       	R                    	                   	                    	R                   	R                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	VR                    	                       	                     	                    	F                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	R                        	C                       	VR                   	VR                     	F                        	                     	F                     	                    	                       	                    	VR                   	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 12	H	 4	  50.00	    105.4000	Shyu     	Nannofossils                                 	               	                  	R                 	                           	F                  	F                     	VR                      	C                      	                     	                               	                      	                           	                 	                 	                       	F                    	                   	                    	VR                  	R                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	VR                 	                       	F                    	                           	R                        	C                       	                     	                       	F                        	VR                   	F                     	VR                  	                       	VR                  	                     	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 12	H	 4	  82.00	    105.7200	Shyu     	Nannofossils                                 	               	                  	                  	                           	F                  	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	C                    	                   	                    	                    	VR                 	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	                       	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	VR                         	R                        	F                       	R                    	                       	C                        	VR                   	R                     	VR                  	                       	                    	                     	                    	                     	                       	C                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 12	H	 4	 126.00	    106.1600	Shyu     	Nannofossils                                 	               	                  	                  	                           	C                  	F                     	VR                      	R                      	                     	                               	                      	                           	                 	                 	                       	F                    	                   	                    	VR                  	VR                 	                  	F                        	R                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	VR                    	R                      	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	C                       	                     	                       	R                        	                     	R                     	                    	                       	                    	                     	                    	                     	                       	F                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 12	H	CC	  17.00	    106.9800	Shyu     	Nannofossils                                 	               	                  	F                 	                           	F                  	R                     	F                       	R                      	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	F                   	                   	                  	F                        	R                    	R                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	VR                   	                           	                         	F                       	                     	                       	                         	                     	R                     	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 13	H	 1	  15.00	    110.0500	Shyu     	Nannofossils                                 	               	                  	R                 	                           	F                  	F                     	R                       	                       	VR                   	                               	                      	                           	                 	                 	                       	F                    	                   	                    	R                   	R                  	                  	F                        	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	VR                    	                      	                       	                     	                    	F                      	                  	                       	                    	                  	                     	                 	                   	                       	                     	VR                         	VR                       	F                       	R                    	R                      	F                        	VR                   	R                     	R                   	                       	                    	VR                   	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 13	H	 1	  29.00	    110.1900	Shyu     	Nannofossils                                 	               	                  	R                 	                           	F                  	F                     	R                       	F                      	                     	VR                             	                      	                           	                 	                 	                       	F                    	                   	                    	R                   	R                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	VR                    	R                      	                     	                    	VR                     	                  	VR                     	                    	                  	                     	                 	                   	                       	VR                   	                           	                         	F                       	VR                   	                       	R                        	VR                   	R                     	VR                  	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN17              	              	124	 769	B	 13	H	 1	  60.00	    110.5000	Shyu     	Nannofossils                                 	               	                  	                  	                           	F                  	R                     	F                       	                       	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	R                   	                   	                  	F                        	R                    	R                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	VR                     	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	R                     	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN16              	              	124	 769	B	 13	H	 1	 100.00	    110.9000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	F                  	F                     	F                       	                       	                     	VR                             	                      	                           	                 	                 	                       	VR                   	                   	                    	R                   	VR                 	                  	F                        	R                    	                           	                          	                      	                        	                     	                   	                       	                       	                      	VR                    	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	R                  	                       	R                    	                           	                         	F                       	                     	                       	                         	                     	VR                    	                    	                       	                    	                     	                    	                     	VR                     	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN16              	              	124	 769	B	 13	H	 2	 108.00	    112.4800	Shyu     	Nannofossils                                 	               	                  	                  	                           	C                  	F                     	C                       	                       	R                    	                               	                      	                           	R                	                 	                       	R                    	                   	                    	F                   	                   	                  	A                        	R                    	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	R                  	                       	R                    	                           	                         	VR                      	                     	                       	                         	VR                   	R                     	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN16              	              	124	 769	B	 13	H	 3	 124.00	    114.1400	Shyu     	Nannofossils                                 	               	                  	                  	                           	F                  	F                     	C                       	R                      	F                    	                               	                      	                           	VR               	                 	VR                     	R                    	                   	                    	F                   	                   	                  	F                        	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	VR                    	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	R                  	VR                     	                     	                           	                         	F                       	                     	                       	                         	                     	R                     	                    	                       	                    	                     	VR                  	VR                   	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN16              	              	124	 769	B	 13	H	 4	  90.00	    115.3000	Shyu     	Nannofossils                                 	               	                  	                  	                           	F                  	F                     	C                       	R                      	VR                   	                               	                      	                           	                 	                 	                       	                     	                   	                    	F                   	                   	                  	F                        	R                    	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	R                     	                      	                       	                     	                    	                       	                  	VR                     	                    	                  	                     	                 	VR                 	                       	                     	                           	                         	F                       	                     	VR                     	                         	                     	R                     	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Pliocene    	                 	NN16              	              	124	 769	B	 13	H	 6	  83.00	    118.2300	Shyu     	Nannofossils                                 	               	                  	R                 	                           	F                  	F                     	C                       	R                      	                     	                               	                      	                           	                 	                 	                       	R                    	                   	                    	R                   	R                  	                  	R                        	C                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	VR                         	R                        	C                       	F                    	VR                     	F                        	VR                   	F                     	R                   	                       	                    	R                    	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket
