Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Wetzeliella spp.,Tectatodinium spp.,Systematophora spp.,Spiniferites spp.,Spiniferites pseudofurcatus,Spinidinium spp.,Senegalinium spp.,Samlandia chlamydophora,Phthanoperidinium filigranum,Phthanoperidinium distinctum,Paralecaniella indentata,Palaeocystodinium golzowense,Operculodinium centrocarpum,Impagidinium velorum,Impagidinium spp.,Heteraulacacysta ?leptalea,Fromea fragilis,Diphyes colligerum,Dinoflagellate cysts indet.,Dinoflagellate species 6,Dinoflagellate species 3,Deflandrea phosphoritica,Deflandrea oebisfeldensis,Deflandrea granulata,Dapsilidinium pseudocolligerum,Damassadinium abbreviatum,Cribroperidinium giuseppei,Chatangiella spp.,Cerodinium striatum,Cerebrocysta bartonensis,Batiacasphaera micropapillata s.l.,Areoligera spp.,Achomosphaera alcicornu,Wetzeliella gochtii,Wetzeliella articulata,Phthanoperidinium geminatum,Phthanoperidinium echinatum,Nematosphaeropsis sp.1,Kallosphaeridium? sp.1,Hystrichostrogylon membraniphorum,Heteraulacacysta porosa,Fibrocysta axialis,Elytrocysta sp.1,Dinopterygium cladoides,Diconodinium sp.1,Dapsilidinium? sp.1,Corrudinium incompositum,Cordosphaeridium funiculatum,Batiacasphaera compta,Achomosphaera spp.,Thalassiphora pelagica,Thalassiphora delicata,Tectatodinium sp.1,Svalbardella cooksoniae,Surculosphaeridium ?longifurcatum,Spiniferites cornutus,Rottnestia borussica,Paucilobimorpha triradiata,Nematosphaeropsis sp.2,Nematosphaeropsis lemniscata,Litosphaeridium spp.,Lentinia sp.1,Glaphyrocysta divaricata,Enneadocysta multicornuta,Enneadocysta arcuata,Diphyes ficusoides,Dinoflagellate species 7,Dinoflagellate species 2,Batiacasphaera spp.,Areosphaeridium michoudii,Areosphaeridium diktyoplokus,Achomosphaera ramulifera,Achilleodinium biformoides,Tectatodinium grande,Phthanoperidinium powellii,Phthanoperidinium multispinum,Phthanoperidinium comatum,Phthanoperidinium alectrolophum,Phelodinium spp.,Odontochitina sp.,Lophocysta sp.1,Lentinia serrata,Impagidinium cf. I. velorum,Hystrichokolpoma cinctum,Homotryblium tenuispinosum,Heteraulacacysta sp.1,Glaphyrocysta semitecta,Glaphyrocysta ordinata,Eatonicysta ursulae,Distatodinium ellipticum,Cribroperidinium sp.2,Cordosphaeridium minimum,Batiacasphaera hirsuta,Batiacasphaera baculata,Araneosphaera araneosa,Tanyosphaeridium sp.1,Pentadinium laticinctum laticinctum,Paucisphaeridium inversibuccinum,Melitasphaeridium pseudorecurvatum,Lingulodinium machaerophorum,Deflandrea sp.2,Cordosphaeridium spp.,Thalassiphora sp.1,Pterodinium sp.1,Palaeotetradinium sp.1,Palaeocystodinium sp.1,Operculodinium sp.1,Operculodinium divergens,Membranophoridium sp.,Impagidinium cf. I. aculeatum,Hystrichokolpoma spp.,Hystrichokolpoma rigaudiae,Horologinella sp.1,Histiocysta sp.1,Eocladopyxis peniculata,Caligodinium amiculum,Alterbidinium spp.,Svalbardella cf. S. cooksoniae,Palambages morulosa,Micrhystridium sp.1,Distatodinium paradoxum,Distatodinium craterum,Dinoflagellate species 4,Selenopemphix spp.,Selenopemphix nephroides,Palaeohystrichophora infusoriodes,Palaeocystodinium bulliformum,Lejeunecysta spp.,Homotryblium spp.,Glaphyrocysta ?reticulosa,Enneadocysta fenestrata,Dinoflagellate species 1,Cyclopsiella elliptica,Cribroperidinium tenuitabulatum,Canningia? sp.1,Thalassiphora sp.2,Cordosphaeridium cantharellus,Bourkidinium sp.,Rhombodella paucispina,Pterospermella spp.,Deflandrea sp.1,Cribroperidinium sp.1,Cordosphaeridium cf. C. robustum,Comasphaeridium? sp.1,Phthanoperidinium resistente,Phthanoperidinium cf. P. levimurum,Phthanoperidinium cf. P. ?eocenicum,Isabelidinium cf. I. cooksoniae,Conneximura fimbriata,Pentadinium laticinctum granulatum,Glaphyrocysta cf. *,Dinoflagellate species 5,Charlesdowniea spp.,Phthanoperidinium amoenum,Deflandrea sp.3,Dracodinium spp.,Alisocysta margarita,Canningia? sp.2,Reticulatosphaera actinocoronata,Pseudoceratium sp.1,Chiropteridium lobospinosum,Chiropteridium galea,Apectodinium sp.1,Polysphaeridium spp.,Operculodinium piaseckii,Nematosphaeropsis rigida,Melitasphaeridium choanophorum,Operculodinium janduchenei,Invertocysta spp.,Filisphaera filifera,Dapsilidinium spp.,Barssidinium spp.,Amiculosphaera umbracula,Impagidinium aculeatum,Comment
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 30,R, 2,  97.00,    521.9700,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,+               ,7                 ,+                  ,60               ,                           ,                ,                 ,+                      ,                            ,50                          ,                        ,+                           ,12                         ,1                   ,11               ,                          ,               ,                  ,27                         ,                        ,+                       ,+                       ,                         ,1                   ,1                             ,                         ,1                         ,1                ,+                  ,1                       ,16                                ,+              ,+                      ,                   ,+                     ,9                          ,1                          ,11                    ,1                     ,                                 ,6                      ,1                 ,1               ,7                      ,                 ,                   ,20                      ,                            ,                     ,2                 ,+                     ,                      ,2                 ,                       ,                                 ,+                    ,2                   ,                          ,                      ,                            ,                    ,2            ,+                       ,1                        ,2                   ,                  ,                        ,1                       ,                   ,                         ,1                           ,6                       ,                          ,                    ,                          ,4                            ,                         ,                               ,                ,                 ,               ,                ,1                          ,                        ,+                         ,                     ,+                      ,+                     ,+                  ,+                       ,+                    ,+                       ,2                     ,1                      ,                      ,                     ,                                   ,                                ,                                  ,2                           ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,1                            ,                     ,1                         ,                  ,10              ,                       ,                     ,                  ,6                             ,1                  ,+                  ,+                      ,+                     ,?                       ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 31,R, 1,  99.00,    530.1900,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,                ,1                 ,+                  ,44               ,                           ,                ,8                ,                       ,                            ,2                           ,+                       ,1                           ,10                         ,4                   ,1                ,1                         ,               ,                  ,29                         ,                        ,9                       ,                        ,                         ,                    ,                              ,                         ,4                         ,                 ,2                  ,3                       ,4                                 ,               ,                       ,                   ,                      ,25                         ,1                          ,                      ,                      ,                                 ,2                      ,                  ,19              ,12                     ,                 ,                   ,1                       ,                            ,                     ,16                ,1                     ,                      ,1                 ,                       ,                                 ,1                    ,                    ,                          ,                      ,                            ,1                   ,3            ,                        ,11                       ,3                   ,                  ,                        ,3                       ,1                  ,1                        ,                            ,1                       ,+                         ,1                   ,                          ,                             ,                         ,                               ,                ,2                ,               ,                ,3                          ,                        ,+                         ,                     ,                       ,+                     ,                   ,                        ,18                   ,                        ,2                     ,                       ,                      ,2                    ,                                   ,                                ,2                                 ,1                           ,               ,                     ,1                 ,4               ,+                     ,1                     ,1                  ,+                       ,1                    ,2                            ,3                    ,+                         ,1                 ,17              ,4                      ,2                    ,1                 ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 32,R, 2, 104.00,    541.3400,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,+               ,3                 ,2                  ,11               ,                           ,                ,4                ,                       ,                            ,2                           ,                        ,1                           ,5                          ,2                   ,4                ,+                         ,               ,1                 ,10                         ,                        ,2                       ,1                       ,                         ,                    ,                              ,                         ,+                         ,                 ,                   ,2                       ,9                                 ,               ,                       ,                   ,                      ,190                        ,                           ,2                     ,                      ,                                 ,                       ,                  ,3               ,+                      ,                 ,                   ,+                       ,                            ,                     ,                  ,+                     ,                      ,1                 ,1                      ,                                 ,+                    ,1                   ,1                         ,                      ,                            ,                    ,             ,1                       ,                         ,+                   ,                  ,                        ,19                      ,                   ,                         ,1                           ,                        ,                          ,3                   ,                          ,                             ,                         ,                               ,                ,                 ,1              ,1               ,                           ,                        ,                          ,                     ,+                      ,                      ,                   ,                        ,+                    ,4                       ,3                     ,?                      ,                      ,1                    ,+                                  ,1                               ,+                                 ,+                           ,1              ,+                    ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 33,R, 2, 100.00,    550.9000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,2               ,2                 ,1                  ,47               ,2                          ,                ,2                ,+                      ,                            ,4                           ,                        ,3                           ,31                         ,+                   ,1                ,1                         ,               ,1                 ,11                         ,1                       ,13                      ,13                      ,                         ,5                   ,                              ,                         ,                          ,+                ,                   ,2                       ,9                                 ,2              ,                       ,                   ,                      ,11                         ,33                         ,2                     ,                      ,                                 ,                       ,                  ,14              ,1                      ,                 ,                   ,6                       ,                            ,                     ,                  ,1                     ,                      ,2                 ,                       ,1                                ,1                    ,1                   ,+                         ,19                    ,3                           ,2                   ,2            ,+                       ,1                        ,1                   ,                  ,                        ,4                       ,2                  ,                         ,+                           ,+                       ,                          ,1                   ,1                         ,9                            ,1                        ,+                              ,3               ,+                ,+              ,+               ,1                          ,+                       ,1                         ,1                    ,1                      ,+                     ,1                  ,1                       ,1                    ,6                       ,4                     ,4                      ,+                     ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,151, 913,B, 34,R, 2, 103.00,    560.6800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,M                 ,                ,22                ,1                  ,36               ,1                          ,                ,6                ,+                      ,                            ,                            ,                        ,+                           ,13                         ,16                  ,19               ,                          ,               ,1                 ,20                         ,1                       ,31                      ,+                       ,                         ,+                   ,1                             ,4                        ,4                         ,                 ,                   ,16                      ,6                                 ,5              ,+                      ,                   ,                      ,                           ,                           ,+                     ,                      ,                                 ,                       ,?                 ,+               ,3                      ,                 ,                   ,1                       ,1                           ,1                    ,22                ,36                    ,+                     ,1                 ,+                      ,1                                ,1                    ,+                   ,2                         ,+                     ,12                          ,1                   ,+            ,1                       ,+                        ,2                   ,1                 ,+                       ,+                       ,2                  ,+                        ,+                           ,5                       ,?                         ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,151, 913,B, 35,R, 2, 103.00,    570.2400,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,+               ,                  ,+                  ,+                ,+                          ,                ,1                ,                       ,                            ,+                           ,                        ,+                           ,+                          ,+                   ,+                ,                          ,               ,                  ,+                          ,                        ,                        ,+                       ,                         ,+                   ,+                             ,+                        ,+                         ,                 ,+                  ,+                       ,+                                 ,+              ,                       ,?                  ,+                     ,297                        ,+                          ,+                     ,+                     ,+                                ,+                      ,+                 ,2               ,+                      ,+                ,+                  ,+                       ,+                           ,+                    ,+                 ,                      ,                      ,                  ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,151, 913,B, 36,R, 3, 103.00,    581.4200,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,M                 ,3               ,1                 ,65                 ,15               ,10                         ,+               ,1                ,+                      ,24                          ,+                           ,+                       ,4                           ,9                          ,+                   ,7                ,4                         ,2              ,+                 ,21                         ,67                      ,+                       ,7                       ,1                        ,21                  ,+                             ,1                        ,4                         ,2                ,+                  ,23                      ,6                                 ,1              ,+                      ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,                  ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
