Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiosira praefraga	Thalassiosira nansenii	Stephanopyxis turris	Coscinodiscus spp.	Trinacria excavata	Tigeria spp.	Stephanopyxis spp.	Stellarima microtrias	Rhizosolenia hebetata	Nitzschia maleinterpretaria	Liradiscus sp.	Grammatophora spp.	Eucampia antarctica	Dactyliosolen antarcticus	Cocconeis spp.	Chaetoceros spp.	Cavitatus miocenicus	Trichotoxon reinboldii	Paralia sulcata	Nitzschia pusilla	Isthmia spp.	Eucampia antactica var. twista	Diploneis spp.	Entopyla spp.	Coscinodiscus marginatus	Actinoptychus senarius	Arachnoidiscus spp.	Thalassionema nitzschioides	Stellarima stellaris	Asteromphalus symmetricus	Thalassiosira praeconvexa	Rouxia spp.	Actinocyclus ingens	Rhizosolenia styliformis	Denticulopsis maccollumii	Pyxilla reticulata	Nitzschia sp. 17	Lisitzinia ornata	Crucidenticula kanayae	Neobrunia mirabilis	Nitzschia denticuloides var. M	Cavitatus jouseanus	Nitzschia grossepunctata	Azpeitia tabularis	Rhabdonema spp.	Nitzschia denticuloides	Proboscia barboi	Denticulopsis simonsenii	Denticulopsis simonsenii var. A	Tigeria sp B	Rhizosolenia hebetata f. hiemalis	Actinocyclus aff. ingens	Nitzschia efferans	Nitzschia donahuensis	Actinocyclus actinochilus	Denticulopsis praedimorpha	Denticulopsis hustedtii	Denticulopsis delicata	Denticulopsis dimorpha	Actinocyclus karstenii	Denticulopsis meridionalis	Corethron criophilum	Hemidiscus ovalis	Asteromphalus kennettii	Rouxia antarctica	Rhizosolenia oligocaenica	Hemidiscus karstenii	Hemidiscus cuneiformis	Fragilariopsis aurica	Thalassiosira torokina	Thalassiosira oliverana	Thalassiosira oestrupii	Thalassiosira mahoodii	Fragilariopsis praecurta	Rouxia isopolica	Thalassiothrix spp.	Thalassiosira maculeata	Thalassiosira insigna	Rouxia leventerae	Hemidiscus triangularus	Fragilariopsis sublinearis	Tigeria sp A	Thalassiosira complicata	Fragilariopsis praeinterfrigidaria	Thalassiosira inura	Rouxia naviculoides	Rouxia heteropolara	Thalassiosira tumida	Thalassiosira lentiginosa	Rhizosolenia costata	Nitzschia reinholdii	Fragilariopsis ritscheri	Fragilariopsis lacrima	Rouxia diploneides	Fragilariopsis obliquecostata	Fragilariopsis interfrigidaria	Fragilariopsis barronii	Thalassiosira vulnifica	Thalassiosira insigna/inura trans	Rhizosolenia sp. D	Fragilariopsis weaveri	Fragilariopsis kerguelensis	Thalassiosira tetraoestrupii var. reimeri	Thalassiosira elliptipora	Comment
  IR	                 	                 	                  	              	188	1165	B	 64	X	CC	   0.00	    572.0800	paleo    	Diatoms                                      	               	M                 	F                      	                      	F                   	F                 	F                 	            	C                 	F                    	F                    	                           	F             	                  	F                  	R                        	R             	F               	R                   	                      	F              	                 	R           	F                             	              	R            	F                       	R                     	                   	                           	                    	                         	                         	           	                   	                        	                         	                  	                	                 	                      	                   	                              	                   	                        	                  	               	                       	                	                        	                               	            	                                 	                        	                  	                     	                         	                          	                       	                      	                      	                      	                          	                    	                 	                       	                 	                         	                    	                      	                     	                      	                       	                       	                      	                        	                	                   	                       	                     	                 	                       	                          	            	                        	                                  	                   	                   	                   	                    	                         	                    	                    	                        	                      	                  	                             	                              	                       	                       	                                 	                  	                      	                           	                                         	                         	T.praefraga "a" thru "b" Zone (20.8-18.3 Ma)

  IR	                 	                 	                  	              	188	1165	B	 65	X	CC	   0.00	    579.1700	paleo    	Diatoms                                      	               	M                 	R                      	                      	F                   	F                 	F                 	            	F                 	                     	R                    	                           	F             	                  	                   	R                        	              	F               	R                   	R                     	F              	R                	R           	R                             	R             	             	                        	                      	                   	                           	                    	                         	                         	           	                   	                        	                         	                  	                	                 	                      	                   	                              	                   	                        	                  	               	                       	                	                        	                               	            	                                 	                        	                  	                     	                         	                          	                       	                      	                      	                      	                          	                    	                 	                       	                 	                         	                    	                      	                     	                      	                       	                       	                      	                        	                	                   	                       	                     	                 	                       	                          	            	                        	                                  	                   	                   	                   	                    	                         	                    	                    	                        	                      	                  	                             	                              	                       	                       	                                 	                  	                      	                           	                                         	                         	T.praefraga "a" to "b" zones (20.8-18.3 Ma)

  IR	                 	                 	                  	              	188	1165	B	 66	X	CC	  37.00	    597.6900	paleo    	Diatoms                                      	               	M                 	R                      	                      	                    	                  	                  	            	                  	                     	                     	                           	              	                  	                   	                         	              	                	                    	                      	               	                 	            	                              	              	             	                        	                      	                   	                           	                    	                         	                         	           	                   	                        	                         	                  	                	                 	                      	                   	                              	                   	                        	                  	               	                       	                	                        	                               	            	                                 	                        	                  	                     	                         	                          	                       	                      	                      	                      	                          	                    	                 	                       	                 	                         	                    	                      	                     	                      	                       	                       	                      	                        	                	                   	                       	                     	                 	                       	                          	            	                        	                                  	                   	                   	                   	                    	                         	                    	                    	                        	                      	                  	                             	                              	                       	                       	                                 	                  	                      	                           	                                         	                         	T. praefraga "a" to "b" zones (20.8-18.3 Ma)

  IR	                 	                 	                  	              	188	1165	B	 67	X	CC	  18.00	    606.1600	paleo    	Diatoms                                      	F              	MP                	F                      	                      	R                   	R                 	R                 	R           	R                 	R                    	R                    	R                          	R             	R                 	F                  	R                        	R             	R               	R                   	                      	               	                 	            	                              	              	             	                        	                      	                   	                           	                    	                         	                         	           	                   	                        	                         	                  	                	                 	                      	                   	                              	                   	                        	                  	               	                       	                	                        	                               	            	                                 	                        	                  	                     	                         	                          	                       	                      	                      	                      	                          	                    	                 	                       	                 	                         	                    	                      	                     	                      	                       	                       	                      	                        	                	                   	                       	                     	                 	                       	                          	            	                        	                                  	                   	                   	                   	                    	                         	                    	                    	                        	                      	                  	                             	                              	                       	                       	                                 	                  	                      	                           	                                         	                         	T. paefraga "a" to "b" zones (20.8-18.3 Ma)

  IR	                 	                 	                  	              	188	1165	B	 73	X	 1	  30.00	    646.1000	paleo    	Diatoms                                      	T              	P                 	F                      	R                     	R                   	R                 	                  	            	                  	                     	                     	                           	              	                  	                   	                         	              	                	                    	                      	               	                 	            	                              	              	             	                        	                      	                   	                           	                    	                         	                         	           	                   	                        	                         	                  	                	                 	                      	                   	                              	                   	                        	                  	               	                       	                	                        	                               	            	                                 	                        	                  	                     	                         	                          	                       	                      	                      	                      	                          	                    	                 	                       	                 	                         	                    	                      	                     	                      	                       	                       	                      	                        	                	                   	                       	                     	                 	                       	                          	            	                        	                                  	                   	                   	                   	                    	                         	                    	                    	                        	                      	                  	                             	                              	                       	                       	                                 	                  	                      	                           	                                         	                         	T.praefraga "a" to "b" zones (20.8-18.3)

