Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotaloides variabilis,Globorotaloides suteri,Globorotalia peripheroronda,Globorotalia mayeri,Globoquadrina venezuelana,Globoquadrina dehiscens,Globigerinoides quadrilobatus s.l.,Globigerinoides diminutus,Globigerinoides altiaperturus,Globigerinoides ruber s.l.,Dentoglobigerina altispira altispira,Sphaeroidinellopsis disjuncta,Praeorbulina sicana,Globoquadrina baroemoenensis,Globorotalia praescitula,Globorotalia archeomenardii,Praeorbulina glomerosa curva,Globigerinatella insueta,Globorotaloides hexagona,Praeorbulina glomerosa glomerosa,Globigerinoides obliquus s.l.,Globoquadrina praedehiscens,Clavatorella bermudezi,Praeorbulina glomerosa circularis,Sphaeroidinellopsis seminulina,Globigerinella siphonifera,Globorotalia praemenardii,Orbulina suturalis,Globorotalia peripheroacuta,Globorotalia praefohsi,Dentoglobigerina altispira globosa,Sphaeroidinellopsis kochi,Orbulina universa,Globorotalia fohsi fohsi,Globorotalia fohsi lobata,Globorotalia fohsi robusta,Globorotalia scitula,Globorotalia menardii,Globorotalia limbata,Globoturborotalita nepenthes,Neogloboquadrina acostaensis,Globigerinoides conglobatus,Candeina nitida,Globorotalia tumida,Comment
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 23,X, 3,  80.00,    208.1000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,T                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,T                  ,+                           ,T                       ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 23,X, 4,  80.00,    209.6000,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,T                  ,+                           ,                        ,+                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,T                                ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 23,X,CC,  18.00,    213.8700,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,T                         ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,                                    ,                             ,T                  ,+                           ,+                       ,+                          ,T                           ,                        ,                        ,T                               ,                             ,                           ,T                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 24,X, 2,  78.00,    216.1800,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,                          ,                      ,+                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,                                    ,                             ,T                  ,+                           ,+                       ,+                          ,                            ,                        ,                        ,                                ,                             ,                           ,T                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 24,X, 3,  78.00,    217.6800,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,                          ,                      ,+                          ,+                  ,+                        ,                       ,+                                 ,                         ,                             ,+                         ,                                    ,                             ,T                  ,+                           ,T                       ,+                          ,T                           ,                        ,                        ,T                               ,                             ,                           ,+                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 24,X, 4,  78.00,    219.1800,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,                                    ,                             ,+                  ,+                           ,T                       ,+                          ,+                           ,                        ,                        ,+                               ,                             ,                           ,+                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 24,X, 5,  78.00,    220.6800,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,                          ,                      ,+                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,T                  ,T                           ,+                       ,+                          ,T                           ,                        ,                        ,T                               ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 24,X,CC,  26.00,    223.6200,Vincent  ,Planktonic Foraminifers                      ,A              ,P                 ,                          ,+                     ,                           ,+                  ,+                        ,+                      ,+                                 ,T                        ,                             ,                          ,                                    ,                             ,+                  ,+                           ,+                       ,+                          ,+                           ,T                       ,                        ,T                               ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 25,X, 3,  80.00,    227.4000,Vincent  ,Planktonic Foraminifers                      ,A              ,P                 ,                          ,+                     ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,+                  ,+                           ,+                       ,+                          ,+                           ,                        ,                        ,T                               ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 25,X,CC,  21.00,    232.0100,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,+                     ,T                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,T                  ,+                           ,T                       ,                           ,T                           ,T                       ,                        ,T                               ,T                            ,T                          ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X, 2,  80.00,    235.6000,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,+                         ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,+                  ,+                           ,+                       ,+                          ,+                           ,                        ,+                       ,T                               ,T                            ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X, 4,  85.00,    238.6500,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,+                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,+                  ,+                           ,T                       ,                           ,+                           ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X, 5,  78.00,    240.0800,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,+                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,T                            ,+                  ,+                           ,                        ,+                          ,+                           ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X, 5,  82.00,    240.1200,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,+                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,T                  ,+                           ,+                       ,T                          ,+                           ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X, 6,  78.00,    241.5800,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,+                         ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,T                         ,+                                   ,                             ,                   ,+                           ,T                       ,T                          ,                            ,                        ,+                       ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X, 6,  82.00,    241.6200,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,+                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,T                        ,                             ,+                         ,+                                   ,T                            ,                   ,+                           ,+                       ,+                          ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 26,X,CC,  30.00,    243.0300,Vincent  ,Planktonic Foraminifers                      ,A              ,P                 ,+                         ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,+                  ,+                           ,T                       ,T                          ,+                           ,T                       ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 28,X, 1,  80.00,    253.4000,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,+                         ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,T                  ,+                           ,                        ,T                          ,T                           ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 28,X, 3,  79.00,    256.3900,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,T                         ,                      ,                           ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,+                         ,T                                   ,                             ,+                  ,+                           ,                        ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 28,X,CC,  25.00,    261.6200,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,T                                   ,                             ,+                  ,+                           ,T                       ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 29,X, 1,  79.00,    262.6900,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,+                         ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,T                  ,+                           ,T                       ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 29,X, 3,  79.00,    265.6900,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,+                         ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,T                  ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 29,X, 5,  80.00,    268.7000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,+                  ,+                           ,T                       ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 29,X, 7,  34.00,    271.2400,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,+                        ,                             ,+                         ,+                                   ,                             ,+                  ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 29,X,CC,  26.00,    271.7100,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,                          ,+                     ,                           ,+                  ,+                        ,+                      ,+                                 ,+                        ,                             ,+                         ,                                    ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 30,X, 1,  74.00,    272.3400,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,T                        ,                             ,+                         ,                                    ,                             ,+                  ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 30,X, 4,  75.00,    276.8500,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,                       ,+                                 ,                         ,                             ,+                         ,                                    ,                             ,                   ,T                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 30,X, 5,  78.00,    278.3800,Vincent  ,Planktonic Foraminifers                      ,R              ,P                 ,                          ,                      ,                           ,T                  ,T                        ,                       ,T                                 ,                         ,                             ,                          ,                                    ,                             ,T                  ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 30,X, 6,  79.00,    279.8900,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,T                         ,T                                   ,                             ,+                  ,T                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,138, 844,B, 30,X,CC,  35.00,    281.4400,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,                          ,+                     ,                           ,+                  ,+                        ,+                      ,+                                 ,+                        ,                             ,+                         ,                                    ,T                            ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,138, 844,B, 31,X, 2,  80.00,    283.5000,Vincent  ,Planktonic Foraminifers                      ,R              ,P                 ,                          ,                      ,                           ,+                  ,                         ,                       ,T                                 ,                         ,                             ,                          ,                                    ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,138, 844,B, 31,X, 4,  80.00,    286.5000,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,T                         ,T                                   ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,138, 844,B, 31,X, 5,  80.00,    288.0000,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,T                        ,                             ,                          ,                                    ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,138, 844,B, 31,X, 6,  80.00,    289.5000,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,T                         ,T                     ,+                          ,+                  ,T                        ,T                      ,+                                 ,T                        ,T                            ,                          ,                                    ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
