Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Hedbergella similis,Hedbergella sigali,Hedbergella occulta,Globigerinelloides maridalensis,Globigerinelloides gottsi,Globigerinelloides blowi,Hedbergella hispaniae,Pseudotextularia elegans,Heterohelix globulosa,Hedbergella monmouthensis,Globigerinelloides messinae,Globigerinelloides alvarezi,Globotruncanita stuarti,Hedbergella holmdelensis,Schackoina multispinata,Heterohelix glabrans,Globigerinelloides subcarinatus,Rugoglobigerina hexacamerata,Guembelitria cretacea,Globigerinelloides prairiehillensis,Globotruncana linneiana,Heterohelix pulchra,Pseudoguembelina costulata,Globotruncanella havanensis,Gublerina robusta,Planoglobulina acervulinoides,Globotruncanita stuartiformis,Globotruncana ventricosa,Globotruncana bulloides,Globotruncana arca,Gansserina gansseri,Heterohelix striata,Contusotruncana contusa,Contusotruncana patelliformis,Racemiguembelina sp.,Abathomphalus mayaroensis,Globotruncanella petaloidea,Rugoglobigerina spp.,Globotruncana aegyptiaca,Contusotruncana plummerae,Contusotruncana fornicata,Trinitella scotti,Globotruncana hilli,Pseudoguembelina excolata,Globotruncana mariei,Rugoglobigerina rugosa,Kuglerina sp.,Streptochilus/Chiloguembelina taxa,Comment
  SR,                 ,                 ,                  ,              ,130, 807,C, 67,R, 1,  46.00,   1309.9600,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 67,R, 2,  46.00,   1311.4000,Sliter   ,Planktonic Foraminifers                      ,F              ,P                 ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,cf                     ,P                  ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 67,R, 3,  46.00,   1312.9000,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,cf                      ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,cf                     ,                    ,                               ,                            ,                     ,                                   ,cf                     ,P                  ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 67,R, 4, 102.00,   1314.9600,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 67,R, 5,  46.00,   1315.9000,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 67,R,CC,   0.00,   1316.4000,Sliter   ,Planktonic Foraminifers                      ,VR/R           ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,                           ,                       ,P                       ,                       ,                    ,P                              ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 68,R, 1,  85.00,   1319.9500,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 68,R, 2,  66.00,   1321.2600,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,P                    ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 68,R, 3,  43.00,   1322.5300,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,cf                      ,cf                   ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,P                    ,                                   ,P                      ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 68,R,CC,   0.00,   1322.7100,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,P                    ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 69,R, 1,  44.00,   1329.2400,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,P                    ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 69,R, 2,  45.00,   1330.7500,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,cf                      ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,P                   ,                               ,                            ,P                    ,cf                                 ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 69,R, 3,  17.00,   1331.9700,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,P                      ,cf                  ,P                              ,cf                          ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 69,R, 4,  16.00,   1333.4600,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,cf                   ,P                        ,P                          ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 69,R, 5,  22.00,   1335.0200,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,cf                       ,P                          ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 69,R,CC,  11.00,   1335.8500,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,                           ,                       ,P                       ,                       ,                    ,P                              ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 70,R, 1,  78.00,   1339.1801,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,P                              ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 70,R, 2,  62.00,   1340.5200,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 70,R, 3, 144.00,   1342.8400,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,                           ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 70,R, 4,  44.00,   1343.3400,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,                           ,                       ,P                       ,                       ,cf                  ,P                              ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 70,R,CC,   0.00,   1344.7400,Sliter   ,Planktonic Foraminifers                      ,VR             ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 1,  43.00,   1348.4301,Sliter   ,Planktonic Foraminifers                      ,VR/R           ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 1,  86.00,   1348.8600,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,cf                   ,P                        ,P                          ,P                          ,                       ,P                       ,cf                     ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 1, 142.00,   1349.4200,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,cf                   ,P                        ,                           ,                           ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 2,  52.00,   1350.0200,Sliter   ,Planktonic Foraminifers                      ,               ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"questionable group abundance.""""ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 2,  59.00,   1350.0900,Sliter   ,Planktonic Foraminifers                      ,VR             ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,cf                      ,                     ,P                        ,                           ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 95%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 2, 125.00,   1350.7500,Sliter   ,Planktonic Foraminifers                      ,VR             ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,                         ,                           ,                           ,cf                     ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 3,  31.00,   1351.3101,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,                           ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 71,R, 3,  40.00,   1351.4000,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,cf                         ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 73,R, 2, 103.00,   1369.9301,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,P                  ,P                 ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,                         ,                           ,                           ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 80%.Rare benthic forams.from 130SR.Chapter 5.Table 1.page 64."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 73,R, 2, 115.00,   1370.0500,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,P                 ,                   ,                               ,                         ,P                       ,P                    ,                        ,                     ,                         ,                           ,                           ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 70%.Rare benthic forams.from 130SR.Chapter 5.Table 1.page 64."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 73,R,CC,   0.00,   1370.0800,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,P                  ,P                 ,                   ,                               ,                         ,                        ,P                    ,                        ,                     ,                         ,                           ,                           ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 70%.Rare benthic forams.from 130SR.Chapter 5.Table 1.page 64."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 74,R, 1,  23.00,   1375.6300,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,P                  ,P                 ,cf                 ,cf                             ,P                        ,P                       ,                     ,                        ,                     ,                         ,                           ,                           ,                       ,                        ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 40%.Rare benthic forams.Very Rare radiolarians.from 130SR.Chapter 5.Table 1.page 64."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
