Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys peregrina,Prunopyle frakesi,Lychnocanoma grande,Helotholus praevema,Eucyrtidium biconicum,Desmospyris rhodospyroides,Cycladophora pliocenica,Rhopalastrum spp.,Prunopyle titan,Lychnocanium grande,Eucyrtidium pseudoinflatum,Cycladophora bicornis,Antarctissa strelkovi,Amphymenium challengerae,Acrosphaera mercurius,Acrosphaera labrata,Triceraspyris coronata,Stylatractus universus,Stylatractus santaeannae,Spongotrochus glacialis,Prunopyle tetrapila,Eucyrtidium cienkowskii,Anthocyrtella (?) callopisma,Antarctissa robusta,Antarctissa cylindrica,Streblacantha circumtexta,Theocorys redondoensis,Saturnalis circularis,Prunopyle buspinigerum,Haliommetta miocenica,Eucyrtidium inflatum,Druppatractus hastatus,Antarctissa deflandrei,Rhizosphaera antarctica,Eucyrtidium calvertense,Antarctissa denticulata,Lampromitra coronata,Lamprocyrtis heteroporos,Stylatractus universus var. transparum,Eucyrtidium teuscheri orthoporus,Pterocorys clausus,Desmospyris spongiosa,Phorticium clevei,Helotholus vema,Pseudocubus vema,Botryopera triloba,Gondwanaria dogieli,Acanthodesmia viniculata,Cycladophora davisiana,Phormostichoartus pitomorphus,Pterocanium trilobum,Actinomma popofskii,Eucyrtidium teuscheri teuscheri,Triceraspyris antarctica,Saccospyris conithorax,Saccospyris antarctica,Lithelius nautiloides,Prunopyle antarctica,Plectacantha sp.,Mitrocalpis araneafera,Dictyophimus(?) mawsoni,Litharachnium tentorium,Comment
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 20,H, 4,  53.00,    172.5400,Caulet   ,Radiolarians                                 ,R              ,M                 ,                     ,                 ,                   ,R                  ,                     ,T                         ,F                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,R                     ,R                     ,                        ,                       ,R                  ,                       ,T                           ,R                  ,F                     ,                         ,                      ,T                    ,                      ,                     ,R                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,?                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 20,H, 5,  53.00,    174.0400,Caulet   ,Radiolarians                                 ,C              ,G                 ,                     ,                 ,                   ,C                  ,F                    ,F                         ,F                      ,                 ,R              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,C                     ,R                     ,                        ,T                      ,F                  ,                       ,T                           ,C                  ,C                     ,                         ,                      ,R                    ,                      ,                     ,F                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,R                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 20,H, 6,  53.00,    175.5700,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,T                  ,C                  ,C                    ,C                         ,F                      ,                 ,C              ,                   ,R                         ,                     ,A                    ,                        ,                     ,                   ,C                     ,C                     ,R                       ,R                      ,R                  ,                       ,R                           ,A                  ,C                     ,T                        ,                      ,R                    ,                      ,T                    ,R                   ,R                     ,                      ,                       ,C                      ,C                      ,R                   ,                        ,                                      ,                                ,R                 ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 20,H,CC,  19.00,    177.3800,Caulet   ,Radiolarians                                 ,F              ,G                 ,                     ,                 ,                   ,A                  ,R                    ,C                         ,A                      ,                 ,C              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,A                     ,                        ,R                      ,R                  ,                       ,                            ,C                  ,C                     ,                         ,                      ,                     ,                      ,                     ,T                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,R                               ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,up. Tau           ,              ,119, 745,B, 21,H, 4,  53.00,    182.0300,Lazarus  ,Radiolarians                                 ,A              ,G                 ,F                    ,                 ,                   ,                   ,                     ,C                         ,C                      ,+                ,               ,R                  ,C                         ,                     ,A                    ,                        ,R                    ,+                  ,C                     ,                      ,+                       ,C                      ,                   ,                       ,                            ,                   ,F                     ,                         ,                      ,                     ,                      ,                     ,                    ,R                     ,                      ,                       ,C                      ,C                      ,R                   ,                        ,R                                     ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 21,H,CC,  23.00,    187.0000,Caulet   ,Radiolarians                                 ,F              ,M                 ,T                    ,                 ,R                  ,                   ,C                    ,C                         ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,R                     ,                      ,                        ,R                      ,R                  ,T                      ,R                           ,                   ,                      ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,T                       ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,up. Tau           ,              ,119, 745,B, 22,H, 2,  53.00,    188.5300,Lazarus  ,Radiolarians                                 ,F              ,G                 ,                     ,                 ,                   ,                   ,                     ,                          ,F                      ,                 ,               ,                   ,                          ,                     ,C                    ,                        ,                     ,                   ,                      ,                      ,                        ,C                      ,                   ,                       ,                            ,                   ,                      ,                         ,                      ,+                    ,                      ,                     ,                    ,R                     ,                      ,                       ,                       ,R                      ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,low. Tau          ,              ,119, 745,B, 22,H, 4,  53.00,    191.5300,Lazarus  ,Radiolarians                                 ,A              ,G                 ,+                    ,                 ,                   ,                   ,                     ,C                         ,C                      ,                 ,               ,C                  ,R                         ,                     ,A                    ,                        ,R                    ,F                  ,                      ,                      ,                        ,                       ,                   ,                       ,                            ,                   ,F                     ,                         ,                      ,                     ,                      ,                     ,                    ,+                     ,                      ,                       ,F                      ,F                      ,R                   ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,low. Tau          ,              ,119, 745,B, 22,H, 6,  53.00,    194.5300,Lazarus  ,Radiolarians                                 ,F              ,G                 ,+                    ,                 ,                   ,                   ,                     ,                          ,C                      ,                 ,               ,C                  ,                          ,                     ,A                    ,                        ,F                    ,F                  ,                      ,+                     ,                        ,                       ,                   ,                       ,                            ,                   ,                      ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,R                      ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 22,H,CC,  25.00,    196.0000,Caulet   ,Radiolarians                                 ,F              ,P                 ,                     ,                 ,C                  ,                   ,C                    ,R                         ,R                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,R                     ,C                     ,                        ,                       ,                   ,                       ,R                           ,R                  ,R                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 1,  53.00,    196.5300,Caulet   ,Radiolarians                                 ,C              ,P                 ,                     ,                 ,A                  ,C                  ,R                    ,R                         ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,R                     ,F                     ,                        ,R                      ,R                  ,T                      ,R                           ,R                  ,                      ,                         ,                      ,T                    ,                      ,T                    ,F                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 2,  53.00,    198.0300,Caulet   ,Radiolarians                                 ,R              ,P                 ,F                    ,                 ,C                  ,R                  ,R                    ,T                         ,F                      ,                 ,               ,A                  ,R                         ,                     ,A                    ,R                       ,                     ,+                  ,F                     ,R                     ,                        ,+                      ,R                  ,                       ,                            ,                   ,                      ,                         ,                      ,                     ,                      ,                     ,R                   ,+                     ,+                     ,T                      ,C                      ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 3,  53.00,    199.5300,Caulet   ,Radiolarians                                 ,C              ,M                 ,T                    ,                 ,C                  ,F                  ,F                    ,R                         ,F                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,R                     ,R                     ,                        ,R                      ,R                  ,                       ,T                           ,                   ,T                     ,                         ,                      ,                     ,                      ,                     ,R                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 4,  53.00,    201.0300,Caulet   ,Radiolarians                                 ,C              ,P                 ,                     ,T                ,C                  ,C                  ,R                    ,R                         ,C                      ,                 ,?              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,T                      ,                   ,                       ,R                           ,T                  ,T                     ,                         ,                      ,                     ,                      ,                     ,R                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 5,  53.00,    202.5300,Caulet   ,Radiolarians                                 ,C              ,G                 ,R                    ,T                ,F                  ,C                  ,R                    ,R                         ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,R                     ,                      ,                        ,T                      ,R                  ,                       ,R                           ,R                  ,                      ,                         ,                      ,                     ,                      ,T                    ,T                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 6,  53.00,    204.0300,Caulet   ,Radiolarians                                 ,C              ,M                 ,R                    ,T                ,C                  ,C                  ,R                    ,R                         ,R                      ,                 ,               ,+                  ,                          ,+                    ,A                    ,+                       ,R                    ,R                  ,R                     ,R                     ,                        ,R                      ,                   ,                       ,R                           ,R                  ,T                     ,                         ,T                     ,T                    ,T                     ,T                    ,R                   ,R                     ,R                     ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H, 7,  53.00,    205.5300,Caulet   ,Radiolarians                                 ,R              ,P                 ,                     ,                 ,                   ,                   ,                     ,                          ,                       ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,                       ,                   ,                       ,                            ,                   ,                      ,T                        ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR8               ,              ,119, 745,B, 23,H,CC,  25.00,    205.9300,Caulet   ,Radiolarians                                 ,C              ,M                 ,R                    ,                 ,A                  ,C                  ,C                    ,                          ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,R                      ,R                  ,R                      ,R                           ,R                  ,R                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. challengerae   ,              ,119, 745,B, 24,H, 2,  53.00,    207.5300,Lazarus  ,Radiolarians                                 ,C              ,G                 ,+                    ,                 ,                   ,                   ,                     ,                          ,R                      ,                 ,               ,C                  ,                          ,F                    ,A                    ,F                       ,R                    ,F                  ,F                     ,R                     ,+                       ,                       ,                   ,                       ,                            ,                   ,                      ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. challengerae   ,              ,119, 745,B, 24,H, 6,  53.00,    213.5300,Lazarus  ,Radiolarians                                 ,C              ,G                 ,C                    ,                 ,                   ,                   ,                     ,+                         ,R                      ,+                ,+              ,F                  ,R                         ,F                    ,A                    ,R                       ,R                    ,C                  ,                      ,                      ,                        ,                       ,                   ,                       ,                            ,                   ,                      ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NR8               ,              ,119, 745,B, 24,H,CC,  25.00,    215.5200,Caulet   ,Radiolarians                                 ,R              ,P                 ,R                    ,R                ,R                  ,R                  ,R                    ,R                         ,R                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,                       ,                   ,                       ,                            ,                   ,                      ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
