Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Spiniferites sp.,Selenopemphix sp.,Operculodinium sp.,Cribroperidinium sp. cf. C. tenuitabulatum,Trinovantedinium sp.,Selenopemphix nephroides,Reticulatosphaera actinocoronata,Palaeocystodinium sp.,Melitasphaeridium choanophorum,Deflandrea phosphoritica,Spiniferites ramosus,Selenopemphix spp.,Polysphaeridium subtile,Palaeocystodinium golzowense,Operculodinium? eirikianum,Operculodinium spp.,Labyrinthodinium truncatum,Phelodinium sp.,Impagidinium sp. cf. I. sp.1,Hystrichosphaeropsis obscura,"Protoperidinium spp. ""round browns""",Nematosphaeropsis labyrinthea,Lejeunecysta sp.,Spiniferites spp.,Impagidinium sp.2,Distatodinium sp.,Phelodinium spp.,Operculodinium centrocarpum,Oligosphaeridium spp.,Invertocysta tabulata,Invertocysta lacrymosa,Chiropteridium spp.,Batiacasphaera spp.,Batiacasphaera sphaerica,Batiacasphaera hirsuta,Apteodinium australiense,Achomosphaera sp.1,Spiniferites sp. B,Nematosphaeropsis rigida,Lingulodinium brevispinosum,Impagidinium? pallidum,Hystrichokolpoma denticulatum,Filisphaera filifera,Distatodinium paradoxum,Diphyes spp.,Hystrichosphaeropsis spp.,Hystrichokolpoma poculum,Distatodinium craterum,Svalbardella spp.,Operculodinium israelianum,Lingulodinium machaerophorum,Tuberculodinium vancampoae,Barssidinium graminosum,Cribroperidinium spp.,Pentadinium spp.,Impagidinium paradoxum,Cristadinium spp.,Amiculosphaera umbracula,Achomosphaera andalousiensis,Hystrichokolpoma rigaudiae,Hystrichostrogylon coninckii,Riculacysta perforata,Nematosphaeropsis spp.,Selenopemphix dionaeacysta,Lejeunecysta spp.,Impagidinium japonicum,Batiacasphaera cf. baculata,Apteodinium spp.,Tectatodinium pellitum,Evittosphaerula? sp. 2 ,Svalbardella sp.,Tectatodinium psilatum,Capillicysta gloriana,Impagidinium patulum,Polysphaeridium zoharyi,Lophocysta sulcolimbata,Evittosphaerula spp.,Selenopemphix brevispinosa,Stelladinium spp.,Operculodinium janduchenei,Hystrichokolpoma truncatum,Homotryblium vallum,Homotryblium spp.,Nematosphaeropsis sp. cf. N. lemniscata ,Cristadinium sp. cf. C. cristatoserratum,Cristadinium diminutivum,Unipontidinium aquaeductum,Brigantedinium spp.,Batiacasphaera minuta,Spiniferites pseudofurcatus,Impletosphaeridium spp.,Cristadinium sp.,Distatodinium spp.,Votadinium spp.,Dapsilidinium pastielsii,Spiniferites mirabilis,Protoperidinium sp.1,Nematosphaeropsis lemniscata,Cristadinium sp.1,Brigantedinium simplex,Multispinula minuta,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Mio5              ,              ,151, 909,C, 62,R,CC,  14.00,    682.5400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,+                 ,                                          ,                    ,+                       ,                                ,                     ,R                             ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,?                       ,                  ,                  ,R                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,                            ,                          ,R                      ,                     ,                ,                      ,                 ,R                       ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,F                      ,                ,R                     ,+                    ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Mio5              ,              ,151, 909,C, 63,R,CC,  11.00,    687.4700,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,R                             ,                        ,F                   ,F                 ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,R                 ,                  ,C                       ,                           ,R                     ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,R                      ,                     ,                ,                      ,                 ,R                       ,R                           ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,C                      ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Mio5              ,              ,151, 909,C, 64,R, 1,  31.00,    692.3100,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,A                               ,                     ,                              ,                        ,F                   ,R                 ,                       ,R                           ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,F                          ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,R                 ,                  ,F                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,                            ,                          ,                       ,                     ,                ,                      ,                 ,F                       ,R                           ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 64,R,CC,  25.00,    699.7500,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,+                 ,                                          ,                    ,+                       ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,+               ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,uncertain age assignment. from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Mio5              ,              ,151, 909,C, 65,R, 1,  19.00,    701.7900,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,F                   ,R                 ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,R                     ,                        ,A                 ,                  ,F                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,R                      ,                     ,                ,                      ,                 ,                        ,R                           ,                          ,                            ,R                    ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 65,R,CC,  13.00,    711.1100,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,+                ,+                 ,                                          ,                    ,                        ,                                ,+                    ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,+              ,                            ,                            ,                                   ,                             ,+               ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,+               ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,uncertain age assignment. from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 66,R,CC,  12.00,    714.0000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,+                 ,                                          ,                    ,+                       ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,+              ,                            ,                            ,                                   ,                             ,+               ,                 ,                 ,+                ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,R                     ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,R                           ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,+               ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Mio5              ,              ,151, 909,C, 67,R,CC,  11.00,    730.6000,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,F                   ,R                 ,                       ,                            ,R                         ,R                  ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,R               ,R                          ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,F                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,                            ,                          ,R                      ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,F                ,                      ,                           ,                ,                      ,A                      ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 68,R,CC,   0.00,    735.5900,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,+                 ,                                          ,+                   ,                        ,                                ,                     ,                              ,                        ,F                   ,                  ,                       ,R                           ,                          ,                   ,                          ,+              ,                            ,                            ,R                                  ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,R                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Mio5              ,              ,151, 909,C, 69,R,CC,  38.00,    749.3800,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,C                               ,                     ,                              ,                        ,C                   ,                  ,                       ,                            ,                          ,                   ,R                         ,               ,                            ,R                           ,R                                  ,                             ,                ,                 ,                 ,                 ,R               ,R                          ,                     ,                     ,                      ,                   ,R                  ,                        ,                      ,                        ,R                 ,                  ,C                       ,R                          ,R                     ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,A                           ,                          ,                       ,                     ,                ,                      ,                 ,F                       ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,151, 909,C, 70,R,CC,   6.00,    757.8800,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,F                   ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,R                                  ,                             ,                ,                 ,                 ,                 ,                ,F                          ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,R                 ,                  ,R                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,                            ,                          ,                       ,                     ,                ,                      ,                 ,R                       ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio4              ,              ,151, 909,C, 71,R,CC,  12.00,    768.4200,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,R                   ,                  ,                       ,                            ,                          ,C                  ,                          ,               ,                            ,                            ,F                                  ,                             ,                ,                 ,                 ,                 ,R               ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,R                 ,                  ,F                       ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,F                         ,                            ,                          ,                       ,                     ,                ,                      ,                 ,R                       ,R                           ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,F                     ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio4              ,              ,151, 909,C, 72,R,CC,  17.00,    778.1700,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,+                 ,                                          ,                    ,                        ,                                ,                     ,R                             ,                        ,F                   ,R                 ,                       ,R                           ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,R               ,R                          ,                     ,                     ,                      ,                   ,                   ,R                       ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,C                         ,                            ,                          ,                       ,                     ,                ,                      ,                 ,R                       ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,R                          ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio4              ,              ,151, 909,C, 73,R,CC,  20.00,    787.2500,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,                    ,R                 ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,R               ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,R                ,                          ,                            ,                          ,                       ,R                    ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,R                     ,                          ,                 ,                      ,R                          ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 74,R,CC,  24.00,    795.9800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,+                ,+                 ,                                          ,                    ,                        ,C                               ,                     ,R                             ,                        ,R                   ,                  ,                       ,                            ,                          ,                   ,                          ,+              ,                            ,C                           ,R                                  ,                             ,                ,                 ,                 ,                 ,                ,R                          ,R                    ,                     ,                      ,                   ,R                  ,R                       ,                      ,                        ,                  ,R                 ,                        ,R                          ,                      ,                             ,                    ,                       ,            ,R                        ,                        ,                      ,                 ,                          ,                            ,                          ,R                      ,                     ,                ,                      ,                 ,R                       ,                            ,R                         ,                            ,                     ,                      ,cf                        ,F                ,R                     ,R                          ,R               ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio4              ,              ,151, 909,C, 75,R,CC,  12.00,    807.8400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,R                             ,                        ,R                   ,R                 ,                       ,R                           ,                          ,                   ,                          ,               ,                            ,R                           ,                                   ,                             ,                ,                 ,                 ,                 ,                ,R                          ,R                    ,                     ,                      ,                   ,                   ,R                       ,                      ,                        ,R                 ,                  ,                        ,R                          ,R                     ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,R                         ,                            ,                          ,R                      ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,R                    ,R                     ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio4              ,              ,151, 909,C, 76,R,CC,  17.00,    817.3400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,R                           ,                                   ,                             ,+               ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,R                           ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
