Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Vercorsella wintereri,Valvulineria (?) sp. 1,Textulariid taxa,Salpingoporella (unspecified taxon or taxa),Miliolids species,Marssonella (unspecified taxon or taxa),Foraminifers (attached),Decussoloculina sp. cf. D. mirceai,Nodosariidae (taxa),Belorussiella sp.,Istriloculina unspecified taxon,Terquemella (unspecified taxon or taxa),Arenobulimina sp.,Protopeneroplis sp.,Neotrocholina sp.,Foraminifers (planispiral taxa),Vercorsella sp.,Trocholina molesta,Campanellula capuensis,Favreina sp. cf. F. prusensis,Debarina sp. cf. D. hahounerensis,Novalesia producta,Cayeuxia (unspecified taxon or taxa),?Orbitolinid taxa,Verneuilinidae taxa,Vercorsella sp. cf. V. arenata,Glomospira unspecified taxon,Gaudryina sp.,Arenobulimina cochleata,Nezzazata sp. C,Favreina sp.,Vercorsella sp. cf. V. immaturata,Neotrocholina sp. cf. N. infragranulata,Neotrocholina sp. cf. N. friburgensis,Aeolisaccus kotori,Bacinella irregularis,Novalesia angulosa,Bdelloidina sp. cf. B. urgonensis,Praechrysalidina infracretacea,Cuneolina sp. A,Nezzazata isabellae,Pseudonummoloculina sp.,Cuneolina parva,Sabaudia minuta,Paracoskinolina sp. cf. P. sunnilandensis,Orbitolinid taxa,Orbitolinid sp. A,Palaxius salataensis,Hagenowina sp.,Vercorsella sp. cf. V. scarsellai,Neoiraqia (?) sp.,Cuneolina sp. cf. C. pavonia,Globoquadrina sp.,Nezzazata sp. A,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,122,R, 1,  67.00,   1146.0699,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,A                              ,                                       ,R                ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,?                             ,R                           ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,123,R, 1,  43.00,   1155.5300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,F                ,                                       ,                       ,                                  ,                   ,                 ,A                              ,                                       ,                 ,                   ,                 ,C                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,?                  ,                              ,F                           ,             ,                       ,A              ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,125,R, 2,  70.00,   1176.6000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,                ,F                                          ,                 ,                                       ,                       ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,126,R, 1,  79.00,   1184.7900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,F                                          ,C                ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,                 ,                   ,                 ,R                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,A            ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,128,R, 1,  90.00,   1204.1000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F                     ,A               ,                                           ,R                ,                                       ,                       ,                                  ,                   ,                 ,R                              ,R                                      ,                 ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,R                           ,F            ,R                      ,               ,F           ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,129,R, 1,  90.00,   1213.8000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,?                    ,                      ,C               ,                                           ,R                ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,F                             ,R                           ,F            ,F                      ,?              ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,130,R, 1,  69.00,   1223.2900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,F                ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,R                ,                               ,R              ,                  ,                      ,                             ,                                 ,R                 ,                                    ,                 ,                   ,                              ,R                           ,F            ,R                      ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,131,R, 1,  92.00,   1233.1200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,                ,                                           ,R                ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,R                              ,               ,                  ,                      ,                             ,                                 ,                  ,R                                   ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,136,R, 1,   1.00,   1280.2100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,138,R, 1,  10.00,   1299.6000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,A                              ,                                       ,F                ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,F                             ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,139,R, 1,  41.00,   1309.6100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,142,R, 1,  26.00,   1338.4600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,F                                          ,R                ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,143,R, 1,  24.00,   1348.1400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,C                                          ,F                ,                                       ,R                      ,                                  ,R                  ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,R                ,F                  ,?                             ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,144,R, 1, 137.00,   1358.8700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,A                    ,C                     ,A               ,R                                          ,A                ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,R                ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,145,R, 2,  49.00,   1368.7900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,A                     ,A               ,                                           ,A                ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,A                              ,R              ,                  ,                      ,                             ,?                                ,F                 ,C                                   ,R                ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,146,R, 1, 100.00,   1377.4000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,                      ,C               ,C                                          ,                 ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,                 ,                   ,                 ,F                              ,               ,                  ,                      ,?                            ,?                                ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,147,R, 1,  23.00,   1386.3300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,C                     ,A               ,                                           ,A                ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,R                ,                   ,                 ,R                              ,               ,R                 ,R                     ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,152,R, 1,  10.00,   1434.6000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,R                    ,                      ,F               ,R                                          ,                 ,                                       ,R                      ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,F                              ,?              ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,153,R, 1, 116.00,   1445.2600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,R                     ,C               ,F                                          ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,F                                      ,                 ,?                  ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,154,R, 1,  51.00,   1454.3101,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,F                     ,F               ,F                                          ,                 ,R                                      ,                       ,                                  ,R                  ,                 ,                               ,F                                      ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,155,R, 1, 119.00,   1464.6899,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,                      ,C               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,157,R, 1,  11.00,   1482.9100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,                      ,A               ,                                           ,F                ,F                                      ,R                      ,                                  ,F                  ,F                ,                               ,R                                      ,                 ,?                  ,R                ,R                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,158,R, 1,  84.00,   1493.3400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,                      ,A               ,                                           ,                 ,                                       ,                       ,                                  ,F                  ,R                ,                               ,R                                      ,R                ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,159,R, 2,  18.00,   1502.5800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,R                     ,F               ,                                           ,                 ,                                       ,                       ,                                  ,F                  ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,160,R, 1,  26.00,   1511.9600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,R                     ,C               ,R                                          ,F                ,                                       ,                       ,                                  ,                   ,F                ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,166,R, 1,  97.00,   1570.2700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,A                    ,F                     ,A               ,                                           ,F                ,                                       ,                       ,                                  ,R                  ,R                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,167,R, 2,   7.00,   1581.9700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,R                    ,                      ,C               ,R                                          ,F                ,R                                      ,                       ,R                                 ,R                  ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,169,R, 3,  17.00,   1602.8101,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,                      ,C               ,                                           ,                 ,                                       ,                       ,R                                 ,F                  ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,170,R, 3, 106.00,   1613.2800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,R                    ,                      ,C               ,                                           ,                 ,R                                      ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,                 ,                  ,              ,143, 866,A,171,R, 1,  21.00,   1619.3101,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,R                     ,C               ,R                                          ,R                ,R                                      ,R                      ,R                                 ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
