Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Sphenolithus moriformis,Sphenolithus heteromorphus,Solidopons petrae,Reticulofenestra samodurovii,Reticulofenestra minutula,Reticulofenestra minuta,Pontosphaera discopora,Helicosphaera euphratis,Helicosphaera carteri,Helicosphaera ampliaperta,Geminilithella rotula,Discoaster variabilis,Discoaster deflandrei,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Pontosphaera multipora,Helicosphaera scissura,Calcidiscus tropicus,Sphenolithus belemnos,Rhabdosphaera procera,Discoaster signus,Cryptococcolithus takayamae,Scyphosphaera spp.,Calcidiscus leptoporus,Calcidiscus premacintyrei,Pontosphaera spp.,Discosphaera tubifera,Braarudosphaera bigelowii,Helicosphaera perch-nielseniae,Helicosphaera waltrans,Helicosphaera walbersdorfensis,Discoaster musicus,Hayella aperta,Scapholithus fossilis,Pyrocyclus hermosus,Triquetrorhabdulus rugosus,Helicosphaera orientalis,Triquetrorhabdulus rioensis,Triquetrorhabdulus challengeri,Triquetrorhabdulus auritus,Syracosphaera spp.,Reticulofenestra pseudoumbilicus,Discoaster pseudovariabilis,Holodiscolithus solidus,Discoaster kugleri,Calcidiscus macintyrei,Sphenolithus abies,Discoaster bellus,Catinaster coalitus,Discoaster brouweri,Discoaster bollii,Discoaster hamatus,Catinaster calyculus,Minylitha convallis,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster loeblichii,Discoaster surculus,Discoaster quinqueramus,Discoaster berggrenii,Amaurolithus primus,Hayella challengeri,Reticulofenestra rotaria,Amaurolithus delicatus,Amaurolithus amplificus,"Discoaster ""six-rayed""",Discoaster asymmetricus,Amaurolithus tricorniculatus,Comment
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 34,X, 5,   6.00,    315.9600,Howe     ,Nannofossils                                 ,H              ,M                 ,                       ,F                      ,F                         ,                 ,R                           ,A                        ,A                      ,S                     ,                       ,F                    ,                         ,C                    ,C                    ,R                    ,A                          ,R                     ,C                    ,F                       ,R                     ,                      ,R                   ,                     ,R                    ,C                ,                           ,                  ,R                     ,R                        ,                 ,S                    ,                         ,                              ,                      ,S                             ,R                 ,S             ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 35,X, 3,  36.00,    322.8600,Howe     ,Nannofossils                                 ,H              ,M                 ,F                      ,F                      ,F                         ,                 ,R                           ,A                        ,A                      ,                      ,S                      ,F                    ,                         ,C                    ,C                    ,R                    ,C                          ,R                     ,C                    ,F                       ,R                     ,                      ,R                   ,                     ,F                    ,F                ,R                          ,S                 ,                      ,R                        ,                 ,                     ,                         ,                              ,R                     ,                              ,R                 ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 35,X, 6,  87.00,    327.8700,Howe     ,Nannofossils                                 ,VH             ,M-G               ,C                      ,F                      ,C                         ,                 ,F                           ,A                        ,A                      ,                      ,R                      ,C                    ,                         ,F                    ,C                    ,R                    ,A                          ,R                     ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,F                    ,A                ,F                          ,S                 ,                      ,F                        ,S                ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 36,X, 5, 107.00,    336.2700,Howe     ,Nannofossils                                 ,H              ,M-G               ,C                      ,F                      ,F                         ,                 ,R                           ,A                        ,A                      ,R                     ,R                      ,C                    ,S                        ,F                    ,F                    ,R                    ,A                          ,                      ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,F                    ,C                ,R                          ,                  ,R                     ,F                        ,                 ,                     ,                         ,S                             ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Common biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 36,X, 6,  48.00,    337.1800,Howe     ,Nannofossils                                 ,H              ,M                 ,C                      ,F                      ,F                         ,                 ,R                           ,C                        ,A                      ,                      ,R                      ,F                    ,                         ,F                    ,F                    ,R                    ,A                          ,R                     ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,                     ,C                ,R                          ,                  ,S                     ,F                        ,S                ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous & Single Paleogene reworking. Common biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 37,X, 2,  68.00,    341.0800,Howe     ,Nannofossils                                 ,M-H            ,M                 ,C                      ,F                      ,F                         ,                 ,R                           ,A                        ,A                      ,S                     ,R                      ,C                    ,S                        ,F                    ,F                    ,R                    ,A                          ,R                     ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,R                    ,C                ,R                          ,                  ,S                     ,F                        ,                 ,                     ,                         ,                              ,S                     ,S                             ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous reworking & Common biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 37,X, 3,  90.00,    342.8000,Howe     ,Nannofossils                                 ,H              ,G                 ,C                      ,F                      ,C                         ,                 ,R                           ,C                        ,A                      ,                      ,                       ,C                    ,                         ,C                    ,F                    ,R                    ,A                          ,R                     ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,                     ,C                ,                           ,                  ,                      ,R                        ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous & Rare Paleogene reworking. Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 38,X, 3,  86.00,    352.4600,Howe     ,Nannofossils                                 ,H              ,G                 ,F                      ,F                      ,F                         ,                 ,                            ,C                        ,A                      ,                      ,R                      ,F                    ,R                        ,C                    ,C                    ,R                    ,C                          ,R                     ,C                    ,F                       ,F                     ,                      ,F                   ,                     ,                     ,C                ,                           ,S                 ,                      ,R                        ,                 ,S                    ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous reworking & Common biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 39,X, 3, 128.00,    362.4800,Howe     ,Nannofossils                                 ,M-H            ,M-G               ,C                      ,F                      ,F                         ,                 ,                            ,C                        ,A                      ,                      ,R                      ,C                    ,R                        ,C                    ,F                    ,R                    ,C                          ,S                     ,C                    ,F                       ,R                     ,                      ,S                   ,                     ,S                    ,C                ,                           ,S                 ,                      ,R                        ,                 ,                     ,                         ,S                             ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous & Single Paleogene reworking. Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 39,X, 5,  29.50,    364.4950,Howe     ,Nannofossils                                 ,M-H            ,M                 ,R                      ,F                      ,F                         ,                 ,                            ,C                        ,C                      ,                      ,R                      ,F                    ,R                        ,F                    ,C                    ,R                    ,A                          ,R                     ,C                    ,F                       ,R                     ,S                     ,R                   ,                     ,                     ,C                ,                           ,                  ,                      ,R                        ,                 ,                     ,S                        ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 40,X, 5,  32.00,    374.2200,Howe     ,Nannofossils                                 ,M              ,M-G               ,                       ,F                      ,F                         ,                 ,R                           ,C                        ,C                      ,S                     ,R                      ,F                    ,R                        ,R                    ,C                    ,C                    ,A                          ,R                     ,F                    ,F                       ,R                     ,                      ,                    ,                     ,                     ,R                ,                           ,S                 ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Paleogene reworking & Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 40,X, 6,  99.00,    376.3900,Howe     ,Nannofossils                                 ,M              ,P                 ,                       ,F                      ,F                         ,                 ,R                           ,C                        ,F                      ,                      ,                       ,F                    ,                         ,F                    ,F                    ,C                    ,A                          ,S                     ,C                    ,R                       ,                      ,                      ,R                   ,                     ,S                    ,                 ,S                          ,S                 ,S                     ,S                        ,R                ,                     ,R                        ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Paleogene reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 42,X, 3,  89.00,    391.0900,Howe     ,Nannofossils                                 ,M-H            ,P                 ,                       ,F                      ,C                         ,                 ,R                           ,C                        ,C                      ,                      ,S                      ,F                    ,                         ,F                    ,F                    ,F                    ,A                          ,R                     ,F                    ,F                       ,                      ,                      ,R                   ,                     ,S                    ,                 ,S                          ,S                 ,R                     ,                         ,R                ,S                    ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 42,X, 4,  62.00,    392.3200,Howe     ,Nannofossils                                 ,M-H            ,P-M               ,R                      ,R                      ,F                         ,                 ,R                           ,C                        ,C                      ,                      ,R                      ,F                    ,F                        ,F                    ,C                    ,C                    ,A                          ,R                     ,F                    ,R                       ,S                     ,                      ,R                   ,                     ,                     ,                 ,                           ,                  ,                      ,S                        ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Single Cretaceous reworking & Common biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 43,X, 3,  51.50,    400.4150,Howe     ,Nannofossils                                 ,M              ,M-G               ,F                      ,F                      ,F                         ,S                ,R                           ,C                        ,C                      ,                      ,R                      ,F                    ,R                        ,F                    ,C                    ,F                    ,C                          ,R                     ,F                    ,R                       ,R                     ,R                     ,                    ,                     ,                     ,                 ,                           ,S                 ,S                     ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 44,X, 5,  41.00,    413.0100,Howe     ,Nannofossils                                 ,M-H            ,M-G               ,F                      ,R                      ,F                         ,                 ,F                           ,C                        ,C                      ,S                     ,R                      ,F                    ,F                        ,F                    ,C                    ,C                    ,A                          ,R                     ,C                    ,R                       ,R                     ,R                     ,R                   ,S                    ,S                    ,?S               ,S                          ,                  ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous & Paleogene reworking. Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 44,X, 6, 125.00,    415.3500,Howe     ,Nannofossils                                 ,M              ,M                 ,                       ,F                      ,F                         ,S                ,F                           ,C                        ,F                      ,S                     ,R                      ,F                    ,F                        ,F                    ,F                    ,C                    ,A                          ,R                     ,F                    ,R                       ,                      ,R                     ,                    ,?S                   ,                     ,                 ,                           ,                  ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Common biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 45,X, 6,   8.00,    423.7800,Howe     ,Nannofossils                                 ,M              ,M                 ,                       ,F                      ,F                         ,                 ,F                           ,C                        ,C                      ,R                     ,F                      ,R                    ,F                        ,F                    ,C                    ,C                    ,A                          ,R                     ,C                    ,R                       ,S                     ,R                     ,S                   ,                     ,                     ,                 ,                           ,                  ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,157, 952,A, 45,X, 6,  25.00,    423.9500,Howe     ,Nannofossils                                 ,M              ,M-G               ,R                      ,R                      ,F                         ,S                ,C                           ,C                        ,C                      ,R                     ,F                      ,R                    ,C                        ,F                    ,F                    ,C                    ,A                          ,R                     ,C                    ,F                       ,                      ,                      ,                    ,                     ,                     ,                 ,                           ,                  ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Single Paleogene reworking & Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
