Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sceptroneis tenue-pesplanus (group),Resting spores (excluding Chaetoceros),Pyxilla spp.,Paralia sulcata,Melosira architecturalis,Kisseleviella carina,Cavitatus jouseanus,Benthic diatoms,Azpeitia tabularis,Actinoptychus senarius,Stellarima spp.,Rouxia naviculoides,Rocella praenitida,Pseudotriceratium radiosoreticulatum,Hemiaulus cf. incisus,Coscinodiscus marginatus,Azpeitia oligocenica,Chaetoceros spores,Thalassiothrix longissima,Thalassionema nitzschioides,Rouxia obesa,Cavitatus miocenicus,Actinocyclus octonarius,Rocella vigilans,Ikebea tenuis,Hemiaulus sp. (pyxiloides form),Thalassiosira dubiosa,Simonseniella interposita,Rocella semigelida,Coscinodiscus lewisianus var. levis,Cestodiscus trochus,Cestodiscus kugleri,Thalassiosira media/convexa,Rouxia cf. granda,Rocella gelida  var. schraderi,Thalassiosira irregulata,Cavitatus rectus,Pseudodimerogramma elegans,Goniothecium odontella,Cavitatus linearis,Kozloviella minor,Cymatosira aff. lorenziana,Asteromphalus aff. robustus-symmetricus,Asteromphalus aff. oligocenicus,Rocella gelida,Lisitzinia ornata,Coscinodiscus rhombicus,Lisitzinia ornata  f. pentagona,Thalassiosira lusca,Kisselviella magnaareolata,Thalassiosira praefraga,Kisseleviella ezoensis,Goniothecium decoratum,Raphidodiscus marylandicus,Actinocyclus ingens,Azpeitia salisburyana,Azpeitia praenodulifera,Azpeitia biradiata,Rhizosolenia hotaense,Thalassiosira fraga,Rhizosolenia norwegica,Azpeitia aff. praenodulifera,Nitzschia maleinterpretaria,Simonseniella praebarboi,Crucidenticula sawamurae,Coscinodiscus lewisianus,Actinocyclus tsugaruensis,Actinocyclus sp. (ochotensis-ingens form),Mediaria splendida,Crucidenticula ikebei,Asteromphalus cf. darwinii,Thalassionema nitzschioides  var. parva,Rouxia isopolica,Crucidenticula kanayae,Nitzschia challengeri,Denticulopsis praelauta,Nitzschia aff. challengeri,Cavitatus exiguus,Denticulopsis lauta,Actinocyclus ingens  var. nodus,Cavitatus lanceolatus,Yoshidaia divergens,Denticulopsis hyalina,Comment
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 69,X, 1,  25.00,    632.6500,Gladenkov,Diatoms                                      ,C              ,G                 ,                                   ,5                                     ,1           ,+              ,                        ,5                   ,13                 ,+              ,                  ,1                     ,4              ,                   ,                  ,                                    ,                     ,49                      ,+                   ,21                ,9                        ,+                          ,            ,5                   ,1                      ,+               ,+            ,+                              ,                     ,                         ,                  ,                                   ,+                  ,+                  ,                           ,                 ,1                             ,                        ,1               ,+                         ,                      ,6                 ,                 ,                          ,                                       ,                               ,69            ,+                ,1                      ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 69,X, 2,  25.00,    634.1500,Gladenkov,Diatoms                                      ,C              ,G                 ,                                   ,6                                     ,+           ,               ,+                       ,6                   ,31                 ,+              ,                  ,2                     ,3              ,                   ,                  ,1                                   ,                     ,32                      ,                    ,5                 ,30                       ,+                          ,+           ,13                  ,+                      ,+               ,             ,+                              ,                     ,                         ,                  ,                                   ,+                  ,+                  ,                           ,                 ,1                             ,                        ,2               ,+                         ,                      ,11                ,                 ,                          ,                                       ,+                              ,10            ,30               ,+                      ,+                              ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 69,X, 3,  25.00,    635.6500,Gladenkov,Diatoms                                      ,C              ,M/G               ,+                                  ,2                                     ,+           ,6              ,                        ,8                   ,45                 ,+              ,                  ,3                     ,2              ,                   ,                  ,                                    ,                     ,18                      ,                    ,10                ,14                       ,+                          ,            ,31                  ,                       ,2               ,             ,3                              ,                     ,                         ,                  ,                                   ,+                  ,1                  ,+                          ,                 ,                              ,+                       ,5               ,                          ,+                     ,9                 ,                 ,                          ,                                       ,+                              ,+             ,46               ,+                      ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 69,X, 4,  25.00,    637.1500,Gladenkov,Diatoms                                      ,C              ,M                 ,                                   ,14                                    ,3           ,7              ,                        ,8                   ,45                 ,               ,                  ,3                     ,               ,                   ,                  ,+                                   ,                     ,11                      ,                    ,27                ,5                        ,+                          ,2           ,21                  ,+                      ,4               ,             ,1                              ,                     ,                         ,                  ,                                   ,+                  ,1                  ,                           ,                 ,                              ,                        ,5               ,                          ,                      ,18                ,                 ,                          ,                                       ,                               ,+             ,46               ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 69,X, 5,  25.00,    638.6500,Gladenkov,Diatoms                                      ,R              ,P                 ,                                   ,1                                     ,            ,               ,                        ,                    ,3                  ,               ,                  ,                      ,               ,                   ,                  ,                                    ,                     ,3                       ,                    ,                  ,1                        ,                           ,            ,2                   ,                       ,                ,             ,                               ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,1                 ,                 ,                          ,                                       ,                               ,              ,?1               ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 69,X,CC,  33.00,    642.3200,Gladenkov,Diatoms                                      ,R              ,P                 ,                                   ,                                      ,            ,               ,                        ,                    ,                   ,               ,                  ,                      ,               ,                   ,                  ,                                    ,                     ,4                       ,                    ,                  ,1                        ,1                          ,            ,?1                  ,                       ,                ,             ,                               ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,?1                ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,R. gelida         ,              ,145, 884,B, 70,X, 5,  25.00,    648.2500,Gladenkov,Diatoms                                      ,F              ,P                 ,2                                  ,9                                     ,6           ,13             ,1                       ,9                   ,17                 ,4              ,                  ,6                     ,3              ,                   ,                  ,                                    ,                     ,+                       ,1                   ,4                 ,4                        ,2                          ,4           ,9                   ,1                      ,1               ,             ,3                              ,                     ,                         ,                  ,                                   ,+                  ,4                  ,                           ,2                ,                              ,                        ,+               ,                          ,                      ,6                 ,                 ,                          ,                                       ,                               ,1             ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. rectus         ,              ,145, 884,B, 70,X, 6,  25.00,    649.7500,Gladenkov,Diatoms                                      ,C              ,M                 ,+                                  ,12                                    ,+           ,3              ,                        ,11                  ,9                  ,+              ,                  ,4                     ,+              ,                   ,                  ,+                                   ,                     ,2                       ,1                   ,34                ,2                        ,+                          ,1           ,33                  ,+                      ,                ,1            ,+                              ,                     ,                         ,                  ,                                   ,+                  ,+                  ,+                          ,+                ,                              ,                        ,4               ,                          ,                      ,17                ,2                ,+                         ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. rectus         ,              ,145, 884,B, 70,X, 7,  25.00,    651.2500,Gladenkov,Diatoms                                      ,C              ,M                 ,+                                  ,9                                     ,2           ,20             ,1                       ,6                   ,56                 ,1              ,                  ,+                     ,               ,                   ,                  ,1                                   ,                     ,2                       ,+                   ,37                ,2                        ,+                          ,3           ,14                  ,1                      ,1               ,1            ,1                              ,                     ,                         ,                  ,                                   ,+                  ,1                  ,                           ,+                ,                              ,+?                      ,15              ,                          ,                      ,25                ,                 ,+                         ,+                                      ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. rectus         ,              ,145, 884,B, 70,X,CC,  13.00,    651.6600,Gladenkov,Diatoms                                      ,C              ,M                 ,+                                  ,5                                     ,1           ,2              ,                        ,2                   ,57                 ,+              ,                  ,4                     ,5              ,                   ,                  ,+                                   ,                     ,2                       ,                    ,29                ,3                        ,+                          ,1           ,14                  ,3                      ,+               ,1            ,                               ,                     ,                         ,                  ,                                   ,4                  ,4                  ,                           ,                 ,                              ,                        ,20              ,                          ,                      ,38                ,3                ,+                         ,+                                      ,+                              ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. rectus         ,              ,145, 884,B, 71,X, 1,  25.00,    651.9500,Gladenkov,Diatoms                                      ,C              ,M                 ,1                                  ,3                                     ,2           ,8              ,                        ,12                  ,45                 ,+              ,                  ,3                     ,1              ,                   ,                  ,+                                   ,                     ,3                       ,1                   ,34                ,3                        ,+                          ,2           ,24                  ,+                      ,+               ,1            ,                               ,                     ,                         ,                  ,                                   ,+                  ,2                  ,                           ,                 ,                              ,                        ,21              ,+                         ,                      ,29                ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. rectus         ,              ,145, 884,B, 71,X, 3,  25.00,    654.9500,Gladenkov,Diatoms                                      ,C              ,M                 ,+                                  ,9                                     ,1           ,10             ,                        ,14                  ,57                 ,1              ,+                 ,7                     ,2              ,1                  ,                  ,+                                   ,                     ,2                       ,1                   ,31                ,5                        ,+                          ,1           ,17                  ,1                      ,+               ,2            ,+                              ,+                    ,                         ,                  ,                                   ,+                  ,3                  ,1                          ,1                ,                              ,                        ,2               ,+                         ,+                     ,30                ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. rectus         ,              ,145, 884,B, 71,X, 4,  25.00,    656.4500,Gladenkov,Diatoms                                      ,C              ,M                 ,?2                                 ,9                                     ,2           ,10             ,                        ,21                  ,4                  ,2              ,                  ,6                     ,6              ,1                  ,                  ,1                                   ,                     ,3                       ,+                   ,36                ,8                        ,+                          ,5           ,10                  ,2                      ,1               ,2            ,+                              ,+                    ,+                        ,1                 ,                                   ,1                  ,7                  ,1                          ,2                ,                              ,?1                      ,1               ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,R. vigilans       ,              ,145, 884,B, 71,X, 5,  25.00,    657.9500,Gladenkov,Diatoms                                      ,C              ,M                 ,+?                                 ,11                                    ,1           ,1              ,2                       ,10                  ,2                  ,1              ,                  ,4                     ,4              ,1                  ,1                 ,+                                   ,                     ,1                       ,+                   ,37                ,+                        ,+                          ,3           ,3                   ,4                      ,1               ,2            ,                               ,+                    ,+                        ,39                ,                                   ,4                  ,92                 ,1                          ,1                ,2                             ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,R. vigilans       ,              ,145, 884,B, 71,X, 6,  25.00,    659.4500,Gladenkov,Diatoms                                      ,F              ,M                 ,?10                                ,11                                    ,14          ,4              ,1                       ,11                  ,5                  ,4              ,2                 ,4                     ,2              ,                   ,                  ,2                                   ,                     ,2                       ,                    ,22                ,4                        ,+                          ,8           ,6                   ,2                      ,3               ,1            ,3                              ,1                    ,1                        ,2                 ,+                                  ,1                  ,3                  ,                           ,                 ,                              ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,R. vigilans       ,              ,145, 884,B, 71,X, 7,  25.00,    660.9500,Gladenkov,Diatoms                                      ,R              ,M                 ,?4                                 ,4                                     ,6           ,5              ,1                       ,3                   ,2                  ,6              ,                  ,6                     ,2              ,                   ,                  ,2                                   ,                     ,2                       ,2                   ,11                ,2                        ,1                          ,6           ,4                   ,1                      ,1               ,1            ,+                              ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 71,X,CC,  11.00,    661.3700,Gladenkov,Diatoms                                      ,R              ,M                 ,                                   ,5                                     ,2           ,3              ,                        ,9                   ,                   ,4              ,                  ,2                     ,1              ,                   ,                  ,2                                   ,1                    ,2                       ,                    ,19                ,+                        ,2                          ,4           ,4                   ,3                      ,                ,             ,                               ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 72,X,CC,  34.00,    671.2000,Gladenkov,Diatoms                                      ,R              ,P                 ,?3                                 ,                                      ,7           ,1              ,                        ,                    ,                   ,1              ,                  ,                      ,               ,                   ,                  ,                                    ,                     ,4                       ,1                   ,1                 ,                         ,                           ,            ,                    ,                       ,                ,             ,                               ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 73,X,CC,  43.00,    677.9900,Gladenkov,Diatoms                                      ,R              ,P                 ,?2                                 ,2                                     ,13          ,               ,1                       ,1                   ,                   ,2              ,2                 ,7                     ,1              ,1                  ,+                 ,+                                   ,1                    ,17                      ,1                   ,                  ,                         ,                           ,            ,                    ,                       ,                ,             ,                               ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 74,X,CC,  26.00,    690.3900,Gladenkov,Diatoms                                      ,R              ,M                 ,?2                                 ,1                                     ,14          ,1              ,2                       ,1                   ,1                  ,2              ,3                 ,1                     ,               ,                   ,                  ,                                    ,                     ,                        ,                    ,                  ,                         ,                           ,            ,                    ,                       ,                ,             ,                               ,                     ,                         ,                  ,                                   ,                   ,                   ,                           ,                 ,                              ,                        ,                ,                          ,                      ,                  ,                 ,                          ,                                       ,                               ,              ,                 ,                       ,                               ,                   ,                          ,                       ,                      ,                      ,                          ,                   ,                     ,                       ,                  ,                     ,                   ,                      ,                            ,                           ,                        ,                        ,                        ,                         ,                                         ,                  ,                     ,                          ,                                       ,                ,                      ,                     ,                       ,                          ,                 ,                   ,                               ,                     ,                   ,                     ,from Leg 145 SR; Ch 2; Table 1; p. 22-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
