Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys armata	Lithopera renzae	Liriospyris stauropora	Giraffospyris toxaria	Eucyrtidium diaphanes	Dorcadospyris dentata	Didymocyrtis prismatica	Carpocanopsis cingulata	Carpocanopsis bramlettei	Calocycletta robusta	Calocycletta costata	Acrocubus octopylus	Liriospyris parkerae	Dorcadospyris alata	Lithopera thornburgi	Calocycletta caepa	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Cyrtocapsella cornuta	Carpocanopsis cristata	Botryostrobus miralestensis	Cyrtocapsella japonica	Diartus petterssoni	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stylatractus universus	Stichocorys peregrina	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis neoheteroporos	Lamprocyrtis heteroporos	Theocalyptra davisiana	Anthocyrtidium angulare	Theocorythium trachelium trachelium	Pterocorys minythorax	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 13	H	CC	  24.00	    122.1000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	                      	F                  	-                   	R              	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 14	H	 1	  20.00	    121.8000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	                      	F                  	-                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 14	H	 2	  59.00	    123.6900	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	                      	F                  	R                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of S. johnsoni; Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 14	H	 3	 110.00	    125.7000	Moore    	Radiolarians                                 	A              	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	                      	F                  	-                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 14	H	 5	 110.00	    128.7000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	-                     	F                  	-                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 14	H	CC	  22.00	    131.6400	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	-                     	F                  	R                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of S. johnsoni; Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 15	H	 3	 110.00	    135.2000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	-                     	F                  	-                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 15	H	 5	 110.00	    138.2000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	rT                    	F                  	-                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 15	H	 6	  29.00	    138.8900	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	                      	R                          	R                     	F                  	-                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 15	H	 6	 119.00	    139.7900	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	-                     	R                          	R                     	F                  	R                   	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of S. johnsoni; Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 15	H	CC	  27.00	    141.1000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	-                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 16	H	 1	  20.00	    140.8000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	R                  	F                       	R                     	                     	-                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 16	H	 2	  62.00	    142.7200	Moore    	Radiolarians                                 	C/A            	                  	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	-                 	-                  	F                       	R                     	                     	R                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 16	H	 3	 110.00	    144.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 16	H	 5	 110.00	    147.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 16	H	CC	  24.00	    150.5900	Moore    	Radiolarians                                 	C/A            	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	F                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 17	H	 1	 129.00	    151.3900	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	-                     	R                          	F                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 17	H	 2	  59.00	    152.1900	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	-                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 17	H	 2	 140.00	    153.0000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	F                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 17	H	 3	 110.00	    154.2000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	F                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 17	H	 5	 110.00	    157.2000	Moore    	Radiolarians                                 	A              	M                 	                  	-               	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	R                   	R                 	R                  	F                       	R                     	                     	-                     	R                          	F                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 17	H	CC	  23.00	    159.9200	Moore    	Radiolarians                                 	C/A            	P                 	                  	-               	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	R                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	R                     	R                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 18	H	 1	 130.00	    160.9000	Moore    	Radiolarians                                 	C/A            	P                 	                  	-               	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	-                   	R                 	R                  	F                       	R                     	                     	R                     	R                          	R                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 18	H	 2	  59.00	    161.6900	Moore    	Radiolarians                                 	C/A            	P                 	                  	-               	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	-                   	R                 	R                  	F                       	R                     	-                    	-                     	R                          	F                     	R                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 18	H	 2	 139.00	    162.4900	Moore    	Radiolarians                                 	C/A            	P                 	                  	-               	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	R                   	R                 	R                  	F                       	R                     	rT                   	R                     	R                          	F                     	F                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 18	H	 3	 110.00	    163.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	R               	                      	-                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	-                   	R                 	R                  	F                       	R                     	rT                   	R                     	R                          	F                     	R                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. petterssoni (RN6)	              	138	 845	A	 18	H	 4	  21.00	    164.3100	Moore    	Radiolarians                                 	C/A            	P                 	                  	-               	                      	-                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	R                   	R                 	R                  	F                       	R                     	R                    	R                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 18	H	 4	  90.00	    165.0000	Moore    	Radiolarians                                 	C/A            	P                 	                  	-               	                      	R                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	R                  	-                   	R                 	R                  	F                       	R                     	R                    	R                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 18	H	 5	 110.00	    166.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	R               	                      	-                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	R                  	-                   	R                 	R                  	F                       	R                     	R                    	R                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 18	H	CC	  24.00	    169.6600	Moore    	Radiolarians                                 	A              	M                 	                  	R               	                      	R                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	-                   	R                 	R                  	F                       	R                     	F                    	R                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 19	H	 3	 109.00	    173.1900	Moore    	Radiolarians                                 	A              	M                 	                  	R               	                      	R                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	R                   	R                 	R                  	F                       	R                     	F                    	R                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 19	H	 5	 109.00	    176.1900	Moore    	Radiolarians                                 	A              	M                 	                  	R               	                      	R                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	-                  	R                   	R                 	R                  	F                       	R                     	F                    	-                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 19	H	CC	  27.00	    179.1300	Moore    	Radiolarians                                 	A              	M                 	                  	R               	                      	R                    	                     	                     	                       	                       	                        	                    	                    	                   	                    	R                  	R                   	R                 	R                  	F                       	R                     	F                    	R                     	R                          	R                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 20	H	 1	 100.00	    179.6000	Moore    	Radiolarians                                 	A              	M                 	                  	R               	                      	R                    	                     	                     	                       	                       	                        	-                   	                    	                   	                    	-                  	R                   	R                 	R                  	F                       	R                     	F                    	R                     	R                          	-                     	-                  	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198
