Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
371-U1509A-46R-CC-PAL-NANNO,0,10,418.48,418.58,NP9,P,A,B D. multiradiatus,,,,,,,,,,2,,,,,,,,,,,,F,,,,,,,,,C,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,F,2,1,,,4,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,46,R,CC,PAL,3c242a5354b7e47d3ae7cea5e64e49c4
371-U1509A-47R-2-W 48/48-NANNO,0,0,424.08,424.08,NP7-NP8,P,A,T H. kleinpelli,,,,,,,,,,2,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,R,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,47,R,2,W,3a813b07981cd4f4c120123648c2f705
371-U1509A-47R-CC-PAL-NANNO,0,10,425.33,425.43,NP7-NP8,M-P,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,R,,,,,,1,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,F,,,,,,,,,,F,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,47,R,CC,PAL,79856a9b029ff4f29f4e752c2984f924
371-U1509A-48R-1-W 44/44-NANNO,0,0,432.54,432.54,NP6,M-P,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,1,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,R,F,,,R,3,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,48,R,1,W,f6e7c64df1740008f2c1949af33f24c6
371-U1509A-48R-CC-PAL-NANNO,0,10,436.19,436.29,NP6,M-P,A,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,C,1,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,48,R,CC,PAL,bb338681289a1076ab62b05ebb958aa0
371-U1509A-49R-2-W 80/80-NANNO,0,0,444,444,NP6,M-P,A,B H. kleinpelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,49,R,2,W,0325860b5f51fcc0e656ebf077e1d9d2
371-U1509A-49R-CC-PAL-NANNO,0,10,450.6,450.7,NP5,M-P,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,49,R,CC,PAL,6e0ae70b42c6ab157c776967cbb5b49f
371-U1509A-50R-CC-PAL-NANNO,0,10,459.22,459.32,NP5,M-P,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,VR,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,R,,,,,,,,,,F,F,C,,,,1,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,50,R,CC,PAL,5f3dcbabe75cbc8b4754e141dc90eb15
371-U1509A-51R-CC-PAL-NANNO,0,10,464.4,464.5,NP5,M-P,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,F,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,51,R,CC,PAL,63e04ffc8245899dfa51e0625e83bd08
371-U1509A-52R-CC-PAL-NANNO,0,10,479.55,479.65,NP5,P,F-R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,R,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,52,R,CC,PAL,35b9aaf995342c0769f5d323248445db
371-U1509A-53R-CC-PAL-NANNO,0,10,486.49,486.59,NP5,M-P,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,F-R,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,,,,,F,R,F,,,1,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,53,R,CC,PAL,794eaae2e96a90ec523c283fdaa45eaf
371-U1509A-54R-CC-PAL-NANNO,0,10,493.86,493.96,NP5,M-P,F,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,R,,,,,,,,,,,,,,,2,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,,,,,F,F,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,54,R,CC,PAL,1abfd4c5d13472597cab0910f1fb74b1
371-U1509A-55R-CC-PAL-NANNO,0,10,501.79,501.89,NP5,M-P,F,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,VR,,,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,,,,,F,F,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,55,R,CC,PAL,b0b7e68eda7ac5baf0c763004f3496c9
371-U1509A-56R-CC-PAL-NANNO,0,10,517.17,517.27,NP5,M-P,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,4,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,R,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,56,R,CC,PAL,5ef8b6ffa3ce4670e8e3203e40fe8ee4
371-U1509A-57R-CC-PAL-NANNO,0,10,526.5,526.6,NP5,M-P,F,B H. cantabriae,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,57,R,CC,PAL,ac6883040c6a6a532b21ae516815296c
371-U1509A-58R-2-W 62/62-NANNO,0,0,530.08,530.08,NP5,M-P,F,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,-,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,58,R,2,W,276cfc890575ab8073f2ff5c83f859d4
371-U1509A-58R-CC-PAL-NANNO,0,10,535.96,536.06,NP5,P,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,R,,,,,,,,,,R,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,58,R,CC,PAL,e0df2c93129766c0cbafffb33297cc61
371-U1509A-59R-CC-PAL-NANNO,0,10,543.54,543.64,NP5,P,F,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,59,R,CC,PAL,f0c3c2794f16b3e03c779eda2bd55563
371-U1509A-60R-CC-PAL-NANNO,0,10,555.72,555.82,NP5,P,C,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,R,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,60,R,CC,PAL,69f8636957c8524029d4b1f960efba54
371-U1509A-61R-CC-PAL-NANNO,0,10,564.44,564.54,NP5,P,F,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,61,R,CC,PAL,dbcadec3a6ed20a2270e524e095dc68d
371-U1509A-62R-CC-PAL-NANNO,0,10,572.87,572.97,NP5,P,C,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,F,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,62,R,CC,PAL,cdf7ab398dea21f810ccb23d15dc2ea4
371-U1509A-63R-CC-PAL-NANNO,0,10,584.91,585.01,NP5,P,F,B F. tympaniformis,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,63,R,CC,PAL,714456dc4457704a6afe64214ac4495f
371-U1509A-64R-2-W 107/107-NANNO,0,0,587.51,587.51,NP4,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,64,R,2,W,d0b246a3b43c936c1fc8f5996bdf243f
371-U1509A-64R-CC-PAL-NANNO,0,10,593.78,593.88,NP4,P,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,R,,,,,,,,,,R,,,,2,R,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,64,R,CC,PAL,1fea8a9d345dde4d71604c78667335d2
371-U1509A-65R-CC-PAL-NANNO,0,10,604.74,604.84,NP4,P,VR,B T. pertusus?,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,VR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,R,,,,3,VR,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,65,R,CC,PAL,6a0c6c2627f7cf1003785e621b78760a
371-U1509A-66R-CC-PAL-NANNO,0,10,609.22,609.32,NP3/4,P,R,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,VR,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,,,,,,VR,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,66,R,CC,PAL,e9fe9d10bea741254eb81e16bed63ae1
371-U1509A-67R-CC-PAL-NANNO,0,10,617.53,617.63,BARREN,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,67,R,CC,PAL,5b594f0ac4f4925f19cc7736fe109eaa
371-U1509A-68R-CC-PAL-NANNO,0,10,626.14,626.24,BARREN,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,68,R,CC,PAL,7f4bb8160efc9f05edf6d9c351f961dc
371-U1509A-69R-CC-PAL-NANNO,0,10,636.49,636.59,BARREN,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,69,R,CC,PAL,fdbeb3393ad8dd490c1c623868d83bd3
371-U1509A-70R-CC-PAL-NANNO,0,10,652.96,653.06,ONE SPECIMEN CONTAMINATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,70,R,CC,PAL,36f21e3b88d7d2cc6b46630c311eb0b8
371-U1509A-71R-CC-PAL-NANNO,0,10,660.31,660.41,ONE SPECIMEN CONTAMINATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,71,R,CC,PAL,d3cac873f0c8233f56148363943a0b9b
371-U1509A-72R-CC-PAL-NANNO,0,10,671.34,671.44,TWO SPECIMENS CONTAMINATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,72,R,CC,PAL,8ce98e4bb0f749e32878144403cf3fe7
371-U1509A-73R-CC-PAL-NANNO,0,10,680.73,680.83,CONTAMINATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,73,R,CC,PAL,68639ccbf42fe6ae8977808d955b7cd4
371-U1509A-74R-CC-PAL-NANNO,0,10,689.57,689.67,BARREN,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,74,R,CC,PAL,ba0b32849e6b5beafafb163e9d6029da
