Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Prinsius martinii	Placozygus sigmoides	Ericsonia subpertusa	Ericsonia cava	Ellipsolithus bollii	Cruciplacolithus tenuis	Cruciplacolithus primus	Chiasmolithus danicus	Prinsius tenuiculum	Neochiastozygus modestus	Chiasmolithus edentulus	Praeprinsius tenuiculus	Ellipsolithus macellus	Chiastozygus ultimus	Neocrepidolithus neocrassus	Neochiastozygus imbriei	Lanternithus duocavus	Prinsius bisulcus	Neochiastozygus saepes	Chiasmolithus edwardsii	Chiasmolithus bidens	Sphenolithus primus	Bomolithus elegans	Ericsonia robusta	Cruciplacolithus edwardsii	Chiastozygus tenuis	Braarudosphaera bigelowii	Fasciculithus ulii	Fasciculithus tympaniformis	Fasciculithus pileatus	Chiasmolithus consuetus	Fasciculithus stonehengei	Toweius pertusus	Thoracosphaera spp.	Heliolithus cantabriae	Sphenolithus anarrhopus	Heliolithus kleinpellii	Toweius eminens	Discoaster bramlettei	Heliolithus riedelii	Discoaster nobilis	Discoaster mohleri	Markalius inversus	Fasciculithus involutus	Ellipsolithus distichus	Toweius tovae	Discoaster multiradiatus	Heliolithus floris	Fasciculithus aubertae	Campylosphaera eodela	Tribrachiatus bramlettei	Rhomboaster cuspis	Discoaster diastypus	Discoaster salisburgensis	Rhomboaster bramlettei	Lophodolithus nascens	Tribrachiatus contortus	Tribrachiatus digitalis	Tribrachiatus orthostylus	Sphenolithus editus	Sphenolithus radians	Sphenolithus orphanknollensis	Discoaster lodoensis	Chiasmolithus solitus	Discoaster lenticularis	Discoaster kuepperi	Transversopontis pulcher	Toweius magnicrassus	Toweius gammation	Lophodolithus mochlophorus	Ericsonia formosa	Toweius crassus	Zygrhablithus bijugatus	Helicosphaera seminulum	Helicosphaera lophota	Discoaster sublodoensis	Coccolithus pelagicus	Campylosphaera dela	Reticulofenestra dictyoda	Chiasmolithus expansus	Rhabdosphaera inflata	Discoaster barbadiensis	Coccolithus eopelagicus	Pseudotriquetrorhabdulus inversus	Discoaster strictus	Neococcolithes dubius	Nannotetrina fulgens	Chiasmolithus grandis	Discoaster saipanensis	Chiasmolithus gigas	Sphenolithus furcatolithoides	Neococcolithes minutus	Lanternithus minutus	Nannotetrina quadrata	Nannotetrina pappii	Sphenolithus spiniger	Reticulofenestra umbilica	Discoaster bifax	Pemma papillatum	Cribrocentrum reticulatum	Ericsonia obruta	Helicosphaera compacta	Sphenolithus predistentus	Discoaster tanii	Dictyococcites bisectus	Bramletteius serraculoides	Discoaster nodifer	Comment

  IR	                 	Late Paleocene   	                  	CP8           	171	1051	A	 57	X	 4	  65.00	    529.6500	Mita     	Nannofossils                                 	C              	M                 	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	R                     	                    	                           	                       	                     	                 	                      	                       	R                   	F                  	                  	                 	                          	                   	                         	                  	R                          	                      	R                      	                         	                	                   	                      	                       	                       	C              	                     	                    	R                 	                  	R                 	R                      	R                      	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	F. O of D.multiradiatus

  IR	                 	Late Paleocene   	                  	CP7           	171	1051	A	 57	X	CC	  48.00	    534.3800	Watkins  	Nannofossils                                 	C              	M                 	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	+                     	                    	                           	                       	                     	+                	                      	                       	                    	+                  	+                 	+                	                          	                   	                         	                  	+                          	                      	+                      	                         	+               	                   	                      	+                      	                       	               	                     	+                   	+                 	+                 	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP7           	171	1051	A	 58	X	CC	  34.00	    543.9100	Watkins  	Nannofossils                                 	C              	M                 	                 	+                   	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	+                     	                    	                           	                       	                     	                 	                      	                       	+                   	+                  	                  	+                	                          	                   	                         	                  	+                          	                      	+                      	                         	                	                   	                      	+                      	+                      	+              	                     	+                   	+                 	+                 	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1051	A	 59	X	 1	  65.00	    544.3500	Watkins  	Nannofossils                                 	C              	M                 	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	                  	                           	                      	                       	                         	                	                   	                      	+                      	+                      	               	+                    	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1051	A	 59	X	 3	  62.00	    547.3200	Watkins  	Nannofossils                                 	C              	M                 	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	                  	+                          	                      	                       	                         	                	                   	                      	+                      	+                      	               	+                    	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1051	A	 59	X	CC	  42.00	    553.1200	Watkins  	Nannofossils                                 	C              	M                 	                 	R                   	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	+                     	                    	                           	                       	                     	F                	                      	                       	+                   	F                  	                  	+                	                          	                   	                         	                  	F                          	                      	R                      	                         	C               	                   	F                     	+                      	F                      	C              	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1051	A	 60	X	 2	  68.00	    555.4800	Watkins  	Nannofossils                                 	C              	M                 	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	                  	+                          	                      	                       	                         	                	                   	                      	+                      	+                      	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP4           	171	1051	A	 60	X	CC	  34.00	    556.1600	Watkins  	Nannofossils                                 	A              	M                 	                 	+                   	                    	              	                    	                       	                       	+                    	                   	                        	                       	                       	+                     	                    	                           	                       	                     	+                	                      	                       	+                   	+                  	                  	+                	                          	                   	                         	                  	+                          	                      	+                      	                         	+               	+                  	+                     	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	No H. kleinpelli or Sf. anarhopus

  IR	                 	Late Paleocene   	                  	CP4           	171	1051	A	 61	X	CC	  42.00	    562.1300	Watkins  	Nannofossils                                 	A              	M                 	                 	R                   	                    	              	                    	                       	                       	F                    	                   	                        	                       	                       	R                     	                    	                           	                       	                     	F                	                      	                       	+                   	F                  	                  	+                	                          	                   	                         	R                 	R                          	R                     	F                      	R                        	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	CP4 lower

  IR	                 	Late Paleocene   	                  	CP4           	171	1051	A	 62	X	 3	  68.00	    566.5800	Watkins  	Nannofossils                                 	               	                  	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	+                 	+                          	+                     	+                      	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	                 	                  	              	171	1051	A	 62	X	 4	  66.00	    568.0600	Watkins  	Nannofossils                                 	               	                  	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	+                 	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	                 	                  	              	171	1051	A	 62	X	 5	  62.00	    569.5200	Watkins  	Nannofossils                                 	               	                  	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	+                 	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP3           	171	1051	A	 62	X	 6	  68.00	    571.0800	Watkins  	Nannofossils                                 	               	                  	                 	                    	                    	              	+                   	                       	                       	+                    	                   	                        	                       	                       	+                     	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	                  	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP3           	171	1051	A	 62	X	CC	  60.00	    572.6300	Watkins  	Nannofossils                                 	A              	M                 	                 	F                   	                    	              	                    	                       	                       	R                    	                   	                        	                       	                       	+                     	                    	                           	                       	                     	F                	                      	                       	+                   	F                  	                  	F                	F                         	R                  	F                        	                  	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	Upper CP3

  IR	                 	Late Paleocene   	                  	CP3           	171	1051	A	 63	X	CC	  34.00	    582.3000	Watkins  	Nannofossils                                 	A              	G                 	                 	+                   	                    	              	+                   	+                      	                       	+                    	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	+                      	+                   	+                  	R                 	                 	                          	                   	                         	                  	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	One specimen of Bomolithus elegans seen; may indicate some downhole contamination and mixing - check discrete samples.

  IR	                 	                 	                  	              	171	1051	A	 64	X	 5	  65.00	    588.7500	Watkins  	Nannofossils                                 	               	                  	                 	                    	                    	              	                    	                       	                       	                     	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	+                  	                  	                 	                          	                   	                         	                  	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	                 	                  	              	171	1051	A	 64	X	 6	  61.00	    590.2100	Watkins  	Nannofossils                                 	               	                  	                 	                    	                    	              	                    	                       	                       	+                    	                   	                        	                       	                       	                      	                    	                           	                       	                     	                 	                      	                       	                    	                   	                  	                 	                          	                   	                         	                  	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       

  IR	                 	Late Paleocene   	                  	CP3           	171	1051	A	 64	X	CC	  62.00	    592.1500	Watkins  	Nannofossils                                 	A              	G                 	                 	                    	                    	              	+                   	+                      	                       	+                    	                   	+                       	                       	                       	                      	                    	                           	                       	                     	+                	+                     	+                      	+                   	                   	                  	                 	                          	                   	                         	                  	                           	                      	                       	                         	                	                   	                      	                       	                       	               	                     	                    	                  	                  	                  	                       	                       	             	                        	                  	                      	                     	                        	                  	                    	                         	                      	                     	                       	                       	                         	                   	                    	                             	                    	                     	                       	                   	                        	                    	                 	                          	                 	               	                       	                       	                     	                       	                     	                   	                         	                      	                     	                       	                       	                                 	                   	                     	                    	                     	                      	                   	                             	                      	                    	                     	                   	                     	                         	                	                	                         	                	                      	                         	                	                       	                          	                  	       
