Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Xitus spp.,Tricolocapsa sp. B,Tricolocapsa sp. A,Nassellaria taxa (cryptocephalic and cryptothoracic),Holocryptocanium barbui,Eusyringium sp. A,Cyrtocapsa (?) sp. aff. C. pseudacerra,Cyrtocapsa (?) sp. A,Cryptamphorella sp. A,Archaeodictyomitra spp. (slender group),Archaeodictyomitra brouweri var. alpha,Archaeodictyomitra brouweri s.l.,Tripocalpis laboriosus,Spongocapsula (?) sp. A,Sethocapsa sp. B,Sethocapsa sp. A,Cryptamphorella sp. aff. C. macropora,Archaeodictyomitra sp. A,Archaeodictyomitra brouweri typica,Archaeodictyomitra brouweri gamma,Archaeodictyomitra aff. A. apiarium,Spongocapsula (?) sp. B,Sethocapsa orca,Ristola sp. A,Praeconocaryomma (?) sp. A,Parvicingula sp. E,Parvicingula sp. A,Paronaella (?) sp. A,Paronaella spp.,Pantanellium squinaboli cantuchapai,Eusyringium sp. B,Eucyrtis hanni,Cenosphaera spp.,Acaeniotyle (?) sp. A,Sethocapsa spp.,Pseudoeucyrtis sp. A,Podocapsa amphitreptera,Parvicingula sp. B,Napora spp.,Angulobracchia (?) sp. A,Sethocapsa dorysphaeroides,Patellula sp. A,Parvicingula sp. D,Pantanellium squinaboli squinaboli,Obesacapsula verbana,Crucella spp.,Pseudoeucyrtis sp. C,Tricolocapsa spp.,Sethocapsa leiostraca,Praeconocaryomma spp.,Parvicingula sphaerica,Eucyrtis micropora,Cryptamphorella spp.,Angulobracchia spp.,Acaeniotyle umbilicata,Parvicingula sp. C,Orbiculiforma spp.,Sethocapsa cetia,Pseudoeucyrtis sp. B,Praeconocaryomma sp. aff. P. prisca,Podocapsa sp. A,Eusyringium sp. C,Eusyringium sp. D,Crucella sp. aff. C. espartoensis,Acaeniotyle diaphorogona,Cecrops septemporatus,Angulobracchia (?)  media,Amphipyndax mediocris,Alievium helenae,Acanthocircus trizonalis,Stichocapsa perspicua,Mirifusus chenodes,Histiastrum cruciferum,Cyclastrum infundibuliforme,Triactoma echiodes,Lithatractus pusillus,Parvicingulid sp. A,Eucyrtis columbaria,Petasiforma sp.,Parvicingulid sp. B,Stephanastrum orbiculare,Orbiculiforma railensis,Eucyrtis tenuis,Cyclastrum sp. A,Acanthocircus trizonalis dicranacanthos,Parvicingulid sp. C,Pseudodictyomitra lilyae,Stephanastrum inflexum,Spongotripus trigonus,Parvicingula malleola,Crucella cachensis,Foremanella diamphidia hipposidericus,Foremanella diamphidia diamphidia,Parvicingulid sp. D,Vitorfus brustolensis,Cyrtocapsa grutterinki,Comment
  SR,                 ,                 ,                  ,              ,123, 765,C, 58,R, 4,  88.00,    896.5800,Baumgartner,Radiolarians                                 ,R              ,G                 ,          ,F                 ,                  ,A                                                   ,C                      ,                 ,VR                                    ,                    ,A                    ,                                       ,C                                     ,C                               ,R                     ,                       ,                ,F               ,                                     ,                        ,                                  ,                                 ,                                   ,                       ,               ,             ,                          ,                  ,                  ,                    ,               ,                                   ,                 ,              ,                ,                     ,C              ,                    ,                       ,                  ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,                    ,F                ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 58,R, 5, 143.00,    898.6300,Baumgartner,Radiolarians                                 ,A              ,G                 ,R         ,F                 ,                  ,C                                                   ,F                      ,                 ,A                                     ,A                   ,F                    ,R                                      ,R                                     ,R                               ,R                     ,                       ,                ,F               ,R                                    ,                        ,                                  ,R                                ,R                                  ,                       ,               ,F            ,F                         ,                  ,C                 ,                    ,R              ,                                   ,C                ,              ,F               ,                     ,F              ,                    ,R                      ,F                 ,R          ,                        ,R                         ,               ,                  ,R                                 ,                    ,R            ,                    ,F                ,R                    ,R                    ,R                     ,VR                ,F                   ,R                  ,R                     ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Tables 1 & 2 pp 304-305 & taxonomy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 58,R,CC,   4.00,    898.7200,Baumgartner,Radiolarians                                 ,F              ,M                 ,VR        ,                  ,                  ,C                                                   ,F                      ,                 ,R                                     ,R                   ,                     ,F                                      ,                                      ,R                               ,                      ,F                      ,                ,                ,                                     ,                        ,                                  ,                                 ,                                   ,                       ,               ,F            ,                          ,                  ,F                 ,                    ,               ,                                   ,                 ,              ,                ,                     ,F              ,                    ,                       ,F                 ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,VR                  ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 1,  66.00,    898.5600,Baumgartner,Radiolarians                                 ,C              ,G                 ,R         ,                  ,                  ,A                                                   ,                       ,F                ,C                                     ,C                   ,                     ,                                       ,R                                     ,                                ,R                     ,F                      ,F               ,F               ,                                     ,                        ,R                                 ,R                                ,                                   ,                       ,               ,F            ,F                         ,                  ,R                 ,                    ,               ,                                   ,F                ,              ,                ,                     ,F              ,C                   ,                       ,R                 ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,                    ,                 ,R                    ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 1, 123.00,    899.1300,Baumgartner,Radiolarians                                 ,A              ,G                 ,R         ,C                 ,                  ,F                                                   ,F                      ,F                ,F                                     ,F                   ,                     ,                                       ,R                                     ,                                ,                      ,F                      ,F               ,F               ,                                     ,                        ,                                  ,                                 ,                                   ,R                      ,R              ,             ,F                         ,                  ,R                 ,                    ,               ,VR                                 ,F                ,              ,F               ,                     ,F              ,                    ,R                      ,                  ,VR         ,                        ,VR                        ,R              ,R                 ,R                                 ,R                   ,VR           ,                    ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Tables 1 & 2 pp 304-305 & taxonomy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 1, 137.00,    899.2700,Baumgartner,Radiolarians                                 ,C              ,G                 ,R         ,                  ,                  ,A                                                   ,                       ,R                ,C                                     ,C                   ,                     ,R                                      ,                                      ,                                ,                      ,F                      ,F               ,F               ,                                     ,R                       ,                                  ,                                 ,                                   ,R                      ,R              ,R            ,R                         ,                  ,R                 ,                    ,R              ,                                   ,F                ,              ,R               ,                     ,F              ,VR                  ,R                      ,R                 ,VR         ,R                       ,                          ,               ,                  ,                                  ,                    ,             ,                    ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 2,  96.00,    900.3600,Baumgartner,Radiolarians                                 ,A              ,G                 ,R         ,                  ,                  ,A                                                   ,                       ,F                ,A                                     ,A                   ,                     ,                                       ,                                      ,R                               ,R                     ,R                      ,R               ,R               ,                                     ,                        ,R                                 ,                                 ,                                   ,R                      ,R              ,F            ,R                         ,VR                ,F                 ,VR                  ,R              ,VR                                 ,C                ,R             ,R               ,F                    ,               ,                    ,                       ,                  ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,                    ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Tables 1 & 2 pp 304-305 & taxonomy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 2, 121.00,    900.6100,Baumgartner,Radiolarians                                 ,F              ,M                 ,VR        ,                  ,                  ,A                                                   ,                       ,R                ,R                                     ,                    ,C                    ,F                                      ,C                                     ,A                               ,R                     ,VR                     ,R               ,F               ,R                                    ,R                       ,C                                 ,F                                ,R                                  ,                       ,               ,             ,                          ,                  ,                  ,                    ,               ,                                   ,                 ,              ,                ,                     ,               ,                    ,                       ,                  ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,                    ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 61,R, 3,  20.00,    920.1000,Baumgartner,Radiolarians                                 ,VR             ,M                 ,          ,                  ,                  ,                                                    ,                       ,                 ,VR                                    ,                    ,                     ,                                       ,                                      ,                                ,                      ,                       ,                ,                ,                                     ,                        ,                                  ,                                 ,                                   ,                       ,               ,             ,                          ,                  ,                  ,                    ,               ,                                   ,                 ,              ,                ,                     ,               ,                    ,                       ,                  ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,                    ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 62,R, 1,  53.00,    926.9300,Baumgartner,Radiolarians                                 ,R              ,M                 ,VR        ,R                 ,R                 ,C                                                   ,F                      ,R                ,R                                     ,R                   ,F                    ,VR                                     ,F                                     ,F                               ,                      ,                       ,                ,                ,                                     ,                        ,                                  ,                                 ,                                   ,                       ,               ,             ,                          ,                  ,                  ,                    ,               ,                                   ,                 ,              ,                ,                     ,               ,                    ,                       ,                  ,           ,                        ,                          ,               ,                  ,                                  ,                    ,             ,                    ,                 ,                     ,                     ,                      ,                  ,                    ,                   ,                      ,                  ,                  ,                ,                    ,                                   ,               ,                 ,                 ,                                 ,                        ,                     ,                         ,                     ,                ,                        ,                     ,                  ,                      ,                           ,                  ,                     ,                   ,                   ,               ,                   ,                        ,                       ,               ,                ,                                       ,                   ,                        ,                      ,                     ,                     ,                  ,                                     ,                                 ,                   ,                     ,                      ,from ODP Leg 123 SR Chapter 15 Table 1 & 2 pp 302-305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
