Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tenuitella reissi	Subbotinid gen. et sp. indet (with abortive chambers)	Subbotina triloculinoides	Subbotina triangularis	Subbotina patagonica	Subbotina eocaenica	Planorotalites spp.	Planorotalites compressus	Chiloguembelinid  gen. et sp. indet <150 µm	Acarinina praepentacamerata	Acarinina nitida	Acarinina mckannai	Acarinina aquiensis	Acarinina acarinata	Subbotina pseudobulloides	Morozovella hispidicidaris	Morozovella convexa	Acarinina whitei	Acarinina velascoensis	Acarinina subsphaerica	Acarinina intermedia	Acarinina esnaensis	Planorotalites chapmani	Morozovella tadjikistanensis dianensis	Acarinina chascanona	Morozovella nicoli	Acarinina rotundimarginata	Zeauvigerina spp.	Planorotalites planoconicus	Acarinina trichotrocha	Acarinina soldadoensis	Subbotina pseudoeocaena compacta	Subbotina pseudoeocaena	Subbotina eocaenica irregularis	Planorotalites pseudoscitulus elongatus	Planorotalites pseudoscitulus	Globorotaloides spp.	Globorotaloides sp. 1	Globorotalia praecentralis	Globigerinatheka senni	Acarinina triplex	Acarinina primitiva	Acarinina praetopilensis	Subbotina sp. aff. S.hornibrooki	Subbotina pseudoeocaena trilobata	Subbotina crociapertura	Pseudohastigerina wilcoxensis	Planorotalites australiformis	Morozovella subbotinae	Morozovella nicoli ex. group (biconvex)	Morozovella lensiformis	Morozovella dolabrata	Globorotaloides sp. aff. G.suteri	Acarinina pseudotopilensis	Acarinina interposita	Subbotina higginsi	Pseudohastigerina micra <150 µm	Morozovella broedermanni	Guembelitria spp. <150 µm	Acarinina rugosoaculeata	Acarinina pentacamerata	Acarinina collactea	Acarinina bullbrooki/matthewsae	Acarinina sp. aff. mattseensis alticonica	Acarinina appressocamerata	Subbotina ratusa	Subbotina inaequispira	Subbotina corpulenta	Subbotina eocaena	Acarinina decepta	Morozovella crater	Acarinina sp. cf. A.quadratoseptata	Catapsydrax taroubaensis	Pseudohastigerina danvillensis	Acarinina spinuloinflata	Cassigerinelloita amekiensis	Subbotina hagni	Globigerina venezuelana	Dentoglobigerina pseudovenezuelana	Catapsydrax spp.	Globorotaloides suteri	Globorotaloides oregonensis	Whiteinella sp.	Subbotina utilisindex	Subbotina sp. cf. S. azerbadjanica	Subbotina angiporoides	Globigerinatheka subconglobata	Subbotina angiporoides minima	Globigerinatheka index	Subbotina linaperta	Paragloborotalia opima nana	Tenuitella gemma / munda	Catapsydrax globiformis	Globigerina labiacrassata	Catapsydrax unicavus	Catapsydrax dissimilis ciperoensis	Catapsydrax dissimilis	Globigerinids sp.	Globigerina senilis	Globigerina euapertura	Globigerina praebulloides	? Prosphaeroidinella sp.	Globigerina praebulloides leroyi	Globigerina officinalis	Cassigerinella chipolensis	Comment

  SR	Early Eocene     	                 	P9                	              	114	 699	A	 49	X	 6	  48.00	    457.0800	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	R                                                    	                         	                      	F                   	C                  	F                  	                         	R                                          	                           	                	                  	                   	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	F                         	                 	                           	                      	                      	F                               	C                      	C                              	F                                      	F                            	F                   	F                    	                          	C                     	                 	C                  	                        	F                               	                                 	F                      	                             	R                            	                      	                                       	                       	                     	F                                	F                         	                     	                  	R                              	VR                      	VR                       	                        	                       	F                  	F                              	C                                        	                          	                	F                     	                    	F                	                 	                  	                                   	                        	VR                            	F                       	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P9                	              	114	 699	A	 49	X	CC	  30.00	    457.6900	Nocchi   	Planktonic Foraminifers                      	A              	M                 	F                	C                                                    	                         	                      	F                   	C                  	C                  	                         	VR                                         	                           	                	                  	                   	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	F                         	                 	VR                         	                      	                      	F                               	C                      	C                              	                                       	F                            	                    	                     	                          	C                     	F                	C                  	F                       	F                               	F                                	                       	R                            	F                            	                      	F                                      	                       	                     	R                                	F                         	                     	                  	F                              	F                       	                         	                        	                       	F                  	R                              	                                         	                          	                	                      	R                   	F                	                 	                  	                                   	C                       	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P9                	              	114	 699	A	 50	X	 1	 129.00	    459.8900	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	F                                                    	                         	                      	                    	A                  	F                  	                         	                                           	                           	                	                  	                   	                   	                         	                          	                   	                	                      	                      	                    	                   	                       	                                      	                    	                  	                          	                 	F                          	                      	                      	F                               	C                      	C                              	                                       	F                            	                    	                     	                          	C                     	                 	C                  	                        	                                	                                 	                       	                             	                             	                      	                                       	                       	                     	F                                	                          	                     	                  	                               	                        	F                        	                        	                       	                   	                               	C                                        	                          	                	F                     	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P9                	              	114	 699	A	 50	X	 2	  39.00	    460.4900	Nocchi   	Planktonic Foraminifers                      	A              	M                 	VR               	R                                                    	                         	                      	F                   	A                  	F                  	                         	                                           	                           	VR              	                  	                   	                   	                         	                          	                   	                	                      	                      	                    	                   	                       	                                      	                    	                  	                          	                 	VR                         	                      	                      	F                               	C                      	C                              	F                                      	F                            	C                   	F                    	                          	F                     	                 	F                  	                        	                                	F                                	F                      	                             	F                            	                      	                                       	                       	                     	F                                	                          	                     	                  	                               	                        	F                        	                        	                       	C                  	                               	                                         	                          	                	                      	F                   	F                	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 50	X	 3	  10.00	    461.7000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	R                	VR                                                   	                         	                      	                    	C                  	C                  	                         	C                                          	                           	C               	                  	                   	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	                          	                 	VR                         	                      	                      	F                               	C                      	C                              	C                                      	VR                           	R                   	                     	                          	F                     	                 	F                  	                        	F                               	                                 	                       	                             	                             	                      	                                       	                       	                     	F                                	                          	                     	                  	                               	                        	F                        	F                       	                       	C                  	                               	                                         	VR                        	F               	                      	                    	F                	                 	VR                	R                                  	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 50	X	 4	  10.00	    463.2000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                                                     	                         	                      	C                   	C                  	A                  	                         	VR                                         	                           	                	                  	                   	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	                          	                 	                           	                      	                      	F                               	C                      	C                              	A                                      	VR                           	F                   	                     	                          	F                     	                 	C                  	                        	F                               	                                 	                       	                             	F                            	                      	                                       	                       	                     	F                                	F                         	                     	                  	VR                             	                        	F                        	                        	                       	C                  	                               	A                                        	VR                        	                	                      	F                   	C                	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 50	X	 5	  80.00	    465.4000	Nocchi   	Planktonic Foraminifers                      	A              	G                 	R                	F                                                    	                         	                      	C                   	C                  	C                  	                         	R                                          	                           	                	                  	                   	F                  	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	F                         	                 	F                          	                      	                      	F                               	C                      	C                              	VR                                     	C                            	F                   	R                    	                          	C                     	                 	F                  	F                       	F                               	                                 	F                      	                             	F                            	                      	F                                      	                       	                     	F                                	F                         	VR                   	                  	F                              	                        	                         	F                       	                       	C                  	F                              	C                                        	                          	                	F                     	                    	C                	R                	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 50	X	 6	  10.00	    466.2000	Nocchi   	Planktonic Foraminifers                      	A              	P                 	                 	F                                                    	                         	                      	C                   	C                  	C                  	                         	                                           	                           	                	                  	F                  	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	F                         	                 	F                          	                      	                      	C                               	C                      	A                              	F                                      	F                            	F                   	R                    	                          	F                     	F                	F                  	F                       	F                               	F                                	                       	                             	                             	                      	                                       	                       	                     	F                                	F                         	                     	                  	R                              	                        	F                        	F                       	                       	C                  	VR                             	                                         	                          	F               	F                     	F                   	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 50	X	CC	  20.00	    467.8000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	F                	F                                                    	                         	                      	                    	F                  	A                  	                         	                                           	                           	                	                  	                   	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	F                         	                 	                           	                      	                      	F                               	C                      	C                              	F                                      	R                            	                    	                     	                          	C                     	                 	A                  	F                       	                                	F                                	                       	                             	F                            	                      	F                                      	                       	                     	F                                	R                         	F                    	                  	R                              	                        	F                        	                        	                       	C                  	                               	C                                        	VR                        	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 51	X	CC	  15.00	    468.2500	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                                                     	                         	                      	F                   	F                  	C                  	                         	VR                                         	                           	C               	                  	F                  	                   	                         	                          	                   	                	                      	                      	F                   	                   	                       	                                      	                    	                  	F                         	                 	                           	                      	                      	F                               	C                      	C                              	F                                      	F                            	                    	                     	                          	F                     	C                	F                  	F                       	F                               	VR                               	                       	VR                           	F                            	                      	C                                      	                       	                     	F                                	F                         	F                    	VR                	R                              	F                       	F                        	F                       	VR                     	F                  	VR                             	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 52	X	CC	  20.00	    477.8000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	F                                                    	                         	                      	F                   	F                  	C                  	                         	                                           	                           	F               	                  	F                  	F                  	                         	                          	                   	                	                      	                      	                    	                   	                       	                                      	                    	                  	F                         	                 	                           	                      	                      	F                               	C                      	C                              	F                                      	F                            	                    	                     	                          	F                     	C                	F                  	F                       	R                               	F                                	F                      	VR                           	F                            	VR                    	F                                      	R                      	VR                   	R                                	F                         	F                    	                  	                               	                        	                         	                        	                       	                   	                               	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Early Eocene     	                 	P7                	P8            	114	 699	A	 53	X	CC	  45.00	    487.8600	Nocchi   	Planktonic Foraminifers                      	A              	M                 	F                	                                                     	                         	                      	F                   	C                  	F                  	                         	R                                          	                           	F               	                  	F                  	F                  	                         	                          	                   	                	F                     	                      	F                   	R                  	                       	                                      	                    	                  	F                         	                 	R                          	                      	                      	VR                              	R                      	C                              	C                                      	F                            	F                   	F                    	F                         	C                     	F                	C                  	VR                      	                                	                                 	                       	                             	                             	                      	                                       	                       	                     	                                 	                          	                     	                  	                               	                        	                         	                        	                       	                   	                               	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Late Paleocene   	                 	P5                	P6a           	114	 699	A	 54	X	CC	  45.00	    500.0500	Nocchi   	Planktonic Foraminifers                      	A              	M                 	F                	                                                     	                         	F                     	F                   	C                  	F                  	                         	                                           	                           	                	C                 	C                  	                   	                         	                          	F                  	                	F                     	F                     	C                   	                   	                       	C                                     	F                   	                  	F                         	                 	R                          	R                     	F                     	                                	                       	                               	                                       	                             	                    	                     	                          	                      	                 	                   	                        	                                	                                 	                       	                             	                             	                      	                                       	                       	                     	                                 	                          	                     	                  	                               	                        	                         	                        	                       	                   	                               	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Late Paleocene   	                 	P4                	              	114	 699	A	 55	X	CC	  35.00	    507.5000	Nocchi   	Planktonic Foraminifers                      	C              	P                 	F                	                                                     	C                        	R                     	F                   	F                  	                   	F                        	C                                          	F                          	R               	C                 	C                  	                   	                         	                          	                   	                	                      	F                     	                    	                   	                       	F                                     	F                   	                  	                          	F                	R                          	                      	                      	                                	                       	                               	                                       	                             	                    	                     	                          	                      	                 	                   	                        	                                	                                 	                       	                             	                             	                      	                                       	                       	                     	                                 	                          	                     	                  	                               	                        	                         	                        	                       	                   	                               	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Late Paleocene   	                 	P4                	              	114	 699	A	 56	X	 1	  56.00	    509.1600	Nocchi   	Planktonic Foraminifers                      	C              	P                 	C                	F                                                    	C                        	C                     	F                   	F                  	                   	                         	C                                          	C                          	C               	C                 	F                  	                   	                         	                          	                   	R               	R                     	C                     	F                   	R                  	R                      	F                                     	F                   	F                 	F                         	                 	                           	                      	                      	                                	                       	                               	                                       	                             	                    	                     	                          	                      	                 	                   	                        	                                	                                 	                       	                             	                             	                      	                                       	                       	                     	                                 	                          	                     	                  	                               	                        	                         	                        	                       	                   	                               	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket

  SR	Late Paleocene   	                 	P4                	              	114	 699	A	 56	X	 1	 131.00	    509.9100	Nocchi   	Planktonic Foraminifers                      	F              	P                 	C                	                                                     	C                        	C                     	F                   	F                  	                   	R                        	R                                          	R                          	C               	F                 	F                  	                   	                         	                          	                   	                	                      	F                     	                    	R                  	                       	R                                     	F                   	                  	                          	                 	                           	                      	                      	                                	                       	                               	                                       	                             	                    	                     	                          	                      	                 	                   	                        	                                	                                 	                       	                             	                             	                      	                                       	                       	                     	                                 	                          	                     	                  	                               	                        	                         	                        	                       	                   	                               	                                         	                          	                	                      	                    	                 	                 	                  	                                   	                        	                              	                        	                            	               	                       	                                  	                	                      	                           	               	                     	                                  	                      	                              	                             	                      	                   	                           	                        	                       	                         	                    	                                  	                      	                 	                   	                      	                         	                        	                                	                       	                          	from ODP Leg 114 SR Chapter 12 Table 3 back-pocket
