Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Ammonia beccarii	Cibicidoides spp.	Gyroidinoides umbonatus ex. gr.	Eggerella bradyi	Planulina wuellerstorfi	Uvigerinid taxa	Oridorsalis umbonatus	Nuttallides umbonifera	Eponides tumidulus	Epistominella exigua	Dentalina/Nodosaria spp.	Lagena taxa	Melonis pompilioides	Gyroidinoides spp.	Oolina spp.	Nonion barleeanum	Gyroidina soldanii	Eponides weddellensis	Bolivina spp.	Pullenia spp.	Pyrgo spp.	Textularia taxa	Pullenia bulloides	Pleurostomella spp.	Laticarinina pauperata	Cibicidoides bradyi	Anomalinoides spp.	Valvulineria laevigata	Valvulineria arctica	Tosaia hanzawai	Stilostomella sp.	Stetsonia horvathi	Pullenia subcarinata	Lenticulina sp.	Fursenkoina fusiformis	Fissurina spp.	Epistominella takayanagii	Dentalina spp.	Cassidulina subglobosa	Melonis nicobarense	Globocassidulina subglobosa	Cassidulina spp.	Buliminid taxa	Gyroidinoides  laevigatus ex. gr.	Hoeglundina elegans	Buliminella spp.	Bolivinid taxa	Karreriella bradyi	Rhizammina algaeformis	Lenticulina spp.	Florilus boueanus	Sphaeroidina bulloides	Cibicides robertsonianus	Chilostomella oolina	Heterolepa spp.	Ehrenbergina hystrix	Rosalina globularis	Hanzawaia boueana	Elphidium spp.	Miliolids species	Reussella spinulosa	Hyalina balthica	Karreriella sp.	Quinqueloculina seminulum	Praebulimina sp.	Patellina corrugata	Hyalinea balthica	Heterohelix spp.	Gavelinopsis translucens	Elphidium sp.	Ehrenbergina sp.	Discorbis sp.	Cassidulina laevigata	Buliminoides sp.	Bulimina marginata	Uvigerina peregrina	Lagena spp.	Nodosaria sp.	Reussella sp.	Nonionella spp.	Trifarina sp.	Guembelitria sp.	Stainforthia spp.	Plectofrondicularia spp.	Pararotalia spp.	Gyroidinoides altiformis	Cymbaloporetta sp.	Bolivinita quadrilatera	Frondicularia sp.	Gavelinopsis lobatulus	Astrononion sp.	Amphistegina sp.	Fursenkoina spp.	Glabratella sp.	Cyclogyra involvens	Spirillina vivipara	Laryngosigma spp.	Siphotextularia rolshauseni	Triloculina sp.	Pyrgo williamsoni	Karreriella novangliae	Bulimina striata	Robulus sp.	Quinqueloculina stalkeri	Hanzawaia mexicana	Rosalina sp. 	Robertinoides charlottensis	Pyramidina sp.	Oolina hexagona	Spiroloculina spp.	Uvigerina asperula	Haynesina spp.	Florilus spp.	Quinqueloculina cultrata	Comment

  SR	                 	                 	                  	              	116	 717	C	 55	X	CC	  39.00	    487.0000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	4                      	               	1                    	13                    	                  	                    	                        	           	4                   	4                 	           	                 	                  	                     	             	             	          	               	1                 	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	1                  	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 56	X	 2	 132.00	    495.3200	Iaccarino	Benthic Foraminifers                         	               	                  	                	4                	                               	1               	                       	               	4                    	2                     	                  	1                   	2                       	           	1                   	                  	           	                 	                  	                     	             	3            	          	               	                  	2                  	                      	1                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 57	X	 6	  62.00	    510.1200	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	2                    	6                     	                  	                    	                        	           	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	1                     	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	1                  	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 57	X	CC	  37.00	    511.6900	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	6                      	               	9                    	6                     	                  	                    	                        	6          	18                  	1                 	           	                 	                  	                     	             	             	          	               	                  	                   	                      	1                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	5                          	                	              	3                                	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 59	X	 3	  37.00	    524.3700	Iaccarino	Benthic Foraminifers                         	               	                  	                	2                	                               	                	1                      	1              	                     	12                    	2                 	                    	                        	           	                    	                  	           	                 	                  	                     	             	1            	          	               	3                 	                   	                      	1                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	3                  	4                          	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 59	X	 5	 140.00	    528.4000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	1                    	13                    	2                 	2                   	                        	3          	                    	                  	           	                 	                  	                     	             	             	          	               	1                 	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	1                  	7                          	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 62	X	 1	  42.00	    549.9200	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	4               	                       	               	2                    	8                     	                  	                    	                        	           	2                   	1                 	           	                 	                  	                     	             	             	          	2              	1                 	2                  	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	1                  	                           	1               	1             	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 63	X	 1	  45.00	    559.4500	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	                     	11                    	                  	                    	                        	1          	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 65	X	 2	  70.00	    580.2000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	1                              	1               	                       	               	2                    	74                    	                  	                    	                        	3          	                    	                  	           	                 	                  	                     	             	             	          	               	1                 	                   	                      	1                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	1                  	1                          	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 65	X	 5	   3.00	    584.0300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	R               	3                      	               	4                    	32                    	3                 	14                  	                        	           	                    	                  	r1         	2                	2                 	28                   	             	             	          	               	2                 	                   	                      	rR                 	                  	r1                    	rR                  	1              	rR               	R                 	3                   	rR             	1                     	R             	R                        	R             	2                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 24 No of individuals per 10 cubic cm - 726 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 66	X	 2	 103.00	    590.0300	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	1                              	2               	23                     	               	25                   	3                     	                  	3                   	                        	6          	6                   	4                 	           	                 	                  	                     	             	11           	1         	2              	5                 	1                  	2                     	3                  	1                 	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 66	X	 4	  40.00	    592.4000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	               	1                    	14                    	                  	                    	                        	           	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 69	X	 3	  25.00	    619.2500	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	1                    	                      	2                 	2                   	                        	           	                    	                  	           	                 	                  	                     	             	             	8         	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 70	X	 1	  50.00	    626.0000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	1                    	1                     	                  	                    	                        	           	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 70	X	 5	  50.00	    632.0000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	               	                     	2                     	                  	1                   	                        	           	                    	                  	           	                 	                  	                     	             	1            	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 70	X	 6	   3.00	    633.0300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	7                      	               	9                    	58                    	                  	5                   	                        	           	                    	                  	r2         	5                	5                 	5                    	r5           	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 9 No of individuals per 10 cubic cm - 43 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 70	X	CC	  26.00	    634.7600	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	5                      	               	1                    	4                     	                  	                    	                        	           	4                   	3                 	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 77	X	 1	 144.00	    693.4400	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	               	                     	                      	                  	                    	                        	1          	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 79	X	 5	  80.00	    717.8000	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	1                    	2                     	1                 	5                   	2                       	           	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221
