Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitellinata angustiumbilicata,Tenuitella gemma,Tenuitella clemenciae,Paragloborotalia mayeri,Paragloborotalia continuosa,Globoturborotalita woodi s. I,Globoquadrina venezuelana,Globoquadrina praedehiscens,Globoquadrina binaiensis,Globigerinoides trilobus s.l.,Globigerinoides ruber  s. I. (white),Globigerinoides obliquus,Globigerinoides altiapertura,Globigerinita glutinata,Globigerinella praesiphonifera,Globigerina praebulloides,Globigerina ouachitaensis s. I,Dentoglobigerina larmeui,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira,Catapsydrax unicavus,Cassigerinella chipolensis,Globorotaloides suteri,Globigerinita uvula,Globigerina angulisuturalis,Globoquadrina dehiscens,Globigerina ciperoensis,Paragloborotalia kugleri,Globigerinoides primordius,Globigerinatella sp.,Catapsydrax dissimilis,Globigerinatella insueta,Globigerinoides bisphericus,Fohsella peripheroronda,Globorotalia praescitula,Praeorbulina sicana,Globigerinoides mitra,Praeorbulina curva,Globorotalia archeomenardii,Praeorbulina glomerosa,Praeorbulina circularis,Orbulina suturalis,Clavatorella bermudezi,Fohsella peripheroacuta,Pulleniatina obliquiloculata,Orbulina universa,Fohsella praefohsi,Fohsella fohsi,Sphaeroidinellopsis disjuncta,Globorotalia praemenardii,Fohsella lobata,Globorotalia tumida,Globoturborotalita tenella,Globorotalia menardii s.l.,Globigerinoides conglobatus,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis kochi,Globoturborotalita rubescens,Globorotalia hexagonus,Fohsella robusta,Globigerina bulloides s. I.,Sphaeroidinella dehiscens,Pulleniatina finalis,Globorotalia truncatulinoides,Sphaeroidinella excavata,Globorotalia crassaformis,Globigerinoides sacculifer,Globigerinoides fistulosus,Streptochilus spp.,Neogloboquadrina acostaensis,Globoturborotalita nepenthes,Globorotalia plesiotumida,Globorotalia limbata,Globigerinoides extremus,Globigerinella siphonifera,Globorotalia multicamerata,Sphaeroidinellopsis paenedehiscens,Pulleniatina primalis,Pulleniatina praecursor,Neogloboquadrina humerosa,Globorotalia ungulata,Globorotalia flexuosa,Globoquadrina sp.,Neogloboquadrina dutertrei,Globorotalia tosaensis,Globorotalia pertenuis,Candeina nitida,Tenuitella iota,Globorotalia scitula,Globorotalia hirsuta,Globigerinoides ruber (pink),Globigerinella calida,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H, 1,  59.00,    103.0900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,R                      ,R                          ,R                            ,F                        ,R                          ,                        ,F                            ,R                                   ,F                       ,R                           ,R                      ,R                             ,                         ,                              ,R                       ,R                              ,F                         ,R                   ,R                         ,                      ,R                  ,                           ,R                      ,                       ,                        ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H, 2,  59.00,    104.5900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,R                    ,F                      ,                           ,R                            ,F                        ,R                          ,R                       ,C                            ,R                                   ,R                       ,R                           ,R                      ,R                             ,                         ,                              ,R                       ,R                              ,F                         ,                    ,R                         ,                      ,                   ,                           ,R                      ,                       ,                        ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H, 3,  59.00,    106.0900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,R                    ,C                      ,                           ,R                            ,F                        ,R                          ,R                       ,F                            ,R                                   ,F                       ,R                           ,R                      ,                              ,                         ,                              ,R                       ,R                              ,F                         ,R                   ,R                         ,R                     ,                   ,                           ,                       ,                       ,                        ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H, 4,  59.00,    107.5900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                               ,                ,R                    ,R                      ,R                          ,R                            ,R                        ,R                          ,R                       ,C                            ,R                                   ,F                       ,F                           ,R                      ,R                             ,                         ,                              ,R                       ,F                              ,C                         ,                    ,R                         ,R                     ,R                  ,                           ,R                      ,                       ,                        ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H, 5,  59.00,    109.0900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                               ,                ,R                    ,F                      ,R                          ,R                            ,F                        ,                           ,R                       ,C                            ,R                                   ,R                       ,R                           ,R                      ,R                             ,                         ,R                             ,R                       ,R                              ,C                         ,R                   ,R                         ,                      ,R                  ,                           ,R                      ,                       ,R                       ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H, 6,  59.00,    110.5900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,R                    ,R                      ,R                          ,R                            ,R                        ,                           ,                        ,C                            ,                                    ,F                       ,F                           ,R                      ,R                             ,                         ,R                             ,R                       ,F                              ,F                         ,R                   ,R                         ,                      ,R                  ,                           ,R                      ,                       ,                        ,                          ,R                   ,R                     ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 12,H,CC,  10.00,    111.3500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,R                      ,R                          ,R                            ,F                        ,R                          ,R                       ,C                            ,                                    ,F                       ,R                           ,R                      ,R                             ,                         ,                              ,R                       ,F                              ,F                         ,R                   ,R                         ,                      ,R                  ,                           ,F                      ,                       ,                        ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H, 1,  58.00,    112.5800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,R                      ,R                          ,R                            ,R                        ,R                          ,R                       ,C                            ,R                                   ,C                       ,F                           ,R                      ,R                             ,R                        ,                              ,R                       ,F                              ,F                         ,R                   ,R                         ,R                     ,R                  ,                           ,R                      ,                       ,R                       ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H, 2,  58.00,    114.0800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                               ,                ,                     ,F                      ,R                          ,R                            ,R                        ,                           ,F                       ,F                            ,R                                   ,F                       ,F                           ,R                      ,R                             ,                         ,                              ,                        ,F                              ,F                         ,R                   ,R                         ,R                     ,R                  ,                           ,R                      ,                       ,R                       ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H, 3,  58.00,    115.5800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,R                    ,F                      ,R                          ,R                            ,R                        ,                           ,F                       ,C                            ,                                    ,F                       ,F                           ,R                      ,R                             ,R                        ,                              ,R                       ,C                              ,C                         ,R                   ,R                         ,                      ,R                  ,R                          ,F                      ,                       ,R                       ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H, 4,  58.00,    117.0800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,F                      ,R                          ,R                            ,F                        ,R                          ,R                       ,F                            ,R                                   ,F                       ,F                           ,R                      ,R                             ,R                        ,                              ,F                       ,R                              ,C                         ,R                   ,R                         ,                      ,R                  ,                           ,R                      ,                       ,R                       ,                          ,R                   ,R                     ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H, 5,  58.00,    118.5800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,F                      ,                           ,R                            ,R                        ,R                          ,R                       ,F                            ,                                    ,R                       ,F                           ,R                      ,R                             ,                         ,                              ,R                       ,F                              ,R                         ,R                   ,R                         ,                      ,R                  ,R                          ,R                      ,                       ,R                       ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H, 6,  58.00,    120.0800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,R                      ,R                          ,R                            ,F                        ,R                          ,R                       ,F                            ,                                    ,F                       ,F                           ,R                      ,R                             ,                         ,                              ,R                       ,F                              ,F                         ,R                   ,R                         ,                      ,R                  ,R                          ,R                      ,R                      ,R                       ,                          ,                    ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,N7            ,144, 871,A, 13,H,CC,  14.00,    121.2900,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,R                      ,R                          ,                             ,F                        ,R                          ,R                       ,F                            ,                                    ,F                       ,F                           ,R                      ,R                             ,                         ,                              ,R                       ,R                              ,F                         ,R                   ,R                         ,                      ,R                  ,R                          ,                       ,R                      ,R                       ,                          ,R                   ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,N4                ,N5            ,144, 871,A, 14,H, 1,  60.00,    122.1000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,                     ,R                      ,R                          ,                             ,F                        ,R                          ,R                       ,F                            ,                                    ,R                       ,F                           ,R                      ,R                             ,                         ,                              ,R                       ,R                              ,F                         ,R                   ,                          ,                      ,R                  ,                           ,                       ,                       ,R                       ,                          ,                    ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,N4                ,N5            ,144, 871,A, 14,H, 2,  60.00,    123.6000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                               ,                ,R                    ,R                      ,R                          ,R                            ,F                        ,R                          ,R                       ,F                            ,                                    ,F                       ,F                           ,R                      ,R                             ,R                        ,                              ,                        ,R                              ,F                         ,R                   ,                          ,R                     ,R                  ,                           ,                       ,                       ,                        ,                          ,                    ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,N4                ,N5            ,144, 871,A, 14,H, 3,  60.00,    125.1000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                                ,                ,R                    ,R                      ,R                          ,R                            ,F                        ,R                          ,R                       ,F                            ,                                    ,F                       ,F                           ,R                      ,R                             ,R                        ,R                             ,R                       ,R                              ,F                         ,R                   ,R                         ,                      ,R                  ,                           ,                       ,                       ,                        ,R                         ,                    ,                      ,                        ,                           ,                       ,                        ,                   ,                     ,                  ,                           ,                      ,                       ,                  ,                      ,                       ,                            ,                 ,                  ,              ,                             ,                         ,               ,                   ,                          ,                          ,                           ,                              ,                         ,                            ,                      ,                ,                           ,                         ,                    ,                             ,                        ,                         ,                          ,                          ,                  ,                            ,                            ,                         ,                    ,                        ,                          ,                          ,                                  ,                     ,                       ,                         ,                     ,                     ,                 ,                          ,                      ,                      ,               ,               ,                    ,                    ,                            ,                     ,severe reworking; from Leg 144 SR; Ch 2; Table 1; p 28-31
