Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Orbulina universa,Globorotalia siakensis,Globorotalia menardii menardii (sinistral),Globorotalia mayeri,Globoquadrina dehiscens,Globigerinoides trilobus,Globorotalia continuosa,Globoquadrina venezuelana,Globoquadrina baroemoenensis,Globigerinoides obliquus obliquus,Globigerina druryi,Globigerinita glutinata,Sphaeroidinellopsis seminulina,Globorotalia scitula,Globorotalia lenguaensis,Globigerina decoraperta,Globorotalia cf. Gr. conoidea,Globigerina nepenthes,Globorotalia menardii cultrata (sinistral),Dentoglobigerina altispira,Globigerinoides obliquus extremus,Globigerina woodi,Neogloboquadrina cf. Nq. acostaensis,Globigerinoides quadrilobatus,Globorotalia plesiotumida (sinistral),Orbulina suturalis,Globorotalia miozea,Neogloboquadrina acostaensis (sinistral),Globigerinoides sacculifer,Neogloboquadrina humerosa,Globigerina falconensis,Globorotalia menardii menardii (dextral),Globorotalia juanai,Globigerinella aequilateralis,Globorotalia conomiozea,Globorotalia margaritae primitivae,Globigerinoides conglobatus,Neogloboquadrina acostaensis (dextral),Globorotalia cf. Gr. conomiozea,Globorotalia margaritae,Globorotalia tumida,Hastigerina siphonifera,Globorotalia cf. Gr. multicamerata,Globorotalia menardii cultrata (dextral),Globigerina quinqueloba,Neogloboquadrina dutertrei,Globigerinoides elongatus,Neogloboquadrina pachyderma (dextral),Globorotalia multicamerata,Globorotalia pseudomiocenica,Globigerinoides ruber,Globorotalia puncticulata,Globorotalia crassaformis,Globorotalia miocenica,Globigerinoides pyramidalis,Globorotalia hirsuta,Globorotalia exilis,Globorotalia cf. Gr. miocenica,Globigerina rubescens,Globigerina bulloides,Globorotalia inflata,Turborotalita humilis,Globigerina helicina,Globorotalia crassula,Globigerina apertura,Globorotaloides hexagona,Globorotalia pseudopima,Globigerina calida praecalida,Globigerina calida cf. calida,Neogloboquadrina pachyderma (sinistral),Globorotalia pertenuis,Globorotalia crassaformis viola,Globigerina eamsi,Sphaeroidinella dehiscens,Globigerina cf. Gg. bulloides,Globigerinella obesa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M11               ,              ,157, 953,C, 32,R, 2, 112.00,    477.8200,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,F                ,                      ,R                                         ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,                              ,                    ,                        ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M11               ,              ,157, 953,C, 32,R, 3,  17.00,    478.3700,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,F                ,                      ,                                          ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M11               ,              ,157, 953,C, 33,R, 1,  60.00,    485.5000,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,                 ,                      ,F                                         ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,                              ,                    ,F                       ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M11               ,              ,157, 953,C, 33,R, 2, 104.00,    487.4400,Brunner  ,Planktonic Foraminifers                      ,F              ,M                 ,F                ,                      ,F                                         ,                   ,R                      ,F                       ,                       ,                         ,                            ,F                                ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,                     ,                                          ,F                         ,                                 ,                 ,                                    ,                             ,R                                    ,                  ,F                  ,                                        ,F                         ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M11               ,              ,157, 953,C, 33,R, 3,  36.00,    488.2600,Brunner  ,Planktonic Foraminifers                      ,C              ,M                 ,C                ,                      ,C                                         ,                   ,                       ,F                       ,                       ,                         ,                            ,F                                ,                  ,                       ,                              ,                    ,F                       ,                       ,                             ,R                    ,                                          ,C                         ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,C                                       ,C                         ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M11               ,              ,157, 953,C, 33,R, 4,  59.00,    489.9900,Brunner  ,Planktonic Foraminifers                      ,C              ,P                 ,                 ,                      ,C                                         ,                   ,                       ,C                       ,                       ,                         ,R                           ,F                                ,                  ,                       ,                              ,                    ,C                       ,                       ,                             ,C                    ,C                                         ,C                         ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,F                                       ,C                         ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 34,R, 2, 103.00,    497.0300,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,F                ,                      ,F                                         ,                   ,                       ,                        ,                       ,F                        ,                            ,F                                ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,F                    ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 34,R, 3, 110.00,    498.6000,Brunner  ,Planktonic Foraminifers                      ,C              ,M                 ,F                ,                      ,F                                         ,                   ,                       ,F                       ,                       ,                         ,                            ,                                 ,                  ,                       ,R                             ,                    ,R                       ,                       ,                             ,R                    ,                                          ,F                         ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 34,R, 4,  35.00,    499.3500,Brunner  ,Planktonic Foraminifers                      ,C              ,M                 ,C                ,                      ,C                                         ,                   ,F                      ,                        ,                       ,                         ,                            ,C                                ,                  ,                       ,C                             ,                    ,F                       ,                       ,                             ,C                    ,                                          ,F                         ,                                 ,                 ,F                                   ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 34,R, 5, 114.00,    501.2600,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,                 ,                      ,F                                         ,                   ,                       ,F                       ,                       ,                         ,                            ,                                 ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,F                  ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 34,R, 6,  16.00,    501.7800,Brunner  ,Planktonic Foraminifers                      ,C              ,M                 ,C                ,                      ,C                                         ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,F                             ,                    ,R                       ,                       ,                             ,F                    ,                                          ,C                         ,                                 ,                 ,R                                   ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 34,R, 6,  18.00,    501.8000,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,C                ,                      ,C                                         ,                   ,F                      ,C                       ,                       ,F                        ,                            ,                                 ,                  ,F                      ,                              ,                    ,                        ,                       ,                             ,                     ,C                                         ,F                         ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 35,R, 2, 107.00,    506.5300,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,                 ,                      ,F                                         ,                   ,                       ,F                       ,                       ,                         ,                            ,F                                ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,F                 ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 35,R, 3,   3.00,    506.9100,Brunner  ,Planktonic Foraminifers                      ,C              ,M                 ,F                ,                      ,C                                         ,                   ,R                      ,                        ,                       ,                         ,                            ,F                                ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,R                    ,F                                         ,                          ,F                                ,                 ,R                                   ,                             ,R                                    ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 35,R, 4,   5.00,    508.2400,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,                 ,                      ,F                                         ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,F                    ,                                          ,                          ,                                 ,                 ,R                                   ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 35,R, 4,  76.00,    508.9500,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,F                ,                      ,F                                         ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,F                             ,                    ,                        ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 35,R, 4,  81.00,    509.0000,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,C                ,                      ,C                                         ,                   ,                       ,C                       ,                       ,F                        ,                            ,F                                ,F                 ,                       ,F                             ,                    ,                        ,                       ,                             ,R                    ,C                                         ,C                         ,F                                ,                 ,R                                   ,F                            ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 36,R, 1,  57.00,    514.3700,Brunner  ,Planktonic Foraminifers                      ,F              ,P                 ,                 ,                      ,F                                         ,                   ,                       ,                        ,                       ,                         ,                            ,                                 ,                  ,                       ,                              ,                    ,                        ,                       ,                             ,                     ,                                          ,                          ,                                 ,                 ,                                    ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,M9                ,M10           ,157, 953,C, 36,R, 2,  46.00,    515.7600,Brunner  ,Planktonic Foraminifers                      ,C              ,M                 ,                 ,                      ,C                                         ,                   ,R                      ,C                       ,                       ,                         ,                            ,F                                ,                  ,                       ,C                             ,                    ,R                       ,                       ,                             ,F                    ,                                          ,F                         ,                                 ,                 ,R                                   ,                             ,                                     ,                  ,                   ,                                        ,                          ,                         ,                       ,                                        ,                   ,                             ,                       ,                                  ,                           ,                                      ,                               ,                       ,                   ,                       ,                                  ,                                        ,                       ,                          ,                         ,                                     ,                          ,                            ,                     ,                         ,                         ,                      ,                           ,                    ,                   ,                              ,                     ,                     ,                    ,                     ,                    ,                     ,                    ,                        ,                       ,                             ,                             ,                                       ,                      ,                               ,                 ,                         ,                             ,                    ,unpublished shipboard data by Brunner(2065) and Maniscalco(5180)
