Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus abies/neoabies,Rhabdosphaera clavigera,Reticulofenestra umbilica,Reticulofenestra sp. (<5 microns),Reticulofenestra sp. (5-7 microns),Pontosphaera segmenta,Helicosphaera sp.,Helicosphaera kamptneri,Helicosphaera compacta,Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa oceanica (4-5.5 microns)  ,Ericsonia formosa,Discoaster spp. (5 rays),Discoaster sp.,Discoaster saipanensis,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster deflandrei,Discoaster brouweri,Discoaster barbadiensis,Discoaster asymmetricus,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Clausicoccus fenestratus,Ceratolithus sp.,Calcidiscus macintyrei,Calcidiscus leptoporus,Braarudosphaera sp.,Zygrhablithus bijugatus,Sphenolithus conicus,Discoaster tanii,Cyclicargolithus abisectus,Sphenolithus dissimilis,Pseudoemiliania lacunosa,Hayaster perplexus,Umbilicosphaera mirabilis,Oolithotus fragilis,Helicosphaera granulata,Discoaster variabilis,Discoaster surculus,Calcidiscus sp.,Amaurolithus delicatus,Reticulofenestra pseudoumbilica (<7 microns),Micrantholithus sp.,Dictyococcites sp.,Sphenolithus heteromorphus,Pontosphaera sp.,Ceratolithus rugosus,Sphenolithus distentus,Coronocyclus nitescens,Discoaster nodifer,Helicosphaera euphratis,Bramletteius serraculoides,Lanternithus minutus,Cribrocentrum reticulatum,Chiasmolithus oamaruensis,Sphenolithus pseudoradians,Discoaster adamanteus,Syracosphaera pulchra,Sphenolithus ciperoensis,Reticulofenestra hampdenensis,Pedinocyclus larvalis,Calcidiscus protoannulus,Blackites sp.,Sphenolithus radians,Cruciplacolithus cruciformis,Scapholithus fossilis,Syracosphaera sp.,Scyphosphaera sp.,Pontosphaera discopora,Pontosphaera japonica,Helicosphaera recta,Oolithotus sp.,Sphenolithus delphix,Umbellosphaera irregularis,Emiliania huxleyi,Gephyrocapsa spp. small (<3.5 microns),Braarudosphaera bigelowii,Discoaster challengeri,Ceratolithus cristatus,Helicosphaera inversa,Syracosphaera clava,Discoaster quadramus,Discoaster triradiatus,Discoaster binodosus,Helicosphaera sellii,Discoaster tamalis,Catinaster coalitus,Discosphaera tubifera,Discoaster bramlettei,Scyphosphaera globulata,Catinaster umbrellus,Ceratolithus simplex,Discoaster berggrenii,Ceratolithus telesmus,Pontosphaera indooceanica,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Pleistocene,                 ,CN14              ,              ,134, 829,A, 47,R, 1, 100.00,    427.6000,Staerker ,Nannofossils                                 ,R              ,E                 ,                         ,rS                     ,rC                         ,C                      ,                         ,S                                ,                                  ,                     ,                 ,C                      ,                      ,A                                     ,A                                      ,                 ,                        ,rS            ,                      ,rR                     ,rR                      ,rS                   ,rS                 ,                       ,                       ,                        ,rR                     ,rS                         ,S                    ,                        ,                ,                      ,C                     ,                   ,                       ,                    ,                ,rS                        ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,S                 ,                          ,S               ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,S                    ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Pleistocene,                 ,CN14              ,              ,134, 829,A, 47,R,CC,  12.00,    428.2100,Staerker ,Nannofossils                                 ,R              ,E                 ,                         ,rS                     ,rS                         ,R                      ,                         ,                                 ,                                  ,                     ,                 ,C                      ,                      ,A                                     ,A                                      ,                 ,                        ,rS            ,                      ,rR                     ,rR                      ,                     ,rR                 ,                       ,                       ,                        ,                       ,rR                         ,S                    ,                        ,                ,                      ,S                     ,                   ,                       ,                    ,                ,                          ,                       ,R                       ,                  ,S                        ,S                  ,                       ,rR                   ,                   ,               ,                      ,                                            ,                   ,S                 ,rR                        ,S               ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,S                    ,                 ,                 ,S                     ,R                    ,rS                 ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Pleistocene,                 ,CN14              ,              ,134, 829,A, 48,R, 1,  14.00,    436.4400,Staerker ,Nannofossils                                 ,R              ,E                 ,                         ,rS                     ,rS                         ,S                      ,                         ,                                 ,                                  ,                     ,                 ,S                      ,                      ,C                                     ,S                                      ,                 ,                        ,              ,                      ,rR                     ,rR                      ,rR                   ,rR                 ,                       ,                       ,                        ,rR                     ,rR                         ,                     ,                        ,                ,                      ,S                     ,                   ,                       ,                    ,                ,                          ,                       ,R                       ,S                 ,S                        ,                   ,                       ,rR                   ,                   ,               ,                      ,                                            ,                   ,S                 ,                          ,R               ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,S                     ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN11              ,              ,134, 829,A, 48,R, 1,  45.00,    436.7500,Staerker ,Nannofossils                                 ,R              ,F                 ,                         ,                       ,S                          ,C                      ,                         ,                                 ,                                  ,                     ,                 ,C                      ,                      ,C                                     ,                                       ,                 ,                        ,R             ,                      ,                       ,                        ,                     ,R                  ,                       ,R                      ,                        ,                       ,                           ,S                    ,                        ,                ,                      ,C                     ,                   ,                       ,                    ,                ,                          ,                       ,S                       ,                  ,C                        ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,A                 ,                          ,S               ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,S                    ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN11              ,              ,134, 829,A, 48,R, 1,  47.00,    436.7700,Staerker ,Nannofossils                                 ,S              ,G                 ,                         ,                       ,S                          ,S                      ,                         ,                                 ,                                  ,                     ,                 ,S                      ,                      ,                                      ,                                       ,                 ,                        ,              ,                      ,                       ,                        ,                     ,                   ,                       ,                       ,                        ,                       ,                           ,S                    ,                        ,                ,R                     ,C                     ,                   ,                       ,                    ,                ,                          ,                       ,                        ,R                 ,C                        ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,C                 ,                          ,S               ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,S                    ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,R                ,R                ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Pleistocene,                 ,CN14              ,              ,134, 829,A, 48,R, 1,  95.00,    437.2500,Staerker ,Nannofossils                                 ,R              ,E                 ,                         ,rS                     ,rS                         ,S                      ,                         ,                                 ,                                  ,                     ,                 ,S                      ,                      ,A                                     ,C                                      ,                 ,                        ,rS            ,                      ,rR                     ,rR                      ,                     ,rS                 ,                       ,                       ,                        ,                       ,rS                         ,S                    ,                        ,                ,                      ,C                     ,                   ,                       ,                    ,                ,                          ,                       ,R                       ,                  ,C                        ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,S                 ,rR                        ,                ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,S                    ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,CP19              ,CN1           ,134, 829,A, 49,R,CC,  21.00,    446.1100,Staerker ,Nannofossils                                 ,C              ,F                 ,                         ,C                      ,                           ,                       ,                         ,                                 ,                                  ,                     ,                 ,                       ,                      ,                                      ,                                       ,                 ,                        ,              ,                      ,                       ,                        ,S                    ,                   ,                       ,                       ,                        ,C                      ,A                          ,C                    ,S                       ,                ,                      ,                      ,                   ,S                      ,                    ,                ,C                         ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,R                     ,                      ,                  ,R                      ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,CP19              ,CN1           ,134, 829,A, 49,R,CC,  22.00,    446.1200,Staerker ,Nannofossils                                 ,S              ,F                 ,                         ,C                      ,                           ,                       ,                         ,                                 ,                                  ,                     ,                 ,                       ,                      ,                                      ,                                       ,                 ,                        ,              ,                      ,                       ,                        ,C                    ,                   ,                       ,                       ,                        ,S                      ,C                          ,C                    ,S                       ,                ,                      ,                      ,                   ,                       ,                    ,                ,C                         ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,R                     ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,Late Oligocene   ,CP17              ,CP18          ,134, 829,A, 50,R, 1,  33.00,    455.9300,Staerker ,Nannofossils                                 ,C              ,F                 ,                         ,C                      ,                           ,                       ,                         ,                                 ,                                  ,                     ,                 ,                       ,                      ,                                      ,                                       ,                 ,                        ,              ,                      ,                       ,                        ,                     ,                   ,                       ,                       ,                        ,C                      ,A                          ,C                    ,S                       ,                ,                      ,                      ,                   ,S                      ,                    ,                ,C                         ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,S                     ,R                     ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,134, 829,A, 51,R, 1,  14.00,    460.2400,Staerker ,Nannofossils                                 ,A              ,G                 ,                         ,A                      ,                           ,                       ,S                        ,C                                ,C                                 ,                     ,                 ,                       ,                      ,                                      ,                                       ,C                ,S                       ,S             ,S                     ,                       ,                        ,                     ,                   ,C                      ,                       ,C                       ,C                      ,                           ,A                    ,R                       ,                ,                      ,                      ,                   ,                       ,R                   ,                ,                          ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,134, 829,A, 51,R, 1,  80.00,    460.9000,Staerker ,Nannofossils                                 ,A              ,G                 ,                         ,A                      ,                           ,                       ,S                        ,                                 ,C                                 ,                     ,                 ,                       ,                      ,                                      ,                                       ,C                ,S                       ,              ,                      ,                       ,                        ,                     ,                   ,C                      ,                       ,A                       ,A                      ,                           ,A                    ,                        ,                ,                      ,                      ,                   ,                       ,                    ,                ,                          ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,S                        ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,134, 829,A, 51,R, 1, 105.00,    461.1500,Staerker ,Nannofossils                                 ,A              ,G                 ,                         ,A                      ,                           ,                       ,S                        ,                                 ,S                                 ,                     ,                 ,                       ,S                     ,                                      ,                                       ,C                ,                        ,S             ,C                     ,                       ,                        ,                     ,                   ,C                      ,                       ,C                       ,A                      ,                           ,C                    ,                        ,                ,                      ,                      ,                   ,                       ,                    ,S               ,                          ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,                      ,S                 ,                       ,                          ,                    ,S                        ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,S                       ,             ,R                   ,R                           ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16              ,              ,134, 829,A, 51,R, 2,  66.00,    462.2600,Staerker ,Nannofossils                                 ,S              ,F                 ,S                        ,                       ,                           ,                       ,S                        ,                                 ,R                                 ,                     ,                 ,                       ,R                     ,                                      ,                                       ,S                ,                        ,R             ,                      ,                       ,                        ,R                    ,                   ,                       ,                       ,S                       ,C                      ,C                          ,C                    ,S                       ,                ,                      ,                      ,                   ,                       ,                    ,                ,                          ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,                      ,R                 ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,134, 829,A, 51,R, 2,  97.00,    462.5700,Staerker ,Nannofossils                                 ,C              ,F                 ,                         ,C                      ,                           ,                       ,S                        ,                                 ,S                                 ,                     ,                 ,                       ,S                     ,                                      ,                                       ,S                ,S                       ,              ,R                     ,                       ,                        ,                     ,                   ,R                      ,                       ,                        ,C                      ,                           ,S                    ,                        ,                ,                      ,                      ,                   ,                       ,                    ,                ,                          ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,                      ,S                 ,                       ,S                         ,                    ,S                        ,                         ,                          ,                     ,                     ,                        ,S                            ,R                    ,R                       ,R            ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19              ,CN14          ,134, 829,A, 51,R, 3,  48.00,    463.5800,Staerker ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,rS                         ,                       ,                         ,S                                ,                                  ,                     ,                 ,S                      ,                      ,S                                     ,                                       ,                 ,                        ,R             ,                      ,                       ,                        ,R                    ,                   ,                       ,R                      ,                        ,                       ,S                          ,                     ,                        ,                ,                      ,S                     ,                   ,                       ,                    ,                ,                          ,                       ,                        ,                  ,                         ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,                  ,rR                        ,                ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19              ,CN14          ,134, 829,A, 52,R, 1,  83.00,    466.0300,Staerker ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,rS                         ,                       ,                         ,                                 ,                                  ,                     ,                 ,S                      ,                      ,S                                     ,S                                      ,                 ,                        ,              ,                      ,                       ,                        ,                     ,                   ,                       ,                       ,                        ,S                      ,S                          ,S                    ,                        ,                ,                      ,S                     ,                   ,                       ,                    ,                ,R                         ,                       ,                        ,                  ,R                        ,                   ,                       ,                     ,                   ,               ,                      ,                                            ,                   ,S                 ,                          ,                ,                    ,R                     ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,                     ,                        ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19              ,CN14          ,134, 829,A, 53,R, 1,  22.00,    475.0200,Staerker ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,rC                         ,                       ,                         ,S                                ,                                  ,R                    ,                 ,C                      ,                      ,C                                     ,S                                      ,                 ,                        ,S             ,                      ,rR                     ,                        ,S                    ,                   ,                       ,                       ,                        ,R                      ,C                          ,S                    ,                        ,                ,                      ,C                     ,                   ,                       ,                    ,                ,                          ,                       ,S                       ,                  ,C                        ,                   ,                       ,rS                   ,                   ,               ,                      ,                                            ,                   ,                  ,                          ,                ,                    ,                      ,                      ,                  ,                       ,                          ,                    ,                         ,                         ,                          ,                     ,S                    ,R                       ,                             ,                     ,                        ,             ,                    ,                            ,                     ,                 ,                 ,                      ,                     ,                   ,              ,                    ,                          ,                 ,                                      ,                         ,                      ,                      ,                     ,                   ,                    ,                      ,                    ,                    ,                  ,                   ,                     ,                     ,                       ,                    ,                    ,                     ,                     ,                         ,from ODP Leg 134 SR Chapter 10 Table 5 pp 202-205
