Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis kochi,Orbulina suturalis,Globoturborotalita woodi,Globorotaloides variabilis,Globorotalia praescitula,Globorotalia praemenardii,Globorotalia mayeri,Globoquadrina venezuelana,Globigerinoides subquadratus,Globigerinoides sacculifer,Globigerinita glutinata,Globigerinella praesiphonifera,Globigerinella obesa,Fohsella fohsi,Dentoglobigerina altispira,Globigerinoides mitra,Globigerina bulloides,Fohsella praefohsi,Fohsella lenguaensis,Globorotaloides hexagona,Globoquadrina dehiscens,Globigerinoides obliquus,Globoturborotalita apertura,Globigerinita uvula,Clavatorella bermudezi,Sphaeroidinellopsis disjuncta,Orbulina universa,Globorotalia menardii,Globoturborotalita decoraperta,Globorotalia scitula,Globorotalia panda,Globigerinella pseudobesa,Neogloboquadrina nympha,Neogloboquadrina humerosa,Globorotalia limbata,Globoturborotalita druryi,Globorotalia miozea,Globoturborotalita nepenthes,Globigerinoides bollii,Globigerinella aequilateralis,Globorotalia siakensis,Candeina nitida,Globorotalia merotumida,Neogloboquadrina acostaensis,Globorotalia plesiotumida,Beella praedigitata,Orbulina bilobata,Globorotalia cibaoensis,Neogloboquadrina dutertrei,Globorotalia juanai,Globigerinoides seigliei,Globorotalia margaritae,Globigerinoides extremus,Globigerinoides bulloideus,Sphaeroidinellopsis paenedehiscens,Globorotalia tumida,Sphaeroidinella dehiscens,Globigerinoides conglobatus,Neogloboquadrina pachyderma (sinistral),Pulleniatina primalis,Globorotalia crassaformis,Globorotalia multicamerata,Globorotalia exilis,Pulleniatina praecursor,Pulleniatina obliquiloculata,Globorotalia pseudomiocenica,Globigerinoides ruber,Globorotalia puncticulata,Globorotalia miocenica,Globorotalia triangula,Globorotalia pertenuis,Globorotalia hirsuta,Globorotalia inflata,Globigerinoides sacculifer fistulosus,Globorotalia theyeri,Beella digitata,Globoturborotalita rubescens,Neogloboquadrina pachyderma (dextral),Globorotalia crassula,Globorotalia truncatulinoides,Globigerinella calida,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,159, 959,B, 15,H, 6,  59.00,    136.5900,Norris   ,Planktonic Foraminifers                      ,A              ,M                 ,R                             ,R                        ,                  ,C                       ,                          ,                        ,                         ,                   ,                         ,                            ,C                         ,R                      ,                              ,R                   ,              ,C                         ,                     ,                     ,                  ,                    ,F                       ,R                      ,F                       ,R                          ,                   ,                      ,                             ,F                ,                     ,                              ,R                   ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,R                           ,                      ,                             ,                      ,               ,R                      ,F                           ,                         ,                   ,                 ,R                      ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,159, 959,B, 15,H, 7,  57.00,    138.0700,Norris   ,Planktonic Foraminifers                      ,A              ,M                 ,F                             ,F                        ,                  ,                        ,                          ,                        ,                         ,                   ,C                        ,                            ,A                         ,R                      ,R                             ,R                   ,              ,C                         ,                     ,                     ,                  ,R                   ,F                       ,                       ,F                       ,                           ,                   ,                      ,                             ,F                ,F                    ,                              ,R                   ,                  ,F                        ,                       ,                         ,                    ,                         ,                   ,R                           ,                      ,                             ,                      ,               ,T                      ,R                           ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,159, 959,B, 15,H,CC,  33.00,    138.4200,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,F                        ,                  ,R                       ,                          ,                        ,                         ,                   ,A                        ,                            ,C                         ,R                      ,                              ,                    ,              ,                          ,                     ,                     ,                  ,R                   ,F                       ,                       ,                        ,                           ,                   ,                      ,                             ,                 ,F                    ,                              ,F                   ,                  ,R                        ,                       ,                         ,                    ,                         ,                   ,F                           ,                      ,                             ,                      ,               ,                       ,C                           ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN10a             ,CN5b          ,159, 959,B, 16,H, 2,  60.00,    140.1000,Norris   ,Planktonic Foraminifers                      ,               ,                  ,F                             ,R                        ,                  ,R                       ,                          ,                        ,                         ,                   ,C                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,R                    ,                  ,R                   ,F                       ,C                      ,C                       ,R                          ,                   ,                      ,                             ,C                ,F                    ,R                             ,R                   ,                  ,R                        ,                       ,                         ,R                   ,                         ,                   ,R                           ,R                     ,                             ,                      ,               ,R                      ,F                           ,                         ,                   ,R                ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 37 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,159, 959,B, 16,H, 3,  59.00,    141.5900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,                              ,R                        ,                  ,R                       ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,F                   ,              ,                          ,                     ,                     ,                  ,R                   ,F                       ,                       ,C                       ,R                          ,                   ,                      ,                             ,F                ,                     ,                              ,R                   ,                  ,R                        ,                       ,                         ,F                   ,                         ,                   ,F                           ,R                     ,R                            ,                      ,               ,R                      ,F                           ,T                        ,R                  ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,159, 959,B, 16,H, 4,  59.00,    143.0900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,F                   ,              ,C                         ,                     ,R                    ,                  ,R                   ,                        ,                       ,F                       ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,                    ,                  ,                         ,                       ,F                        ,F                   ,                         ,                   ,F                           ,                      ,                             ,                      ,R              ,                       ,R                           ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N15               ,              ,159, 959,B, 16,H, 5,  59.00,    144.5900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,R                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,                       ,                              ,                    ,              ,                          ,                     ,                     ,                  ,F                   ,F                       ,                       ,R                       ,                           ,                   ,                      ,                             ,R                ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,F                   ,                         ,                   ,F                           ,                      ,                             ,                      ,               ,R                      ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N15               ,              ,159, 959,B, 16,H, 6,  59.00,    146.0900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,                              ,F                        ,                  ,                        ,                          ,                        ,                         ,                   ,C                        ,                            ,C                         ,                       ,                              ,                    ,              ,                          ,                     ,                     ,                  ,F                   ,F                       ,                       ,                        ,                           ,                   ,                      ,                             ,R                ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,F                           ,                      ,                             ,                      ,               ,R                      ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N15               ,              ,159, 959,B, 16,H, 7,  59.00,    147.5900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,C                             ,C                        ,                  ,                        ,                          ,                        ,                         ,                   ,C                        ,                            ,C                         ,                       ,                              ,                    ,              ,                          ,                     ,                     ,                  ,                    ,F                       ,                       ,                        ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,F                   ,                         ,                   ,R                           ,                      ,                             ,                      ,               ,R                      ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N15               ,              ,159, 959,B, 16,H,CC,  21.00,    147.9500,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,                       ,                              ,                    ,              ,F                         ,                     ,                     ,                  ,                    ,F                       ,                       ,F                       ,                           ,                   ,                      ,                             ,C                ,R                    ,                              ,R                   ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,A                           ,                      ,                             ,                      ,R              ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7b              ,CN5a          ,159, 959,B, 17,H, 1,  59.00,    148.0900,Norris   ,Planktonic Foraminifers                      ,               ,                  ,C                             ,F                        ,                  ,                        ,                          ,                        ,                         ,                   ,C                        ,                            ,C                         ,                       ,                              ,                    ,              ,                          ,                     ,                     ,                  ,F                   ,C                       ,                       ,                        ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,                    ,                  ,                         ,                       ,R                        ,R                   ,                         ,                   ,C                           ,F                     ,R                            ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 37 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N14               ,              ,159, 959,B, 17,H, 2,   8.00,    149.0800,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,F                        ,                  ,F                       ,                          ,                        ,R                        ,C                  ,C                        ,                            ,C                         ,                       ,R                             ,R                   ,              ,F                         ,                     ,                     ,                  ,                    ,F                       ,F                      ,                        ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,R                   ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,F                           ,                      ,                             ,R                     ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N14               ,              ,159, 959,B, 17,H, 2,  59.00,    149.5900,Norris   ,Planktonic Foraminifers                      ,A              ,M                 ,C                             ,F                        ,R                 ,F                       ,                          ,                        ,                         ,                   ,C                        ,                            ,                          ,                       ,R                             ,                    ,              ,C                         ,                     ,R                    ,                  ,R                   ,C                       ,C                      ,                        ,                           ,                   ,                      ,                             ,C                ,                     ,                              ,R                   ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,F                           ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N14               ,              ,159, 959,B, 17,H, 3,  59.00,    151.0900,Norris   ,Planktonic Foraminifers                      ,F              ,M                 ,C                             ,R                        ,                  ,                        ,                          ,                        ,R                        ,                   ,C                        ,                            ,                          ,                       ,R                             ,                    ,              ,                          ,                     ,                     ,                  ,R                   ,R                       ,C                      ,                        ,                           ,                   ,                      ,                             ,C                ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,F                           ,C                     ,R                            ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N13               ,              ,159, 959,B, 17,H, 4,  59.00,    152.5900,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,F                        ,                  ,                        ,                          ,                        ,                         ,R                  ,C                        ,                            ,F                         ,                       ,F                             ,                    ,              ,C                         ,R                    ,                     ,                  ,R                   ,F                       ,C                      ,                        ,                           ,                   ,R                     ,                             ,F                ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N13               ,              ,159, 959,B, 17,H, 5,  59.00,    154.0900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,R                             ,R                        ,                  ,                        ,                          ,                        ,R                        ,F                  ,C                        ,                            ,C                         ,                       ,R                             ,R                   ,              ,F                         ,                     ,                     ,                  ,                    ,F                       ,                       ,F                       ,                           ,                   ,F                     ,                             ,F                ,R                    ,                              ,R                   ,                  ,                         ,R                      ,                         ,                    ,R                        ,R                  ,                            ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N13               ,              ,159, 959,B, 17,H, 6,  59.00,    155.5900,Norris   ,Planktonic Foraminifers                      ,F              ,G                 ,                              ,F                        ,                  ,                        ,                          ,                        ,                         ,R                  ,F                        ,                            ,C                         ,                       ,R                             ,                    ,              ,F                         ,                     ,                     ,                  ,                    ,R                       ,                       ,C                       ,                           ,                   ,F                     ,R                            ,F                ,                     ,                              ,                    ,                  ,                         ,R                      ,F                        ,R                   ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N13               ,              ,159, 959,B, 17,H, 7,  59.00,    157.0900,Norris   ,Planktonic Foraminifers                      ,F              ,M                 ,                              ,R                        ,R                 ,                        ,                          ,                        ,R                        ,F                  ,C                        ,                            ,R                         ,                       ,                              ,                    ,              ,                          ,                     ,                     ,                  ,                    ,F                       ,R                      ,C                       ,R                          ,                   ,F                     ,R                            ,                 ,                     ,                              ,                    ,                  ,                         ,F                      ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N13               ,              ,159, 959,B, 17,H,CC,  21.00,    157.4400,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,R                        ,C                 ,                        ,                          ,                        ,F                        ,A                  ,C                        ,                            ,C                         ,R                      ,F                             ,                    ,              ,C                         ,                     ,R                    ,                  ,                    ,R                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,C                    ,                              ,R                   ,R                 ,F                        ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,CN3           ,159, 959,B, 18,H, 1,  59.00,    157.5900,Norris   ,Planktonic Foraminifers                      ,               ,                  ,                              ,                         ,F                 ,                        ,                          ,                        ,R                        ,F                  ,C                        ,                            ,                          ,                       ,                              ,                    ,              ,                          ,                     ,                     ,                  ,                    ,                        ,C                      ,                        ,R                          ,                   ,                      ,                             ,                 ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 37 Table 2
