Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spirosigmoilinella compressa	Rhabdammina spp.	Martinottiella sp. A	Hippocrepinella(?) sp.	Eggerella bradyi	Cyclammina cf. japonica	Cribrostomoides cf. crassimargo	Bathysiphon spp.	Ammobaculites spp.	Cyclammina? sp.	Cyclammina sp.	Ammosphaeroidina spp.	Ammodiscus tenuis	Ammodiscus macilentus	Martinottiella communis	Agglutinated spp. (indeterminate)	Bermudezina aminaensis	Martinottiella nodulosa	Lenticulina spp.	Haplophragmoides sp. C	Oridorsalis umbonatus	Oolina sp. A	Cibicidoides sp.	Cibicidoides bradyi	Uvigerina proboscidea	Trochammina cf. globigeriniformis	Stilostomella sp.	Sphaeroidina japonica	Schizammina sp.           	Saccammina cf. sphaerica	Reophax spp.	Quinqueloculina sp.	Pyrgo sp.	Pullenia salisburyi	Oolina sp.	Marginulina sp.	Haplophragmoides sp.	Gyroidinoides planulatus	Gyroidina orbicularis	Globobulimina pupoides	Globobulimina perversa	Glandulina cf. nipponica	Elphidium cf. perforatum	Cyclammina cancellata	Cribrostomoides sp.	Cibicidoides wuellerstorfi	Bulimina striata	Bulimina rostrata	Uvigerina hispida	Pseudoparrella sp. A	Oridorsalis tener	Haplophragmoides spp.	Gyroidina tumidulus	Globobulimina auriculata	Elphidium subincertum	Eilohedra rotunda	Eggerella sp. A	Cibicides wuellerstorfi	Cibicides sp. A	Ammodiscus incertus	Sphaeroidina sp.	Pullenia bulloides	Fissurina sp. A	Fissurina marginata (compressed)	Elphidium sp.	Discammina sp.	Valvulineria sp.	Textularia candeiana	Sphaeroidina spp.	Sphaeroidina bulloides	Quinqueloculina akneriana	Parafissurina cf. P. curta	Nonionella spp.	Nodosariid taxa	Miliolinella sp. A	Miliammina echigoensis	Lenticulina sp. A	Lenticulina lucidus	Lagena elongata	Gyroidina sp. A	Gyroidina lamarckiana	Globobulimina cf. G. pacifica	Fissurina kerguelenensis	Cibicides spp.	Cibicides sp. B	Cibicides aknerianus	Calcareous sp. indeterminate	Thalmannammina cf. parkerae	Trochammina(?) sp.	Pullenia quinqueloba	Proteonina compressa	Melonis nicobarense	Globobulimina sp.	Fissurina marginata	Melonis pompilioides	Thalmannammina(?) sp.	Pyrgo(?) sp.	Oolina sp. B	Nodosaria sp.	Fissurina spp.	Uvigerina senticosa	Quadrimorphina sp.	Astrononion sp.	Anomalinoides sp.	Haplophragmoides(?) sp.	Discammina compressa	Reophax(?) sp.	Elphidium cf. bartletti	Ammodiscus sp. A	Plectina nipponica	Trochammina sp.	Cyclammina spp.	Cyclammina cf. C. tani	Textularia sp.	Proteonina cf. compressa	Pullenia spp.	Technitella sp.	Hippocrepinella variabilis	Cyclammina ezoensis	Cyclammina pusilla	Haplophragmoides compressum	Hormosina sp.	Haplophragmoides sp. F	Haplophragmoides sp. E	Ammodiscus sp. B	Cyclammina orbicularis	Karreriella sp. A	Haplophragmoides sp. G	Haplophragmoides sp. B	Gyroidina sp. B 	Globocassidulina subglobosa	Ammodiscus sp. C	Quinqueloculina spp.	Gyroidina soldanii	Eggerella sp. B	Cibicides sp. C	Globocassidulina globosa	Haplophragmoides sp. A	Ammodiscus spp.	Ammovertellina sp.	Comment

  SR	                 	                 	                  	              	127	 795	B	 21	R	CC	  24.00	    567.1700	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	1               	                       	                               	                	                  	               	              	                     	                 	                     	5                      	3                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	1                    	                   	                        	1                    	                 	2              	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	1                   	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	1            	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 22	R	 1	  44.00	    568.1400	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	61.1%               	                      	12.4%           	                       	2.7%                           	+               	                  	               	              	                     	                 	.9%                  	                       	                                 	                      	                       	.8%             	                      	                     	            	                	                   	                     	                                 	                 	                     	+                         	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	.8%                        	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	.9%           	1.8%                    	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 18.7% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 23	R	 2	  37.00	    579.2700	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	50.0%               	.9%                   	5.9%            	                       	8.8%                           	+               	                  	               	5.9%          	                     	                 	11.8%                	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	+                         	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	.9%                        	                  	                    	2.9%                	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	.9%                 	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 12.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 23	R	CC	  20.00	    583.4200	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	9                      	4                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	1                    	                   	                        	                     	                 	1              	                       	               	1                  	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	3              	1              	1                     	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 24	R	 2	  32.00	    587.7600	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	32.1%               	                      	5.7%            	                       	1.9%                           	+               	                  	1.9%           	              	                     	1.9%             	7.5%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	3.8%                	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	1.9%              	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  43.4%;from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 24	R	CC	  17.00	    594.8100	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	12                     	5                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	1              	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	1               	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 25	R	 1	  33.00	    597.0300	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	26.1%               	1.9%                  	19.6%           	                       	                               	                	                  	6.5%           	              	                     	                 	2.2%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	+                         	                        	            	                   	         	                   	2.2%      	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	2.2%          	2.2%                   	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 37.2% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 25	R	 3	  43.00	    600.1300	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	13.3%               	2.2%                  	13.3%           	                       	6.7%                           	+               	                  	3.3%           	              	                     	                 	                     	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	3.3%                 	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	3.3%             	3.3%               	                    	                     	            	            	             	3.3%          	                   	                  	               	                 	4.3%                   	4.3%                	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 39.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 25	R	 4	  23.00	    601.4300	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	12.5%               	                      	7.5%            	                       	                               	                	                  	               	              	                     	                 	                     	                       	                                 	                      	                       	                	                      	                     	1.3%        	                	                   	25.0%                	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	6.3%                	6.3%                    	7.5%                 	                      	6.3%                  	                        	                        	                     	1.3%               	13.8%                     	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	1.3%              	1.3%           	2.5%             	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 12.5% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 25	R	CC	  11.00	    606.2200	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	5                      	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	1                	                 	                    	2                	1                    	                   	3                       	                     	                 	               	2                      	2              	                   	                	1                 	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	1                  	               	               	1                    	                             	                        	              	               	                    	3                           	                           	                  	1                   	                    	1                  	                 	                   	                    	                     	            	            	             	              	1                  	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 26	R	 2	  38.00	    608.2800	Nomura   	Benthic Foraminifers                         	               	                  	4.7%                        	+               	14.7%               	                      	9.3%            	                       	                               	+               	                  	               	4.7%          	                     	                 	.8%                  	                       	                                 	                      	                       	2.5%            	                      	14.0%                	            	                	                   	7.8%                 	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	3.1%                 	5.4%                  	.8%                   	                        	2.3%                    	1.6%                 	                   	5.4%                      	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	.8%             	                  	               	                                	             	              	.8%             	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	.8%                	                    	                     	.8%         	.8%         	.8%          	1.6%          	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 16.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 26	R	 3	  57.00	    609.9700	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	48.6%               	                      	                	                       	2.9%                           	                	                  	               	5.7%          	                     	                 	                     	                       	                                 	                      	                       	9.3%            	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	2.9%               	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	3.1%                       	                  	                    	                    	                   	                 	                   	                    	2.9%                 	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  24.7%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 26	R	 6	 102.00	    614.9200	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	15.0%               	                      	                	                       	10.0%                          	+               	                  	               	              	                     	                 	                     	                       	                                 	                      	                       	17.1%           	                      	5.0%                 	            	                	                   	                     	                                 	5.0%             	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	15.0%                	                      	5.0%                  	                        	                        	                     	                   	5.0%                      	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	5.0%           	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	5.7%                       	                  	                    	                    	                   	                 	                   	10.0%               	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 2.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 26	R	CC	  38.00	    615.4500	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	1                      	2                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	1                       	1                    	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	3              	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	2                   	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 27	R	 1	 114.00	    617.1400	Nomura   	Benthic Foraminifers                         	               	                  	.8%                         	+               	16.8%               	                      	10.7%           	                       	1.5%                           	                	                  	               	6.1%          	                     	                 	.8%                  	                       	                                 	                      	                       	                	                      	8.4%                 	            	                	3.1%               	                     	                                 	                 	                     	                          	.8%                     	            	                   	1.5%     	.8%                	.8%       	.8%            	3.1%                	3.1%                    	7.6%                 	2.3%                  	2.3%                  	                        	5.3%                    	3.1%                 	1.5%               	6.1%                      	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	.8%            	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	1.5%              	3.1%                	.8%                 	.8%                	1.5%             	.8%                	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  6.9%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505
