Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra haqii,Coronocyclus nitescens,Sphenolithus moriformis,Discoaster spp.,Cyclicargolithus floridanus,Coccolithus pelagicus,Umbilicosphaera rotula,Triquetrorhabdulus milowii,Reticulofenestra minuta,Orthorhabdus serratus,Helicosphaera spp.,Hayella challengeri,Discoaster deflandrei,Cryptococcolithus mediaperforatus,Calcidiscus leptoporus,Amaurolithus primus,Reticulofenestra pseudoumbilica (>7microns),Pontosphaera multipora,Helicosphaera intermedia,Discoaster kugleri,Discoaster challengeri,Coccolithus miopelagicus,Calcidiscus premacintyrei,Sphenolithus spp.,Sphenolithus grandis,Umbilicosphaera jafari,Helicosphaera carteri,Discoaster exilis,Sphenolithus abies,Helicosphaera orientalis,Calcidiscus macintyrei,Helicosphaera granulata,Discoaster bollii,Catinaster coalitus,Calcidiscus tropicus,Scapholithus fossilis,Discoaster braarudii,Discoaster pansus,Catinaster calyculus,Catinaster spp.,Discoaster calcaris,Discoaster subsurculus,Discoaster hamatus,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster bellus,Discoaster variabilis,Discoaster neorectus,Discoaster quinqueramus,Discoaster bergenii,Discoaster surculus,Discoaster berggrenii,Scyphosphaera pulcherrima,Discoaster triradiatus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus amplificus,Angulolithina arca,Florisphaera profunda,Discoaster brouweri,Scyphosphaera ventriosa,Scyphosphaera tubifera,Scyphosphaera globulata,Gephyrocapsa spp. (small),Discoaster asymmetricus,Pseudoemiliania ovata,Reticulofenestra minutula,Pseudoemiliania lacunosa,Ceratolithus cristatus,Sphenolithus heteromorphus,Pontosphaera japonica,Discoaster tamalis,Coccolithus pelagicus (with bar),Umbilicosphaera sibogae var. sibogae,Gephyrocapsa muellerae,Cyclolithus annulus,Umbilicosphaera sibogae var. foliosa,Syracosphaera pulchra,Pontosphaera discopora,Helicosphaera sellii,Helicosphaera carteri var. walichii,Gephyrocapsa oceanica,Syracosphaera spp.,Reticulofenestra asanoi,Gephyrocapsa caribbeanica,Rhabdosphaera clavigera var. stylifera,Oolithotus fragilis,Reticulofenestra spp.,Holodiscolithus macroporus,Emiliania huxleyi,Gephyrocapsa large,Umbellosphaera tenuis,Braarudosphaera bigelowii,Solidopons petrae,Umbilicosphaera hulburtiana,Ceratolithus cristatus var. telesmus,Rhabdosphaera clavigera,Gephyrocapsa ericsonii,Helicosphaera inversa,Neosphaera coccolithomorpha,Umbellosphaera irregularis,Sphenolithus spiniger,Reticulofenestra bisecta,Discoaster barbadiensis,Braarudosphaera sp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 53,R,CC,  24.00,    645.6900,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,F                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,D                    ,                   ,                       ,                      ,                       ,A                        ,                       ,C                    ,C                        ,C                       ,R                     ,                          ,                     ,                  ,                                ,                                    ,C                     ,F                  ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 54,R,CC,  20.00,    659.2300,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,F              ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,F                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,C                   ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,C                  ,                       ,                      ,                       ,A                        ,                       ,C                    ,A                        ,A                       ,                      ,                          ,                     ,                  ,C                               ,F                                   ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 55,R,CC,  14.00,    668.0700,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,C              ,                           ,C                    ,                      ,                          ,F                      ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,C                  ,                       ,                      ,                       ,C                        ,                       ,C                    ,A                        ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 56,R, 2,  75.00,    670.9500,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,C                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,F                    ,                    ,                       ,                   ,                   ,                     ,                         ,F                     ,                            ,                      ,                       ,                  ,                     ,C                  ,                       ,                      ,                       ,D                        ,F                      ,A                    ,                         ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 57,R, 2,  75.00,    680.5500,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,C                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,F                       ,                 ,                     ,                    ,                       ,                   ,C                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,C                  ,                       ,                      ,                       ,A                        ,                       ,                     ,A                        ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 57,R, 4,  75.00,    683.5500,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,F                       ,                 ,                     ,                    ,                       ,                   ,C                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,                   ,                       ,                      ,                       ,                         ,                       ,C                    ,A                        ,C                       ,                      ,                          ,                     ,C                 ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 57,R,CC,  29.00,    688.2200,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,C                 ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,C                   ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,F                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,D                    ,C                  ,                       ,                      ,                       ,                         ,                       ,C                    ,C                        ,A                       ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 58,R, 3,  75.00,    691.7500,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,C              ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,C                       ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,C                  ,                       ,                      ,                       ,A                        ,F                      ,C                    ,A                        ,A                       ,                      ,                          ,                     ,F                 ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN16          ,190,1174,B, 58,R,CC,  22.00,    694.4300,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,F              ,                           ,F                    ,F                     ,                          ,C                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,rC                ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,F                       ,                 ,                     ,                    ,                       ,                   ,C                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,C                  ,                       ,                      ,                       ,C                        ,F                      ,                     ,A                        ,A                       ,                      ,                          ,                     ,C                 ,C                               ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN16          ,190,1174,B, 59,R, 6, 134.00,    706.4400,nannos   ,Nannofossils                                 ,F              ,P                 ,                                           ,A                     ,                      ,                       ,               ,                           ,F                    ,F                     ,                          ,A                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,F                     ,F                    ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,C                   ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,F                       ,                 ,F                    ,                    ,                       ,                   ,R                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,F                  ,                       ,                      ,                       ,A                        ,F                      ,F                    ,A                        ,C                       ,                      ,                          ,R                    ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN16          ,190,1174,B, 60,R, 6, 110.00,    715.8000,nannos   ,Nannofossils                                 ,T              ,P                 ,                                           ,D                     ,                      ,                       ,C              ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,C                    ,                    ,                       ,                   ,C                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,A                  ,                       ,                      ,                       ,                         ,                       ,                     ,D                        ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN16          ,190,1174,B, 61,R,CC,  35.00,    726.8000,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,R              ,                           ,                     ,                      ,                          ,A                      ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,R                 ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,F                     ,                       ,                 ,                   ,R                   ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,F                    ,                    ,                       ,                   ,F                  ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,R                  ,                       ,                      ,                       ,C                        ,R                      ,F                    ,A                        ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN16          ,190,1174,B, 62,R, 5, 106.00,    733.5600,nannos   ,Nannofossils                                 ,F              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,A                      ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,rR                ,                        ,F                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,R                       ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,R                  ,                       ,                      ,                       ,C                        ,R                      ,C                    ,A                        ,C                       ,                      ,rF                        ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN16          ,190,1174,B, 63,R,CC,  37.00,    746.0600,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,C                      ,               ,                           ,C                    ,C                     ,                          ,A                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,C                     ,                     ,                 ,                  ,                        ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,C                    ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,A                        ,C                      ,                     ,A                        ,C                       ,F                     ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 65,R, 5,  74.00,    761.7400,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                                           ,A                     ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,D                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN15          ,190,1174,B, 65,R,CC,  35.00,    764.9200,nannos   ,Nannofossils                                 ,R              ,P                 ,C                                          ,D                     ,                      ,                       ,C              ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,C                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,C                    ,                 ,C                 ,                        ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,C                    ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,F                     ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,                         ,C                      ,C                    ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
