Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiothrix miocenica	Thalassiothrix longissima	Thalassiosira vulnifica	Thalassiosira sp. cf. T.vulnifica	Thalassiosira praevulnifica	Thalassiosira oestrupii	Thalassiosira nativa	Thalassiosira lineata	Thalassiosira lentiginosa var. ovalis	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira insigna	Thalassiosira elliptipora (very elongate aerolae)	Thalassiosira elliptipora	Thalassiosira convexa var. aspinosa	Thalassiosira convexa	Thalassionema nitzschioides  var. parva	Thalassionema nitzschioides	Stephanopyxis turris	Simonseniella barboi	Rouxia spp.	Rouxia sp. 1	Rouxia naviculoides	Rouxia californica	Rocella gelida	Rhizosolenia styliformis	Rhizosolenia sp. A	Rhizosolenia hebetata f. semispina	Rhizosolenia hebetata f. hiemalis	Nitzschia weaveri	Nitzschia sp. cf. N.interfrigidaria	Nitzschia sp. aff. N.praeinterfrigidaria	Nitzschia reinholdii	Nitzschia praeinterfrigidaria	Nitzschia marina	Nitzschia kerguelenis	Nitzschia jouseae	Nitzschia interfrigidaria	Nitzschia fossilis	Nitzschia cylindrica	Nitzschia clementia	Nitzschia angulata	Neobrunia mirabilis	Hemidiscus triangularus	Hemidiscus karstenii f.1	Hemidiscus karstenii	Hemidiscus cuneiformis	Eucampia antarctica	Ethmodiscus sp. (fragments)	Denticulopsis hustedtii	Denticulopsis dimorpha	Cosmiodiscus intersectus	Coscinodiscus tabularis	Coscinodiscus marginatus	Coscinodiscus lineatus	Coscinodiscus endoi	Charcotia actinochilus	Chaetoceros sp. (spines)	Asteromphalus parvulus	Asteromphalus kennettii	Asteromphalus hookeri	Actinocyclus ingens (ovate form)	Actinocyclus ingens	Actinocyclus ellipticus	Actinocyclus divisus	Coscinodiscus insignis	Actinocyclus ingens var. planus	Comment

  SR	                 	                 	                  	              	114	 704	A	 16	H	 5	 134.00	    147.5400	Fenner   	Diatoms                                      	               	                  	                        	                         	.9%                    	                                 	                           	                       	                    	                     	                                     	                         	4.9%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	1.1%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	2.9%                  	2.0%                           	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 16	H	 6	  80.00	    148.5000	Ciesielski	Diatoms                                      	               	G                 	-                       	C                        	R                      	-                                	-                          	C                      	F                   	-                    	-                                    	S                        	A                   	-                    	-                                                	-                        	-                                  	-                    	-                                      	-                          	-                   	R                   	S          	-           	-                  	-                 	-             	-                       	-                 	-                                 	-                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	A                 	-                  	-                      	-                       	R                   	R                     	-                  	S                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 16	H	CC	  16.00	    148.8500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.0%                   	                                 	                           	                       	                    	                     	                                     	                         	3.0%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	.5%                   	.5%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 17	X	 1	 104.00	    150.7400	Fenner   	Diatoms                                      	               	                  	                        	                         	5.0%                   	                                 	                           	                       	                    	                     	                                     	                         	.5%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.5%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 17	X	 2	  80.00	    152.0000	Ciesielski	Diatoms                                      	               	F                 	-                       	C                        	C                      	-                                	-                          	-                      	R                   	-                    	R                                    	F                        	F                   	R                    	-                                                	-                        	-                                  	F                    	-                                      	-                          	-                   	-                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	-                                	-                	VR                                 	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	F                 	-                  	-                      	-                       	R                   	VR                    	-                  	S                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 17	X	 2	 104.00	    152.2400	Fenner   	Diatoms                                      	               	                  	                        	                         	9.9%                   	                                 	                           	                       	                    	                     	                                     	                         	1.0%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 17	X	 3	 104.00	    153.7400	Fenner   	Diatoms                                      	               	                  	                        	                         	1.9%                   	                                 	                           	                       	                    	                     	                                     	                         	7.4%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	3.1%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	3.1%                	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	1.2%                           	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 17	X	 4	  80.00	    155.0000	Ciesielski	Diatoms                                      	               	M                 	-                       	S                        	-                      	-                                	-                          	S                      	-                   	-                    	C                                    	C                        	C                   	VR                   	-                                                	S                        	-                                  	-                    	-                                      	C                          	-                   	F                   	-          	-           	-                  	-                 	-             	S                       	C                 	-                                 	S                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	R                 	-                   	-                  	C                 	-                  	-                      	-                       	VR                  	-                     	C                  	F                          	-                      	-                     	-                       	-                      	F                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	C                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 17	X	 4	 104.00	    155.2400	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                                 	                           	                       	                    	                     	                                     	                         	5.6%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	2.8%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	.4%                   	4.0%                           	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 17	X	 5	 104.00	    156.7400	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                                 	                           	                       	                    	                     	                                     	                         	4.1%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	4.1%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.7%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	.7%                   	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 17	X	 6	  80.00	    158.0000	Ciesielski	Diatoms                                      	               	F                 	-                       	R                        	F                      	-                                	-                          	-                      	-                   	-                    	S                                    	C                        	-                   	-                    	-                                                	-                        	-                                  	S                    	-                                      	-                          	-                   	-                   	-          	-           	-                  	-                 	-             	R                       	-                 	-                                 	-                                	-                	S                                  	-                                       	VR                  	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	F                 	-                  	-                      	-                       	-                   	R                     	R                  	R                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	F                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 17	X	 6	 104.00	    158.2400	Fenner   	Diatoms                                      	               	                  	                        	                         	10.7%                  	                                 	                           	                       	                    	                     	                                     	                         	                    	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	1.4%                	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 17	X	CC	  19.00	    158.8600	Fenner   	Diatoms                                      	               	                  	                        	                         	6.7%                   	                                 	                           	                       	                    	                     	                                     	                         	2.1%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	.2%                 	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	1.0%                  	1.6%                           	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 18	X	 1	 105.00	    160.2500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.2%                   	                                 	                           	                       	                    	                     	                                     	                         	.8%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	.4%                 	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	3.3%                  	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 18	X	 2	  76.00	    161.4600	Ciesielski	Diatoms                                      	               	F                 	-                       	F                        	C                      	-                                	-                          	-                      	-                   	-                    	S                                    	C                        	-                   	-                    	-                                                	R                        	R                                  	S                    	-                                      	C                          	-                   	-                   	-          	-           	-                  	-                 	-             	F                       	-                 	-                                 	-                                	-                	-                                  	-                                       	S                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	C                 	-                  	-                      	-                       	-                   	-                     	S                  	S                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	S                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 18	X	 2	 105.00	    161.7500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.4%                   	                                 	                           	                       	                    	                     	                                     	                         	.5%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	.5%                   	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 18	X	 3	 105.00	    163.2500	Fenner   	Diatoms                                      	               	                  	                        	                         	4.7%                   	                                 	                           	                       	                    	                     	                                     	                         	3.3%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	.7%                 	           	            	                   	                  	              	                        	                  	                                  	                                 	.7%              	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	5.3%                  	.7%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 18	X	 4	  76.00	    164.4600	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	R                      	-                                	-                          	R                      	-                   	-                    	-                                    	C                        	C                   	-                    	-                                                	-                        	-                                  	-                    	-                                      	-                          	-                   	C                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	S                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	A                 	-                  	-                      	-                       	-                   	-                     	-                  	S                          	-                      	-                     	-                       	-                      	F                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 18	X	 4	 105.00	    164.7500	Fenner   	Diatoms                                      	               	                  	                        	                         	3.9%                   	                                 	                           	                       	                    	                     	                                     	                         	8.8%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 18	X	 5	  76.00	    165.9600	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	C                      	-                                	-                          	S                      	-                   	-                    	R                                    	S                        	A                   	-                    	-                                                	-                        	R                                  	-                    	-                                      	-                          	-                   	R                   	-          	-           	-                  	-                 	-             	R                       	-                 	-                                 	R                                	-                	R                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	D                 	-                  	-                      	-                       	R                   	R                     	-                  	S                          	-                      	-                     	-                       	-                      	S                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	R                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 18	X	 5	 105.00	    166.2500	Fenner   	Diatoms                                      	               	                  	                        	                         	6.9%                   	                                 	                           	                       	                    	                     	                                     	                         	8.0%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. insigna        	              	114	 704	A	 18	X	 6	  76.00	    167.4600	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	C                      	-                                	-                          	S                      	-                   	-                    	R                                    	C                        	S                   	S                    	-                                                	-                        	S                                  	S                    	-                                      	F                          	-                   	-                   	-          	-           	-                  	-                 	-             	R                       	-                 	-                                 	R                                	-                	S                                  	-                                       	-                   	-                            	-               	-                    	-                	rS                       	-                 	-                   	-                  	A                 	-                  	-                      	-                       	R                   	S                     	R                  	S                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	C                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 18	X	CC	  18.00	    167.9900	Fenner   	Diatoms                                      	               	                  	                        	                         	6.6%                   	                                 	                           	                       	                    	                     	                                     	                         	                    	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	.4%                   	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	N.interfrig/T.vulnif	Nitzschia weaveri	114	 704	A	 19	X	 1	  60.00	    169.3000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	R                      	-                                	-                          	F                      	-                   	-                    	-                                    	R                        	A                   	D                    	-                                                	-                        	R                                  	S                    	-                                      	-                          	-                   	R                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	-                                	rR               	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	D                 	-                  	-                      	-                       	-                   	-                     	-                  	F                          	-                      	-                     	C                       	-                      	-                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763
